train-EnvExecTime,Time-SampleProc,ItrTime,n_timesteps,train-MinReturn,train-AverageDiscountedReturn,train-MaxReturn,Itr,Time,train-NumTrajs,train-PolicyExecTime,train-StdReturn,LossBefore,Time-Optimization,train-AverageReturn,Time-Sampling,LossAfter
2.5192744731903076,0.0949246883392334,8.058833837509155,10000,-116.42616731229188,-40.71358151858627,39.252243494909216,0,8.058840274810791,100,4.763091087341309,30.75500583599792,1.8310548e-08,0.4228203296661377,-24.263866411570334,7.540807485580444,-2.2791135
2.4813151359558105,0.06913924217224121,7.715428352355957,20000,-142.42295495743588,-40.80636219337922,44.73752526197738,1,15.796597719192505,100,4.637589693069458,33.53672872852256,6.866455e-09,0.3033602237701416,-23.178791776166968,7.342700242996216,-0.05389588
2.4740307331085205,0.12420463562011719,7.834243535995483,30000,-101.25663529659468,-32.14652462170308,75.76523843678184,2,23.647890329360962,100,4.705624103546143,36.32663467837983,-3.0517577e-09,0.30246925354003906,-19.639919804975214,7.407312393188477,-0.06709071
2.480618953704834,0.11331987380981445,7.787437200546265,40000,-108.21772556057515,-40.690082913725476,79.40907038999812,3,31.45343589782715,100,4.557034969329834,32.925052244948006,-3.0517577e-09,0.40694189071655273,-24.185624906705,7.266928434371948,-0.045521937
2.490553379058838,0.05510377883911133,7.860482454299927,50000,-154.61775838628157,-36.40138273305298,116.66779490802145,4,39.33209228515625,100,4.700084924697876,41.19834742213595,7.629395e-09,0.38381266593933105,-21.308348516808742,7.4213221073150635,-0.0459011
2.4351882934570312,0.08150744438171387,7.669251441955566,60000,-120.29578481659335,-45.21843128919707,88.46875919842748,5,47.01853632926941,100,4.493924379348755,38.64734762478955,1.5258789e-09,0.4304647445678711,-24.904936001623323,7.156884670257568,-0.064476214
2.476073980331421,0.0416257381439209,7.711451768875122,70000,-128.71042706001657,-24.541741528065938,87.52016626767242,6,54.74958920478821,100,4.541718482971191,37.78927808565979,-0.0043599564,0.4170057773590088,-11.859905389982885,7.2525482177734375,-0.040185682
2.434298276901245,0.09699034690856934,7.685552597045898,80000,-113.42388937952919,-33.521131103806376,109.19816960801398,7,62.45970153808594,100,4.58540678024292,38.61996958188742,-6.4849854e-09,0.3410501480102539,-17.466607320008784,7.247251272201538,-0.02466041
2.4542911052703857,0.04280972480773926,7.775332450866699,90000,-108.71184166380341,-20.656537740218074,83.81962184922489,8,70.25705027580261,100,4.645862817764282,37.51622007855335,-1.5830993e-08,0.4021577835083008,-9.718592130708139,7.330116510391235,-0.0279565
2.446826696395874,0.04378533363342285,7.671412467956543,100000,-143.90296283529472,-19.9758930953956,116.2476361256691,9,77.95034527778625,100,4.608316898345947,42.36232539719104,3.3569336e-08,0.3325819969177246,-9.248337944783911,7.294790983200073,-0.0275928
2.4957284927368164,0.10204386711120605,7.76757287979126,110000,-193.30717779536488,-33.01101635783957,99.88585991217624,10,85.74360346794128,100,4.624328374862671,47.82740132652252,-0.0015545975,0.31775927543640137,-14.319810463042336,7.347477912902832,-0.023416877
2.4317402839660645,0.07361888885498047,7.711445569992065,120000,-97.33511247198459,-10.145290190436256,137.00312300926214,11,93.47677493095398,100,4.69063663482666,40.67875441480684,-0.0016137573,0.28992700576782227,-3.972528663385308,7.347601413726807,-0.025780374
2.4552173614501953,0.10321283340454102,7.7002058029174805,130000,-105.84053984566029,-7.729851449896222,83.13731389211279,12,101.21184539794922,100,4.573026418685913,45.40735751916798,2.4414062e-08,0.33951759338378906,-4.028713959487571,7.257227659225464,-0.036337513
2.4343228340148926,0.0760347843170166,7.675630331039429,140000,-104.88520652743718,-6.093399624229544,112.97742736939804,13,108.90522480010986,100,4.589087724685669,40.69969439804595,-1.525879e-08,0.34490299224853516,-2.495575493248883,7.254383563995361,-0.031232331
2.4694840908050537,0.08319330215454102,7.8183534145355225,150000,-96.78875410834033,-4.037246449857771,99.05576658055334,14,116.74769234657288,100,4.670015811920166,42.42567506919773,2.5939942e-08,0.3554401397705078,-1.1768003514398913,7.379483461380005,-0.055579975
2.4150989055633545,0.04011821746826172,7.630969285964966,160000,-69.47880513193056,-5.130501869022708,112.9697492738061,15,124.39953446388245,100,4.674943208694458,37.70546597455804,-0.002327649,0.2738356590270996,-1.4313358534885992,7.31673526763916,-0.04035449
2.4393763542175293,0.061150312423706055,7.755802154541016,170000,-103.77042669512169,3.064466602260303,123.82526386627389,16,132.1726369857788,100,4.758014917373657,39.29560628553723,-0.0073794494,0.26692652702331543,0.5339560787433018,7.427495002746582,-0.06842603
2.4435131549835205,0.04078793525695801,7.718354225158691,180000,-123.10562155128144,21.22663374036138,150.0982493335667,17,139.90969038009644,100,4.725194931030273,38.77562833191669,-0.00016667176,0.2778737545013428,9.54931843054342,7.397079706192017,-0.035283368
2.4267871379852295,0.046221256256103516,7.716484069824219,190000,-92.19913720732673,-5.5656341187696805,108.81130005815204,18,147.64344310760498,100,4.732073068618774,38.96532388066408,1.0681152e-08,0.2778198719024658,-3.4032356566839583,7.392210960388184,-0.045752812
2.513273000717163,0.10124945640563965,7.950291156768799,200000,-92.2797740712453,-3.943606632379726,93.56917944397985,19,155.6115312576294,100,4.781682729721069,36.62167941485794,4.577637e-09,0.3197004795074463,-2.6577542332350443,7.52908182144165,-0.036225628
2.522526979446411,0.06981801986694336,7.839697360992432,210000,-125.06990781278283,-0.785189157122237,123.46549656301654,20,163.47100257873535,100,4.739511966705322,42.58839318460568,-1.2207031e-08,0.2736701965332031,-1.9786530383906449,7.49599552154541,-0.04436941
2.4456987380981445,0.06888198852539062,7.682187795639038,220000,-162.07014820084837,-12.265424342960964,87.83151238627562,21,171.1719093322754,100,4.647934198379517,37.16836112647495,-6.1035155e-09,0.27399778366088867,-7.6416174674503585,7.339054346084595,-0.07171189
2.423391819000244,0.044693946838378906,7.6758623123168945,230000,-98.9161652048947,-7.699669650523504,76.48585185894432,22,178.86833667755127,100,4.7033374309539795,38.81848247586972,-1.0681152e-08,0.2741832733154297,-7.332047925573481,7.3567516803741455,-0.026824297
2.46494460105896,0.07154107093811035,7.744117259979248,240000,-94.18474620023841,-20.806138473492428,58.582441717995756,23,186.63115096092224,100,4.707667350769043,29.631940728508155,-6.1035155e-09,0.2673459053039551,-14.493095212316497,7.404910087585449,-0.03478196
2.4307563304901123,0.06635260581970215,7.74344277381897,250000,-157.50120849116766,-53.37236514519089,99.04484162950266,24,194.3911316394806,100,4.747276067733765,43.58377297168584,-0.0033237305,0.26631784439086914,-31.497393890943904,7.4105305671691895,-0.051621094
2.4398937225341797,0.06789493560791016,7.725951194763184,260000,-190.0781954790732,-36.43364648236347,55.49278822214423,25,202.13591313362122,100,4.723570346832275,40.84646061617482,3.0517577e-09,0.2643470764160156,-22.194432147156558,7.393442869186401,-0.03154887
2.4549190998077393,0.06936526298522949,7.741520881652832,270000,-167.78128430866587,-32.82555001723533,80.99403908275778,26,209.89832854270935,100,4.707386493682861,44.04638481694371,1.2207031e-08,0.27657651901245117,-20.41805893354715,7.395334243774414,-0.095801815
2.420746326446533,0.0827169418334961,7.759079217910767,280000,-155.6067576175684,-7.845617494917661,108.7667073718856,27,217.67563128471375,100,4.766017913818359,45.995094039213555,3.0517577e-09,0.2554738521575928,-7.21310889022621,7.420640468597412,-0.09165609
2.4130029678344727,0.04047513008117676,7.627506256103516,290000,-121.45342445462617,18.918406511798214,150.2739066146631,28,225.32272577285767,100,4.671266317367554,46.888132636969644,-3.0517577e-09,0.27255988121032715,10.114057024019777,7.314229965209961,-0.29186845
2.4220423698425293,0.0691533088684082,7.662447214126587,300000,-87.21604720573794,10.6214031442208,103.5696830800671,29,233.0050323009491,100,4.676565885543823,43.76631420594907,1.525879e-08,0.26181745529174805,6.797825316879315,7.331246614456177,-0.031530898
2.404604196548462,0.04856371879577637,7.628730297088623,310000,-111.44409050787785,38.95864319561837,121.40532910968169,30,240.651629447937,100,4.679458856582642,48.31071199340845,-6.1035155e-09,0.26966428756713867,21.636963494284302,7.310267925262451,-0.04187763
2.434607744216919,0.048578739166259766,7.767984867095947,320000,-122.84283411880756,59.829809811711,151.2304171799505,31,248.4389238357544,100,4.771307468414307,51.126801770835165,-1.525879e-08,0.28482842445373535,31.764917568713702,7.434345483779907,-0.08495176
2.4830403327941895,0.04352164268493652,7.79946494102478,330000,-67.7463329648619,76.4990315464732,163.9524115328275,32,256.25814414024353,100,4.752875089645386,45.81814224336424,0.0015632813,0.28638291358947754,38.56416594728401,7.469343900680542,-0.47181195
2.447678804397583,0.05069613456726074,7.835026741027832,340000,-88.5914969037099,49.157392316149455,132.213775535275,33,264.11095428466797,100,4.824214935302734,43.258245615026794,3.6621095e-08,0.2745206356048584,24.3250598031366,7.5095508098602295,-0.07062599
2.4794540405273438,0.07996487617492676,7.87651252746582,350000,-87.00218158486396,-5.1119735217620565,67.10355505012615,34,272.00599670410156,100,4.8151514530181885,32.78464289710841,-3.0517577e-09,0.2630119323730469,-6.507012678947413,7.533248424530029,-0.049619116
2.4605765342712402,0.04561352729797363,7.8107476234436035,360000,-101.65340286481636,-34.138027495157964,69.94693493756752,35,279.83514499664307,100,4.794861555099487,34.14746066479824,-1.5258789e-09,0.26933789253234863,-20.942858147470098,7.49554967880249,-0.02093561
2.44789719581604,0.06839871406555176,7.903416395187378,370000,-80.5970795424302,-30.511450529053697,47.36548441560969,36,287.75960087776184,100,4.885668992996216,27.17067432016758,3.0517577e-09,0.2660365104675293,-20.396912705695087,7.568711280822754,-0.024899054
2.433856964111328,0.06572937965393066,7.681085109710693,380000,-90.08291705684668,-24.877593704860043,42.714944576075965,37,295.4573485851288,100,4.712940454483032,30.11947002460337,-9.155274e-09,0.2407820224761963,-15.668309542170714,7.374364376068115,-0.043009344
2.39128041267395,0.06538701057434082,7.505331039428711,390000,-94.03027634417144,-4.2372469946715565,53.09226704999631,38,302.9796905517578,100,4.563087463378906,27.50338454356461,1.5258789e-09,0.2536201477050781,-3.5867108530622818,7.186084508895874,-0.066044964
2.4058024883270264,0.043070077896118164,7.5067219734191895,400000,-65.14876779926995,18.380074560693625,88.4328684785267,39,310.50315260887146,100,4.568278789520264,32.757797098099154,2.4414062e-08,0.257584810256958,8.456019958704763,7.205810785293579,-0.08652309
2.4139392375946045,0.03325986862182617,7.578831434249878,410000,-69.68027520054709,23.245858854048883,98.92076721762733,40,318.09906458854675,100,4.649658441543579,36.7593933136883,-1.0681152e-08,0.2486555576324463,10.674524563141041,7.2966673374176025,-0.07126934
2.457292318344116,0.06824564933776855,7.5877439975738525,420000,-80.9726188211144,28.083890508030482,77.51804613680949,41,325.7037103176117,100,4.604673147201538,36.65147107459475,-1.2207031e-08,0.22130298614501953,13.48297078500887,7.297951698303223,-0.09835129
2.453989028930664,0.048818349838256836,7.574772596359253,430000,-75.62760510197161,7.698439771522857,64.58974574716272,42,333.29474210739136,100,4.599159240722656,34.85807385765612,-1.2207031e-08,0.23840880393981934,2.136711365350546,7.287281036376953,-0.05618547
2.4676125049591064,0.03943681716918945,7.5870184898376465,440000,-105.94864090852205,-26.104235733639403,74.14147661059158,43,340.8966209888458,100,4.5892860889434814,32.725232083006624,1.0299683e-08,0.25045299530029297,-16.41064867534164,7.296903133392334,-0.020683473
2.4807920455932617,0.0361790657043457,7.600543260574341,450000,-109.07498601433045,-44.730347693854895,48.50891087142286,44,348.51381182670593,100,4.604137420654297,29.9972758985165,5.340576e-09,0.24024653434753418,-26.075388142686926,7.32392430305481,-0.05018495
2.502007484436035,0.04056596755981445,7.705285310745239,460000,-134.53220311694594,-28.847720847740533,87.57975552289417,45,356.2343394756317,100,4.7045207023620605,38.04650208139079,-1.2207031e-08,0.21831536293029785,-17.211439664445876,7.44616961479187,-0.06757684
2.634052276611328,0.04561114311218262,7.938509702682495,470000,-135.32419768486736,-9.374550673581453,75.60911137152705,46,364.19022154808044,100,4.79934549331665,34.93508366749438,-2.5939942e-08,0.2077648639678955,-7.724877718843832,7.6848790645599365,-0.05017616
2.632326126098633,0.07815146446228027,7.978989601135254,480000,-148.40064726138093,-18.98082326631402,80.4189617279251,47,372.18340849876404,100,4.809856653213501,34.16277053053549,3.4332275e-09,0.20507049560546875,-11.164277202266625,7.695518255233765,-0.028619122
2.6171205043792725,0.04655718803405762,7.926771879196167,490000,-103.07238754339366,-22.626697369332373,73.10062545124909,48,380.124263048172,100,4.797061443328857,34.665596503574534,1.2207031e-08,0.21657681465148926,-12.443556957411575,7.6633734703063965,-0.02027569
2.620393753051758,0.04543709754943848,7.905677080154419,500000,-89.35877170478474,-25.856791102262218,77.48520907466855,49,388.04386377334595,100,4.778655529022217,33.27617711021008,2.1362304e-08,0.20974111557006836,-15.249115532082534,7.650272846221924,-1.0502523
2.647357225418091,0.043401241302490234,7.994123458862305,510000,-153.8974391249648,-44.10862937856737,89.78561843904629,50,396.05168080329895,100,4.822515487670898,39.57687206893716,-1.9836426e-08,0.21601557731628418,-25.417092586058423,7.73450779914856,-0.62340903
2.6418895721435547,0.04251813888549805,8.007220268249512,520000,-138.50969965474496,-58.159449174212696,71.92559667488626,51,404.0729217529297,100,4.842211008071899,38.297747363462385,4.9591065e-09,0.22995543479919434,-33.596705635865995,7.734517812728882,-0.3785209
2.6339149475097656,0.040863990783691406,7.962280988693237,530000,-142.46501554841373,-57.14213560712022,47.30712465409308,52,412.05116391181946,100,4.808084964752197,39.56039326466453,3.6621095e-08,0.2281792163848877,-33.98464618983934,7.692985773086548,-0.25711876
2.625171422958374,0.07656025886535645,7.93562912940979,540000,-110.65712638963339,-40.04786830534265,55.64757341482989,53,420.0004439353943,100,4.783557653427124,35.73050296996942,1.9073487e-09,0.20020341873168945,-25.15374047728622,7.658641338348389,-0.08703233
2.6496665477752686,0.03964519500732422,7.994069576263428,550000,-123.2102922902458,-45.718260859351815,43.43134907642477,54,428.00871205329895,100,4.833811044692993,34.15894823254181,-0.00020377197,0.22101783752441406,-27.102342640688025,7.733168601989746,-0.012902454
2.696831703186035,0.04887890815734863,8.0556960105896,560000,-137.15468056222463,-53.319344947903346,60.15875526846997,55,436.08012557029724,100,4.816835403442383,38.70387529701692,1.5258789e-09,0.23608636856079102,-31.939638673893764,7.770500659942627,-0.041487586
2.6817729473114014,0.03953242301940918,7.984269142150879,570000,-147.442924244865,-49.858665441265615,40.44305948579532,56,444.07815527915955,100,4.801041603088379,31.357200458293587,9.918213e-09,0.20986628532409668,-30.566958741603777,7.734627723693848,-0.026508842
2.636286497116089,0.044425249099731445,7.937858581542969,580000,-122.2688160460545,-39.813181944332484,56.610267443266274,57,452.02983498573303,100,4.786203622817993,32.529574860959805,-6.1035155e-09,0.21639323234558105,-24.501895052716353,7.676822662353516,-0.053886354
2.6794347763061523,0.04038357734680176,8.003793954849243,590000,-111.96630629589879,-51.27893830212938,59.047365546790644,58,460.04757714271545,100,4.809622526168823,34.347199005871424,6.866455e-09,0.22262215614318848,-31.096401023275863,7.740556716918945,-0.084880084
2.6559557914733887,0.08324384689331055,8.004431009292603,600000,-125.76049708580315,-58.34857959826011,41.67282330083761,59,468.0662455558777,100,4.817545652389526,31.279172281628988,3.0517577e-09,0.19562435150146484,-34.89789100707939,7.725300073623657,-0.196093
2.671172857284546,0.04390120506286621,8.053825616836548,610000,-133.19748818472624,-42.963375719345215,56.10957327163224,60,476.13381838798523,100,4.860458135604858,35.3246447092992,1.8310548e-08,0.22454524040222168,-25.483433108042554,7.785151958465576,-0.08549488
2.6545698642730713,0.04506182670593262,7.9218909740448,620000,-154.08408911152608,-29.304498912369972,68.30073897197055,61,484.06976222991943,100,4.768224716186523,36.08573351784301,-1.2207031e-08,0.20496273040771484,-17.671064904656756,7.671649217605591,-0.0387224
2.6750996112823486,0.08008193969726562,8.055837154388428,630000,-130.82806536526203,-31.670209240860835,71.18885308367982,62,492.1398558616638,100,4.84357213973999,38.913579226097085,-0.00053110963,0.20571613311767578,-18.331005529961057,7.769798517227173,-0.034336682
2.656033515930176,0.0787804126739502,7.983403921127319,640000,-116.76845484956415,-32.940770578305184,71.01217967588133,63,500.1374862194061,100,4.797118663787842,36.485737555088015,-0.0021233642,0.2007143497467041,-18.560269675669307,7.703647613525391,-0.049746208
2.6511855125427246,0.044951438903808594,8.027997255325317,650000,-109.86409202530271,-39.07678201197294,85.91721467486713,64,508.184716463089,100,4.850932836532593,35.04956987705573,-0.002118239,0.22861218452453613,-22.819036261179694,7.754171133041382,-0.08962158
2.6763417720794678,0.04016923904418945,8.012326717376709,660000,-133.00030260104913,-37.284403206243326,54.036224231079196,65,516.2112050056458,100,4.821097135543823,37.31507545526014,-2.4414062e-08,0.22223448753356934,-21.105534806060383,7.74970269203186,-0.034067243
