Itr,train-PolicyExecTime,LossBefore,Time-Sampling,train-EnvExecTime,n_timesteps,train-NumTrajs,train-MaxReturn,train-MinReturn,train-AverageDiscountedReturn,Time-Optimization,train-AverageReturn,Time-SampleProc,Time,ItrTime,LossAfter,train-StdReturn
10,24.261246919631958,1.0681152e-08,28.98831605911255,4.2299864292144775,110000,100,78.35848515546871,-96.92730682806052,-14.968026786941518,2.32780385017395,-11.31696449045854,0.05200791358947754,366.40146684646606,31.369306802749634,-0.0028822578,33.755270618286296
11,24.45280146598816,2.4414062e-08,29.313520908355713,4.369514465332031,120000,100,90.64585343722774,-105.57098263463044,-19.17589688812485,2.4077587127685547,-12.192007273694504,0.04999494552612305,398.1964108943939,31.77300500869751,-0.0032955322,34.1101484351923
12,24.897038221359253,2.1362304e-08,29.738109827041626,4.339691400527954,130000,100,101.51155974833739,-77.28348327234573,-13.99314955189682,2.49833607673645,-9.981584683444828,0.060755252838134766,430.5164978504181,32.297544956207275,-0.004665702,31.950931516437535
13,25.9522066116333,-0.00028784486,31.057960271835327,4.572631359100342,140000,100,73.25444007429356,-100.13284950251028,-6.770897378358759,2.3573710918426514,-4.710602620216578,0.22236919403076172,464.17486214637756,33.63907170295715,-0.0048671053,34.93249965331763
14,24.48138976097107,6.1035155e-09,29.40587306022644,4.417272567749023,150000,100,76.66094415803364,-88.25653608028625,-10.384361578804944,2.827449083328247,-8.049481217573641,0.06925582885742188,496.49732398986816,32.30307197570801,-0.008701743,35.61395534390576
15,27.806171655654907,-6.1035155e-09,32.98742485046387,4.661613941192627,160000,100,60.3201093176702,-70.27639285491735,3.4783117566203834,3.253359079360962,-0.547020193060777,0.060333967208862305,532.8427810668945,36.305752992630005,-0.006052414,26.328228436992408
16,27.998206615447998,-3.967285e-08,33.18688106536865,4.63354229927063,170000,100,73.26050228708246,-105.52413137580028,-9.382566048409226,2.3380889892578125,-5.891858498083771,0.05366015434265137,568.44588804245,35.579732179641724,-0.0058646486,32.953215012537214
17,24.335580825805664,3.0517577e-09,29.11721920967102,4.279495000839233,180000,100,75.68760503180499,-86.53018189837019,-9.174732359067747,2.2237701416015625,-6.29966065091541,0.049314260482788086,599.8609580993652,31.39158296585083,-0.004519263,31.046853133325367
18,24.295674324035645,-0.0008167511,29.186331748962402,4.395315647125244,190000,100,68.135660578566,-128.67574812693906,-1.2457242617793336,2.2313458919525146,-3.9540132015759273,0.048512935638427734,631.3548941612244,31.46806764602661,-0.0070471223,37.13760883874374
19,26.084704637527466,6.1035155e-09,30.891773223876953,4.299731731414795,200000,100,77.84383030957508,-74.56026848657596,-4.363574009034775,1.9095110893249512,-3.8642314258450265,0.04999709129333496,664.2297859191895,32.852930784225464,-0.0042548403,33.291315769045546
20,24.436955213546753,2.4414062e-08,28.834805965423584,3.9184367656707764,210000,100,58.11846612150605,-91.07679164982414,-15.159708518891899,1.8850700855255127,-10.289834454485964,0.06468605995178223,695.0375738143921,30.78540301322937,-0.0065365355,32.47177430097334
