Time-SampleProc,ItrTime,train-StdReturn,LossBefore,train-EnvExecTime,train-MaxReturn,n_timesteps,train-NumTrajs,Time,LossAfter,train-MinReturn,Itr,Time-Sampling,Time-Optimization,train-PolicyExecTime,train-AverageDiscountedReturn,train-AverageReturn
0.04107189178466797,171.64063215255737,8.038485934756324,0.021803858,4.328655958175659,27.08170394857662,10000,100,171.64064002037048,-1.4532825,-5.559309360508831,0,165.01125025749207,6.586977958679199,160.18962359428406,16.305323282622396,10.051384166877362
0.021474838256835938,187.8201298713684,4.151923663171396,0.0067927004,4.288044452667236,31.506336434822334,20000,100,359.634889125824,-5.601584,0.21694705293920857,1,184.24988913536072,3.5481741428375244,179.44593000411987,40.77914270673782,24.75579978038992
0.03277587890625,172.62374711036682,2.745298173077058,0.0071459655,4.054448843002319,29.74030788444681,30000,100,532.2822363376617,-5.10633,8.699263817090145,2,169.12919116020203,3.4612841606140137,164.6358184814453,39.59892905420079,25.805927908778862
0.023010969161987305,176.68790817260742,1.862267122275637,0.0046164338,4.098885774612427,29.722624150153024,40000,100,708.988804101944,-3.3699,19.80822601067563,3,173.78086400032043,2.8836100101470947,169.2360270023346,37.56462378767203,26.250645398275907
0.01897907257080078,183.16420698165894,1.7543653671831727,-0.01204717,4.111446142196655,29.338397586662122,50000,100,892.1762862205505,-1.8583944,20.53243892371426,4,179.15721607208252,3.987156867980957,174.5860779285431,37.07888096827208,26.603991758968697
0.10124087333679199,173.65569591522217,3.400669525123818,0.0004452606,4.075860023498535,31.904639808412895,60000,100,1065.8546862602234,-1.0600858,9.368959377955566,5,170.66970205307007,2.8834402561187744,166.156920671463,35.852249968281306,26.106874106889226
0.019633769989013672,173.4637267589569,1.7151846797408024,0.0075212996,4.123657464981079,29.9030675999981,70000,100,1239.3427712917328,-0.742713,21.29596793628322,6,170.24982595443726,3.192934989929199,165.67975974082947,36.42369812276309,26.594994755405
0.020046234130859375,179.75402402877808,2.0444969490422324,-0.0017264229,4.104886531829834,31.59826947538195,80000,100,1419.1178512573242,-0.6164004,15.43776301537542,7,176.05667996406555,3.675872564315796,171.51362800598145,36.35524629823029,26.74815590653566
0.06861376762390137,171.43409776687622,2.6795017237505543,-0.0063182204,4.1710593700408936,30.62297180723762,90000,100,1590.5732622146606,-0.5139008,10.242551707618341,8,168.26045107841492,3.06341814994812,163.5332601070404,36.00717880086468,26.578146482083575
0.019888877868652344,166.28024697303772,1.5665660151841672,0.00034726333,4.16953706741333,29.832246528771098,100000,100,1756.8756861686707,-0.45915958,19.5613984680509,9,162.67214012145996,3.58650803565979,158.03864765167236,36.4992585611338,27.03571951407168
0.020664215087890625,177.75267910957336,1.5516614481194244,-0.0039004767,4.16028356552124,30.157026937488745,110000,100,1934.6513152122498,-0.43321934,18.506869202789062,10,174.39592504501343,3.335341215133667,169.74796652793884,36.7006012147629,27.131094668118763
0.028264760971069336,175.91844511032104,1.797280387057346,0.011378165,4.120230674743652,30.9884436933188,120000,100,2110.628449201584,-0.40161878,19.44341761879259,11,172.91455006599426,2.95135498046875,168.32646083831787,36.57279411247778,26.77700095492319
0.04051566123962402,177.09282612800598,1.4343516577621733,-0.0028928246,4.12531304359436,30.454751422543946,130000,100,2287.743394136429,-0.3866571,23.24714256612689,12,172.86436295509338,4.186131954193115,168.29605293273926,36.679827037964465,27.09694945037127
0.06798005104064941,238.24965929985046,1.4523755493451975,0.0010408661,5.493786573410034,31.940054025324212,140000,100,2526.012549161911,-0.3433516,25.10341716372343,13,232.3561360836029,5.824815988540649,226.32759594917297,37.14679891317049,27.41407148366287
0.07437705993652344,255.52333784103394,1.3487750563283984,0.0083232215,4.897311210632324,29.592302718627263,150000,100,2781.5655241012573,-0.3260977,22.322520689585655,14,251.55920720100403,3.8882389068603516,246.06495308876038,36.64299197902677,27.11980999998722
0.04664492607116699,294.2315468788147,2.3184135052639245,-0.0022351441,4.758105993270874,30.39972131647864,160000,100,3075.829000234604,-0.31850782,10.157867831798322,15,286.6481809616089,7.534212827682495,281.3716447353363,36.46122591357244,26.76151072946344
0.07918596267700195,397.6671931743622,1.2119567148137032,0.00680327,5.215808629989624,30.450125455657687,170000,100,3473.5387461185455,-0.28810993,22.47787278737014,16,390.04887795448303,7.537631988525391,384.2012948989868,36.6766604285655,27.144725863494923
0.024209260940551758,250.27105164527893,1.4815375136444862,-0.0029046875,4.7449657917022705,29.41496366882686,180000,100,3723.8633472919464,-0.2585291,21.322297001462804,17,246.16255402565002,4.082893133163452,240.77599024772644,36.77383514171669,27.119460945577508
0.025992870330810547,223.40226197242737,1.3093606037775987,-0.0017049286,4.688005208969116,30.10519015676255,190000,100,3947.2873573303223,-0.24516988,23.829423728690934,18,219.29351997375488,4.081161975860596,214.0673429965973,36.74722699025806,27.125722916950465
0.02198338508605957,196.0334029197693,1.4177762652186374,0.0013536068,4.324469089508057,30.16751807587779,200000,100,4143.350870132446,-0.23635645,22.973982053396572,19,192.21004176139832,3.7978389263153076,187.36029386520386,36.94883438860553,27.184958352593465
0.04233598709106445,246.04068517684937,1.3664970922356214,0.0028287338,4.878491401672363,29.858049934419352,210000,100,4389.412693023682,-0.2324159,21.817130989934697,20,241.88314199447632,4.112980842590332,236.49573612213135,36.70365485804978,26.99255370895509
0.046524763107299805,320.75239396095276,2.216757017523852,0.020338444,4.505533933639526,29.634542792301193,220000,100,4710.195780277252,-0.20600678,12.203782759375342,21,316.4118540287018,4.293006181716919,311.37633895874023,36.40495900499008,26.8839608502213
