n_timesteps,train-AverageReturn,train-NumTrajs,Time-Sampling,Time,train-StdReturn,train-AverageDiscountedReturn,train-MinReturn,Time-SampleProc,LossAfter,train-EnvExecTime,LossBefore,Time-Optimization,Itr,ItrTime,train-PolicyExecTime,train-MaxReturn
830000,20.802547311887803,100,16.946076154708862,1594.2885417938232,33.32926254060421,44.26390795013997,-59.69646060754384,0.10304522514343262,0.024598861,3.1412675380706787,0.058552675,0.6607179641723633,82,17.71857500076294,13.502061605453491,97.63005326068358
840000,20.288012627293373,100,18.585023403167725,1613.5613162517548,33.64041690968333,42.93549687333919,-107.80978393112511,0.15754485130310059,0.021967145,3.056950569152832,0.060485512,0.4950141906738281,83,19.239469289779663,15.24123764038086,101.58194710283429
850000,21.343613672225853,100,15.195313453674316,1629.6833674907684,30.888079780798606,43.123978032341626,-59.04250129952097,0.17720270156860352,0.03004796,2.7863128185272217,0.062242206,0.7041845321655273,84,16.086119413375854,12.12160062789917,89.67404301907015
860000,20.44184518549106,100,15.576024293899536,1645.950786113739,31.48207601194783,43.032311154181215,-105.51728374918804,0.19884681701660156,0.007833975,2.8393702507019043,0.046146005,0.4616997241973877,85,16.236966371536255,12.436350345611572,111.64054571719602
870000,12.504938408764337,100,15.674174308776855,1662.3884844779968,32.06820988335006,28.539038569385237,-75.29524868122365,0.12733745574951172,0.012402824,3.0100791454315186,0.046453167,0.6005358695983887,86,16.40332055091858,12.359899759292603,75.40088881150479
880000,12.51506617282304,100,15.45910120010376,1678.6573729515076,34.89869906618026,27.171826890364308,-109.1662708265448,0.12740468978881836,0.006535004,2.7641825675964355,0.042998884,0.6469385623931885,87,16.234086751937866,12.418878078460693,81.95652557499207
890000,23.22822763317726,100,15.253276109695435,1694.6379656791687,24.696359744344463,48.00901134358929,-45.280442122030536,0.14165234565734863,0.014614394,2.863739490509033,0.04763412,0.5504124164581299,88,15.945663690567017,12.115550756454468,66.15179375767141
900000,26.84380933766905,100,14.269802808761597,1709.7038292884827,30.73740561323841,52.801247775064766,-85.04140255979293,0.13698816299438477,0.0035387527,2.786201000213623,0.047914278,0.6344394683837891,89,15.041916608810425,11.191076040267944,92.84308070601757
910000,25.10069058733935,100,15.246459245681763,1725.7988548278809,29.460315372675915,49.67194615601687,-72.76669177385105,0.15083050727844238,0.018543847,2.7871975898742676,0.056563225,0.6720535755157471,90,16.070154428482056,12.172642707824707,101.16984304110407
920000,27.238351296040747,100,15.37307357788086,1741.9542334079742,31.77119770786739,54.54019695203502,-86.17040639601976,0.14638924598693848,0.022575898,2.9412877559661865,0.055251386,0.6014842987060547,91,16.131698846817017,12.120527982711792,87.20137665136137
930000,19.533848834494453,100,16.325976848602295,1758.9098114967346,32.35269018967255,39.272076403094175,-66.6173410453872,0.12237834930419922,0.018268542,3.0533156394958496,0.05191983,0.48217153549194336,92,16.93208622932434,12.97157335281372,111.96375981709585
940000,22.190790164703973,100,16.96223521232605,1776.5806827545166,32.04988001478513,43.209386223557956,-96.7015868187296,0.13526558876037598,0.03750482,3.131092071533203,0.0666577,0.5306854248046875,93,17.631450176239014,13.501107692718506,102.49924389127378
950000,20.5445529797127,100,16.111934423446655,1793.530821800232,38.44286809305251,40.389070820045475,-87.50480182461497,0.1554725170135498,-0.0036720817,2.951766014099121,0.03789197,0.630253791809082,94,16.904097318649292,12.861786842346191,108.31764379900191
960000,28.083827306668564,100,16.53821086883545,1810.7145946025848,31.721929996431243,54.25949484391163,-56.24498959554988,0.10005927085876465,0.015260997,3.021306276321411,0.05652847,0.5099484920501709,95,17.149791717529297,13.181024551391602,108.44645813673584
970000,32.93462663624434,100,14.81483507156372,1826.3886625766754,32.05045978108402,62.5506350929955,-65.25586294497062,0.15574359893798828,0.015554112,2.908822774887085,0.054017927,0.6716618537902832,96,15.642667770385742,11.629149436950684,116.79535164288487
980000,22.772314970335675,100,12.797910928726196,1839.9322600364685,35.86088708461478,45.76316419273857,-86.54231595136733,0.13128042221069336,-0.0010687256,2.733675718307495,0.039691932,0.5791423320770264,97,13.513662099838257,9.779071569442749,102.84505007084468
990000,25.225418670772704,100,17.1322603225708,1857.741110086441,36.29015611550111,49.154420513569676,-70.65116692112191,0.17995023727416992,0.016520299,2.866055965423584,0.052779537,0.47228264808654785,98,17.78593111038208,13.947528839111328,128.0078270431266
1000000,23.84432132112356,100,18.11052966117859,1876.6276321411133,32.560842459947814,49.038041762888554,-58.81908240872003,0.150343656539917,0.008276306,2.9293534755706787,0.04947248,0.5985677242279053,99,18.85974645614624,14.876752138137817,104.24268283185368
1010000,28.707649929641185,100,15.19426703453064,1892.5135879516602,32.64887230822123,54.28760994162878,-72.18273335339663,0.10492229461669922,0.0006736832,2.7675764560699463,0.038554817,0.5536174774169922,100,15.854431867599487,12.144268989562988,84.31625912396296
1020000,29.90750738921767,100,15.215840101242065,1908.4885430335999,30.884833493087864,57.3093624878369,-54.71505129970866,0.12021422386169434,0.020435376,2.9177064895629883,0.055555653,0.601841926574707,101,15.944952249526978,11.98330283164978,93.54044810706819
1030000,20.265196646102044,100,12.89296555519104,1922.167686700821,32.51859521859069,40.18447459211551,-75.8443402242953,0.1297588348388672,0.029970422,2.6953041553497314,0.06517674,0.6259927749633789,102,13.65290904045105,9.923261642456055,104.11563530572386
1040000,30.04150616544258,100,13.916070699691772,1936.7621953487396,34.78218032418335,55.978988792147995,-71.93236942872085,0.11421370506286621,-0.0011958771,2.7971324920654297,0.034384202,0.533360481262207,103,14.56425929069519,10.828810691833496,96.25806450833875
1050000,25.185695907284284,100,16.96658945083618,1954.3947315216064,35.041790207468026,48.81088882732885,-104.83907784323861,0.12166404724121094,0.010895093,2.8490705490112305,0.048515324,0.5128531455993652,104,17.601507902145386,13.792757749557495,95.10695000142027
1060000,26.69153488994104,100,15.287858247756958,1970.3132119178772,34.50516556841415,50.98824952308717,-62.127507818461794,0.08110690116882324,0.014710414,2.7848494052886963,0.05197227,0.5118153095245361,105,15.884554624557495,12.230381965637207,86.9481900055035
1070000,27.08976931065979,100,18.013814449310303,1989.0212213993073,36.910868910207114,50.52342701569016,-94.9995177659688,0.12777376174926758,0.014387915,3.0879323482513428,0.0548276,0.5364069938659668,106,18.6784610748291,14.632314443588257,104.27564067994336
1080000,33.58412706481462,100,15.930180311203003,2005.831494808197,35.98806177173861,63.60477309768998,-57.86979984603004,0.1586296558380127,0.024662394,2.9701576232910156,0.06244911,0.6844520568847656,107,16.778733253479004,12.681539058685303,136.77027797863823
1090000,33.348240541659145,100,14.439789772033691,2021.078185558319,41.235547357391255,63.69256903471174,-170.12438825852627,0.21825480461120605,-9.135742e-05,2.773273468017578,0.03873347,0.5564281940460205,108,15.214893579483032,11.40315866470337,114.50828294658339
1100000,31.110629620025257,100,14.381374597549438,2036.3022541999817,33.04943426090554,59.451208962552734,-63.64366602619779,0.11797952651977539,0.011744712,2.749574661254883,0.049971525,0.6911168098449707,109,15.191981554031372,11.358062267303467,104.86241459904613
