ItrTime,Itr,train-AverageReturn,Time-Optimization,Time-SampleProc,n_timesteps,train-PolicyExecTime,train-EnvExecTime,train-MaxReturn,train-NumTrajs,train-MinReturn,LossAfter,train-StdReturn,train-AverageDiscountedReturn,Time-Sampling,Time,LossBefore
10.094003200531006,0,-42.46427545181745,0.5329318046569824,0.08515286445617676,10000,5.802881717681885,3.4325969219207764,171.90090781721696,100,-211.88339991710635,0.026124127,100.33102869451878,-114.77985850710708,9.475592136383057,10.094007015228271,0.075181946
9.954320192337036,1,170.92327742862315,0.37853097915649414,0.13457107543945312,20000,5.669248342514038,3.5065650939941406,208.0654592704153,100,86.01300215038495,0.02805803,24.48724684658657,313.3008541520153,9.44098162651062,20.07353448867798,0.028865729
9.993364095687866,2,187.88261833630364,0.48601651191711426,0.08960127830505371,30000,5.658929109573364,3.5048372745513916,203.61242598185487,100,146.9448467987991,0.018303793,6.926528063964795,344.6172676318428,9.411248445510864,30.084532499313354,0.026450189
10.100938558578491,3,191.96932973106632,0.5125668048858643,0.05841803550720215,40000,5.720723628997803,3.5253922939300537,203.41970056999924,100,181.25692191034236,0.05034994,4.0081838216027545,350.7148280566073,9.529635429382324,40.20648956298828,0.059651643
10.268949508666992,4,191.7175731205185,0.47122764587402344,0.10763812065124512,50000,5.859855890274048,3.579136848449707,198.9047577002694,100,174.16653901908813,-0.0088066915,4.637640152327546,354.14137764212285,9.689665079116821,50.498122215270996,0.0146074565
10.290602684020996,5,194.5129855954268,0.30043983459472656,0.10675835609436035,60000,5.872857570648193,3.755519390106201,203.14610041597678,100,184.50838850696684,0.008772565,3.344488718989087,356.4171991002905,9.883180141448975,60.82154440879822,0.017951453
10.051997423171997,6,197.68330784364082,0.31377077102661133,0.1273648738861084,70000,5.659714937210083,3.6832308769226074,201.22816452845015,100,194.37037911414947,0.028530585,1.4808587541474432,362.2087898980683,9.607266426086426,70.89193034172058,0.026361808
9.92964792251587,7,198.07924128019735,0.29891514778137207,0.05931282043457031,80000,5.6923112869262695,3.614962100982666,203.00269548074112,100,193.33646046011458,-0.0036239258,1.7900670920742436,362.67223575919604,9.565375804901123,80.83895802497864,0.012132379
10.28196907043457,8,199.34850342092278,0.31734275817871094,0.06115841865539551,90000,5.986358404159546,3.645634412765503,203.13377707087116,100,194.77585842023706,0.015737414,1.5289236961354018,365.56268691784715,9.897433996200562,91.14070868492126,0.016598215
10.113428354263306,9,199.79464700305883,0.3078916072845459,0.04232954978942871,100000,5.88993501663208,3.623807191848755,202.97340831366952,100,196.19241756315725,0.019058112,1.2750367634055095,365.91519311834185,9.762988567352295,101.27367115020752,0.021403639
10.068305253982544,10,199.97449162990296,0.32041120529174805,0.06442952156066895,110000,5.7327656745910645,3.6863632202148438,204.0828734538049,100,197.1379725317483,0.017126275,1.5388464746580002,367.238928545034,9.679527282714844,111.35853457450867,0.019673344
10.027565717697144,11,198.70218900975735,0.30790185928344727,0.07018160820007324,120000,5.789108991622925,3.6130905151367188,204.29801859014492,100,192.42032376803058,0.008716614,2.4363662741072627,367.40513364850733,9.649171113967896,121.40476155281067,0.01979337
9.98590636253357,12,201.14371279035743,0.30135297775268555,0.047423601150512695,130000,5.748764753341675,3.629248857498169,205.30523721005534,100,197.1886087829946,0.0114134215,1.7051777534619357,370.5580697077026,9.636659860610962,131.40625739097595,0.013688726
10.212076902389526,13,199.587726280506,0.3362448215484619,0.06468987464904785,140000,5.88234543800354,3.668968439102173,205.07742552601152,100,190.45253924954423,-0.004765505,2.6978597508740187,370.0055113015018,9.810895442962646,141.63659358024597,0.010793197
10.198390245437622,14,200.8314831372567,0.3264312744140625,0.0423123836517334,150000,5.948977470397949,3.6280040740966797,205.36008246627588,100,195.50371164943883,0.004232367,1.5942159364427968,370.4510576815527,9.829407453536987,151.85427045822144,0.018683804
10.083473920822144,15,196.02512067561452,0.3099782466888428,0.06500577926635742,160000,5.835580348968506,3.624152660369873,207.037180763104,100,189.31007886572405,0.0121634165,3.1362783540385224,364.9239492793759,9.7081778049469,161.95481824874878,0.028710034
10.007611274719238,16,201.45202976582078,0.32107973098754883,0.07982492446899414,170000,5.717846155166626,3.634207248687744,207.23433586776846,100,194.3006333408952,0.021298679,2.1997014293707946,371.88315076383367,9.606414794921875,171.9810242652893,0.03603791
