train-MaxReturn,train-NumTrajs,Time-Sampling,Itr,LossBefore,train-AverageReturn,train-AverageDiscountedReturn,Time,train-MinReturn,ItrTime,train-StdReturn,LossAfter,Time-SampleProc,n_timesteps,Time-Optimization,train-EnvExecTime,train-PolicyExecTime
172.58321113317257,100,206.66292309761047,29,0.011539276,154.87504896967582,258.1569912730594,5902.893450975418,142.41484720037604,209.89393210411072,6.381757008701301,-0.35776255,0.026556968688964844,300000,3.203200101852417,4.534532070159912,201.71137619018555
170.7939274268347,100,205.80292582511902,30,-0.01739208,155.13684982247983,258.6493310415028,6111.996334075928,144.29661900107456,209.07679891586304,7.037143261477752,-0.40081823,0.026511192321777344,310000,3.2469468116760254,4.543863296508789,200.85951280593872
175.51885520363922,100,209.4752140045166,31,0.0009348915,156.98297406534581,263.1233449339666,6324.795361042023,143.18684614734192,212.77820086479187,7.548842848872076,-0.4090223,0.018191814422607422,320000,3.283557176589966,4.630130290985107,204.43594336509705
175.26291733415343,100,227.16566586494446,32,0.0123390965,157.6374545202417,264.482228867307,6555.47202706337,143.306612293641,230.65455198287964,7.324556207787967,-0.4231,0.04742312431335449,330000,3.440535068511963,4.872641563415527,221.85384678840637
179.30898763462528,100,203.05878686904907,33,0.005185556,157.28996784724154,263.8101680367028,6761.482666969299,144.72528114068595,205.97830510139465,7.2252048558212705,-0.46237725,0.02541184425354004,340000,2.8937132358551025,4.543644905090332,198.11440515518188
180.09931228799752,100,203.51504611968994,34,-0.00040258942,160.177637804484,270.83963035747485,6968.74325799942,145.73892650165692,207.24133801460266,8.07967041681889,-0.48886925,0.02010822296142578,350000,3.705819845199585,4.569603681564331,198.53479433059692
177.40281001373262,100,245.70243906974792,35,-0.0053880005,158.6084059438511,266.9292718120625,7217.693691968918,145.0243239172521,248.92560529708862,7.701948893368682,-0.517764,0.022090911865234375,360000,3.199709892272949,4.6761088371276855,240.61654090881348
175.47121298492564,100,207.3635151386261,36,0.0022912994,158.71059262208894,267.43416971662106,7428.642395019531,142.77365005541623,210.92516827583313,7.582167231589633,-0.5474396,0.02451300621032715,370000,3.5367422103881836,4.523392915725708,202.42812609672546
175.57796563292857,100,205.26541209220886,37,0.0024962418,159.92815498298148,270.2326606526104,7637.280550003052,144.88396969053554,208.61648201942444,7.5604590968007255,-0.55323625,0.019526004791259766,380000,3.3302409648895264,4.601889133453369,200.24989795684814
179.395291731551,100,202.27978897094727,38,0.0074481294,160.79596427597255,272.37155035904965,7842.685960054398,142.22566434413667,205.3843469619751,8.327558930513344,-0.6081655,0.02140498161315918,390000,3.081587076187134,4.560213088989258,197.30352807044983
176.69330908390216,100,207.52333211898804,39,0.0023821166,159.81851907023952,270.151485259416,8053.6652572155,145.6313338756205,210.95772695541382,7.529764025217424,-0.60529226,0.02571415901184082,400000,3.407249927520752,4.578644275665283,202.52612829208374
181.02313837426897,100,217.463308095932,40,0.019290369,161.9841336179582,275.3652068148013,8274.32615685463,145.28993754746705,220.64024090766907,7.427901900829028,-0.61100096,0.028664112091064453,410000,3.146559000015259,4.720369100570679,212.32694220542908
175.60822776736552,100,224.97816610336304,41,0.011302119,158.95982580030207,268.2331758461421,8502.769536972046,147.60202171657826,228.42337894439697,7.64238302413917,-0.73359764,0.02400994300842285,420000,3.420872211456299,4.642045021057129,219.92948269844055
175.90766339649028,100,222.18472504615784,42,-0.00365878,161.40830310727532,273.99012226480903,8728.578345775604,144.826437015517,225.76865482330322,7.291726333386915,-0.8170677,0.020627975463867188,430000,3.5604653358459473,4.502893447875977,217.27205896377563
172.8012263320303,100,218.88934922218323,43,-0.01511879,160.6864181559262,272.05055864019073,8951.591560125351,145.87459667190387,222.98202204704285,6.370671462811123,-0.8232166,0.02133798599243164,440000,4.070436000823975,4.55270791053772,213.93298077583313
185.31476863087502,100,222.9397029876709,44,0.008104989,160.60599792696806,272.16697852113094,9180.137673139572,145.5795133733412,228.52642273902893,7.27449026101553,-0.8573009,0.019480228424072266,450000,5.566534042358398,4.610374689102173,217.91820883750916
183.68666716398624,100,211.9931561946869,45,0.0051751435,160.7192450054141,272.4579471266094,9395.351158857346,136.74213457850288,215.19291186332703,7.221546739501014,-0.91305,0.060842037200927734,460000,3.1373229026794434,4.5599329471588135,207.03102278709412
173.94942269523528,100,210.33911395072937,46,0.015111096,162.06680600143036,275.78773071409535,9609.062597990036,147.47481093444256,213.68646812438965,6.39062052719183,-0.9112699,0.02181696891784668,470000,3.3240749835968018,4.5536181926727295,205.36180233955383
178.6205687383795,100,200.24552702903748,47,-0.0066613234,162.11527242921545,275.9526781219116,9812.480720996857,148.9537009761662,203.39595818519592,6.464033668008998,-0.98890257,0.01977705955505371,480000,3.129102945327759,4.525154113769531,195.31664729118347
177.43745615690506,100,199.35975098609924,48,0.0014108886,162.93330134725494,277.8803852714615,10014.97356414795,146.53075145533285,202.46972727775574,6.219722291078159,-1.0015428,0.02382636070251465,490000,3.0843939781188965,4.777677774429321,194.15004420280457
184.70749635416516,100,186.32850909233093,49,-0.0036855866,160.4734899542154,272.1895722441031,10204.10169005394,146.22984305327827,189.10376000404358,7.0732636847919395,-0.9877917,0.02602076530456543,500000,2.7488560676574707,4.534691095352173,181.38211798667908
192.2300505020922,100,186.02641105651855,50,-0.021290185,165.42360803096383,283.84039063412496,10394.139701843262,152.2726547217081,190.01581501960754,6.470660050739963,-1.0190616,0.1039581298828125,510000,3.8851380348205566,4.601844787597656,181.01927256584167
178.59668767437773,100,195.5674171447754,51,0.00090250396,163.34925192873564,279.0143722878884,10593.679881095886,145.50319382220746,199.51915287971497,6.878091434855907,-1.082469,0.02414989471435547,520000,3.9261457920074463,4.529623985290527,190.63273978233337
185.68452829230625,100,204.10625100135803,52,-0.0020907805,161.1558935266328,273.8031930396161,10801.354345798492,136.8077408492637,207.64079689979553,8.361852220390581,-1.087286,0.019338130950927734,530000,3.5138089656829834,4.522279262542725,199.08841967582703
177.92602508501312,100,210.57729196548462,53,0.0070109116,164.43744580926375,281.38453370099074,11015.430629014969,145.62750653550881,214.05237913131714,7.302912121694369,-1.1051228,0.09749817848205566,540000,3.3717708587646484,4.544498682022095,205.61284184455872
187.003999322754,100,217.10307502746582,54,0.0085244775,164.8972915204774,282.6283194581395,11236.256757974625,145.97483148022107,220.80397081375122,7.726607680718903,-1.1598421,0.02171921730041504,550000,3.677764654159546,4.680522203445435,212.01609301567078
186.95521585336965,100,218.67715692520142,55,-0.011912736,165.76491205877835,284.76030841518013,11458.119767904282,147.99639223801563,221.8411021232605,7.414945687873453,-1.2086396,0.018314123153686523,560000,3.1429378986358643,4.632157564163208,213.61346244812012
182.80046158484606,100,233.39824175834656,56,-0.0040056114,166.18355722825615,285.73178659900765,11694.756106853485,154.33886534402748,236.57774305343628,5.66026113936012,-1.279881,0.02960991859436035,570000,3.1486170291900635,4.616326093673706,228.3657946586609
185.45636753768594,100,241.62855792045593,57,0.02305437,165.158357648992,283.17823748567366,11940.287904977798,147.16866973540283,245.51249885559082,7.202639112798652,-1.2936515,0.1370859146118164,580000,3.7458131313323975,4.802854299545288,236.36304903030396
179.16397258411885,100,224.97326803207397,58,-0.01611703,166.1948826113195,285.8534105661513,12168.660254001617,149.0976158770171,228.3414969444275,6.926655031367765,-1.344595,0.027607202529907227,590000,3.3402018547058105,4.578247785568237,219.98089790344238
183.22549018573972,100,221.59951424598694,59,-0.0051935394,167.65319971955705,289.4254298685594,12393.65920305252,148.50227455068446,224.97758388519287,6.852324190842065,-1.3656679,0.02141118049621582,600000,3.356156826019287,4.674302577972412,216.50924706459045
183.7501495139215,100,212.80726885795593,60,-0.005391385,166.44258730833337,286.50836238021924,12609.584607839584,146.86357286370102,215.90418601036072,7.12774838605507,-1.451601,0.022370100021362305,610000,3.074131965637207,4.576728820800781,207.81889629364014
181.55387824787448,100,205.9120318889618,61,0.014667532,166.38686129392582,286.27340635095777,12818.928937196732,149.01038406211904,209.3237190246582,7.456179035044144,-1.4426233,0.020292997360229492,620000,3.3899638652801514,4.625335216522217,200.87353563308716
185.52527703749266,100,201.7127058506012,62,0.00032181243,167.15814128710005,288.00445397378576,13024.051553964615,153.69984474954805,205.1012568473816,6.3833939278507925,-1.5364904,0.041413068771362305,630000,3.3455970287323,4.641909599304199,196.6613667011261
179.99004339594026,100,200.89630699157715,63,-0.0020713424,166.80347001065277,287.36081699859676,13228.02923989296,148.14354812920433,203.95796823501587,6.768979001594954,-1.448938,0.02906203269958496,640000,3.02878999710083,4.594012260437012,195.87659692764282
192.55126460712364,100,196.6097447872162,64,0.010488359,169.06065739293513,292.79753619573086,13427.752928972244,152.43521401378118,199.70204281806946,7.052200450004726,-1.4885862,0.021831750869750977,650000,3.068963050842285,4.626940727233887,191.56325721740723
188.27058744749664,100,191.99022006988525,65,-0.010486209,168.27364375067455,290.7471625457007,13623.282236099243,151.01425922099142,195.41259098052979,7.000908472892554,-1.50169,0.022693157196044922,660000,3.3980658054351807,4.661202430725098,186.9133379459381
191.36602693628208,100,193.05020594596863,66,-0.0048089935,169.0742194696506,292.6910934575698,13819.58446097374,149.03131620379898,196.27896404266357,7.14286505583868,-0.9702997,0.026293039321899414,670000,3.202111005783081,4.6243908405303955,188.00975584983826
179.01085194415236,100,193.88140606880188,67,0.006552737,161.72898780787926,275.7741793108806,14017.032416820526,146.2081527366141,197.4274549484253,8.654610948605212,-1.3677912,0.020399093627929688,680000,3.524369239807129,4.522157430648804,188.95338201522827
178.86120724535212,100,201.38895988464355,68,-0.0044800034,159.85206329880347,271.2926262333729,14221.79161310196,144.78745487364694,204.74074625968933,7.289479958421596,-1.3977512,0.01988506317138672,690000,3.33060622215271,4.590724945068359,196.39655017852783
177.71693276226068,100,206.5871229171753,69,0.0010234772,160.52870476303832,273.3044947428038,14431.324453115463,147.52030553305468,209.5132040977478,7.603664339768641,-1.3527942,0.02364492416381836,700000,2.9019229412078857,4.534521579742432,201.64741611480713
189.21356575118665,100,211.6780228614807,70,0.004724254,161.84404389879276,276.4359140380902,14646.750638961792,147.18545075266124,215.40299105644226,8.704108909633348,-1.3906705,0.021663904190063477,710000,3.7014691829681396,4.557009696960449,206.70110630989075
185.75256822638545,100,216.15835165977478,71,0.008784406,159.76638182596037,271.4628500814713,14866.60450911522,148.59058047195123,219.83222913742065,7.792426413744387,-1.3520911,0.01925516128540039,720000,3.652728796005249,4.543231248855591,211.19586896896362
178.58349153903805,100,220.18857669830322,72,0.003153305,160.7112139647206,273.72655676796626,15090.099786996841,146.5146479623614,223.47622990608215,7.537033354148336,-1.4045986,0.01958608627319336,730000,3.266516923904419,4.544044017791748,215.23379945755005
176.85856270899754,100,214.2558479309082,73,0.022848234,161.57432775789945,275.4203057674073,15307.460988044739,145.6201969417093,217.33802890777588,6.903388520485795,-1.3364679,0.0205078125,740000,3.0596606731414795,4.539686918258667,209.30798244476318
181.61578054035522,100,215.29391598701477,74,0.022825232,162.03564505874982,276.675582289316,15526.143689870834,143.9816394750491,218.6616940498352,8.17366044150452,-1.2641053,0.019035816192626953,750000,3.3471977710723877,4.63685154914856,210.2526683807373
178.71669495573894,100,202.3610737323761,75,0.0018984092,164.15049422548054,281.8512431081734,15731.419145822525,146.96401465721226,205.25239300727844,7.865348238126698,-1.3405137,0.021783828735351562,760000,2.869149923324585,4.554588079452515,197.40030765533447
181.7184306554946,100,198.41256189346313,76,0.018723892,164.46630710203087,282.3007763816821,15933.093340158463,147.95880217936065,201.65624713897705,7.9618499928448445,-1.3298208,0.01911616325378418,770000,3.2232840061187744,4.547716856002808,193.45879697799683
179.4234393844682,100,204.83927726745605,77,0.009566997,166.92627036087546,288.2396665501605,16140.726459980011,148.04731748296925,207.61413502693176,7.382859135672338,-1.3229268,0.023192167282104492,780000,2.7500908374786377,4.580117464065552,199.85346269607544
188.1163506061747,100,210.5848581790924,78,0.00026147155,164.69510894743325,282.7328279152093,16354.969140052795,148.76343998173147,214.22183990478516,7.428437038604334,-1.2594786,0.10362911224365234,790000,3.53296160697937,4.500589847564697,205.67515587806702
187.2411478584055,100,213.54378294944763,79,-0.004614438,166.91424418957374,288.25588320954114,16573.901131868362,150.41338601682006,218.9091169834137,7.669800051473598,-1.2909092,0.0195920467376709,800000,5.34509801864624,4.5485312938690186,208.59085416793823
187.23601828765192,100,220.66388988494873,80,-0.008047496,165.23461779244678,283.9354996864826,16798.09640479088,152.46918953211681,224.17448496818542,7.253979293568368,-1.3179065,0.018746137619018555,810000,3.4911627769470215,4.545842409133911,215.71639466285706
182.34949194994914,100,221.3627007007599,81,0.010739029,167.01723559884857,288.2189649924827,17022.784180879593,146.4476306458806,224.66664862632751,6.881231397867855,-1.2877215,0.022274017333984375,820000,3.2802329063415527,4.682109355926514,216.2305920124054
180.17545246683414,100,212.33535885810852,82,-0.02327045,165.77813609584314,285.53481161340466,17238.296165943146,147.3077816840563,215.49008107185364,7.687440757918954,-1.3342056,0.019964933395385742,830000,3.1331639289855957,4.6460607051849365,207.26203322410583
183.95514530077213,100,208.46572399139404,83,-0.019636024,166.0092898595867,285.94102980947673,17450.080703020096,147.42981799143936,211.763365983963,7.233871537980759,-1.301798,0.020829200744628906,840000,3.275259017944336,4.558118581771851,203.50140595436096
178.03913279249537,100,203.0947871208191,84,0.001240715,164.6501770078107,283.2213274548174,17658.005656003952,151.3684788443464,207.90372896194458,7.455946595653284,-1.1935644,0.14343500137329102,850000,4.664362907409668,4.564746379852295,198.12498450279236
185.1594873839161,100,208.41356205940247,85,0.0063588438,160.96026922812985,274.5481239947221,17871.462896108627,147.28051809448,213.43786597251892,7.691898271910358,-0.76423216,0.02561497688293457,860000,4.998098850250244,4.555733919143677,203.43615317344666
184.80116330089126,100,212.8359341621399,86,-0.018054236,165.72685217308114,285.22063767202764,18087.834889888763,147.8669608760051,216.32986187934875,7.505758114489785,-1.2322838,0.02264714241027832,870000,3.4698376655578613,4.6383373737335205,207.7921552658081
180.88605399086808,100,211.8447301387787,87,-0.0030280335,166.5084596080086,286.9847261525788,18303.033505916595,148.07652773084683,215.17877888679504,6.71249679116999,-0.90992063,0.02444601058959961,880000,3.308612108230591,4.545079708099365,206.88569808006287
181.62141716324322,100,208.59777903556824,88,0.001219162,164.21798800646485,282.16464385143627,18514.4521420002,150.66509983583023,211.3968870639801,7.7394494048464235,-1.1730838,0.022198200225830078,890000,2.749750852584839,4.5151896476745605,203.67946243286133
178.35940188721463,100,205.51183009147644,89,0.0052996473,160.5924473218561,273.50727921736654,18723.787773132324,145.19919223027102,209.31553506851196,8.143611588824658,-1.1517658,0.020568132400512695,900000,3.781852960586548,4.5017828941345215,200.60645747184753
178.9070398008352,100,204.34374904632568,90,0.008095047,162.61405525001362,278.2324443407811,18931.807364940643,144.17386766514514,207.99550795555115,8.43960449133152,-1.1341679,0.05709481239318848,910000,3.592848062515259,4.598503112792969,199.3400731086731
181.3927639195248,100,219.87333989143372,91,-0.023860596,161.22867075198204,275.19806721709097,19155.252838134766,144.73030493902348,223.42423391342163,8.781795346513665,-1.165004,0.02039313316345215,920000,3.528846025466919,4.594453573226929,214.78630137443542
177.34484028240763,100,214.99307322502136,92,0.0062480285,161.44674220528648,275.51700784208515,19373.967537164688,147.53306391117889,218.69030117988586,8.182153349078217,-1.073246,0.02168107032775879,930000,3.6738319396972656,4.559499979019165,210.0247540473938
180.01096866981658,100,212.3895559310913,93,0.0011816254,163.33018385440465,279.9123545463775,19590.127612113953,145.75430039256614,216.1401059627533,7.88662493955564,-1.0637467,0.09676623344421387,940000,3.652850866317749,4.516471862792969,207.46110033988953
180.15859731316917,100,223.45123887062073,94,-0.0189367,161.92242373355694,276.59763631796875,19817.57712984085,146.06745005098927,227.4282350540161,7.139454653300298,-1.091599,0.020948171615600586,950000,3.9544501304626465,4.626476287841797,218.41649842262268
178.86101860899842,100,202.52870392799377,95,-0.00472119,161.82735193331118,276.24369873273474,20024.964600086212,143.02820353417286,207.36831903457642,7.910607531796176,-1.0957459,0.08421015739440918,960000,4.753759860992432,4.500264883041382,197.62760949134827
183.92486051799744,100,192.71381902694702,96,0.0017182465,162.27161628979843,277.3566079478125,20222.245459079742,146.4001559368565,197.2618510723114,7.2991637499459925,-1.0497391,0.01971912384033203,970000,4.524829864501953,4.518224716186523,187.7755947113037
182.22213349981206,100,195.09629607200623,97,0.031673107,162.69328697035414,278.2931176842344,20422.895091056824,141.73415501648262,200.6313009262085,7.478885403185467,-0.9810244,0.02017831802368164,980000,5.511415958404541,4.55873703956604,190.1312379837036
179.1228959140692,100,197.19468593597412,98,0.014022354,162.93668604462016,278.9190246551731,20625.076718091965,151.0182676300887,202.1594910621643,6.796612872522941,-1.0153897,0.048793792724609375,990000,4.914659023284912,4.566821575164795,192.19033360481262
173.88858082695378,100,207.38533401489258,99,-0.002144461,162.77580862297415,278.28068264861474,20838.55121397972,147.27554573744774,213.4549207687378,6.558863566734181,-1.0459615,0.01933598518371582,1000000,6.0487706661224365,4.6389970779418945,202.3412606716156
182.70543205124767,100,208.58440804481506,100,0.014863173,161.17756530581246,274.38106178177134,21052.183387041092,148.81767956483964,213.60968232154846,6.304993861766074,-1.0715281,0.023111820220947266,1010000,5.0017249584198,4.554692506790161,203.59823870658875
185.32224404202728,100,214.98372101783752,101,-0.0068819216,161.64592092664878,275.6463681901923,21270.72950220108,146.56379773178185,218.52946996688843,7.5594413628253685,-1.1663718,0.04295778274536133,1020000,3.502490282058716,4.630746364593506,209.90422201156616
173.61269490188874,100,209.79398488998413,102,0.002791324,161.68011513182475,275.6209966074459,21483.861411094666,145.2340376608093,213.11164212226868,6.255085284406302,-1.1505468,0.021146059036254883,1030000,3.2961158752441406,4.609979152679443,204.778626203537
186.3098411271622,100,204.88408589363098,103,-0.002306097,163.1467920185694,279.29760555595277,21692.36401796341,143.68052940155255,208.4827241897583,7.437549352017201,-1.2073029,0.04503607749938965,1040000,3.5437819957733154,4.582119941711426,199.8650062084198
178.6266686126025,100,205.4754056930542,104,-0.013153975,162.64914414077063,278.0001550572588,21901.409260988235,144.92394912832455,209.02599096298218,6.454792497976912,-1.2804638,0.019835233688354492,1050000,3.529193878173828,4.608950853347778,200.45958542823792
176.91190958761382,100,200.05022025108337,105,0.0062972982,162.66672353633749,277.89368692132297,22104.750313043594,142.90121412754783,203.31750106811523,6.929021006406522,-1.3035684,0.020359277725219727,1060000,3.2451183795928955,4.531478643417358,195.11663794517517
185.81307119328386,100,203.32875180244446,106,-0.00050904235,162.1803785158253,276.66368489109243,22313.108643054962,143.96677798712653,208.2740740776062,6.413846473391808,-1.4229895,0.024401187896728516,1070000,4.919429779052734,4.5617287158966064,198.35698294639587
185.3486755224938,100,193.57781195640564,107,0.0075696968,163.0508693545815,278.97690478790935,22509.504767894745,136.5333804596527,196.37401413917542,7.134279934475246,-1.4228786,0.021342992782592773,1080000,2.7736928462982178,4.602649211883545,188.57079601287842
177.61300607638037,100,199.91968297958374,108,-0.018502502,162.29762491371233,277.0504988557374,22712.886887073517,145.88591689256216,203.3592050075531,6.438095996825874,-1.4828132,0.02086186408996582,1090000,3.417003870010376,4.570474147796631,194.8948097229004
174.63696396722787,100,191.8631341457367,109,-0.0014870514,162.5953148068057,277.70461528396567,22907.830474853516,146.28695359633258,194.92263889312744,5.833139039829291,-1.5102358,0.021450042724609375,1100000,3.0367259979248047,4.623492479324341,186.83213996887207
180.513461682674,100,191.625892162323,110,-0.016319305,162.14723993407523,276.6892482689064,23102.59504699707,149.02022161810896,194.72120809555054,6.487740303659156,-1.6494529,0.01885676383972168,1110000,3.075071096420288,4.6276562213897705,186.58974766731262
173.15920539486882,100,199.88982701301575,111,0.011853934,161.12657635671977,274.1445505021545,23306.545472860336,147.22231029701157,203.92860102653503,6.250835173537266,-1.6871133,0.018288135528564453,1120000,4.019212007522583,4.675418376922607,194.78802371025085
177.3941740154861,100,221.3123641014099,112,-0.0025763458,162.85785744737734,278.4610879838141,23531.51631617546,149.17087556488153,224.92780804634094,5.759993625985944,-1.8071729,0.022073030471801758,1130000,3.5924971103668213,4.952436685562134,215.91380667686462
176.0384734874498,100,205.35504508018494,113,-0.016297309,162.37770292819567,277.19346037203513,23739.7241461277,151.44351231893125,208.18400621414185,5.510505747109315,-1.4175379,0.020721912384033203,1140000,2.806833028793335,4.878122091293335,200.055020570755
172.575790393025,100,191.2899820804596,114,-0.0032207954,156.49644522809686,264.6005729002959,23934.76504588127,144.84148834273003,195.01511597633362,6.699554346904594,0.62251115,0.023554086685180664,1150000,3.7011337280273438,4.5040552616119385,186.37307739257812
