Time,train-AverageReturn,train-NumTrajs,Time-Sampling,train-AverageDiscountedReturn,n_timesteps,train-PolicyExecTime,train-EnvExecTime,Time-Optimization,Itr,Time-SampleProc,ItrTime,train-MaxReturn,LossAfter,train-StdReturn,LossBefore,train-MinReturn
8.629200458526611,-43.75565975005206,100,8.12760591506958,-117.41142698840903,10000,4.7490973472595215,3.1570050716400146,0.4508178234100342,0,0.050530433654785156,8.629196643829346,171.54068561262395,-0.5056672,101.59059163048408,1.5258789e-09,-209.20058754749408
16.992389917373657,5.644587858190559,100,7.812632322311401,-19.395384662011846,20000,4.564627408981323,3.0237679481506348,0.4183526039123535,1,0.10645103454589844,8.337719917297363,127.81350063331439,-0.031246448,43.1715548923556,-9.155274e-09,-187.68291304428456
25.109422206878662,81.08096637478316,100,7.715517282485962,130.06823300239245,30000,4.4730095863342285,3.0170154571533203,0.3151845932006836,2,0.06750750541687012,8.0984365940094,214.2675551847366,-0.11347116,47.32464273054803,-3.8146974e-09,8.863889206260042
33.80437469482422,86.9677320725254,100,8.239797592163086,135.48664225716684,40000,4.651538372039795,3.347410202026367,0.3656601905822754,3,0.0673365592956543,8.674636840820312,115.69433099857562,-0.13077368,15.221502904896674,1.2207031e-08,34.468782872919896
42.583754777908325,88.34938823270677,100,8.285918712615967,150.5629014195175,50000,4.693532466888428,3.3481805324554443,0.3362746238708496,4,0.13614773750305176,8.758593082427979,158.16338370229107,-0.11806922,28.0561335132473,4.9591065e-09,27.207485813960815
51.41037654876709,157.8128850928244,100,8.285344362258911,287.4043057538621,60000,4.711106061935425,3.3269972801208496,0.4182102680206299,5,0.10465431213378906,8.808455467224121,189.19968638695937,-0.07841317,12.596121645352632,7.629395e-09,127.1068516921189
60.02719163894653,190.31453836289026,100,8.208376169204712,352.0617420253005,70000,4.691631078720093,3.28554368019104,0.2904064655303955,6,0.1010744571685791,8.600073099136353,198.80161191164314,-0.066446744,6.359342481513469,-2.4795532e-09,167.00553213109276
68.79916095733643,195.25548655436066,100,8.327611923217773,358.78768929379544,80000,4.7229766845703125,3.350661277770996,0.31538844108581543,7,0.1090092658996582,8.752264499664307,197.499191674636,-0.09051,1.062715066715997,6.1035155e-09,190.86933063181687
77.44941520690918,193.5825877186667,100,8.235417127609253,352.4707202425413,90000,4.64134407043457,3.34602427482605,0.2854573726654053,8,0.10799217224121094,8.631190061569214,197.8161300025051,0.009953072,1.7171777931071963,-7.6293943e-10,189.44803028964657
86.22035527229309,190.38997441568733,100,8.299104928970337,344.18471947275873,100000,4.732452869415283,3.3338050842285156,0.35449957847595215,9,0.09845805168151855,8.752317190170288,195.9511819061335,-0.031369325,2.4415183333358144,7.629395e-09,183.07449237660776
94.79238843917847,193.71902366266892,100,8.179496049880981,354.12395536807213,110000,4.665489673614502,3.2846710681915283,0.3006114959716797,10,0.07174420356750488,8.552142858505249,196.57534105472587,-0.034306694,1.4638416631582387,-1.373291e-08,189.79982132130118
103.43106889724731,194.58306029887368,100,8.182762384414673,358.98031759260266,120000,4.633783578872681,3.3156535625457764,0.3971250057220459,11,0.04263758659362793,8.622769594192505,197.60467685703125,0.0026181825,1.0454742439022744,3.0517577e-09,192.0221646080897
112.12790584564209,193.56200214003238,100,8.205397844314575,357.7725791415773,130000,4.6377763748168945,3.331491231918335,0.3870353698730469,12,0.0873861312866211,8.680083990097046,196.2638954826858,-0.013481714,1.2921896310324719,9.155274e-09,190.44059683840175
120.91084790229797,195.18930255604147,100,8.29210090637207,360.48382766861045,140000,4.716383695602417,3.334733247756958,0.3762071132659912,13,0.08992815017700195,8.758508443832397,197.7503677921354,-0.023786172,0.9832493913461552,7.6293943e-10,192.57211179885667
129.60459899902344,195.7787860340307,100,8.206228971481323,359.69847939560196,150000,4.628287315368652,3.3404300212860107,0.3645753860473633,14,0.10457372665405273,8.675631999969482,197.80119065736244,-0.008050961,0.8784122736288579,1.7547608e-08,193.12255254322037
138.46122002601624,195.39820137348318,100,8.505796432495117,360.25636924923543,160000,4.91121244430542,3.361476421356201,0.2571272850036621,15,0.07499146461486816,8.838248491287231,197.4080310966133,-0.012181807,1.0553224153427796,-8.773804e-09,192.72322616670098
147.1297242641449,193.41218323649966,100,8.282761096954346,357.6810463061401,170000,4.695754051208496,3.3323047161102295,0.2894253730773926,16,0.07561755180358887,8.649771690368652,195.87204413982252,-0.010554084,1.4032122861455292,-3.0517577e-09,189.08651826095522
155.83221626281738,195.457645340314,100,8.276756763458252,361.0136672961242,180000,4.709984302520752,3.3308656215667725,0.2980670928955078,17,0.10940003395080566,8.684453248977661,197.6518129524535,-0.011296945,1.176298456087992,1.5258789e-09,191.49752455092792
164.68014073371887,196.52660977711795,100,8.282484531402588,361.6070480814367,190000,4.688671112060547,3.3600234985351562,0.4466121196746826,18,0.10200333595275879,8.831350326538086,198.8904068626643,-0.021764336,0.8477642832266857,1.9073487e-09,194.4986356636988
173.5295751094818,195.71092064764073,100,8.470849990844727,361.33035358274805,200000,4.846294164657593,3.3864951133728027,0.2737553119659424,19,0.0866851806640625,8.831547975540161,198.00818157943834,0.0011512451,0.9390245585424278,8.392334e-09,192.85507801547476
182.1004593372345,195.01097223028344,100,8.138192415237427,360.59115252987607,210000,4.631412744522095,3.2744393348693848,0.37839794158935547,20,0.03862404823303223,8.55546259880066,198.42167249706108,-0.029042114,1.1874513951514878,1.5258789e-09,191.83380487671315
190.73998093605042,196.72816080343446,100,8.204751014709473,361.57210097394307,220000,4.628182411193848,3.3340811729431152,0.36716532707214355,21,0.04039645195007324,8.61254596710205,199.19150788319743,-0.008286743,1.045439543672934,-4.577637e-09,193.32119857618042
199.46112322807312,195.59691480209477,100,8.231417655944824,357.39204714597355,230000,4.636214017868042,3.3591251373291016,0.4010610580444336,22,0.06754183769226074,8.70029592514038,198.64403377225676,-0.014175119,0.8726552279976869,1.5258789e-09,193.4556908243992
208.12492561340332,195.81967609732186,100,8.212085247039795,357.8160272604296,240000,4.691807508468628,3.2913362979888916,0.390902042388916,23,0.03998708724975586,8.643298864364624,198.001443344418,-0.0030511143,0.8991363533652026,-4.7683715e-09,193.7958996787513
216.70671939849854,196.1518432148849,100,8.166027545928955,359.4634048989488,250000,4.602933645248413,3.33292293548584,0.34343767166137695,24,0.04774641990661621,8.557458877563477,198.27243751922828,-0.11908148,0.990306698764135,-1.5258789e-09,193.3135517647971
225.38170909881592,194.2929648453688,100,8.24083161354065,358.91470206563014,260000,4.701669692993164,3.3094534873962402,0.37510132789611816,25,0.03629446029663086,8.652469873428345,196.79888397703778,0.0012646636,1.0816597958736578,-1.525879e-08,191.22832224237143
233.981290102005,191.66044984636162,100,8.258293151855469,354.4769102393068,270000,4.702253341674805,3.3222615718841553,0.25664210319519043,26,0.06570744514465332,8.580881357192993,194.53932419476706,-0.024081059,1.2020135091396558,-1.525879e-08,188.20981173725826
242.69973063468933,192.7499810446781,100,8.359568357467651,354.98972693020136,280000,4.8096818923950195,3.3179337978363037,0.2677016258239746,27,0.07326650619506836,8.70078420639038,194.7736339944383,-0.011026721,0.9758627769690632,-6.1035155e-09,190.7406723902109
251.30984020233154,194.09008493098708,100,8.263959646224976,356.85700277512615,290000,4.687389373779297,3.3383662700653076,0.25406479835510254,28,0.074676513671875,8.592974424362183,196.3539019726608,-0.01930274,0.9554315935340062,4.577637e-09,191.86506602446002
259.9842791557312,193.99387518386393,100,8.353052616119385,358.2157768411279,300000,4.799495458602905,3.3041274547576904,0.27411723136901855,29,0.028761863708496094,8.656146764755249,196.31354638762835,-0.0025729958,1.2265243119132203,-9.155274e-09,190.62964476346727
268.78748083114624,192.04768385114062,100,8.310409545898438,355.21655565819356,310000,4.726449251174927,3.3497068881988525,0.40975451469421387,30,0.06505656242370605,8.785475969314575,195.5395111039464,-0.02469849,1.6519926502945477,1.5258789e-09,185.73626842366042
