train-MinReturn,n_timesteps,train-AverageReturn,LossAfter,Time-Optimization,Time-Sampling,train-EnvExecTime,train-MaxReturn,LossBefore,train-PolicyExecTime,train-AverageDiscountedReturn,train-NumTrajs,Time,train-StdReturn,ItrTime,Itr,Time-SampleProc
-143.55512602294073,860000,-140.4792551249026,-0.89475644,4.420275926589966,175.90778994560242,4.638252258300781,-137.5962840409604,0.0068967203,170.86672377586365,-309.927262450391,100,16046.467622041702,1.476021461629101,180.3507308959961,85,0.020941972732543945
-144.19479468924214,870000,-140.3463281263627,-0.9611764,4.075739145278931,180.3323917388916,4.731952905654907,-136.32086611292493,0.0077774026,175.14277577400208,-309.67107039298736,100,16230.917096853256,1.3749574583964197,184.4286289215088,86,0.018995046615600586
-143.02699451856046,880000,-140.31985811367204,-0.94341815,3.7721238136291504,192.36000275611877,4.672822713851929,-136.05401930039258,-0.01398501,187.1862518787384,-309.6136638199739,100,16427.103473186493,1.555023745702449,196.16065788269043,87,0.02808403968811035
-142.94700681781958,890000,-140.5179888482637,-0.98901016,3.9238040447235107,179.26996612548828,4.570964097976685,-136.1974875262593,-0.010415246,174.22679090499878,-309.9882460798822,100,16610.339542865753,1.3791881623469575,183.21615529060364,88,0.020951032638549805
-144.0141412413022,900000,-140.34931181038021,-0.9492036,3.4798269271850586,185.4995949268341,4.634430408477783,-136.34547704869942,0.0090885265,180.46227598190308,-309.6734150356191,100,16799.3716340065,1.583481703887534,189.00219988822937,89,0.020254135131835938
-143.48323322036063,910000,-140.04413952784762,-1.0010761,3.411855936050415,203.18775391578674,4.703689813613892,-136.44895621492313,-0.020727377,198.05623412132263,-309.0166077244575,100,17006.028339862823,1.443990782872303,206.61992001533508,90,0.018915176391601562
-142.9223619921187,920000,-140.09254280679824,-0.9446754,3.7694897651672363,185.2110619544983,4.670094013214111,-137.45020080803627,0.02610156,180.13276195526123,-309.1577038002176,100,17195.05211496353,1.3349403490051412,189.00166296958923,91,0.018799781799316406
-143.17654199019523,930000,-140.3317009653389,-0.9925889,4.046825885772705,173.3205258846283,4.602721691131592,-137.33594853994276,-0.0031507874,168.3234474658966,-309.62334706836634,100,17372.4581489563,1.4394137529426525,177.38675928115845,92,0.018188953399658203
-144.35323055313194,940000,-140.39154491417852,-1.0050802,2.594611883163452,172.9265148639679,4.596182823181152,-137.19444832587266,0.009984685,167.91603779792786,-309.70494917369365,100,17548.022249937057,1.5925954546347787,175.54212498664856,93,0.019338130950927734
-143.48704577181192,950000,-140.38801156063823,-1.0213753,2.717470169067383,166.58072185516357,4.765017986297607,-137.69319063500913,0.021309912,161.39459347724915,-309.7496622423546,100,17717.361662864685,1.4302115969457154,169.3190577030182,94,0.020442724227905273
