train-AverageDiscountedReturn,train-MinReturn,LossAfter,Time-SampleProc,Time-Sampling,train-EnvExecTime,train-MaxReturn,train-PolicyExecTime,train-NumTrajs,Time,train-AverageReturn,n_timesteps,Time-Optimization,LossBefore,ItrTime,Itr,train-StdReturn
-302.3123238904164,-197.82422136748588,-0.41159135,0.02080702781677246,206.75381088256836,6.055668115615845,-94.9529487893927,200.1995074748993,100,4192.6953229904175,-164.55513600137644,240000,4.292473077774048,0.0042305575,211.0685338973999,23,42.70389008898349
-192.23523967840993,-229.85081958208752,-2.2384186,0.04837918281555176,211.18861079216003,6.175287485122681,-95.83412673433949,204.47944855690002,100,4408.062901735306,-123.56128872009243,250000,4.110817909240723,-0.008465372,215.34984493255615,24,33.61563898913497
-162.783856718724,-181.65571716648358,-5.8844156,0.04484200477600098,241.8009967803955,5.7145161628723145,-78.6920558701409,235.22639274597168,100,4654.352232933044,-111.49109960629357,260000,4.415426254272461,-0.0029855042,246.2622091770172,25,16.162605013223562
-216.7463619071155,-189.8373648736394,-4.6811028,0.03767871856689453,206.48708295822144,4.998195171356201,-107.52869266850482,201.0371880531311,100,4865.008986949921,-131.19312957481333,270000,4.083449840545654,0.003920967,210.6099829673767,26,16.1211725702891
-185.0947346039514,-185.1044232304518,-6.138404,0.03714704513549805,177.80927801132202,5.220123052597046,-75.59288257768179,172.12247323989868,100,5046.589474916458,-115.08953803759627,280000,3.7111549377441406,0.013788971,181.55913710594177,27,25.397363945390495
-168.06583204974032,-126.78037750474651,-5.4564624,0.020893096923828125,162.2491171360016,4.772810220718384,-74.97943912797479,157.0468089580536,100,5213.757185935974,-107.04317835972311,290000,4.860679864883423,0.008280353,167.1390678882599,28,20.079894464420967
-159.25453424863576,-174.224290224196,-61.9121,0.04506397247314453,203.1044580936432,5.767735958099365,-75.52590980939762,196.75999236106873,100,5421.232762813568,-100.49416635587534,300000,4.305522918701172,0.0077212853,207.45673394203186,29,21.89502610131605
-318.78911064739367,-172.5293830036321,-16.075657,0.038596153259277344,257.1780560016632,6.2145514488220215,-101.8663529412816,250.28894472122192,100,5683.505779981613,-157.6655414618288,310000,5.023370027542114,-0.0219943,262.2410960197449,30,14.889977022759831
-272.0764445208861,-238.9399734831707,-1.9486082,0.04761815071105957,284.7943711280823,6.510896444320679,-106.90169253540023,277.67599177360535,100,5977.600801944733,-139.5738531255984,320000,9.185539960861206,-0.00839179,294.0298900604248,31,16.72476806801062
-279.62961134067086,-158.45651996803272,-10.35168,0.07536602020263672,319.59152603149414,7.003207206726074,-113.1577537478424,311.7271201610565,100,6305.164621829987,-141.75746932156923,330000,7.867080926895142,-0.0017302978,327.53499698638916,32,10.013090016544842
-243.04607356868846,-226.09485468815458,-75.377335,0.02864694595336914,272.2232389450073,5.434143304824829,-40.79408654662284,266.23442792892456,100,6584.375515937805,-126.84681583784636,340000,6.90251088142395,-0.011206366,279.1550540924072,33,22.978405887129444
-222.47501362429801,-219.2887694436908,-315.75967,0.029132843017578125,313.7466676235199,5.637280464172363,-39.024935588733825,307.5754930973053,100,6904.057302713394,-118.68307297644795,350000,5.8774330615997314,-0.019705102,319.65626978874207,34,19.12953717883562
-99.08494094578072,-63.443261518012726,2.580445,0.03484702110290527,294.30647706985474,5.4699320793151855,-18.033457785995992,288.2275981903076,100,7203.883131027222,-52.87252211678667,360000,5.459362030029297,0.0014205017,299.8016691207886,35,5.080751230877763
-245.39314926589125,-190.50131821102258,-41.47336,0.04630899429321289,206.41252899169922,5.21761679649353,5.1632186452838,200.6834454536438,100,7416.919154882431,-122.75599724778938,370000,6.545515060424805,0.005918701,213.00621628761292,36,73.60917698104572
-382.22706495542616,-190.06263979232918,-214.8657,0.040827274322509766,270.41247272491455,5.237854719161987,-101.77769182566279,264.6702392101288,100,7692.109853029251,-185.47246796175318,380000,4.710659027099609,-0.019750236,275.16592621803284,37,9.532238733273617
-289.74589009500994,-140.62934197204467,-137.38017,0.028044700622558594,201.82940292358398,5.2842700481414795,-134.45029331085357,196.03109455108643,100,7898.42422413826,-137.441115551936,390000,4.418747186660767,0.019578055,206.28090381622314,38,1.3252399032371618
