LossBefore,train-AverageDiscountedReturn,LossAfter,train-MinReturn,train-MaxReturn,train-StdReturn,Time,train-NumTrajs,train-AverageReturn,Time-SampleProc,Time-Sampling,Time-Optimization,train-EnvExecTime,ItrTime,train-PolicyExecTime,n_timesteps,Itr
0.0030688231,-73.91287994196105,-0.59752005,-113.42889779449149,24.661439601691004,31.224513488108137,82.57235193252563,100,-41.87758409050084,0.03556394577026367,73.25138401985168,9.28400707244873,5.1975202560424805,82.57234477996826,67.19225192070007,10000,0
0.016580224,-55.66474534565963,-0.24746387,-203.4083942867007,52.5088261507069,43.111947594812854,123.3493378162384,100,-32.85702175157417,0.027472257614135742,37.60403490066528,3.0158016681671143,4.760176420211792,40.648197650909424,32.298293352127075,20000,1
-0.018492041,-60.6203140097278,-0.2287062,-128.84822001514294,54.92557575277782,36.24650424698881,161.4227499961853,100,-34.79714872370575,0.022021770477294922,34.098670959472656,3.929495096206665,3.922461986541748,38.0509819984436,29.710007429122925,30000,2
-0.00812323,-49.53359875250503,-0.24694805,-157.28408231527044,59.95881829884029,42.28530061103337,201.49647068977356,100,-29.023688263035833,0.02128291130065918,36.17240786552429,3.856734037399292,3.9278531074523926,40.05121994018555,31.770083904266357,40000,3
-0.044447083,-53.96341418540562,-0.32201967,-157.53791571818687,48.21618594069509,41.74967426086241,242.67135906219482,100,-30.785242370862008,0.018273115158081055,37.98667025566101,3.1436350345611572,3.939478635787964,41.14927387237549,33.563541412353516,50000,4
-0.0011178467,-70.04781037393558,-0.25994506,-167.56066485882778,39.05630502176076,44.22732724363464,282.4354908466339,100,-40.79226496155081,0.01979804039001465,36.16682291030884,3.5540060997009277,3.893059492111206,39.741673946380615,31.82864475250244,60000,5
-0.0064167483,-67.14185005422308,-0.56568766,-181.623780685328,33.92329206628587,41.20896910801777,322.0505690574646,100,-38.89613702295062,0.02082204818725586,35.89711403846741,3.673734188079834,3.9596025943756104,39.59231519699097,31.484631776809692,70000,6
0.011306314,-68.91230414842903,-0.47475117,-189.83924555888615,42.655982131008166,40.27734658970906,375.9230649471283,100,-41.55931249964693,0.05849409103393555,49.93917107582092,3.8479809761047363,4.698404550552368,53.84697198867798,44.661346435546875,80000,7
0.002166089,-81.50193609113838,-1.1988385,-250.37080610651105,59.816743241056685,52.92795465481865,418.1280429363251,100,-47.356179828923196,0.020740985870361328,38.67776417732239,3.479123830795288,3.865009069442749,42.178059101104736,34.21372413635254,90000,8
-0.033899304,-266.70522556659944,-0.17518997,-296.5849447294042,88.52004297846212,75.17016030752579,459.95323395729065,100,-144.17823144280015,0.06202411651611328,38.10675096511841,3.632875919342041,4.869365930557251,41.80270195007324,32.69164848327637,100000,9
-0.0028408202,-298.4941371302435,-0.10781223,-323.978868578179,4.573146612861768,69.87924698163998,502.0547618865967,100,-158.46812053609975,0.020818233489990234,37.78623104095459,4.2707130908966064,4.132654905319214,42.078259229660034,33.17303442955017,110000,10
0.013986978,-317.53471977020536,-0.071562596,-302.15183150833656,51.38313496592035,68.06342255000888,540.9823508262634,100,-171.33320078574795,0.02056717872619629,36.10322880744934,2.784614086151123,3.852447271347046,38.909371852874756,31.809317111968994,120000,11
-0.011448681,-312.9003681145158,-0.15271874,-299.586406446357,84.2974043193883,78.44924690152624,574.1408169269562,100,-169.11222869385477,0.019903898239135742,30.89208722114563,2.2213921546936035,3.875779390335083,33.133811950683594,26.553725242614746,130000,12
-0.03623374,-220.95821028369122,-0.2302512,-264.88587320172417,20.131194350825044,59.00582941620757,603.6283710002899,100,-121.48340209101545,0.020984172821044922,27.736900806427002,1.7102861404418945,3.767730474472046,29.468735218048096,23.491140365600586,140000,13
-0.005263086,-195.23765506378194,-0.68823946,-220.02582843603932,98.38433789560248,60.49385967013829,633.8885369300842,100,-108.11271746819133,0.022603988647460938,28.367456197738647,1.8476831912994385,3.7083780765533447,30.238912105560303,24.115313053131104,150000,14
0.007553018,-141.92838800579727,-0.64639765,-204.95172686382915,42.837848026323904,58.61074513746039,664.3304538726807,100,-81.7755742211573,0.01979684829711914,28.5243980884552,1.8765833377838135,3.6512627601623535,30.421140909194946,24.42343044281006,160000,15
-0.0035986817,-161.84431999079857,-1.2865661,-213.99317110955386,15.182310294575874,50.98424832495076,694.2991318702698,100,-92.07954730306714,0.019137144088745117,27.949774742126465,1.9771158695220947,3.653385877609253,29.947423934936523,23.505104541778564,170000,16
-0.00593761,-195.01978256227355,-1.1464525,-241.02943678038474,69.36210912984393,62.166125569616476,723.5160579681396,100,-108.45836743847107,0.01910710334777832,27.25651526451111,1.9164738655090332,3.670423984527588,29.19356894493103,23.145540237426758,180000,17
0.012376062,-128.28866570953014,-0.809454,-178.9086249829794,40.32237431813763,40.208723934958684,753.1046447753906,100,-73.81294779858304,0.0194549560546875,27.69115710258484,1.8525309562683105,3.596980333328247,29.566812992095947,23.655738830566406,190000,18
-0.0044194944,-206.02784273123044,-13.20674,-218.4798063708236,3.447904056562124,41.04593748955416,782.1271748542786,100,-115.75579716337214,0.0200192928314209,27.08916187286377,1.8891041278839111,3.6234703063964844,28.99998903274536,23.02920913696289,200000,19
-0.019111935,-424.357843495005,-0.73879874,-253.97814685807535,-194.3992272583986,10.036348068380843,812.9857778549194,100,-229.6894606124318,0.02207469940185547,28.47081708908081,2.3420863151550293,3.7113988399505615,30.836623191833496,24.31199312210083,210000,20
-0.0024502426,-424.1656852633132,-0.23349981,-254.00258678039378,-195.4298288405873,10.00203387862175,841.2710638046265,100,-230.07391216448875,0.029449939727783203,26.39684510231018,1.8117361068725586,3.5841543674468994,28.240321159362793,22.393380880355835,220000,21
-0.014048402,-426.220636054467,-0.09443245,-255.1996052359486,-195.98034499665224,11.457853297648056,869.4286060333252,100,-231.4317734518306,0.020509958267211914,26.38489818572998,1.72918701171875,3.4478840827941895,28.13610315322876,22.52944564819336,230000,22
0.007840747,-428.27109131578186,-0.05128064,-248.05565967682415,-194.54480141607456,10.22458130363616,896.3051478862762,100,-233.06367843298514,0.021564960479736328,25.07412576675415,1.7581329345703125,3.397387981414795,26.855124950408936,21.272359609603882,240000,23
0.014851367,-425.50147835319723,-0.034698118,-252.8252455559926,-193.64369546140892,10.000855573845483,923.5987339019775,100,-231.49399930591872,0.02017807960510254,25.74388885498047,1.5068340301513672,3.4402658939361572,27.272270917892456,21.89678192138672,250000,24
-0.009751484,-429.38514347387945,-0.06607759,-253.89305265072667,-214.1631390726066,9.305940849987927,951.0379018783569,100,-234.26536697630038,0.019237041473388672,25.50228977203369,1.891045093536377,3.3621022701263428,27.4177668094635,21.733895778656006,260000,25
-0.009272126,-429.33355165068264,-0.034580693,-250.42765452700326,-212.26438616903448,8.702274829725543,978.8233590126038,100,-234.0331320020795,0.019762754440307617,26.036484003067017,1.70638108253479,3.4613242149353027,27.764102935791016,22.173388957977295,270000,26
-0.01870672,-430.65016196196115,-0.038807925,-254.12474578374434,-213.9941920955317,8.495497768667969,1005.5989768505096,100,-234.56982011044832,0.020684003829956055,24.99431800842285,1.73685884475708,3.373000144958496,26.75319194793701,21.22258949279785,280000,27
-0.05107444,-429.75932993772454,-0.09279981,-255.0621676842285,-203.4738598552084,9.815902364219278,1032.2671978473663,100,-234.2119727074591,0.018965959548950195,24.92312979698181,1.7030987739562988,3.300593376159668,26.646528005599976,21.21731472015381,290000,28
0.038136113,-427.1404569177342,0.019112665,-256.97074607332365,-210.0136601361277,9.19635643519986,1058.9978358745575,100,-232.84791852725718,0.01951289176940918,24.93792486190796,1.7460620403289795,3.3409948348999023,26.70927381515503,21.183369874954224,300000,29
-0.0003430664,-431.1031629277807,-0.023423199,-257.1243199313646,-208.11092053110434,9.495839154136208,1085.8247208595276,100,-235.0595185651016,0.019118785858154297,25.05153512954712,1.735084056854248,3.3962981700897217,26.806087255477905,21.250335216522217,310000,30
0.02209577,-428.81780869798246,0.006975293,-254.99135421702226,-211.86115604341043,7.940320882350286,1113.460277080536,100,-233.48740073629423,0.0187528133392334,25.8536319732666,1.7360780239105225,3.456965923309326,27.60983109474182,21.9889235496521,320000,31
0.022430914,-429.3810297956656,-0.016464524,-253.14985546719964,-214.7654809510236,8.790125161490595,1140.1765439510345,100,-234.27021509400637,0.01883101463317871,24.942000150680542,1.7339050769805908,3.3330984115600586,26.69633674621582,21.19989013671875,330000,32
0.02364236,-428.08824862836116,0.02366414,-258.52811184525325,-194.8533886485979,10.40388871328666,1167.5801339149475,100,-233.41838548439043,0.02138376235961914,25.651301860809326,1.7079710960388184,3.4069325923919678,27.382074117660522,21.833030939102173,340000,33
-0.03991859,-429.08507402917536,-0.06649404,-254.52064761932346,-210.00844174565316,8.585569664777056,1194.126942873001,100,-233.96179317209533,0.018893718719482422,24.90862274169922,1.5973386764526367,3.310102701187134,26.525232791900635,21.196415662765503,350000,34
0.017366726,-430.7050391654673,-0.0029747742,-255.19515124620085,-207.52448574814903,9.539011802437592,1221.373477935791,100,-234.70441652509814,0.027331113815307617,25.52011013031006,1.6774539947509766,3.4326672554016113,27.225363969802856,21.680278778076172,360000,35
0.015371759,-430.4134526174181,0.0038403838,-252.78794539688607,-208.30083822375425,8.88817343521832,1248.2836680412292,100,-234.45567370160592,0.01883697509765625,25.169132947921753,1.7029979228973389,3.34511399269104,26.891568183898926,21.42327570915222,370000,36
-0.012237537,-430.5482286997059,-0.022915397,-258.4508986862545,-205.05342782560948,11.166488678180139,1275.504992723465,100,-234.66880188921016,0.02640986442565918,25.406091928482056,1.7656850814819336,3.3537349700927734,27.199517965316772,21.65139627456665,380000,37
-0.030856326,-430.21807499256846,-0.032446705,-251.5726396644724,-211.49281904978363,8.751940508743461,1303.0585339069366,100,-234.29490958392208,0.019767045974731445,25.770617723464966,1.7379939556121826,3.4125888347625732,27.528966188430786,21.947673559188843,390000,38
0.009134421,-426.98536960681986,0.002859941,-251.79269384531852,-204.14570293768185,10.214257157785264,1330.6402959823608,100,-232.15781788678527,0.01883101463317871,25.849114179611206,1.6910910606384277,3.4620635509490967,27.560368061065674,21.974226474761963,400000,39
0.015980348,-430.1259893024903,0.0116119,-256.6889307537901,-214.0437802347674,8.30194224026897,1357.5380260944366,100,-234.48500680011043,0.01961493492126465,25.282280921936035,1.5709691047668457,3.399576425552368,26.876160144805908,21.476768255233765,410000,40
0.0025152343,-428.5324800779846,-0.008004114,-252.74161964980368,-204.77922263529402,8.837573841890919,1384.4544298648834,100,-233.18023619288994,0.019260168075561523,25.169448137283325,1.7052059173583984,3.326871156692505,26.895169019699097,21.441736459732056,420000,41
-0.010146823,-429.01125844851913,-0.027494287,-253.08614633838778,-209.67245664974487,8.271101495959014,1411.9464988708496,100,-233.38669437402888,0.019153118133544922,25.718533992767334,1.7319841384887695,3.381988525390625,27.471117973327637,21.931039571762085,430000,42
