n_timesteps,train-MaxReturn,Itr,train-StdReturn,Time,ItrTime,train-EnvExecTime,train-AverageDiscountedReturn,Time-Optimization,Time-Sampling,train-NumTrajs,LossAfter,Time-SampleProc,train-AverageReturn,LossBefore,train-PolicyExecTime,train-MinReturn
150000,79.17909116307905,14,48.277914953709185,991.9506781101227,60.99122405052185,3.670839548110962,-116.27530915545252,1.969252109527588,59.00109887123108,100,-0.64154536,0.019418954849243164,-68.3349265535625,0.01574077,54.8861825466156,-188.27156910435028
160000,25.99145318429688,15,45.8792629816702,1053.692295074463,61.71723008155823,3.692348003387451,-123.17847675500263,2.14680814743042,59.54833483695984,100,-1.0512801,0.02060699462890625,-72.03523562906868,0.019508129,55.41394901275635,-219.60312940413905
170000,-8.354812725107593,16,41.594733035776244,1114.7131299972534,60.99682307243347,3.6680071353912354,-197.85962529439365,1.951172113418579,59.00464582443237,100,-0.5604141,0.019807815551757812,-111.45299221975795,-0.019443592,54.88952326774597,-193.96369119233154
180000,32.65303538518312,17,54.24154756167629,1177.6583051681519,62.922719955444336,3.7400360107421875,-140.498569496595,2.109302043914795,60.79213905334473,100,-0.9113779,0.019744157791137695,-83.74078439926059,-0.040663127,56.60037636756897,-213.3222402351842
190000,12.606158861685019,18,52.47834857260467,1237.97776389122,60.29555702209473,3.646027088165283,-150.1470340264805,1.9021260738372803,58.37166786193848,100,-0.76597977,0.019330978393554688,-88.23055826498839,-0.009014648,54.28962182998657,-217.54958745018118
200000,18.23113522123631,19,61.815306523194835,1299.0276591777802,61.02826428413391,3.6412339210510254,-299.888731744867,2.1106460094451904,58.89502000808716,100,-0.0686596,0.020970821380615234,-165.26549945645195,0.021703333,54.815916776657104,-278.97839578358867
210000,-52.786402950704606,20,44.15868596122396,1359.8880829811096,60.83781099319458,3.6049644947052,-298.54207067367776,1.9642360210418701,58.85178303718567,100,-0.09560382,0.020328998565673828,-164.71063492646397,0.012827343,54.80951499938965,-277.54868742861794
220000,1.132230221521604,21,52.74094377314308,1419.4386730194092,59.52745795249939,3.6184499263763428,-305.7382292458506,2.0609309673309326,57.44562482833862,100,-0.052759107,0.01946425437927246,-169.41690507150713,0.009286938,53.387505292892456,-282.97803802171956
230000,-18.21431522027975,22,55.61813732381705,1482.2560021877289,62.795042753219604,3.77428936958313,-310.60989976284816,2.805621862411499,59.968411684036255,100,-0.064060315,0.019629955291748047,-172.28197723145433,-0.009835498,55.74836277961731,-267.1023263143883
240000,-44.33338106604964,23,54.19869633845695,1541.7232661247253,59.44392681121826,3.6184277534484863,-325.709083809362,2.055938959121704,57.36786484718323,100,-0.07526895,0.019680023193359375,-181.3330830849653,0.018125903,53.31172037124634,-290.19810985818793
250000,-34.41495034688141,24,49.09183760853591,1601.2884030342102,59.54323887825012,3.634676456451416,-316.7976479807588,2.1862447261810303,57.337300062179565,100,-0.12995683,0.019308090209960938,-175.12027484733946,-0.02192799,53.25422167778015,-278.9161584288414
260000,42.609770808047976,25,55.682139032683374,1661.3843359947205,60.07697296142578,3.743445634841919,-317.0577967104706,1.946141004562378,58.010653018951416,100,-0.06283392,0.11972284317016602,-175.50616881248433,0.013930115,53.827718019485474,-279.2257444830949
270000,-11.584894660442117,26,62.236823013927484,1720.9137082099915,59.50742483139038,3.6353249549865723,-310.7604368790553,1.994654893875122,57.47674798965454,100,-0.1849263,0.03531622886657715,-172.85889775693713,-0.017217016,53.40107870101929,-296.4487931029708
280000,-12.901500804078374,27,61.15473465020221,1780.9945640563965,60.05949592590332,3.6805689334869385,-287.7391753618412,2.037698745727539,57.99983215332031,100,-1.547047,0.020685911178588867,-157.78183902665816,0.0022916503,53.87611985206604,-289.5076346167077
290000,78.24840928321271,28,65.59007616061098,1839.8140649795532,58.79713773727417,3.6255123615264893,-250.01168841486768,2.067647933959961,56.70485782623291,100,-10.767738,0.023080825805664062,-139.46733508646747,-0.005471228,52.6373188495636,-269.34632355340824
300000,104.16968580535818,29,56.81392010671082,1897.3061361312866,57.46979093551636,3.6806907653808594,-37.31354426643975,1.6423392295837402,55.806280851364136,100,0.09086074,0.019841909408569336,-18.610132285851183,-0.008040137,51.68460035324097,-151.48672443636002
310000,161.40468319601584,30,52.45044726594727,1955.8965520858765,58.54427099227905,3.70110821723938,-27.440713293039117,2.001936912536621,56.52021503448486,100,0.07213457,0.020605802536010742,-8.505682880644308,-0.012466894,52.37750267982483,-131.32897386957754
320000,146.90729411692496,31,59.5826684326052,2013.377722978592,57.45862102508545,3.696828603744507,-41.195007616941055,1.7118887901306152,55.72417998313904,100,-0.12531582,0.021162986755371094,-13.970741224585506,-0.04271763,51.589306592941284,-149.3598988964352
330000,172.7856671162723,32,65.14072606945253,2072.1928400993347,58.792778968811035,3.709500551223755,-5.666631916691948,3.1134860515594482,55.655893087387085,100,-0.14509311,0.02202606201171875,3.9998080008549515,0.0046145995,51.499778032302856,-120.71656276199012
340000,158.68981247938234,33,59.59497453084042,2128.4047870635986,56.18553924560547,3.703234910964966,-21.037008761937308,1.9762828350067139,54.188748836517334,100,-0.21114983,0.020012855529785156,-1.3221767212792235,-0.03854109,50.05099964141846,-120.83575069776498
350000,198.63222496880618,34,68.31920853618361,2187.2648510932922,58.83817100524902,3.904064655303955,-18.848964884977608,2.004923105239868,56.811203956604004,100,-0.19407861,0.0206298828125,-0.8575091161482408,0.023824414,52.464350938797,-146.31315497828234
360000,192.7327216767763,35,64.665961915785,2245.0738599300385,57.7864887714386,3.7437517642974854,-27.152804704923742,1.9914801120758057,55.77377676963806,100,-0.1384753,0.019741058349609375,-5.238586447426492,-0.016757665,51.58303713798523,-181.29123078750925
370000,160.7467603212193,36,70.06712852235871,2301.5110852718353,56.41395688056946,3.6899657249450684,-31.70102805363903,1.7986433506011963,54.59429216384888,100,-0.13777582,0.019512176513671875,-7.3545119864229465,-0.0069858152,50.466495990753174,-157.1254055019179
380000,167.73830149974975,37,68.74886306303645,2359.718204021454,58.18495297431946,3.712146282196045,-49.81297934413997,1.9691178798675537,56.19512176513672,100,-0.07187754,0.01923513412475586,-22.784837269390863,0.032680128,52.04753923416138,-172.00822077018267
