Itr,n_timesteps,Time-SampleProc,Time-Sampling,train-MaxReturn,train-EnvExecTime,train-AverageDiscountedReturn,train-MinReturn,train-NumTrajs,train-StdReturn,Time-Optimization,LossAfter,Time,train-AverageReturn,train-PolicyExecTime,ItrTime,LossBefore
10,110000,0.06682729721069336,8.31896448135376,202.46856241625545,3.3703501224517822,358.4008284479544,161.98662801406678,100,6.506033588182332,0.3540012836456299,-0.020343004,94.84447860717773,194.49735574701958,4.702209234237671,8.740046501159668,-1.2207031e-08
11,120000,0.06499862670898438,8.298327684402466,202.12889478260817,3.279468059539795,361.5993285726394,165.79124305643373,100,4.081385039232836,0.370849609375,-0.026529713,103.59900140762329,195.99837341285055,4.765680551528931,8.734424352645874,-0.00229032
12,130000,0.0360257625579834,8.189972400665283,203.63556970553677,3.285848379135132,365.9659018754956,193.42758642601953,100,2.1586053437439787,0.4324333667755127,-0.051479418,112.27323412895203,198.13945572461233,4.6570141315460205,8.658682107925415,-1.5258789e-09
13,140000,0.13130950927734375,8.28171157836914,201.6168027351214,3.2789154052734375,352.30476235457303,177.82501907990834,100,4.410252566535048,0.35320138931274414,-0.030927064,121.06841111183167,193.310694558659,4.757822513580322,8.766470432281494,-6.1035155e-09
14,150000,0.06585144996643066,8.2148756980896,203.80137882642808,3.279758930206299,369.28867627199804,194.50311964584355,100,2.1048817471634766,0.3764045238494873,0.0055235415,129.74496936798096,199.33470335011182,4.689547061920166,8.657362699508667,-1.2207031e-08
15,160000,0.03813576698303223,8.26938772201538,199.57419003335704,3.312363862991333,342.2067815924407,166.84367612002328,100,7.284572303271573,0.32013654708862305,-0.055158924,138.39296674728394,185.78297086151375,4.711554765701294,8.627888441085815,6.1035155e-09
16,170000,0.04814791679382324,8.30760145187378,205.4295319985916,3.333042621612549,371.314244341553,195.1036537410291,100,1.9188789213909394,0.3494274616241455,-0.03654893,147.12085366249084,200.22836474575527,4.727771759033203,8.705436944961548,3.0517577e-09
17,180000,0.0404505729675293,8.296543836593628,199.56702944831488,3.3356902599334717,351.3953151092322,186.09879524496395,100,2.3942946018946123,0.3608860969543457,-0.013889438,155.84205198287964,192.8333246588866,4.714195013046265,8.69811463356018,6.1035155e-09
18,190000,0.04291987419128418,8.326279878616333,198.5383493284123,3.3284904956817627,356.99327790500286,189.32999763345174,100,1.9493581708703418,0.5205373764038086,-0.020929297,164.75363087654114,194.76475669782565,4.744415998458862,8.89010238647461,9.155274e-09
19,200000,0.09999585151672363,8.28118109703064,205.41611502027595,3.374608039855957,375.9545831772414,198.09611295796972,100,1.452808035777322,0.3715038299560547,-0.017931234,173.52760410308838,201.8696084459659,4.654639005661011,8.752919435501099,4.577637e-09
20,210000,0.11398792266845703,8.288671970367432,206.45211789422234,3.2823147773742676,379.04702397503695,196.98288463246428,100,1.6366811310842062,0.363814115524292,-0.028937286,182.31567335128784,202.91677781194218,4.764118671417236,8.766705513000488,-6.1035155e-09
21,220000,0.03963470458984375,8.295778274536133,205.51870315311047,3.311046600341797,374.39702106211837,194.09172384074486,100,2.1409043050372194,0.3412933349609375,-0.04731907,191.01251077651978,200.63363068800822,4.73886775970459,8.67693305015564,9.155274e-09
22,230000,0.1188058853149414,8.341013669967651,205.28825088359784,3.359916925430298,377.9558213922456,198.66730343975112,100,1.5391183640529993,0.3918330669403076,-0.008776784,199.88244891166687,202.350079455708,4.735276460647583,8.851927280426025,1.525879e-08
23,240000,0.07841897010803223,8.087726593017578,202.27181938445935,3.334368944168091,365.995623528386,194.05907876009124,100,1.7371184698088664,0.3107616901397705,-0.025704477,208.3768093585968,197.88986144291852,4.50045108795166,8.477145671844482,3.2424927e-09
24,250000,0.0626990795135498,8.299425840377808,202.600338792365,3.382072687149048,370.31208770948365,196.53869606795777,100,1.332888076257615,0.2899446487426758,-0.05405989,217.04803943634033,199.368532893624,4.671513795852661,8.652334690093994,7.6293943e-10
25,260000,0.05526995658874512,8.217199325561523,206.3004241889662,3.3197872638702393,378.5232384570018,199.30342781996092,100,1.4470549538861346,0.33771371841430664,-0.013110053,225.67579317092896,202.7227319178121,4.655286073684692,8.610414505004883,-1.8310548e-08
26,270000,0.04346275329589844,8.52022671699524,198.43319673607056,3.4130187034606934,351.44721201859755,177.00348714897197,100,3.95645452656114,0.2645108699798584,-0.086216375,234.52195858955383,189.67434583641744,4.85094690322876,8.828583002090454,3.8146972e-10
27,280000,0.09820961952209473,8.381673812866211,206.53519300754675,3.4085707664489746,380.29073097589225,199.50345131641183,100,1.3819716598677942,0.2551581859588623,-0.0010729156,243.27559876441956,203.32869142319535,4.7231011390686035,8.735275745391846,-3.6621095e-08
28,290000,0.06769084930419922,8.284260988235474,206.59743655605416,3.342029571533203,380.13680007912313,200.03133490274848,100,1.482306045090876,0.25003910064697266,-0.095795535,251.89683508872986,203.17801867862548,4.698563575744629,8.602203369140625,-2.2888185e-09
29,300000,0.06428670883178711,8.316779613494873,207.44046062762766,3.315465211868286,378.10437222076325,194.1695231164039,100,2.1216203878451703,0.2810788154602051,-0.06265478,260.57687735557556,202.15438776374754,4.7542924880981445,8.662395477294922,6.1035155e-09
30,310000,0.07182455062866211,8.424975872039795,206.6941649140559,3.362199306488037,379.148920214013,197.0629136038196,100,1.7841787545137593,0.252610445022583,-0.14971542,269.3420248031616,202.6674750407337,4.808701753616333,8.749627828598022,-1.0681152e-08
31,320000,0.03911113739013672,8.261652708053589,206.91342814168777,3.350205183029175,382.70665260952364,200.998181984673,100,1.4273409481157089,0.2607302665710449,-0.12817195,277.9208643436432,204.18998410579522,4.66771936416626,8.561712980270386,4.577637e-09
32,330000,0.04177117347717285,8.38079285621643,202.14691401081086,3.392611265182495,370.4607083766628,197.2244241398207,100,1.068244355450838,0.2542123794555664,-0.011937019,286.61568808555603,199.40794520095878,4.740018606185913,8.67701768875122,-1.6021728e-08
33,340000,0.03820967674255371,8.476194620132446,198.68190999401767,3.3523809909820557,359.6814630689993,188.100501920095,100,2.2281978655634256,0.2794067859649658,-0.029604245,295.42591309547424,193.70886711682545,4.87702488899231,8.794049739837646,-8.5830685e-09
34,350000,0.07660579681396484,8.289665460586548,199.56493857367775,3.3867733478546143,365.23436646772285,192.59924045091407,100,1.4597471496273218,0.26892662048339844,-0.051041014,304.0785822868347,196.5870202634086,4.656412839889526,8.635435104370117,-4.577637e-09
35,360000,0.0967855453491211,8.367823600769043,195.6978230988244,3.3665077686309814,356.01904870628744,192.41204114467152,100,0.6428753544772675,0.33755064010620117,0.0054493044,312.8996469974518,194.00426566473888,4.7555975914001465,8.80241084098816,1.5258789e-09
36,370000,0.07161474227905273,8.31906247138977,194.5374650113842,3.3692660331726074,354.62942286084495,190.50779526538932,100,0.7096615836965391,0.25275254249572754,-0.042730883,321.5602662563324,193.30464923635736,4.696211814880371,8.64365816116333,1.5258789e-09
37,380000,0.045569419860839844,8.331663370132446,197.0744626352143,3.405400276184082,359.6869847128101,193.19177760628023,100,0.7946254668919162,0.25525975227355957,-0.015771143,330.21157479286194,195.24217194410244,4.681569576263428,8.632725954055786,-2.2888185e-09
38,390000,0.056440114974975586,8.463693618774414,199.0318495668688,3.3992676734924316,363.66393187592905,194.48770359815236,100,0.8073212446978093,0.2742424011230469,-1.4523721,339.02269101142883,196.72875758756493,4.815521001815796,8.794615268707275,1.6021728e-08
39,400000,0.07694768905639648,8.289072751998901,198.28213221603886,3.3318729400634766,363.685013540892,193.4532014237592,100,0.8610552639945804,0.337188720703125,0.18851233,347.7425982952118,196.83087994372931,4.714391469955444,8.70343542098999,-1.9836426e-08
40,410000,0.0420534610748291,8.410403490066528,196.6300780298015,3.3513925075531006,359.05951975627335,193.06675188296305,100,0.7326425240008543,0.272296667098999,-0.040560614,356.48752450942993,195.0221098415445,4.80562686920166,8.72499394416809,7.629395e-09
41,420000,0.04066157341003418,8.34085988998413,196.88539570196343,3.391983985900879,358.8747325707029,193.4334068735977,100,0.7404612968356429,0.2743077278137207,0.009817819,365.16165566444397,195.0803691732628,4.686675310134888,8.656091690063477,1.0681152e-08
42,430000,0.06362128257751465,8.307299613952637,198.21123080572383,3.3513906002044678,360.36112519858756,193.1354785761906,100,0.854657020871658,0.2598075866699219,-0.021555314,373.81005096435547,195.53487292250418,4.708043336868286,8.63095235824585,-9.918213e-09
43,440000,0.045346736907958984,8.367815732955933,200.25136819375183,3.360830783843994,367.16855525824553,193.87723787636747,100,1.1076419573303102,0.3378880023956299,-0.05267036,382.5790934562683,197.71394194203015,4.7549662590026855,8.75151777267456,1.525879e-08
44,450000,0.02817559242248535,8.242981433868408,198.46678630286954,3.3319342136383057,360.7051265228794,188.72059856907433,100,1.9557145556675268,0.2665286064147949,-0.01597639,391.1393949985504,193.90644103208186,4.66425895690918,8.537903547286987,-6.1035155e-09
45,460000,0.0510406494140625,8.390075922012329,199.3271274700226,3.339400291442871,364.7005019915348,190.7231467998677,100,1.6971014823405615,0.2579975128173828,-0.03952447,399.8565835952759,195.79418292737213,4.804630279541016,8.69936728477478,1.2207031e-08
46,470000,0.03642082214355469,8.629239082336426,201.54211916220316,3.3888165950775146,371.0682145552313,196.88603119981227,100,1.0158859390033215,0.25029778480529785,-0.026217664,408.79493975639343,199.55641403919438,4.988492965698242,8.916191101074219,1.5258789e-09
47,480000,0.07736515998840332,8.26089096069336,201.31406180468238,3.3512299060821533,368.70228802070284,196.6568585584713,100,0.8540840316706194,0.24602961540222168,-0.017868238,417.39871406555176,198.78009690017802,4.667424201965332,8.586779117584229,9.155274e-09
48,490000,0.0375819206237793,8.393410682678223,202.4633826897912,3.3830363750457764,371.9205716874201,197.3359452562689,100,1.1157704807836073,0.2676692008972168,-0.06425528,426.1144845485687,199.87435429968082,4.758221387863159,8.698906660079956,4.196167e-09
49,500000,0.09934711456298828,8.281570672988892,205.6800955403898,3.349520444869995,376.93430170151873,198.52304145430054,100,1.2718225879329002,0.260087251663208,-1.7285633,434.7730655670166,201.81443526665447,4.68370795249939,8.641212463378906,9.155274e-09
50,510000,0.07169342041015625,8.347538948059082,215.54399517484168,3.2983293533325195,396.7613731961496,203.89662627884238,100,2.1414715735271765,0.2590203285217285,0.02355478,443.46978855133057,210.11966843467425,4.800138473510742,8.678451538085938,-1.2207031e-08
51,520000,0.0308074951171875,8.18583345413208,216.5396184872392,3.1938490867614746,393.0941212989663,176.60720779326655,100,5.99972967787107,0.27226972579956055,-0.085503556,451.9753248691559,206.83683669883902,4.7485716342926025,8.489120483398438,6.1035155e-09
52,530000,0.04329514503479004,8.247251510620117,215.6291025125703,3.2268314361572266,392.6714654625378,196.41476554965703,100,4.093524448114239,0.2731616497039795,-0.086250454,460.5581593513489,206.5952397483373,4.769750356674194,8.563945293426514,9.155274e-09
53,540000,0.07539987564086914,8.358684539794922,212.8221364807466,3.2009875774383545,259.75022844966895,34.895245836108074,100,40.45010755597206,0.33300328254699707,-0.14687283,469.34269189834595,145.6880464929248,4.884291172027588,8.767280101776123,1.0681152e-08
54,550000,0.07082724571228027,8.06304383277893,221.64916685980478,3.1614677906036377,375.17657405625266,167.33160433794822,100,13.546734594378249,0.2617306709289551,-0.04024761,477.7531986236572,199.7672868404542,4.661402702331543,8.395856618881226,-9.155274e-09
55,560000,0.041886329650878906,8.243149518966675,225.63735609434232,3.180704116821289,346.7145135446889,111.21266800426208,100,18.935911471896397,0.3126394748687744,-0.02227853,486.37094736099243,183.47150278428012,4.815634250640869,8.597918510437012,1.2207031e-08
56,570000,0.04955601692199707,7.900202751159668,180.7819145172468,3.0613582134246826,298.71452749343246,130.6447678931082,100,10.92774221773856,0.40645909309387207,-0.07753243,494.7438063621521,158.68050992420504,4.59464955329895,8.356476306915283,-1.2207031e-08
57,580000,0.08015561103820801,8.07242488861084,226.03508804033018,3.128530740737915,345.3535266038884,133.61312394171804,100,23.187357741325915,0.2561485767364502,-0.19850041,503.1718316078186,184.2144658804916,4.687289476394653,8.408981084823608,-2.670288e-09
58,590000,0.0651862621307373,8.244065046310425,230.95854975696056,3.1905877590179443,375.4273427751716,170.85852148624357,100,16.617114078556828,0.2679572105407715,-0.036622856,511.78700280189514,200.89734189230222,4.810273170471191,8.577447652816772,-3.3569336e-08
59,600000,0.031937360763549805,8.206696510314941,219.22035466849462,3.189532518386841,397.4194502400359,200.95893369394054,100,3.702123928571125,0.2553987503051758,-0.030642264,520.2986400127411,210.44387691940722,4.769314527511597,8.494253158569336,-6.1035155e-09
60,610000,0.04074406623840332,8.256008386611938,221.76187579780003,3.219709873199463,403.67703009921365,203.53319400627936,100,3.8397794321358765,0.27245140075683594,-0.024181599,528.8835115432739,212.9726003404608,4.7916579246521,8.569449424743652,9.155274e-09
61,620000,0.07067322731018066,8.138839483261108,225.71209559979724,3.201481819152832,417.26469453917315,210.47000344596648,100,3.026657171521378,0.410036563873291,-0.0054860474,537.5226566791534,218.39219776769275,4.6892781257629395,8.619786024093628,1.8310548e-08
62,630000,0.06426310539245605,8.258241653442383,225.69996519315447,3.22037935256958,422.8264420613244,213.94665070709178,100,2.2996024784615345,0.25736308097839355,-0.0010778564,546.1222887039185,220.61147656447736,4.789063930511475,8.580115795135498,-2.4414062e-08
63,640000,0.10720443725585938,8.147189140319824,224.14570320289116,3.1969945430755615,422.9750157698956,214.13591356730524,100,2.1910641341933332,0.2777597904205322,-0.01519487,554.6716058254242,220.58893236876713,4.706278562545776,8.532405614852905,1.8310548e-08
64,650000,0.059210777282714844,8.323561906814575,227.64536011477279,3.235926866531372,426.6731697877116,215.02767678302015,100,2.1795151432890068,0.26256299018859863,-0.031476002,563.333250284195,222.21550686629635,4.837742805480957,8.64557933807373,3.0517577e-09
65,660000,0.06733322143554688,8.14028525352478,227.2894369135366,3.1852056980133057,429.5441347041765,215.1976679922749,100,2.192214198943838,0.24544739723205566,-0.0071518496,571.8030652999878,223.50449823643058,4.713639497756958,8.453315019607544,-6.1035155e-09
66,670000,0.06449246406555176,8.261675834655762,228.46938224005183,3.2356574535369873,430.0064178295189,213.3556358167571,100,2.4581247518328095,0.2666630744934082,-0.006227083,580.4136323928833,223.8129865218235,4.764487266540527,8.593067169189453,1.6784668e-08
67,680000,0.05773615837097168,8.232232332229614,229.03261810581714,3.227065086364746,429.021752857123,216.367734711269,100,2.388449450299357,0.25947117805480957,-0.016443752,588.9831852912903,223.4978235177832,4.752087354660034,8.549673795700073,8.392334e-09
68,690000,0.07665252685546875,8.190136671066284,227.3297626949071,3.206968069076538,427.3039010609844,214.36379209420076,100,2.4637327249463508,0.25704264640808105,-0.008179326,597.5252022743225,222.79720758179167,4.739609479904175,8.524076461791992,-2.861023e-09
69,700000,0.0663611888885498,8.423413753509521,226.20831267549767,3.288531541824341,426.08539039204584,214.18107897138867,100,2.691738026263694,0.2541530132293701,-0.012891501,606.2880692481995,222.2677335220139,4.888081789016724,8.74415373802185,1.525879e-08
70,710000,0.03782200813293457,8.235364198684692,228.00981504290004,3.2329955101013184,429.9147975246685,208.72602910871586,100,2.6402675791548837,0.2617838382720947,-0.023755297,614.839937210083,223.75189109297702,4.754859685897827,8.535210847854614,1.2207031e-08
71,720000,0.046721696853637695,8.209258317947388,227.62047272802138,3.2554101943969727,432.47091294363946,221.35940719602738,100,1.4140569951208124,0.26837849617004395,-0.017205657,623.3817930221558,224.7354132762566,4.707955360412598,8.52460265159607,4.9591065e-09
72,730000,0.03859996795654297,8.21376657485962,227.53725861107807,3.235283851623535,432.39206788679616,221.47424957677842,100,1.305774624460711,0.2748563289642334,-0.027698783,631.9248840808868,224.62824958189765,4.734271049499512,8.527477025985718,6.1035155e-09
73,740000,0.1151888370513916,8.290817022323608,228.22752378846343,3.2299323081970215,434.02187321070227,220.9034005298502,100,1.542963026802333,0.352630615234375,-0.00934859,640.7025709152222,225.3315576788293,4.800064563751221,8.759031534194946,3.0517577e-09
74,750000,0.02889108657836914,8.144508361816406,230.2285576220593,3.1761889457702637,433.75818465546917,221.0462145971697,100,1.6292894101312456,0.26313090324401855,-0.04637758,649.1579570770264,225.24258552352364,4.722468376159668,8.436755418777466,-4.577637e-09
75,760000,0.03637957572937012,8.25537109375,229.71237118169142,3.2279162406921387,434.03638364266703,214.98543330933921,100,1.7352409491577625,0.2650308609008789,-0.081779726,657.734974861145,225.34078555230775,4.779434680938721,8.557037115097046,1.1825562e-08
76,770000,0.051261186599731445,8.185105562210083,229.16942816441704,3.1996352672576904,431.3570597809207,205.87507711722995,100,3.5820249267633892,0.2579834461212158,-0.06418189,666.2462723255157,224.34880029074466,4.73920464515686,8.494590997695923,1.2207031e-08
77,780000,0.03785204887390137,8.281662702560425,230.39977759895288,3.241558790206909,403.2750001927403,131.51636985020048,100,30.051005295418157,0.27471303939819336,-0.06736164,674.8586475849152,211.66414983979524,4.794330596923828,8.594475746154785,1.8310548e-08
78,790000,0.09656906127929688,8.215856790542603,229.5949746778253,3.2188668251037598,406.66455326156205,104.51867136794853,100,32.48018682488156,0.2551567554473877,-0.11726184,683.4434578418732,213.94339226389647,4.748092174530029,8.567788124084473,-1.1444092e-09
79,800000,0.06070733070373535,8.111403703689575,230.44016460807066,3.1011922359466553,169.74928216780384,40.18346404210089,100,54.94247955821683,0.26543378829956055,0.016639227,691.9004077911377,103.31521030210604,4.755249738693237,8.438560485839844,3.8146972e-10
80,810000,0.08588123321533203,8.165608644485474,114.35124068901244,3.1117725372314453,131.5161963957384,-39.78801891721086,100,23.570553583113572,0.26053833961486816,0.011936515,700.4274897575378,75.66013379322035,4.808145761489868,8.512272119522095,-8.010864e-09
81,820000,0.07708382606506348,8.01784348487854,101.4965998457725,3.108280658721924,87.63227457707599,-19.726911239752393,100,26.77680928212155,0.36414647102355957,-0.09780365,708.9083030223846,48.617282839062334,4.663851499557495,8.462681293487549,-0.020961884
82,830000,0.07954597473144531,8.095439195632935,114.39320711632321,3.106349468231201,164.4777425005368,6.079497968681991,100,21.80892792359856,0.2630031108856201,-0.037094813,717.3647968769073,82.42625773026799,4.740008354187012,8.438240766525269,-0.0030139466
83,840000,0.06663870811462402,8.118786096572876,141.749610999059,3.0936777591705322,224.39734631363288,48.7839048008002,100,16.009156639744354,0.26267218589782715,-0.04722038,725.8317103385925,110.7595013955043,4.774698495864868,8.448350429534912,-1.6403199e-08
84,850000,0.06837773323059082,8.222579717636108,165.42387120769882,3.147360324859619,246.02185053821424,65.88360434648476,100,20.94825248094082,0.2579231262207031,-0.18293491,734.3986766338348,126.942030306216,4.8268797397613525,8.549130916595459,0.00043811646
85,860000,0.03904533386230469,8.240392923355103,183.96159090908375,3.1497552394866943,305.56095834909144,110.80125010919495,100,19.481530199825325,0.27681946754455566,-0.0577432,742.971218585968,152.8300373054036,4.842503547668457,8.556497573852539,8.5830687e-10
86,870000,0.08202075958251953,8.145478963851929,208.20532831605792,3.1756398677825928,195.77944321787086,-9.50981440922858,100,72.03197558310707,0.2476963996887207,-0.12511805,751.4627416133881,103.64893666755194,4.7246644496917725,8.475447416305542,-2.1362304e-08
87,880000,0.0738368034362793,8.139657735824585,213.72761639871555,3.166682720184326,343.6547848907883,119.60195431535993,100,16.4465057052174,0.2646167278289795,-0.009251669,759.9571511745453,176.78304469569818,4.712700605392456,8.478363037109375,-3.0517577e-09
88,890000,0.03608059883117676,8.199760913848877,203.3329275237509,3.161187171936035,338.14482178200984,151.63989616863722,100,11.358229577596548,0.26680946350097656,-0.023454884,768.4785056114197,181.86894618118134,4.7943456172943115,8.502875566482544,0.0007519867
89,900000,0.06682562828063965,8.096176862716675,207.12950802513873,3.12398362159729,311.9938827748505,59.31238475787816,100,29.149116280687675,0.2539360523223877,-0.028030304,776.9285845756531,172.69236770818404,4.728945016860962,8.43158769607544,6.1035155e-09
90,910000,0.03801083564758301,8.152049541473389,193.91024849839087,3.1340978145599365,302.40504455723163,82.004938709735,100,15.395238636101304,0.2640552520751953,-0.026303342,785.4004578590393,161.4089574576896,4.7652387619018555,8.45432734489441,1.6784668e-08
91,920000,0.03965568542480469,8.093114852905273,200.15624503399027,3.1354548931121826,329.2355078870753,106.921565067454,100,14.787662021082713,0.35655784606933594,-0.13517922,793.9068138599396,173.80783625835065,4.703810930252075,8.489591598510742,-2.89917e-08
92,930000,0.04007697105407715,8.0858314037323,195.65646945349874,3.081465005874634,118.03796866773585,-94.6585640568965,100,35.7764973139413,0.27935266494750977,-0.3186699,802.341215133667,90.36561439635138,4.758054494857788,8.405501365661621,2.4414062e-08
93,940000,0.06747317314147949,8.001209259033203,-28.55445330240258,3.0576744079589844,-341.6256240619649,-161.14906998211106,100,25.327919368656968,0.25629615783691406,-0.33533114,810.6832056045532,-116.6622636846814,4.695465326309204,8.325220584869385,2.4414062e-08
94,950000,0.09945225715637207,8.240485191345215,-25.709136371514305,3.1671242713928223,-303.5631838854281,-180.3907466380535,100,33.86619805926328,0.2566680908203125,-0.07792287,819.2984104156494,-99.38742646842813,4.824479341506958,8.596848487854004,-1.8310548e-08
95,960000,0.07071304321289062,8.137982606887817,87.44998359248314,3.1277623176574707,-177.2853823224623,-152.27371493070035,100,32.55142362403054,0.31322193145751953,-0.041688755,827.8380093574524,-48.31975141628223,4.7651495933532715,8.522165060043335,9.155274e-09
96,970000,0.03863239288330078,8.202721357345581,94.57613986531445,3.1492462158203125,9.678048441486537,-270.1179254424474,100,92.08142403784916,0.27938079833984375,-0.013998622,836.3771719932556,9.835277562331557,4.807981491088867,8.520957469940186,1.0681152e-08
97,980000,0.03706169128417969,8.094799518585205,94.08181979097289,3.078892230987549,-32.161327450301386,-253.58598512841863,100,103.58526298149793,0.26196813583374023,-0.0046185823,844.7888159751892,-17.932602725544633,4.767138481140137,8.39404296875,2.4414062e-08
98,990000,0.052436113357543945,8.081599712371826,94.85536577077787,3.1325888633728027,-4.286947789890794,-233.93280893333508,100,97.76145249865687,0.2666003704071045,-0.010744902,853.2085754871368,-0.27534441114387304,4.703753232955933,8.400885105133057,2.632141e-08
99,1000000,0.07984519004821777,8.137978553771973,100.77193719385792,3.1412763595581055,-14.291396518824222,-286.2891195204862,100,100.92044585584549,0.25191807746887207,-0.0016393089,861.6976082324982,-1.4895532799592541,4.746119737625122,8.469987392425537,-3.8909914e-08
100,1010000,0.06306266784667969,8.100210428237915,95.03959213639722,3.1116435527801514,23.937322565344875,-236.30420126035995,100,97.4204460010271,0.2657606601715088,-0.0053293854,870.1461737155914,11.633189211847423,4.7386839389801025,8.429274797439575,-5.1879884e-08
101,1020000,0.06731820106506348,8.09967851638794,95.32744511921767,3.1478915214538574,14.656845693106717,-260.56103669728805,100,100.55271823180973,0.2893698215484619,-0.017995533,878.6192808151245,8.591853554758417,4.70387077331543,8.456665754318237,-1.0681152e-08
102,1030000,0.13245320320129395,8.191216707229614,95.32670019060319,3.1544008255004883,6.769438035947651,-227.6952059628116,100,76.48280718200073,0.34481239318847656,-0.008071701,887.3162293434143,14.747252621981668,4.787694215774536,8.668733835220337,-1.525879e-08
103,1040000,0.06499409675598145,8.120921850204468,92.9192237165072,3.109829902648926,3.182031797128195,-166.73294097321806,100,55.10065339863163,0.2614712715148926,-0.024309635,895.7806079387665,13.447862483889049,4.76530122756958,8.447591066360474,1.8310548e-08
104,1050000,0.09713912010192871,8.11677360534668,94.33073172412598,3.1842000484466553,101.56058387845306,-231.76137278565204,100,46.77977066480536,0.2501201629638672,-0.02094697,904.262547492981,48.35097286429186,4.686367511749268,8.464225053787231,2.746582e-08
105,1060000,0.042122840881347656,7.998500108718872,91.7146161205827,3.044523000717163,-121.68741857860054,-284.55316798476804,100,124.24435195751107,0.2772204875946045,-0.0018607422,912.5973372459412,-65.87783355567767,4.710517406463623,8.318086385726929,-2.1362304e-08
106,1070000,0.03914213180541992,8.100291728973389,89.47657099154485,3.0688512325286865,-181.61554417248215,-291.0708341512009,100,90.25728671122789,0.27094316482543945,-0.0039026826,921.0262136459351,-102.31976333606045,4.764368534088135,8.410659790039062,4.2724608e-08
107,1080000,0.1048574447631836,8.057681798934937,72.27589024822973,3.0711255073547363,-193.05016327151046,-294.4730945672491,100,73.97932698469285,0.3808016777038574,-0.031267025,929.5867202281952,-110.63740217855829,4.740106821060181,8.543613195419312,-1.8310548e-08
108,1090000,0.0726308822631836,8.010370969772339,55.166737050361526,3.0161995887756348,-139.45810996837466,-238.00832278738935,100,34.765112585047625,0.24546146392822266,-0.013472705,937.9353182315826,-91.50406085468617,4.741999387741089,8.328717231750488,-0.0026907958
109,1100000,0.03623342514038086,7.99077296257019,-52.136315111825,3.0013022422790527,-123.04010224627305,-212.1326450625645,100,17.15392103380426,0.2776460647583008,-0.003671878,946.2571265697479,-86.00357154663362,4.741376638412476,8.304862022399902,-1.525879e-08
110,1110000,0.03804969787597656,8.07881236076355,-33.67879996409741,3.0510382652282715,-121.20286864060927,-251.2227079262775,100,22.085701259813437,0.277496337890625,-0.0066551454,954.6681263446808,-84.43014100796091,4.77629828453064,8.394605159759521,1.8310548e-08
111,1120000,0.036360740661621094,8.084861040115356,-47.4008671258564,3.0717356204986572,-120.7490246833942,-220.04029499443956,100,22.173580911849434,0.41918039321899414,-0.014043707,963.2244658470154,-85.01648947235859,4.765768527984619,8.540611505508423,-3.051758e-08
112,1130000,0.0659477710723877,8.054504156112671,-40.247227531979604,3.046198844909668,-119.68436469398831,-187.47282637646074,100,17.852847709389113,0.41309070587158203,-0.012949231,971.7764008045197,-83.36820003569463,4.762415885925293,8.533781290054321,2.4414062e-08
113,1140000,0.061528921127319336,7.933779239654541,-27.06735282246103,3.028930425643921,-116.29720800938115,-132.1733931947116,100,17.561242027702363,0.30990052223205566,-0.01330903,980.0983865261078,-82.03917663428149,4.660507917404175,8.30546236038208,6.1035155e-09
114,1150000,0.035103559494018555,7.954775094985962,-30.368776090813114,3.0576374530792236,-101.73967218266029,-103.44435861135527,100,13.34821161202365,0.26891279220581055,-0.01703551,988.3743004798889,-74.6522408571416,4.644477367401123,8.259002685546875,3.0517577e-09
115,1160000,0.054267168045043945,8.105203866958618,-46.78004980926214,3.071714162826538,-110.29367897881926,-205.51157294656707,100,23.185621388823826,0.27674055099487305,-0.013047596,996.8273797035217,-75.7287127890959,4.7856059074401855,8.436445951461792,2.6130676e-08
116,1170000,0.043168067932128906,8.229669094085693,-43.72559800008297,3.1835646629333496,-100.94883803590454,-149.9454713917494,100,13.272889081178553,0.27673888206481934,-0.03257794,1005.3945879936218,-63.86595688709444,4.801246404647827,8.549828052520752,-1.2207031e-08
117,1180000,0.06394529342651367,8.24722933769226,-44.91187326718873,3.220430612564087,-99.92494293207969,-67.62420319449785,100,4.58228986919004,0.2547733783721924,-0.003220607,1013.9773094654083,-57.567324884078424,4.77260947227478,8.566168546676636,3.5095216e-08
118,1190000,0.1070716381072998,8.198683023452759,-43.46667091524021,3.208900213241577,-106.62734469334872,-111.57412045652814,100,7.557292491552346,0.24736857414245605,-0.029315589,1022.5482716560364,-58.39307614804866,4.743959665298462,8.553334712982178,-0.0005050385
119,1200000,0.10958576202392578,8.207668781280518,-43.74794498589583,3.2361133098602295,-104.89569960253861,-119.36741309831687,100,10.477580331730724,0.45560312271118164,-0.023039002,1031.3391692638397,-57.13763251856505,4.722120046615601,8.773102283477783,-8.5449216e-08
120,1210000,0.03242373466491699,8.293047666549683,-11.498526857957327,3.2287180423736572,-97.13728529115384,-88.3404516001629,100,9.933086982157333,0.26128697395324707,-0.02415559,1039.9444704055786,-55.085564358654636,4.8204505443573,8.586989879608154,-6.1035155e-09
121,1220000,0.04077625274658203,8.281978845596313,-43.090951563753904,3.193610429763794,-94.44529568384156,-92.71970209742797,100,9.462509774227737,0.2702796459197998,-0.017718017,1048.5550360679626,-56.17079380692333,4.838556528091431,8.593276739120483,3.6621095e-08
