train-StdReturn,train-AverageDiscountedReturn,train-AverageReturn,Time-Optimization,Itr,train-MaxReturn,n_timesteps,Time-SampleProc,LossBefore,train-PolicyExecTime,Time-Sampling,train-EnvExecTime,train-NumTrajs,train-MinReturn,Time,ItrTime,LossAfter
38.695023709379235,-90.81419206933799,-51.527617012756835,1.0990619659423828,0,48.56485989080248,10000,0.08260631561279297,0.058253475,13.13915729522705,16.4110209941864,2.9577105045318604,100,-203.73147685875247,17.593040704727173,17.593035459518433,0.023361621
35.951815215385516,-75.02881243257222,-42.442992436275965,0.6287436485290527,1,38.839212003681354,20000,0.15183496475219727,0.067610495,11.485625743865967,14.55209469795227,2.777494192123413,100,-135.98221007428594,32.98281955718994,15.332913160324097,0.040904503
33.38256322411398,-71.72251000873698,-40.519255542807265,0.5333766937255859,2,40.59982164613988,30000,0.16623377799987793,0.07616474,12.949628591537476,16.16985821723938,2.9208953380584717,100,-119.17682112193887,49.874908447265625,16.869725227355957,0.04563632
34.3022931499661,-68.70760076283881,-38.88056531357959,0.756277322769165,3,38.716465089514074,40000,0.1251368522644043,0.057546303,10.792036533355713,13.747791767120361,2.6671690940856934,100,-137.83260949038007,64.53791308403015,14.629436016082764,0.03253406
36.02548892288365,-58.32939039636066,-34.19121863356968,0.4983227252960205,4,48.767574682283005,50000,0.1487433910369873,0.050211653,13.875133514404297,17.148037672042847,2.930449962615967,100,-128.4696147782088,82.42849230766296,17.79721689224243,0.0248299
32.55867499120599,-41.37653726695355,-23.914532909345503,0.49512505531311035,5,45.68114952560762,60000,0.12272262573242188,0.05733432,13.96089243888855,17.068668842315674,2.7919063568115234,100,-102.33691418607745,100.14726901054382,17.686795234680176,0.031032281
34.27833943093888,-43.6320238199173,-25.387990183398855,0.5536227226257324,6,48.21389466961372,70000,0.09013986587524414,0.052248675,11.412951707839966,14.482181072235107,2.7461185455322266,100,-137.16660150495125,115.29515957832336,15.126181364059448,0.024795178
33.78764784558439,-42.62818516475344,-24.44357073112318,0.6836874485015869,7,37.5954861971129,80000,0.27002692222595215,0.050030153,12.484960079193115,15.798232555389404,2.979494333267212,100,-137.86432630254174,132.0712535381317,16.752162218093872,0.02251281
30.01223724851941,-44.81375285878837,-23.697925883619952,0.6168642044067383,8,69.8649897672824,90000,0.10566568374633789,0.062931955,12.463284492492676,15.619307279586792,2.812605381011963,100,-102.59661988195175,148.43993401527405,16.34231209754944,0.040940806
33.96071135671447,-30.947661954035166,-16.378544205548362,0.5155937671661377,9,59.14480937822145,100000,0.09838747978210449,0.08024464,14.021358728408813,17.405662298202515,3.0593206882476807,100,-109.16430804132496,166.48304963111877,18.019867658615112,0.054217707
33.39580120557262,-41.00185173785918,-22.517353231687068,0.5615999698638916,10,61.11533920067015,110000,0.12044477462768555,0.049454797,11.172556161880493,14.306687116622925,2.8457415103912354,100,-147.19629969056626,181.49108028411865,14.988976001739502,0.018731635
31.87265248146272,-33.057627856115325,-19.335200220140617,0.6359679698944092,11,44.17684543761651,120000,0.18449640274047852,0.0623566,14.167733907699585,17.413398265838623,2.942643642425537,100,-119.14126772954874,199.7467906475067,18.234148740768433,0.034475323
37.57675194918461,-26.538322677093355,-15.261262842657377,0.5559477806091309,12,90.79893429367353,130000,0.039759159088134766,0.074224904,12.281370639801025,15.431451559066772,2.8682804107666016,100,-160.19195021239472,215.79398036003113,16.02737593650818,0.047321167
33.840783854907215,-24.043756888195134,-13.010092814009687,0.5298476219177246,13,59.94673265029692,140000,0.14045000076293945,0.060898017,14.049739360809326,17.501127243041992,3.1143901348114014,100,-125.58874514646176,234.00052118301392,18.186469554901123,0.029586706
32.58382435858711,-28.302283703148127,-16.987393564071496,0.5239694118499756,14,48.840223459792774,150000,0.08264303207397461,0.05598838,11.584001779556274,14.706522464752197,2.8492720127105713,100,-125.23682917786786,249.34727311134338,15.313418626785278,0.026563091
42.598827358433326,-41.244869391558524,-24.447945425940084,0.5481510162353516,15,74.927297541451,160000,0.14568090438842773,0.056234717,10.256572961807251,13.334198713302612,2.7730510234832764,100,-158.01576515591796,263.4006543159485,14.028256177902222,0.028049203
40.03941243929851,-35.91652218970073,-20.738810295883003,0.584470272064209,16,86.2648832973168,170000,0.10787534713745117,0.047933463,14.425428628921509,17.72319006919861,2.9923133850097656,100,-139.7226969762162,281.85065269470215,18.417187213897705,0.018158661
35.579691918294124,-27.980367340561934,-16.177744457912464,0.5820879936218262,17,94.47980278315643,180000,0.1186070442199707,0.07252208,11.96600866317749,15.098047018051147,2.843538522720337,100,-106.50269475721774,297.6708610057831,15.799022912979126,0.047142208
38.38482583798104,-41.990124456999595,-24.943863502834066,0.6297054290771484,18,69.81014839341647,190000,0.12316632270812988,0.057525337,12.371917724609375,15.50511884689331,2.8423478603363037,100,-153.15096715963017,313.9507694244385,16.258498668670654,0.027254937
