LossAfter,ItrTime,Time-Sampling,train-StdReturn,Time-SampleProc,LossBefore,Time,Time-Optimization,train-MaxReturn,train-AverageDiscountedReturn,n_timesteps,train-MinReturn,train-PolicyExecTime,train-AverageReturn,train-NumTrajs,Itr,train-EnvExecTime
0.08247825,15.873804569244385,14.845333814620972,4.011471904820596,0.11631107330322266,0.08481494,15.873808860778809,0.9114298820495605,8.231991333631495,-1.9390214714856777,10000,-10.335350128915195,11.795585632324219,-1.8176912134142893,100,0,2.7766306400299072
0.07022955,15.474700450897217,14.8251211643219,3.9231082043753953,0.15802979469299316,0.06942086,31.41942262649536,0.4913158416748047,6.7926486841695635,-3.492175932632977,20000,-10.982423759578525,11.664348602294922,-1.969608940184045,100,1,2.8796236515045166
0.08365952,16.062912225723267,15.154256582260132,4.552157048691265,0.18095135688781738,0.086002134,47.50156092643738,0.7274844646453857,12.179317272473035,-1.950836555469655,30000,-9.938063174704114,12.03140640258789,-0.6686688250043317,100,2,2.8262083530426025
0.06737505,15.044214487075806,14.23115873336792,4.525554022450251,0.13068127632141113,0.069677316,62.57617974281311,0.6805589199066162,17.347723992916148,7.547935376304549,40000,-9.241676863076052,11.200705766677856,4.130335436750775,100,3,2.7576489448547363
0.06845123,15.409943103790283,14.67905068397522,4.69961809483224,0.13583755493164062,0.071576804,78.00969958305359,0.5946211814880371,22.135096016218306,15.4735686361458,50000,-2.1710146704820525,11.757207155227661,8.138883790146892,100,4,2.654409885406494
0.073347114,14.056079626083374,13.389457941055298,4.100098784172462,0.14995551109313965,0.07617268,92.08432006835938,0.5163619518280029,22.398144976473624,18.557886046572126,60000,1.2188789901887098,10.336989164352417,10.034576719979265,100,5,2.735672950744629
0.07827985,17.526744604110718,16.88118577003479,4.987139600262361,0.13619208335876465,0.079347156,109.64253997802734,0.5091135501861572,27.78571744389668,22.43783466369361,70000,-0.648185396206488,13.704681634902954,11.52366371269464,100,6,2.8656184673309326
0.06088866,15.759361505508423,15.134555101394653,5.04064669697857,0.12729978561401367,0.061970025,125.42051815986633,0.4972672462463379,23.40565917047967,23.76811828727568,80000,0.09211806053761601,12.235122203826904,12.671930711934968,100,7,2.61883544921875
0.083934315,14.376466989517212,13.79260802268982,4.96247779423579,0.09044432640075684,0.08439629,139.85216999053955,0.49318432807922363,26.33616693227938,22.237069230166732,90000,0.7167280364387589,10.757885456085205,12.287529499897662,100,8,2.7400243282318115
0.0703305,15.481289148330688,14.83237338066101,5.461239239886171,0.0773317813873291,0.07182796,155.35231733322144,0.5713703632354736,28.61788301522451,26.891755736061867,100000,1.5561992638675504,11.69594120979309,14.046594450975327,100,9,2.843231201171875
