train-MaxReturn,train-StdReturn,Time-SampleProc,LossBefore,train-AverageDiscountedReturn,train-MinReturn,train-PolicyExecTime,LossAfter,n_timesteps,train-EnvExecTime,Time-Optimization,train-AverageReturn,Time,Itr,ItrTime,train-NumTrajs,Time-Sampling
0.32180047035217285,2.82994844338049,130000,2.4940974712371826,100,-0.019898396,27.245399060212318,12,100.68581748008728,5.548477649688721,18.557414561282336,1.7891085693762938,8.673168420791626,0.06268119812011719,8.288460969924927,12.888884423686573,-0.49363026,,,,,,,,,,,,,,,,,
6.272958886959887,3.0524058843876682,0.1266474723815918,0.00776438,-1.7487232098501144,-10.287120575738186,5.773885011672974,-0.16768946,10000,2.6083130836486816,0.5463292598724365,-1.3517347162413946,9.318397760391235,0,9.318392753601074,100,8.645136594772339
3.6860370873559316,2.281518184220969,0.12895464897155762,-0.0072869323,1.1448214838044388,-7.902753764715623,5.688368558883667,-0.058064356,20000,2.5644521713256836,0.3830893039703369,-1.0319281532646682,18.38832974433899,1,9.033532857894897,100,8.514911651611328
1.7406423461120244,1.8307132897627878,0.08019495010375977,-0.0011039795,-6.0848192339782035,-7.630312869975366,5.667786121368408,-0.06022815,30000,2.65855073928833,0.31336379051208496,-3.478471180997925,27.381555557250977,2,8.974609375,100,8.58081841468811
-0.289161432873587,1.5048091095107494,0.04176926612854004,0.0075041014,-7.297793210079228,-7.153114370534548,5.88512921333313,-0.04017146,40000,2.6715915203094482,0.3063814640045166,-3.8426242734749207,36.56612682342529,3,9.165212392807007,100,8.81685495376587
1.5216831128435626,2.0659259591021146,0.06490039825439453,-0.011577126,-7.734563711351028,-7.913266211142615,5.79872727394104,-0.12216303,50000,2.7040085792541504,0.31212925910949707,-4.174195412222836,45.72850275039673,4,9.142940759658813,100,8.765554189682007
3.2305462288291054,2.0670445598024223,0.10540270805358887,-0.008933124,-4.227544220503321,-8.460886991474053,5.947937965393066,-0.46056187,60000,2.652460813522339,0.30816078186035156,-2.749310218965702,55.015666484832764,5,9.267348289489746,100,8.853570699691772
6.801606416912009,2.416706199392677,0.0629262924194336,-0.012777735,4.910703960108629,-6.463522965789581,5.8790693283081055,-0.018751172,70000,2.7040703296661377,0.30111050605773926,1.8036655606506766,64.24571418762207,6,9.212119579315186,100,8.847829103469849
6.4118158040206845,1.8515154827791271,0.07390260696411133,-0.018826075,3.3393321663715954,-2.726842949338586,5.9345152378082275,-0.00826438,80000,2.6666080951690674,0.31786680221557617,1.5458567776947671,73.52350354194641,7,9.260192155838013,100,8.868216753005981
5.448773864202725,1.998437141741782,0.0690150260925293,0.0024062989,2.340088985972672,-6.778819902996313,5.9108099937438965,-0.03118169,90000,2.6366374492645264,0.32732176780700684,0.9382049449083688,82.74195504188538,8,9.201539278030396,100,8.804990768432617
7.407608006935427,1.8765233289417969,0.09748053550720215,-0.0072088134,5.087208272492596,-3.4195683652413305,5.999633073806763,-0.03700094,100000,2.7075390815734863,0.2734231948852539,2.232990675709905,92.1043598651886,9,9.344760656356812,100,8.973625659942627
5.859787065466822,1.8180631229182815,0.07965660095214844,-0.011011059,6.606235536972588,-2.952963466113606,5.7742204666137695,-0.01817871,110000,2.635321855545044,0.483867883682251,2.8579498378862693,101.35122346878052,10,9.231248378753662,100,8.667512893676758
5.227801081919784,1.2942132866678773,0.09328627586364746,-0.0007924347,6.052682344183591,-1.2624745583357186,5.655293941497803,-0.05356531,120000,2.6235129833221436,0.3795344829559326,2.669173523928504,110.36920118331909,11,9.002820014953613,100,8.52976942062378
6.523139882196517,1.4675345428184994,0.03443098068237305,0.013769348,9.703323896128614,-2.0663342029212113,5.616157054901123,-0.16251054,130000,2.635519504547119,0.3084890842437744,3.5523615823827184,119.26927542686462,12,8.877496480941772,100,8.53434157371521
6.183357002618404,1.1482391697819399,0.08684062957763672,0.00528564,9.679920696481918,0.7390458031434162,5.777316331863403,-0.044339765,140000,2.580078601837158,0.47938013076782227,3.3890304121108983,128.4759337902069,13,9.188294649124146,100,8.621845006942749
6.385692532480555,1.2259224415832952,0.08743524551391602,0.00040498047,10.206658106532771,1.2062782999226163,5.700392961502075,-0.1535794,150000,2.633298635482788,0.4203758239746094,3.6768222272512094,137.6092493534088,14,9.109049081802368,100,8.60102128982544
2.7442802116898184,1.2151411507076038,0.10876750946044922,-0.011493042,0.3206011638633824,-2.692383756035737,5.784526109695435,0.0032750946,160000,2.570183277130127,0.4010603427886963,0.09897333221488369,146.7515230178833,15,9.123523712158203,100,8.613306760787964
-0.7461043763932778,1.063807894100924,0.0942997932434082,0.008134778,-7.920440031319983,-5.2752371043064175,5.638180255889893,-0.1707491,170000,2.6374573707580566,0.438922643661499,-3.0147167534553625,155.84763312339783,16,9.081575870513916,100,8.548140525817871
