train-MaxReturn,train-MinReturn,train-AverageDiscountedReturn,ItrTime,train-NumTrajs,LossAfter,train-AverageReturn,train-StdReturn,Itr,n_timesteps,Time-Optimization,train-PolicyExecTime,train-EnvExecTime,Time,LossBefore,Time-SampleProc,Time-Sampling
172.87528228927275,140.29705717249763,259.25772146076923,235.58315515518188,100,-0.15460698,155.4129300242305,7.012562468838145,19,200000,4.043596029281616,225.9279646873474,5.002979755401611,5079.895235300064,-0.0033316056,0.09584164619445801,231.4424021244049
173.38360814899434,144.24769226020373,263.28947096425566,333.998398065567,100,-0.12590837,157.1796866294604,6.202208880648594,20,210000,5.400931119918823,321.8136923313141,6.0302348136901855,5413.913251161575,-0.0012573608,0.0619509220123291,328.53385376930237
175.53413227941633,144.0148670202766,262.2559899299574,488.37033867836,100,-0.1133946,156.71838482337083,8.033889472989081,21,220000,11.750272035598755,469.5163924694061,6.231030225753784,5902.3449013233185,-0.004442061,0.20435404777526855,476.4134199619293
170.82351361450085,143.43057939243602,264.10693309969514,510.04004192352295,100,-0.09462907,157.50108296599512,6.758642505218647,22,230000,6.548412799835205,496.51424288749695,6.033135414123535,6412.473445177078,0.0067813233,0.22028493881225586,503.2700641155243
174.31744555140466,145.6021574103593,267.4461845206461,524.5497870445251,100,-0.07066408,158.93722358850707,7.025676968536216,23,240000,7.566587209701538,510.7755925655365,5.471256256103516,6937.087738275528,0.019761622,0.18543291091918945,516.796679019928
173.83657811181894,143.38194958752257,267.22831188694107,417.66680788993835,100,-0.073293045,158.75701111811293,7.305076850531132,24,250000,9.612823009490967,401.6074628829956,5.651993274688721,7354.784979104996,0.0028514648,0.25649404525756836,407.79576802253723
178.60349004041666,144.32185032337588,269.8745392185225,368.05154514312744,100,-0.09904755,159.90191109906152,7.421838397707054,25,260000,5.929100036621094,356.0743646621704,5.422941446304321,7722.886825084686,-0.004564737,0.060224056243896484,362.05934882164
175.46831448107616,143.0435441555407,271.3893260910188,370.6399211883545,100,-0.11395486,160.49423733250273,7.56037056869749,26,270000,7.3599278926849365,357.1121940612793,5.4748923778533936,8093.5542941093445,-0.010937561,0.06967997550964355,363.20720410346985
177.90671069300643,145.14230885698936,270.5100006848596,389.4025528430939,100,-0.120480604,160.16251552736466,7.474318060561134,27,280000,4.942336082458496,378.23403000831604,5.5423948764801025,8482.987004995346,0.0050640414,0.04593396186828613,384.4117970466614
174.95900074638962,145.1570297139086,273.4420938389267,278.08734798431396,100,-0.11244398,161.37745421579314,7.145291748900902,28,290000,4.021977186203003,268.65962433815,4.891717195510864,8761.108263015747,0.018893283,0.05333304405212402,274.01020073890686
179.35589015898233,142.6458880184932,269.84436263350904,230.9437758922577,100,-0.10979884,159.8830115629902,7.493112334743526,29,300000,5.128278970718384,220.42866230010986,4.8256494998931885,8992.073249101639,0.010725958,0.0960841178894043,225.71787905693054
178.92000742244966,148.5215673595457,278.8456682483646,235.94254279136658,100,-0.14704937,163.61533861850756,7.482199270503433,30,310000,3.9973790645599365,226.26188158988953,5.159886121749878,9228.043792963028,-0.017646272,0.03385806083679199,231.88667225837708
180.13777141317198,148.0696236536858,281.6286367989809,275.4477770328522,100,-0.13605054,164.75309405856984,7.435194816821656,31,320000,4.173910856246948,264.71331787109375,5.99400520324707,9503.51540517807,-0.005160369,0.03221011161804199,271.23932576179504
180.45117311299083,145.79494485505103,279.15519477043534,245.9078619480133,100,-0.13747573,163.71733557711977,6.980883888699195,32,330000,4.158533811569214,236.32473874092102,4.939340114593506,9749.463541030884,0.010913791,0.031418800354003906,241.71595001220703
178.13575533635395,149.6981935794767,281.49163971428715,244.73301792144775,100,-0.15608272,164.7029184489506,6.958031957515599,33,340000,4.0596840381622314,235.34108662605286,4.868221998214722,9994.268750190735,0.006068529,0.024642229080200195,240.64743089675903
178.835859148661,149.06986494915193,283.3081176160241,247.22100710868835,100,-0.17588457,165.38063003885182,7.671673061067316,34,350000,5.051965951919556,236.81975173950195,4.87865424156189,10241.510956048965,-0.0037290787,0.01997685432434082,242.14757990837097
178.625924656963,142.95230254416634,278.9806920750875,292.1666147708893,100,-0.19667867,163.63132643520882,7.782061806888029,35,360000,4.186524152755737,282.5357482433319,4.944462299346924,10533.69722032547,-0.0041610505,0.033368825912475586,287.94483828544617
181.5854820741813,150.14051152970808,280.77900078303884,234.2596800327301,100,-0.21320547,164.39424791225827,7.314764928879224,36,370000,4.581197023391724,224.4735734462738,4.743069171905518,10767.987599134445,0.0022974487,0.025836944580078125,229.65124821662903
179.7907254593466,148.89908370156647,286.049400382045,230.6786172389984,100,-0.22032338,166.5111067182178,6.803144493262246,37,380000,3.7715721130371094,221.7513551712036,4.684948444366455,10998.69162607193,0.0011064591,0.022958993911743164,226.88229513168335
182.9532402992288,150.73806435978418,286.2948692523462,263.30891609191895,100,-0.27080995,166.6186735684696,6.787435839061615,38,390000,8.889386892318726,248.92641234397888,4.966931343078613,11262.024799108505,0.004592618,0.04836606979370117,254.36888003349304
178.83100666907245,147.77134482359284,285.492898714418,398.3215708732605,100,-0.281665,166.33774064873853,6.653751797221429,39,400000,5.230436086654663,386.49199056625366,5.820079803466797,11660.379312992096,0.002518875,0.05080413818359375,393.03940987586975
180.18857342068756,148.84310510262293,286.0402058329402,361.6872627735138,100,-0.3027626,166.5551930498896,6.815799730091207,40,410000,7.100353002548218,348.15989112854004,5.8171515464782715,12022.117539167404,0.01714505,0.04830002784729004,354.53739404678345
185.54524485369137,148.66779670926348,286.5380147473513,536.8131840229034,100,-0.4180509,166.72750689072117,6.554609880138532,41,420000,10.46711802482605,518.8124568462372,6.687471389770508,12558.972326993942,0.00963266,0.1813678741455078,526.1633169651031
178.07100229399825,151.9554306083791,287.4970715006092,304.2498197555542,100,-0.49983695,167.11745625197258,6.1540613190973685,42,430000,4.346472978591919,294.1991753578186,5.164915084838867,12863.309628009796,-0.0031941438,0.061139822006225586,299.8404469490051
185.50064671382313,152.17513157502006,291.73080584814466,297.4569630622864,100,-0.54131573,168.82030166126307,5.556367270007511,43,440000,5.20787501335144,286.2977876663208,5.374687671661377,13160.796224117279,-0.016035639,0.03951072692871094,292.20820784568787
182.33523633345118,150.58686686913046,286.62956720539097,325.1589210033417,100,-0.6452282,166.73016638810674,6.3212312522336935,44,450000,4.453693866729736,314.801664352417,5.394955158233643,13486.023370027542,0.0059778015,0.031020164489746094,320.67076802253723
179.0887243856769,151.59046614110432,285.8214190055678,243.48255705833435,100,-0.76826465,166.338308608782,6.058405625014093,45,460000,3.3859260082244873,234.9668312072754,4.681835412979126,13729.537556171417,0.004337378,0.023027896881103516,240.07185816764832
183.90821326666452,150.6836788070208,286.7662990323238,214.02767610549927,100,-0.83375525,166.69487354933023,6.754115816149755,46,470000,5.277791976928711,203.72279453277588,4.5561487674713135,13943.58502626419,0.014910028,0.03270101547241211,208.71553993225098
184.90363061404247,152.43968758036908,289.0521471892264,205.5666949748993,100,-1.0079668,167.58986222218834,6.419317198812089,47,480000,3.3253509998321533,197.07101678848267,4.701083421707153,14149.174138307571,-0.008723413,0.0235440731048584,202.21718096733093
191.40587640694716,148.35528288000214,284.45605899730486,210.6547920703888,100,-1.1084812,165.7537897587594,7.586547107416071,48,490000,3.9923250675201416,201.57548832893372,4.6263227462768555,14359.85819721222,0.00067236635,0.03295397758483887,206.62718105316162
184.026662563597,151.66629578200596,286.5350536565145,203.20437097549438,100,-1.2157004,166.6415208574499,5.680670483395586,49,500000,3.3996946811676025,194.71800255775452,4.603700160980225,14563.08352804184,-0.0055130553,0.037529945373535156,199.74389600753784
188.6424595885134,150.78567082038174,289.6590752327111,199.9972641468048,100,-1.3227656,167.8904358476937,6.206126635145409,50,510000,3.606761932373047,191.19776439666748,4.639004230499268,14763.10776925087,-0.019877058,0.12491202354431152,196.2636559009552
185.12465818592062,151.67127449181186,285.68420309596115,202.98424315452576,100,-1.4044342,166.17875706326885,7.168922656291599,51,520000,3.344432830810547,194.59336233139038,4.599285840988159,14966.115700006485,-0.0015927338,0.02147674560546875,199.61686491966248
193.52845126711483,159.11488290449535,294.79715878478567,190.34198117256165,100,-1.4616925,169.87386759143993,7.138582728570685,52,530000,4.00525689125061,181.29386496543884,4.595402956008911,15156.480792284012,-0.0034977929,0.0214688777923584,186.31329822540283
189.22181188136437,154.3175557755715,288.16809209471296,192.36811709403992,100,-1.4701438,167.21707507976706,7.189883286629129,53,540000,3.426069974899292,183.857568025589,4.638880968093872,15348.871078968048,0.0050120256,0.019299983978271484,188.92074131965637
190.7985893752979,149.370752324819,294.5864787400528,192.11126112937927,100,-1.7092834,169.85171294278314,7.900139739033706,54,550000,3.4292540550231934,183.6293601989746,4.595293045043945,15541.004557132721,0.008495737,0.02011275291442871,188.66129302978516
193.51951115758828,151.76201949999896,298.40743692220616,193.99862504005432,100,-1.641175,171.33286613565727,8.106033899163853,55,560000,4.180400133132935,184.7294373512268,4.637827157974243,15735.022321939468,-0.012647082,0.021953105926513672,189.79488897323608
192.91239024943948,152.42982827610027,293.7695254250415,199.8161861896515,100,-1.8069961,169.44032933487549,8.623515894556006,56,570000,3.680637836456299,190.94564056396484,4.739636182785034,15934.871288061142,-0.0076082237,0.01851963996887207,196.11565589904785
193.37262409954494,151.10334076902978,291.12540055113055,200.70074605941772,100,-1.8161012,168.39482006820293,7.881326667452887,57,580000,3.4777941703796387,192.1119246482849,4.660644292831421,16135.591694116592,0.021242335,0.021087169647216797,197.1982822418213
193.2403556163507,150.21158431457266,291.85081593470346,204.07807803153992,100,-1.8299166,168.6467534142506,8.176121283211685,58,590000,3.4558088779449463,195.53986239433289,4.623819351196289,16339.690841197968,-0.015314125,0.01992487907409668,200.60082578659058
193.4828513572273,153.53485914058382,297.3345468112341,196.71728682518005,100,-1.8101394,170.9036975363384,8.163058297317082,59,600000,3.381777763366699,188.26305532455444,4.608544588088989,16536.42910504341,-0.0022663178,0.030630111694335938,193.30292677879333
189.29781740049705,157.2888841577067,293.98773768657867,212.83348178863525,100,-1.8587078,169.58386639141347,7.1692518773260066,60,610000,3.605660915374756,204.0457398891449,4.735691070556641,16749.281682014465,-0.0044587096,0.020865678787231445,209.20638704299927
193.1164759078472,146.17874743575214,294.9457418814761,214.25515985488892,100,-1.80154,169.85479782863516,9.081699807963236,61,620000,3.838932991027832,205.31816411018372,4.643197298049927,16963.55782008171,0.01336763,0.02119588851928711,210.39356803894043
193.0043989570142,146.81471554644963,297.7791190350128,227.26063799858093,100,-1.8326737,171.01324194000046,8.32916402775562,62,630000,5.208601713180542,216.96480631828308,4.617341041564941,17190.84071302414,0.0022981537,0.046894073486328125,222.0037281513214
190.35801093304954,153.26435333288052,295.5232081566933,219.58174324035645,100,-1.7520899,170.1446293367189,7.8761583987696495,63,640000,5.172998905181885,209.35562562942505,4.614906311035156,17410.440375089645,-0.0026851806,0.018948078155517578,214.3884561061859
193.16810622635438,148.71914388064098,298.08410038713214,222.0986979007721,100,-1.7316821,171.07653184478534,9.348321158747526,64,650000,3.9727540016174316,213.1190800666809,4.549536466598511,17632.556984186172,0.011346215,0.01978898048400879,218.08555388450623
193.53052778745308,149.43580557429465,296.7483183226612,218.88057589530945,100,-1.761324,170.6307270401694,9.044329044545577,65,660000,3.7695560455322266,209.96593737602234,4.680890321731567,17851.46183514595,-0.010567981,0.030150890350341797,215.08023381233215
192.03360206187853,153.31668502406765,295.42874635442325,224.07781410217285,100,-1.6247697,170.06350346113086,8.3164520869035,66,670000,3.53995418548584,215.4960322380066,4.595550060272217,18075.561376094818,-0.005280568,0.022497177124023438,220.5147099494934
193.5888437154168,148.46990333142654,291.0756033316724,223.19580698013306,100,-1.1019598,168.27207792565557,8.608963529055908,67,680000,3.9487528800964355,214.0993514060974,4.643038511276245,18298.778678178787,0.0057634492,0.03102397918701172,219.2137451171875
192.94232277133932,150.52593448449593,302.79917391025356,215.73689603805542,100,-1.332615,172.9549127647471,10.079263205976831,68,690000,3.4391119480133057,207.18279695510864,4.650502443313599,18514.54916214943,-0.002308194,0.024633169174194336,212.27118515968323
193.25708230517213,150.24557655128282,299.735593140354,214.14017581939697,100,-0.9338281,171.69707085149807,9.654533646048005,69,700000,3.752938985824585,205.36810517311096,4.577049255371094,18728.70814704895,0.0011411454,0.021737098693847656,210.3640809059143
185.464723904262,148.28421983771264,284.914962374556,206.23428797721863,100,-1.4126277,165.55955227041974,8.508174414390536,70,710000,4.672483921051025,196.49681758880615,4.575897455215454,18934.961146116257,0.002524576,0.06338882446289062,201.4970211982727
181.74355596094725,146.34736590809834,285.2483123199585,206.53941106796265,100,-1.3289038,165.64668519356732,7.666971098291021,71,720000,3.3355846405029297,198.0300920009613,4.66729211807251,19141.55176925659,0.007078872,0.08034300804138184,203.1226089000702
181.72210409483822,140.25969813733536,279.9721080232191,203.798846244812,100,-1.3385166,163.43034934183115,8.684853018141432,72,730000,3.639019012451172,195.125066280365,4.577483177185059,19345.372066259384,0.0050880685,0.019678831100463867,200.13827109336853
188.25532505251755,143.2911958457146,284.78417957228,197.45210194587708,100,-1.2411356,165.43832817820257,8.873051791381414,73,740000,3.5032691955566406,188.82174706459045,4.675317764282227,19542.843060016632,0.021654788,0.0205078125,193.9270157814026
187.13152278308792,145.4738750958065,285.83294173600996,251.76500821113586,100,-1.1379554,165.88985162039896,8.829952757889403,74,750000,8.880561828613281,237.17193341255188,5.005814552307129,19794.630988121033,0.021981586,0.23144888877868652,242.62751698493958
186.00530945432183,147.57623431038232,288.6126223903429,313.43203806877136,100,-1.1755393,167.05706041590574,8.407054052406188,75,760000,5.401010751724243,301.6216731071472,5.854851484298706,20108.093554973602,0.005299445,0.03551912307739258,307.99434423446655
187.7806417613461,143.33485190762045,286.1051641964343,269.1231770515442,100,-1.1391286,165.94309013293162,9.17893907740791,76,770000,5.753135681152344,257.4139635562897,5.384588956832886,20377.247371196747,0.019456875,0.04241323471069336,263.32430386543274
189.0163926576262,147.54154924975197,294.168158701528,165.06184482574463,100,-1.1142911,169.2376948784738,9.519999412773414,77,780000,3.3903419971466064,155.80148577690125,5.333332300186157,20542.341618061066,0.010673871,0.028377056121826172,161.63038992881775
194.63024391438614,142.0257308604553,287.0104035425923,182.86862993240356,100,-1.0385785,166.2825025913194,10.030110019229939,78,790000,3.8818907737731934,173.215735912323,5.194383859634399,20725.241195201874,-0.000405365,0.06148695945739746,178.9088659286499
189.7282545477234,148.02500267730582,290.92315588798954,177.24994802474976,100,-1.0432603,167.98228982445644,8.272523066916772,79,800000,3.7477047443389893,167.80252289772034,5.184902191162109,20902.53129720688,-0.002342894,0.024745941162109375,173.4756417274475
188.71002855075216,150.77923114251257,288.85630279665367,134.37780904769897,100,-1.0441469,167.20158950383743,7.528166328223625,80,810000,2.7093417644500732,126.1443989276886,5.030662298202515,21036.933501005173,-0.012153196,0.022082805633544922,131.64595890045166
190.4858443921858,146.13507021565576,292.3151873906508,173.9517319202423,100,-0.98947597,168.566827138235,8.595306185653444,81,820000,3.4407291412353516,164.49152159690857,5.463536739349365,21210.906131982803,0.009216462,0.03020000457763672,170.47853112220764
192.80377039919622,147.87846781475514,289.5546390671485,150.51092910766602,100,-1.0143777,167.4802038006883,8.351195151220182,82,830000,2.8771750926971436,142.07901406288147,5.047356605529785,21361.445919036865,-0.02388435,0.023591041564941406,147.60851287841797
184.3250009020087,145.78814270877925,289.6902534514272,119.6442289352417,100,-1.0037766,167.53764136458955,8.361824318784848,83,840000,2.551292896270752,111.69672894477844,4.901197910308838,21481.11587715149,-0.018621719,0.021032094955444336,117.06710410118103
192.20137003470452,147.51835568229086,293.79831572689926,116.79592299461365,100,-0.9650723,169.26884847486733,8.100966455717103,84,850000,2.5474190711975098,109.01211738586426,4.740882635116577,21597.931754112244,-0.00033844376,0.05400395393371582,114.19304585456848
193.01129287066524,150.1086052398987,293.7428609084858,120.21825289726257,100,-0.96975505,169.26933227395438,8.21407418340593,85,860000,2.943682909011841,111.96682596206665,4.811561584472656,21718.17250418663,0.0018183991,0.017681121826171875,117.21955609321594
191.77605289838874,145.7824806683091,292.96524261327266,124.44093203544617,100,-0.9734877,168.94333560647775,8.97242649913602,86,870000,2.6638922691345215,116.55285573005676,4.758552074432373,21842.68420100212,-0.019983914,0.019381999969482422,121.75627326965332
192.55282361735766,145.0408366145516,290.9538214148408,125.14663195610046,100,-0.9534363,168.15698023527247,8.528714466379366,87,880000,2.627146005630493,117.30898785591125,4.745389938354492,21967.852421283722,0.0006579773,0.027513980865478516,122.49062085151672
191.78475976655923,150.56556652659197,296.09977515416807,126.36317801475525,100,-0.990285,170.17210744264827,8.898258418159381,88,890000,2.5203447341918945,118.51635336875916,4.862921953201294,22094.23778796196,-0.0010474,0.023264169692993164,123.8175208568573
189.84955689661598,149.97726504474022,293.6981324001658,129.00731492042542,100,-0.99876326,169.27983617248367,8.539994361511308,89,900000,2.791938066482544,120.87724804878235,4.859742879867554,22223.26830124855,0.0039032334,0.042916297912597656,126.16903805732727
190.13327738554443,147.34842182803834,296.27138025258364,127.5765209197998,100,-0.76653033,170.21757358138504,9.519334069053352,90,910000,2.7508580684661865,119.68712043762207,4.689541816711426,22350.866725206375,0.0096450625,0.022372007369995117,124.80200433731079
190.76038718057706,135.23882435893668,280.42352252708827,126.31218409538269,100,0.14849634,163.63856404881494,9.539690961258817,91,920000,2.6889588832855225,118.46312689781189,4.697143793106079,22477.200442314148,-0.021030225,0.01917886734008789,123.60261702537537
190.3134614670923,155.1413158887651,296.73892784720516,128.0223889350891,100,-0.57737726,170.5132748222652,7.579313895644712,92,930000,2.612097978591919,120.1835606098175,4.726266384124756,22605.246937274933,0.007596091,0.021457910537719727,125.38834691047668
189.88125606571924,151.56505513877605,294.0344472602873,130.2017538547516,100,-0.5662616,169.3034087980299,8.590328717191014,93,940000,2.673959970474243,122.23325800895691,4.836285352706909,22735.469489097595,0.00044140624,0.0195310115814209,127.50770878791809
187.23843510927819,143.65038882141545,281.9479695152197,132.60843181610107,100,-0.85657716,164.13494357847839,9.078176033772394,94,950000,2.9560811519622803,124.39926791191101,4.798069000244141,22868.100444078445,-0.015337827,0.020812034606933594,129.6301670074463
184.79136078686753,142.85513864738226,283.25109853198546,139.86146903038025,100,-0.8887371,164.83215145346875,8.887466423267638,95,960000,2.8088219165802,131.63835167884827,4.954723119735718,23007.997225046158,-0.008458481,0.02240896224975586,137.02861905097961
187.70717627938922,142.72830038913816,279.97983084287847,132.74348783493042,100,-0.83326757,163.5145080445936,9.029775237977178,96,970000,3.1967360973358154,124.3122615814209,4.77644681930542,23140.76198720932,0.00075519865,0.019398927688598633,129.52667093276978
189.8627748524684,148.84305184359988,287.03031337331515,134.30360436439514,100,-0.75214076,166.38416353887732,9.348718143859795,97,980000,3.146699905395508,125.95887470245361,4.725532531738281,23275.08486509323,0.030807452,0.022874116897583008,131.13123202323914
188.4747607996324,149.7255008708017,288.93947804329326,132.5627098083496,100,-0.76428586,167.16594214692708,7.776269179053584,98,990000,2.7329909801483154,124.58155155181885,4.791770935058594,23407.666360139847,0.010786716,0.020163774490356445,129.80824995040894
188.40099887249545,149.11279081087824,287.1504477111379,135.26467204093933,100,-0.77046776,166.44105138396063,9.05414160575991,99,1000000,3.071303129196167,127.01651072502136,4.718753337860107,23542.952819108963,-0.0018943588,0.022968053817749023,132.1689190864563
187.83700984775797,149.8786111063343,290.39525967120187,133.94905495643616,100,-0.76489383,167.7486000616288,8.660388735395664,100,1010000,2.9057111740112305,125.80384826660156,4.731293678283691,23676.92331290245,0.019178936,0.021634817123413086,131.01806735992432
190.5375915032505,146.41302584714842,289.33518203859495,134.67698788642883,100,-0.83005476,167.29210388104946,9.932314320933507,101,1020000,2.749337911605835,126.68023324012756,4.797047138214111,23811.61938214302,-0.0118919285,0.020766019821166992,131.90487408638
187.59183248574462,141.0942186149041,285.5329591691951,129.50588583946228,100,-0.7830126,165.75732460672828,9.839962385750306,102,1030000,2.546265125274658,121.78321695327759,4.724049806594849,23941.14710211754,6.1087034e-05,0.0186002254486084,126.939532995224
191.51637603618863,146.8202813957493,281.8998563677497,123.26386499404907,100,-0.8120168,164.3244895926055,9.831539763880983,103,1040000,2.3348989486694336,115.79132127761841,4.687090635299683,24064.430897951126,-0.0049143676,0.021554231643676758,120.90706133842468
186.17804949488834,149.30112472675603,287.2664332534043,123.23200297355652,100,-0.84757596,166.5858766535309,8.357326196208497,104,1050000,2.680917978286743,115.4133071899414,4.6796715259552,24187.68322110176,-0.015003257,0.02510213851928711,120.52418994903564
191.07533537259368,146.9243847476709,287.76648501065864,134.18735718727112,100,-0.828483,166.61479447749093,10.673051227363434,105,1060000,3.3290669918060303,125.435476064682,4.896196365356445,24321.89355111122,0.006333859,0.01674199104309082,130.8400890827179
187.64711405249662,148.3867774219457,288.32501533312717,132.41737604141235,100,-0.8972869,167.01335515257236,7.95011922088055,106,1070000,2.8977580070495605,124.30780100822449,4.730966091156006,24454.347672224045,-0.00052938005,0.026543140411376953,129.49273371696472
188.42041871847925,144.6623882581266,285.7117973527213,131.4676148891449,100,-0.8570951,165.89502217180626,9.244751741472808,107,1080000,3.083508014678955,123.21278691291809,4.718414068222046,24585.836438179016,0.007867423,0.019587993621826172,128.36325979232788
191.45523590357377,148.46708824602982,282.262504843941,131.13013315200806,100,-0.88432765,164.51570062298916,9.107934318784226,108,1090000,2.930021047592163,122.9928514957428,4.755250453948975,24716.98596096039,-0.018446026,0.023221969604492188,128.1762776374817
190.1079905400797,148.60673954961027,287.22850802366565,133.0519781112671,100,-0.86986834,166.51557729669742,9.458043539812408,109,1100000,3.24459171295166,124.64743828773499,4.703283309936523,24850.060636997223,0.0006819763,0.020899057388305664,129.78499507904053
193.06910448807093,146.30128066330838,284.48652391727506,137.81225204467773,100,-0.94072247,165.31665815938635,9.602389518367696,110,1110000,6.395687103271484,126.18432998657227,4.769975662231445,24987.89842224121,-0.015489328,0.024830341339111328,131.38782691955566
192.2549389201385,146.08281524687752,284.1210398021283,135.56342792510986,100,-0.9292393,165.25866801681116,9.740035645708556,111,1120000,5.000249147415161,125.55645251274109,4.560616493225098,25123.498469352722,0.010518301,0.021142005920410156,130.54117488861084
188.77474998240353,142.38326263799303,285.9746134366852,132.7555320262909,100,-0.9998027,165.9826240581445,9.790547112278212,112,1130000,2.7715280055999756,124.95166325569153,4.538853883743286,25256.27309513092,-0.0024003272,0.021589994430541992,129.95996499061584
190.40627790029146,148.75149544460518,290.68750398656294,126.5473268032074,100,-1.0488918,167.92042726859074,9.884671253564072,113,1140000,2.726727247238159,118.7807514667511,4.5664825439453125,25382.84096622467,-0.016087841,0.02414679527282715,123.7951819896698
190.07925250033918,149.68014419940883,282.4607458892934,128.7891068458557,100,-1.0831513,164.64045262459774,8.804949052714719,114,1150000,2.8562839031219482,120.96078968048096,4.518416404724121,25511.65128517151,-0.00026567993,0.02503824234008789,125.90722513198853
190.04642726257353,147.84883364116206,289.9815864032139,132.78499293327332,100,-1.1269091,167.62253357438013,10.19116410287947,115,1160000,2.8905961513519287,124.88595032691956,4.558412313461304,25644.45719408989,-0.017545942,0.021112918853759766,129.87192678451538
