train-AverageDiscountedReturn,train-MaxReturn,Time-Sampling,Time-SampleProc,train-PolicyExecTime,n_timesteps,Itr,LossBefore,ItrTime,Time-Optimization,train-EnvExecTime,train-MinReturn,train-NumTrajs,LossAfter,train-AverageReturn,train-StdReturn,Time
5.020332514574548,16.79909106732391,458.851833820343,0.05693316459655762,453.10329842567444,1970000,196,-0.00087603147,463.0874979496002,4.17789888381958,4.881748676300049,-6.329983627484788,100,-0.0018016235,3.010439792823257,5.199176959411156,22158.5067987442
5.478473274761735,14.700099554326231,290.52331709861755,0.03875422477722168,285.8095848560333,1980000,197,-0.0040638,293.9656970500946,3.401435136795044,4.172029256820679,-5.840124780064154,100,-0.004000122,3.3027777972375447,5.06283765353566,22452.5056579113
6.643505608526887,17.430448733036577,201.16177606582642,0.023190021514892578,197.10570406913757,1990000,198,0.011898407,204.60419392585754,3.4178171157836914,3.6100802421569824,-5.688964603289196,100,0.011148682,3.949344512431169,5.451398364563922,22657.141366958618
5.0431530662012145,18.844773472047397,186.46060419082642,0.022616147994995117,182.5831823348999,2000000,199,-0.00039450685,189.54991221427917,3.06537127494812,3.4586234092712402,-5.707819585239423,100,-0.0022119628,3.0517919387720513,4.879754083886471,22846.71239089966
4.260512971053902,17.17271368655766,175.05910301208496,0.02954387664794922,171.26395440101624,2010000,200,0.017748015,178.20136308670044,3.108644723892212,3.3898611068725586,-6.401576377973073,100,0.016597481,2.536105099830239,5.547056365767362,23024.935595989227
4.956352504993508,16.661419490094115,168.38693833351135,0.022168874740600586,164.55181241035461,2020000,201,0.005114447,172.2697720527649,3.8593809604644775,3.4281654357910156,-5.771571314541139,100,0.0041778414,2.8681841304547566,4.8820441284388645,23197.22696995735
6.0329668719749066,15.395831028453411,168.28198099136353,0.20448899269104004,164.3486053943634,2030000,202,-0.009140414,171.015300989151,2.5275402069091797,3.5245373249053955,-5.300576045662629,100,-0.010746805,3.6185803993605594,5.292512587022294,23368.359971761703
5.359542077662732,13.909638560268867,170.1436779499054,0.028376102447509766,166.2326865196228,2040000,203,0.004357367,172.9218511581421,2.748483180999756,3.4998700618743896,-5.960617037979847,100,0.0038729247,3.062029748141821,5.190229582525288,23541.387195825577
5.20569545468992,15.71968608647837,189.32299089431763,0.03387713432312012,184.86523580551147,2050000,204,-0.002873169,192.54626774787903,3.1884772777557373,3.9607112407684326,-5.525578479832334,100,-0.004209802,3.075539048640203,4.662604902721443,23733.954060077667
5.447266538982369,16.969990874706696,177.58939385414124,0.023660898208618164,173.75233459472656,2060000,205,-0.0018102783,180.68346285820007,3.0699410438537598,3.428978443145752,-5.4296427770781195,100,-0.0021424806,3.2356838669781944,5.09906587313272,23914.66634297371
6.760194051442824,18.137050622382063,182.08736085891724,0.020443201065063477,178.19858264923096,2070000,206,-0.009364905,184.93071508407593,2.822340965270996,3.457461357116699,-4.476255314411883,100,-0.011617957,4.05854996928783,4.849702282426589,24099.617381811142
3.5832917496262735,17.190327643884196,190.18534994125366,0.021461963653564453,186.30730938911438,2080000,207,0.0124340085,193.43214893341064,3.2239460945129395,3.4668307304382324,-6.034247972530994,100,0.0119279055,2.105282376142814,5.5670008718373865,24293.07040786743
4.5613049675094555,11.229731562056621,201.15579104423523,0.02267909049987793,197.3345592021942,2090000,208,0.0111502195,204.5621030330658,3.3807969093322754,3.4030003547668457,-5.521096118470886,100,0.010649451,2.7695272691712436,4.7893172397610595,24497.65401506424
6.172198181850075,15.060334451825417,205.5778613090515,0.032466888427734375,201.73605132102966,2100000,209,0.0024073853,209.02440285682678,3.412662982940674,3.433593988418579,-5.550823651140818,100,0.0013780701,3.6554075066430225,5.2094547696088105,24706.699223041534
4.290369036744851,19.166696084538145,221.30264806747437,0.04068303108215332,217.45703029632568,2110000,210,-0.0018735108,224.65526413917542,3.3096330165863037,3.431224822998047,-6.358513366147678,100,-0.0024328309,2.585264041073268,5.457181863555637,24931.37646174431
5.819843131148778,16.116939284723998,216.14332485198975,0.02246999740600586,212.31595015525818,2120000,211,0.007478485,219.2376148700714,3.070119857788086,3.4206111431121826,-5.700365112777649,100,0.0052835816,3.5248487702714635,5.087419261448095,25150.65013575554
5.31195833284342,15.144552297509907,231.32698798179626,0.18399882316589355,227.1242392063141,2130000,212,-0.009556201,235.61691808700562,4.105150938034058,3.773972511291504,-5.6599965686925735,100,-0.009635474,3.073615490707239,5.1831217858673755,25386.312503814697
5.832848930171151,16.829672725042766,217.2756700515747,0.02691197395324707,213.35505390167236,2140000,213,0.00045369874,220.67022013664246,3.3671867847442627,3.46150279045105,-5.110607868870999,100,-5.53833e-05,3.4151996979692267,5.258458066057382,25607.01221895218
5.949597099163724,19.305304563800103,209.85541701316833,0.019557714462280273,205.95766472816467,2150000,214,-0.0013963928,213.3371078968048,3.461520195007324,3.491790533065796,-6.091548231114943,100,-0.0025550597,3.474711520566442,5.556724139288314,25820.370173931122
4.674189520599623,14.72935307123021,231.72526502609253,0.10068893432617188,227.8584439754486,2160000,215,0.0024211304,236.4533498287201,4.626008033752441,3.4491658210754395,-5.901478021659625,100,0.001830127,2.8271081200942025,4.784763079295745,26056.84409880638
6.410061063095809,16.948397625281157,232.1203052997589,0.019939184188842773,228.26164078712463,2170000,216,0.002367334,235.54172492027283,3.4000329971313477,3.442627191543579,-5.783330092023916,100,-0.0026959472,3.7747323566609645,4.7483455796373,26292.40417790413
4.667246876997994,16.447566886632323,212.96852827072144,0.019888877868652344,209.11887097358704,2180000,217,-0.0010517823,216.28026700019836,3.291187047958374,3.442110061645508,-6.032298512526123,100,-0.007459753,2.709828589897045,5.180255041154981,26508.706635951996
3.6600100155648247,16.630639434620758,203.77716088294983,0.02033209800720215,199.93087434768677,2190000,218,-0.01466253,207.17996883392334,3.3409810066223145,3.4405009746551514,-6.337743345073459,100,-0.020774702,2.141966643330254,5.1567241224561045,26715.90703892708
4.897762436605251,14.834096595137295,210.82524228096008,0.022159099578857422,206.97071886062622,2200000,219,-0.0034315002,215.35401701927185,4.504955053329468,3.4481234550476074,-5.980912729992687,100,-0.012562378,2.9201740768524385,5.085412968421457,26931.282419919968
4.940039705319081,14.198023516594763,213.55939507484436,0.022235870361328125,209.73371720314026,2210000,220,0.01357379,216.86102175712585,3.277867078781128,3.4035704135894775,-5.598334692185575,100,0.009706622,2.860881293210777,5.0487880969269705,27148.16313290596
5.759995520979003,20.601639386185855,225.96207308769226,0.023441791534423828,222.05941724777222,2220000,221,0.011636462,229.53622484207153,3.5492711067199707,3.470564126968384,-5.667252551541163,100,0.011672046,3.410735701470524,5.348709265132148,27377.765133857727
3.873758840997569,12.633274445472457,229.07884907722473,0.0218660831451416,225.28527283668518,2230000,222,0.0097616,232.72106003761292,3.6199769973754883,3.387629985809326,-6.142174481421297,100,0.008733393,2.1960409768386273,5.059586743115292,27610.514266967773
6.775618970564401,16.48290958107192,223.91043305397034,0.03808927536010742,220.02550745010376,2240000,223,0.007356781,227.6402747631073,3.6914279460906982,3.4721591472625732,-6.31149954826253,100,0.0035944367,4.002115993095502,5.366801005780469,27838.175768852234
6.577699754788401,14.465124344232754,221.49227595329285,0.02214217185974121,217.66256427764893,2250000,224,0.017569836,224.95725107192993,3.4419732093811035,3.413039207458496,-5.546633350964084,100,0.013032388,3.9176206725758362,5.0228327684860785,28063.15379881859
6.291716344990853,19.00565580174551,221.51587986946106,0.020117998123168945,217.6323139667511,2260000,225,-0.014072278,226.49433588981628,4.957741022109985,3.470977783203125,-5.355997321379107,100,-0.018339405,3.6976361461118454,5.692742537647732,28289.669029951096
5.650727198550914,19.933682482385304,217.38691997528076,0.018761873245239258,213.52070450782776,2270000,226,0.0046425513,220.6301498413086,3.2230942249298096,3.4573545455932617,-5.924183455704238,100,0.0024297272,3.373025992795967,4.826637678157107,28510.31994986534
6.193638963392804,20.13745568413716,201.65875720977783,0.018800973892211914,197.8145661354065,2280000,227,0.0012995423,204.8520929813385,3.173095941543579,3.43032169342041,-6.150196198028139,100,-0.0022972657,3.6249077257137037,5.324877059232766,28715.195468902588
6.052786274445224,16.51188276892824,201.04415917396545,0.023134946823120117,197.05929684638977,2290000,228,0.001421405,204.49364185333252,3.4246301651000977,3.506575345993042,-5.386267003605375,100,0.0002917633,3.455698949497821,4.58542334878854,28919.711126089096
4.684776076874084,18.163951774309492,190.77848887443542,0.021219968795776367,186.87107300758362,2300000,229,-0.00048826294,193.78305196762085,2.9820480346679688,3.470480442047119,-5.629035930634908,100,-0.0042220275,2.643513204523086,4.853311399659119,29113.51877093315
5.55210305407891,12.6961992403597,185.7682020664215,0.02073383331298828,181.95328664779663,2310000,230,0.013809888,188.67943286895752,2.882520914077759,3.398895502090454,-5.198510092697258,100,0.009558996,3.281060798515801,4.297122008986706,29302.220607042313
6.2166935905509675,14.777560778259655,192.82446098327637,0.022822856903076172,188.89183640480042,2320000,231,-0.0009907105,196.2764139175415,3.427788019180298,3.5215353965759277,-5.4550203088371845,100,-0.0023386842,3.5688791963721207,5.05414042252558,29498.517784833908
4.655896784606663,15.739892731007163,203.07190489768982,0.021353960037231445,199.24111080169678,2330000,232,-0.010281421,206.53472685813904,3.440886974334717,3.4249205589294434,-5.565193165530308,100,-0.013832031,2.7390264776891167,5.04013453940448,29705.07311105728
5.410802348370653,16.367714006576605,210.51718401908875,0.018744945526123047,206.66902613639832,2340000,233,0.016734371,214.17992329597473,3.642672300338745,3.4242608547210693,-6.02361746359669,100,0.013686495,3.2368636630905328,5.10132989009047,29919.27496290207
4.8499876267444355,14.393568372206271,216.87110209465027,0.02053666114807129,213.03702402114868,2350000,234,0.001553833,220.1317629814148,3.238327980041504,3.4228858947753906,-5.848537015435404,100,-0.0015430603,2.8152624955725076,4.939329380008933,30139.429827928543
4.435665442705146,17.196366842765116,214.6725890636444,0.019603967666625977,210.82225847244263,2360000,235,-0.00246333,218.2406861782074,3.547060012817383,3.4451568126678467,-5.775522727639814,100,-0.0026155272,2.586472568885095,5.076638097221287,30357.69146490097
4.712248785012573,13.734594223000324,225.93863081932068,0.03860306739807129,222.13113617897034,2370000,236,0.00872232,230.90482425689697,4.92615008354187,3.397055149078369,-5.941119060204456,100,0.0069387876,2.7898562064072308,4.946720308710303,30588.618676900864
