LossBefore,train-MaxReturn,n_timesteps,train-AverageDiscountedReturn,train-AverageReturn,train-PolicyExecTime,Time-Sampling,LossAfter,train-EnvExecTime,Time-Optimization,train-NumTrajs,Time-SampleProc,train-MinReturn,ItrTime,train-StdReturn,Itr,Time
-0.0067367065,128.44980347484878,10000,-109.73795396210986,-45.9104672915568,5.674980163574219,9.373103380203247,-0.95209444,3.460716485977173,0.5579805374145508,100,0.05868220329284668,-226.54276298019468,9.990177869796753,83.26284881222273,0,9.99018120765686
-0.033783372,198.52220867419126,20000,333.7145774123432,182.32746912250198,5.701987981796265,9.427074670791626,-0.17318277,3.485826015472412,0.4422750473022461,100,0.09809517860412598,108.71775617205985,9.96769094467163,13.255384368156387,1,20.00988268852234
0.01688733,186.45481906347558,30000,258.57137374074546,142.8849210555743,5.648550271987915,9.428127765655518,-0.08249194,3.5384581089019775,0.3804137706756592,100,0.08946371078491211,89.82042963375265,9.89823031425476,16.375594257785245,2,29.959257125854492
-0.011887964,185.36779015288337,40000,327.1598010743991,177.90451843935227,5.758631229400635,9.608901739120483,-0.6599931,3.587775468826294,0.4599134922027588,100,0.12384247779846191,166.8518054225314,10.192909717559814,3.77047587268545,3,40.17879772186279
0.008291369,173.02997759850444,50000,287.0574189664753,159.87441297089327,5.927877426147461,9.681022644042969,-0.9657576,3.5035207271575928,0.4281620979309082,100,0.09117388725280762,140.9301298435204,10.202752828598022,8.447713777840233,4,50.412025451660156
-0.017228283,171.71800103771469,60000,283.24545975591764,157.99039194781733,5.752433776855469,9.446643590927124,-1.2817756,3.4422497749328613,0.31880712509155273,100,0.06559896469116211,138.97301207917363,9.831286907196045,7.063911809246066,5,60.26296782493591
0.023158984,199.77011904337786,70000,217.00359788543219,123.77194663347512,5.817656755447388,9.26369571685791,-0.33478898,3.2011022567749023,0.31687235832214355,100,0.11719560623168945,77.21044874404586,9.697989225387573,20.066093643106516,6,69.9778938293457
0.008626227,152.5878853458709,80000,203.0296212854055,117.21635550286183,5.903365135192871,9.38169813156128,-0.10773441,3.2157857418060303,0.3060119152069092,100,0.09413313865661621,92.18409410632826,9.782047986984253,14.323237000305378,7,79.77607679367065
0.014529981,125.92937828349969,90000,188.2956518114667,107.07591453879353,5.689214468002319,9.14611268043518,-0.14969125,3.2108280658721924,0.4387650489807129,100,0.08027863502502441,90.28374560765405,9.665393590927124,7.486372063190837,8,89.46031355857849
-0.009552968,130.13109385514252,100000,201.3343466023622,112.41563638055885,5.838927507400513,9.356317281723022,-0.10418491,3.259408950805664,0.3747131824493408,100,0.06907176971435547,95.68252982133738,9.800332307815552,7.319522631383457,9,99.27883815765381
0.0065013184,138.47479226757025,110000,201.96824273465268,114.41025035777413,5.830521583557129,9.295066833496094,-0.10957117,3.2088522911071777,0.3831803798675537,100,0.09873819351196289,94.6697848048784,9.777220726013184,10.031137558210824,10,109.07638764381409
-0.0183833,168.93430718317697,120000,161.33788590441202,94.06416107494233,5.813937187194824,9.382269859313965,-0.16801377,3.313847541809082,0.30791211128234863,100,0.05809974670410156,0.37730678759098346,9.748521089553833,41.006185286814464,11,118.84268593788147
-0.005363989,191.38781812925723,130000,252.03078506573965,138.27927237528397,5.802217721939087,9.362467288970947,-0.20467381,3.298762798309326,0.3090050220489502,100,0.0618441104888916,74.25407457399747,9.73354172706604,24.681149518188963,12,128.59339308738708
0.0033732057,172.6269994761042,140000,284.45645071591144,153.42097662407474,5.703016519546509,9.272158145904541,-0.25647938,3.3225972652435303,0.30573511123657227,100,0.08705592155456543,136.96789266852875,9.665194511413574,8.272758563851786,13,138.27744936943054
-0.022260686,176.37138429885752,150000,300.39868572552103,161.82904342935947,5.94273829460144,9.529436826705933,-0.9450261,3.3408524990081787,0.31670045852661133,100,0.037165164947509766,137.7014963358699,9.883523941040039,6.402306204089066,14,148.1796088218689
0.008577436,180.82124054280177,160000,298.4441872908079,161.11798727239469,5.774123191833496,9.349229574203491,-1.1038841,3.3309073448181152,0.326953649520874,100,0.04689741134643555,129.81776736018972,9.723564147949219,10.240609155985792,15,157.92324376106262
-0.00073609006,171.110520484662,170000,233.90470552614948,118.91005560523251,5.945684432983398,9.556803941726685,-0.6077233,3.3702802658081055,0.413773775100708,100,0.035578012466430664,-40.03250614758332,10.00639033317566,44.57677435160702,16,167.9485981464386
-0.011763742,185.29292102962194,180000,13.02243620985285,18.20880089337807,5.865483045578003,9.47175145149231,-0.29800242,3.339740753173828,0.30841541290283203,100,0.060585737228393555,-55.69122096335958,9.840977668762207,71.8576931313126,17,177.8086040019989
-0.012464985,175.67843756350186,190000,213.19547837091565,111.98787085544494,5.9302146434783936,9.459309577941895,-0.15506755,3.2845447063446045,0.29731321334838867,100,0.05322146415710449,47.62633698405783,9.810090780258179,25.640644089687438,18,187.63757371902466
-0.018976191,178.45432988750517,200000,122.9983310718778,73.43219724788001,5.64288330078125,9.346395254135132,-1.0910586,3.434239625930786,0.3054490089416504,100,0.1015160083770752,0.17222816076196923,9.753598928451538,41.14952617278988,19,197.41152167320251
0.007666406,188.61067632203438,210000,314.75307616966325,152.0677656502989,5.70964241027832,9.355193614959717,-0.9799566,3.3921380043029785,0.4411609172821045,100,0.06123208999633789,-31.857495938208434,9.857836723327637,41.899557819481046,20,207.2893373966217
