Itr,ItrTime,train-MinReturn,train-EnvExecTime,train-StdReturn,LossBefore,Time-SampleProc,Time-Sampling,train-AverageDiscountedReturn,train-AverageReturn,train-PolicyExecTime,train-MaxReturn,n_timesteps,LossAfter,train-NumTrajs,Time,Time-Optimization
21,109.02641606330872,4.203002163356534,4.494351625442505,2.9490520859802802,0.024447903,0.019728899002075195,104.36103987693787,36.14572411128409,26.609972613739252,99.3558931350708,29.262237608364085,220000,-0.27789745,100,2100.369418144226,4.643045902252197
22,109.52114605903625,6.238230853082077,4.587433338165283,2.7038197302474996,0.005305025,0.02089691162109375,107.22421002388,36.123353851917905,26.755089174430978,102.1087851524353,29.730481440804105,230000,-0.29264912,100,2209.9100110530853,2.274631977081299
23,109.36954689025879,7.404843789117921,4.331889629364014,3.1648748524170425,0.00538711,0.02297687530517578,106.65103006362915,35.83093024852028,26.533756227317877,101.83784532546997,29.947612716687544,240000,-0.26677924,100,2319.3247289657593,2.694908857345581
24,95.62843179702759,-0.4498005842428551,4.11850118637085,3.107460611226439,0.0012031578,0.021589994430541992,93.1180329322815,36.40850550052556,27.00470572353668,88.50680112838745,30.731326222738826,250000,-0.26764503,100,2414.974363088608,2.4874329566955566
25,95.41384291648865,-0.0194312394768532,4.239558935165405,3.371001262211257,0.0035909482,0.020150184631347656,93.20186996459961,35.94604521710906,26.637286216090434,88.52611660957336,29.615346403182592,260000,-0.26648617,100,2510.4099040031433,2.190495014190674
26,96.219557762146,5.2882464697697955,4.126050710678101,3.2290259926782534,-0.0042195525,0.015788793563842773,94.00659108161926,35.753126793133944,26.436561703371602,89.44513893127441,29.744887233443496,270000,-0.28847715,100,2606.6512479782104,2.1959328651428223
27,95.78698301315308,13.24265959386881,3.9875361919403076,2.7061830060816314,0.013722135,0.026506662368774414,93.47911310195923,36.66512184847517,26.726939129323014,89.0529351234436,31.02567526273424,280000,-0.2557279,100,2702.460249900818,2.280773878097534
28,95.95898079872131,2.6461244065591805,4.054563045501709,4.093065908112593,-0.0049107084,0.022202253341674805,93.67584586143494,35.1776957268349,26.095390900780576,89.18792676925659,29.80732567232629,290000,-0.2747146,100,2798.4419128894806,2.258948802947998
29,93.59592771530151,-5.972631907310999,4.009461879730225,4.678054224220868,0.0028294353,0.019412994384765625,91.25481986999512,35.984354371564464,26.297295806115663,86.78474926948547,32.78190915323522,300000,-0.25976205,100,2892.060173034668,2.321305990219116
30,92.88480687141418,-7.06290682945252,4.000163316726685,5.567950087006446,0.011715744,0.018403053283691406,90.69913077354431,34.50044860362101,25.54081521887255,86.26438617706299,30.319556004018942,310000,-0.22605075,100,2984.965847969055,2.1651928424835205
31,97.32574605941772,6.143600483219007,4.030177116394043,3.9221897570526276,-0.0006144165,0.01835322380065918,94.67739915847778,35.34523668241811,26.090841340466028,90.20491862297058,29.95167097452407,320000,-0.2546522,100,3082.313376188278,2.6217269897460938
32,99.34272193908691,4.104943825284654,3.986422061920166,3.4955437542989585,0.0098025575,0.01955103874206543,96.69613480567932,35.5649349016672,26.15509176751851,92.26237225532532,29.180659221651652,330000,-0.2701487,100,3181.691903114319,2.6243839263916016
33,91.50187611579895,-7.398297249839344,4.025044202804565,5.70752468512717,-0.009667172,0.021446943283081055,87.99370169639587,34.6618547445442,25.704291017860896,83.54020404815674,31.65302852021028,340000,-0.28091455,100,3273.2160761356354,3.4863553047180176
34,96.27701306343079,2.66411583235702,4.111846446990967,4.0500645939770745,0.0031478363,0.02316904067993164,93.77714991569519,35.54584500671012,26.2968255469508,89.18552327156067,29.87504343827537,350000,-0.27702034,100,3369.5129239559174,2.4749979972839355
35,92.87708306312561,-4.197620975408266,3.957463502883911,5.469998053412386,0.0067377565,0.02119302749633789,90.62847805023193,34.16361496303647,25.082266545025604,86.23548197746277,29.307926450032866,360000,-0.2640634,100,3462.4199430942535,2.2269229888916016
36,91.727303981781,12.114924310590512,3.943366527557373,2.358862740432126,-0.020248892,0.01952385902404785,89.49611377716064,36.066830751205934,26.542546134578853,85.12706875801086,29.485375180272584,370000,-0.31039616,100,3554.168570995331,2.2113139629364014
37,90.91861701011658,2.3849364155076405,3.885155439376831,5.724035046840593,-0.003914032,0.0193328857421875,88.65479779243469,34.18492816398639,25.409379218689555,84.3445336818695,29.61448472174571,380000,-0.3127067,100,3645.1081318855286,2.243257999420166
38,92.02154088020325,-0.9526808027581124,3.975989818572998,5.786376991782239,0.011482519,0.018406152725219727,89.5135178565979,34.62328773130315,25.221858237302808,85.0982985496521,30.32320201248499,390000,-0.28779086,100,3737.1512570381165,2.489004135131836
39,153.0227861404419,-3.448326222978657,5.427820205688477,5.442058539234685,0.011515936,0.039388179779052734,150.15038299560547,34.34117069968941,25.448082920154135,144.08733415603638,29.62279608334211,400000,-0.3225164,100,3890.1955800056458,2.8315939903259277
