ItrTime,train-StdReturn,train-EnvExecTime,train-MinReturn,Time-Sampling,Time-Optimization,train-NumTrajs,n_timesteps,train-AverageDiscountedReturn,LossAfter,Time-SampleProc,Time,train-AverageReturn,LossBefore,train-MaxReturn,Itr,train-PolicyExecTime
8.049727201461792,31.321604560681433,2.6103484630584717,-117.9165571891164,7.5632712841033936,0.4300987720489502,100,10000,-80.59172453728617,-0.47760376,0.049160003662109375,8.049731254577637,-46.73770744904521,-0.012684985,16.740121472600997,0,4.709965467453003
7.935072660446167,48.01499694273285,2.5968096256256104,-159.68079584966952,7.5608744621276855,0.31772398948669434,100,20000,-36.96613369095517,-0.37166435,0.055910348892211914,16.0068838596344,-22.046088447919924,-0.04519121,79.48461690676528,1,4.720520496368408
7.943102121353149,47.43808153341173,2.6093802452087402,-145.89012281375418,7.568545579910278,0.32976698875427246,100,30000,-55.15560611574032,-0.3882367,0.044531822204589844,23.96813130378723,-27.651234396480437,0.00542699,97.17163776859765,2,4.711036920547485
7.988266706466675,55.5905031248372,2.612009048461914,-184.99307481248746,7.595184087753296,0.35352635383605957,100,40000,-74.18674442083817,-0.29580542,0.03932833671569824,31.97662091255188,-38.125250502645,0.025987726,134.20038391882375,3,4.73470401763916
8.006022691726685,49.74214040914029,2.619739532470703,-144.4999717287271,7.610056400299072,0.29180026054382324,100,50000,-51.73896640840172,-0.20888287,0.10391378402709961,40.002347469329834,-29.324756063087616,-0.008001062,155.8485076054494,4,4.738492727279663
8.001877546310425,51.27264134495458,2.628594398498535,-200.4187391835797,7.604671001434326,0.35302209854125977,100,60000,-78.49490234808212,-0.27414042,0.043871402740478516,48.017932176589966,-43.954855388460274,-0.0111993775,118.05872784695707,5,4.723873138427734
8.00043535232544,55.81204504453762,2.6349129676818848,-296.92309115357347,7.603291273117065,0.3507516384124756,100,70000,-70.33670673993927,-0.08097429,0.04617929458618164,56.03970289230347,-38.19088412811921,0.020738563,135.94071506253562,6,4.708332777023315
8.010655403137207,40.080695989939024,2.6406633853912354,-130.23898795896628,7.6065833568573,0.3602144718170166,100,80000,-66.96462534109936,-0.105535105,0.04359030723571777,64.0698823928833,-36.664410155665834,0.00572168,154.9388073217998,7,4.715707778930664
8.075520277023315,44.10042890852789,2.680793046951294,-183.67704770977429,7.6972880363464355,0.29814839363098145,100,90000,-65.43444280116539,-0.13810773,0.07819104194641113,72.16477966308594,-38.15361961957623,-0.015098114,110.12399989015213,8,4.763355016708374
7.938670635223389,40.416698361703276,2.6311323642730713,-159.56415849728972,7.659525632858276,0.22590851783752441,100,100000,-70.88717929931482,-0.14945292,0.05300450325012207,80.11711692810059,-41.54524342545792,-0.006094043,49.470209600404,9,4.778350353240967
7.926017999649048,38.43721590073872,2.6171820163726807,-172.2999889121249,7.620420694351196,0.2548079490661621,100,110000,-90.25795327596839,-0.17094676,0.050594329833984375,88.05851101875305,-55.196894334239715,-0.010324475,32.06385092417144,10,4.7540154457092285
8.056435108184814,50.108495142854586,2.6317412853240967,-228.58684064122502,7.720021486282349,0.23934292793273926,100,120000,-103.16446696894654,-0.42523882,0.09686517715454102,96.12828803062439,-62.20340329243557,-0.0007181885,31.535512345514114,11,4.837558746337891
7.969540119171143,56.06685933423973,2.626394033432007,-171.6177698928811,7.650959253311157,0.27055883407592773,100,130000,-75.95131183021348,-0.55957735,0.04779863357543945,104.11168432235718,-45.37706147919144,0.0031770996,110.31254899202025,12,4.7719292640686035
7.939054727554321,40.133751671491886,2.5869455337524414,-113.58307286982748,7.632208347320557,0.22443485260009766,100,140000,-74.70505618748842,-0.44941685,0.08213996887207031,112.06735110282898,-40.68465291362753,0.0034056976,113.75201368695973,13,4.7952961921691895
7.940650463104248,48.12834543299745,2.594480037689209,-135.26506338211186,7.585971355438232,0.3099026679992676,100,150000,-36.88804297161019,-0.03197704,0.044382572174072266,120.0218722820282,-20.979488454182373,-0.009627994,86.70377251712685,14,4.741729974746704
8.036710262298584,47.43998067301785,2.6083948612213135,-107.8407583684629,7.686077356338501,0.3018336296081543,100,160000,-6.187573477995882,-0.08554353,0.048564910888671875,128.07328605651855,-3.5030829007616067,0.006354761,143.07158144505664,15,4.824992895126343
7.910787105560303,56.02906688835935,2.5720808506011963,-103.42588460774014,7.526803731918335,0.3342616558074951,100,170000,10.990696398770085,-0.1252145,0.04952430725097656,135.9998140335083,6.6607746136434125,0.022390673,140.51557109952174,16,4.70471453666687
7.956140041351318,53.428848531564135,2.5972766876220703,-100.9314650637867,7.598939418792725,0.31034350395202637,100,180000,1.4557241981685973,-0.22608916,0.04660487174987793,143.97371912002563,-1.6848708607281093,-0.013078515,141.0256766160637,17,4.749463081359863
7.927353143692017,59.048955979348825,2.5763120651245117,-254.81217286081818,7.600130796432495,0.2813887596130371,100,190000,16.7941689768678,-0.16233529,0.04557394981384277,151.9217598438263,8.416079189755319,0.0034551758,142.55490343589975,18,4.773725509643555
7.778402328491211,58.53368697514173,2.561605930328369,-118.82290652281795,7.516114234924316,0.22115445137023926,100,200000,21.491056995761024,-0.6133387,0.040879249572753906,159.71988439559937,9.074553942012672,-0.0065883226,138.316952636582,19,4.70515775680542
7.809282064437866,53.698097454964895,2.575568437576294,-120.1890251929488,7.539501667022705,0.2205522060394287,100,210000,-1.0667854444022111,-0.67851335,0.04899883270263672,167.54445552825928,-1.1482302863139,0.0057838354,114.84888818138288,20,4.712465524673462
