train-EnvExecTime,ItrTime,train-NumTrajs,train-AverageReturn,Time-Sampling,train-AverageDiscountedReturn,LossBefore,train-MaxReturn,LossAfter,n_timesteps,Itr,Time-SampleProc,Time,train-StdReturn,train-MinReturn,train-PolicyExecTime,Time-Optimization
5.2409093379974365,208.977881193161,100,-39.957487420818254,201.74450087547302,-109.35315323530519,-0.017840704,172.1171756204689,-5.8549814,10000,0,0.04647994041442871,208.9778859615326,102.19308291077179,-203.68041664670025,196.0142080783844,7.185801982879639
4.891682147979736,193.26972675323486,100,166.29735002431883,189.9914870262146,303.6706881362624,-0.0022950072,207.50918605639382,-0.12843722,20000,1,0.027848005294799805,402.4791600704193,25.00998645761019,93.81670915638776,184.646137714386,3.248361110687256
4.807950019836426,183.80740690231323,100,174.35215734817092,179.10985803604126,321.21285084469156,0.020633282,191.55180718686537,-0.45151636,30000,2,0.08112382888793945,586.3111090660095,14.349233835097838,117.81189632724836,173.86379027366638,4.6133949756622314
4.797940254211426,183.85060715675354,100,158.27662279505196,180.23597717285156,289.67717474090335,0.015352634,181.00800958174437,-1.4850571,40000,3,0.0238189697265625,770.1861028671265,13.67266304066847,115.71251279853247,174.9991796016693,3.589142084121704
4.973133563995361,178.09707403182983,100,127.28887616438546,172.93583297729492,224.05043725912037,0.002323294,159.3835472577494,-4.2572417,50000,4,0.07735395431518555,948.3038167953491,11.39011657062683,88.2484647478095,167.52110171318054,5.076592206954956
4.783958673477173,176.0219099521637,100,51.44488616508141,172.4414279460907,64.1392680957429,0.0021997925,88.09142537413265,-10.394922,60000,5,0.08095002174377441,1124.3468930721283,12.711865786486289,13.315973817344362,167.2208228111267,3.4981157779693604
5.060824155807495,179.64963102340698,100,-67.68892453066258,176.6357729434967,-150.2464709377127,0.002137805,33.23531834795346,-7.101445,70000,6,0.09522318840026855,1304.0176198482513,44.61729877250823,-144.74380193213483,171.1255178451538,2.917226791381836
4.862957715988159,171.08617496490479,100,-181.5884590553772,168.33966183662415,-326.0618024519917,0.00049243163,6.961149303311265,-10.87252,80000,7,0.021934986114501953,1475.1280477046967,109.7905548542733,-387.42381519231583,163.03998851776123,2.7225279808044434
4.722331762313843,166.6762502193451,100,-5.504395893225893,163.53695368766785,16.382412020857203,0.010826508,82.45934138179143,-2.5401402,90000,8,0.023319005966186523,1641.826635837555,49.151512327025664,-201.65405121037765,158.37867259979248,3.1145029067993164
4.614989519119263,171.73628091812134,100,-104.4696612056744,167.58206796646118,-256.4035618475849,0.03186436,50.49977715601358,-14.108386,100000,9,0.09355688095092773,1813.585233926773,47.16740961296239,-195.45034693670289,162.50473594665527,4.059253931045532
4.773281574249268,178.52083778381348,100,10.040940604336074,173.4115400314331,78.9569706550144,0.0037462465,23.300370323840713,-7.1938148,110000,10,0.019473791122436523,1992.125757932663,4.570457107748009,-0.20123666594458234,168.20446157455444,5.08922815322876
4.61548924446106,171.8526747226715,100,12.820309398239592,167.23822164535522,82.7344119589337,-0.006774838,17.26979887134742,-29.186354,120000,11,0.03359580039978027,2163.998874902725,2.0634123705995755,5.966320113566097,162.19504857063293,4.580436944961548
4.614924669265747,184.73629689216614,100,-6.708052989265766,169.83385610580444,53.1452018766565,0.009071216,24.115361240892753,-1.1553824,130000,12,0.19765591621398926,2348.7548739910126,21.5970551033883,-94.9336025660975,164.73813486099243,14.703397750854492
6.100012540817261,287.58000898361206,100,-31.97505185888384,283.2942259311676,-66.49342181075002,0.007451648,9.978406436388145,-2.7877343,140000,13,0.05297708511352539,2636.3810369968414,22.40663792592703,-88.7430673333114,276.5299003124237,4.230532884597778
5.634121656417847,229.59729719161987,100,-46.981496154793675,223.76995491981506,-129.9658737090879,-0.0034524736,-39.22042921159798,-1.0501146,150000,14,0.05612683296203613,2866.0085349082947,2.779611461366669,-53.95948228763015,217.58599019050598,5.770033121109009
