train-AverageReturn,train-PolicyExecTime,LossBefore,Time-Sampling,Time-Optimization,train-MaxReturn,Time,train-StdReturn,ItrTime,Itr,LossAfter,n_timesteps,Time-SampleProc,train-MinReturn,train-EnvExecTime,train-AverageDiscountedReturn,train-NumTrajs
-229.90711887582927,23.985085248947144,0.019250823,28.50321316719055,1.709949016571045,-90.17389673133637,6169.85130405426,35.58006276345252,30.253775119781494,218,-0.012538422,2190000,0.03997683525085449,-289.8859268711291,4.036978244781494,-425.3331457602591,100
-233.0144617105142,26.325456380844116,0.0058575533,30.841120958328247,1.7784359455108643,-128.31799786730863,6202.522276878357,28.950347674050352,32.64779710769653,219,-0.01627811,2200000,0.02002882957458496,-288.3776123613717,4.0578224658966064,-430.90880226057646,100
-238.393728069118,30.646422863006592,0.0028986083,35.80301904678345,2.0130248069763184,-159.50860670783112,6240.38880610466,26.284093839457544,37.837475061416626,220,-0.026555317,2210000,0.020400047302246094,-298.02904260749784,4.591212749481201,-439.4750250841869,100
-231.80128417738203,25.768447399139404,-0.011635217,30.41663384437561,1.6548001766204834,-162.08807788907626,6272.520233154297,24.807166599561395,32.10840320587158,221,-0.047483202,2220000,0.036292076110839844,-305.2157149756523,4.166186094284058,-428.5186759326918,100
-232.87114007848967,36.73697853088379,-0.03248985,42.197715759277344,3.070288896560669,-128.2365122310448,6317.864068984985,33.03308498158362,45.3221321105957,222,-0.07289407,2230000,0.047849178314208984,-281.85895006010554,4.804424047470093,-430.44224158647506,100
-232.2396378563916,33.215882539749146,0.008762993,38.82567286491394,2.122204065322876,-119.48283746736995,6358.885099172592,27.628548433815578,40.98858380317688,223,-0.05499419,2240000,0.03371405601501465,-286.7011785730832,5.044565439224243,-431.0688579918909,100
-235.15661556265695,28.70921015739441,-0.03846865,33.945868730545044,2.182731866836548,-113.69541393266867,6395.074585914612,31.780069375238053,36.16710305213928,224,-0.047637798,2250000,0.03388810157775879,-296.33679646718565,4.68300724029541,-433.5107124787628,100
-231.96629160296953,31.575657844543457,-0.00643089,36.49718403816223,1.5591411590576172,-30.1159012801568,6433.3097088336945,36.972348615548356,38.2042350769043,225,-0.046233032,2260000,0.03406405448913574,-284.2585646585011,4.436218738555908,-427.9357498650191,100
-237.38183063484314,22.62384605407715,-0.02543671,27.080146074295044,1.711482048034668,-139.23077109217382,6462.14573097229,29.05304105580916,28.814019918441772,226,-0.05807998,2270000,0.02082991600036621,-285.2768506924776,3.9930481910705566,-438.06912757196284,100
-231.24808187706262,22.25944471359253,0.013096908,26.631237268447876,1.7225768566131592,-69.3529810361724,6490.545836925507,29.28610087178002,28.37963891029358,227,0.0005802551,2280000,0.02020716667175293,-285.02806924925716,3.9230525493621826,-426.71956811737897,100
