train-PolicyExecTime,train-EnvExecTime,train-NumTrajs,ItrTime,train-StdReturn,LossBefore,Time-Optimization,n_timesteps,Time-SampleProc,Time,train-MinReturn,train-AverageReturn,train-MaxReturn,LossAfter,train-AverageDiscountedReturn,Time-Sampling,Itr
69.24904036521912,4.345710277557373,100,81.72158694267273,39.650680862553486,0.017733984,7.555227041244507,10000,0.02307891845703125,81.72159194946289,-159.02723092301193,-43.114446557609355,49.43643762189595,-0.5264839,-74.7778026657018,74.13510918617249,0
58.85782527923584,4.221771001815796,100,66.00196766853333,32.32243159588102,0.004263324,2.3882181644439697,20000,0.024452924728393555,147.82241582870483,-137.5930290049463,-69.66080000957457,6.2045291003504,-0.13811243,-124.24265748814189,63.588618993759155,1
58.18823575973511,4.150956630706787,100,65.0898449420929,40.62061554541562,0.011773169,2.2330172061920166,30000,0.02029275894165039,212.93302202224731,-162.4425526480788,-55.355077440943795,46.15308641806461,-0.099299915,-96.29737967201352,62.83500695228577,2
55.193262815475464,4.059540271759033,100,62.55336785316467,39.74837256206741,0.0005898437,2.7822329998016357,40000,0.023305177688598633,275.50893902778625,-194.9551234909044,-48.91509018473103,45.712389672836025,-0.16126424,-83.72206724586566,59.74634599685669,3
57.985820293426514,3.9728472232818604,100,65.2404580116272,44.446415489148386,0.00020593872,2.786806106567383,50000,0.02178668975830078,340.77138471603394,-168.71943772443635,-31.089122595458278,52.65873412022704,-0.19601628,-52.917251780237365,62.43098998069763,4
48.25442099571228,3.800203323364258,100,55.45530819892883,42.42981021308562,0.030434716,2.915498733520508,60000,0.027948856353759766,396.2514579296112,-97.20000067449355,-12.403446414338973,127.30122143962708,-0.13247441,-21.64666939024252,52.51010298728943,5
48.50221920013428,3.8212525844573975,100,55.35433769226074,43.56348845031156,-0.009885144,2.558699131011963,70000,0.019183874130249023,451.6264886856079,-124.29618928034397,-21.285439867373835,86.53622538305517,-0.17992437,-33.63496964469773,52.77505588531494,6
53.9419584274292,3.854469060897827,100,60.67095494270325,42.880281783951055,0.014506067,2.3951680660247803,80000,0.02728414535522461,512.354061126709,-120.81380787155037,-24.37397315568372,74.22338379962392,-0.08800055,-39.15388158411642,58.24694514274597,7
49.76898694038391,3.840785026550293,100,56.04507279396057,41.95148027159841,-0.022333302,1.970245122909546,90000,0.019569873809814453,568.4211609363556,-144.54864222529008,-15.564267647661014,89.6327777224692,-0.15229477,-22.551952537454294,54.05476212501526,8
51.56053161621094,3.921372890472412,100,57.966245889663696,47.287315535506494,-0.012284057,2.0146219730377197,100000,0.01959228515625,626.410552740097,-153.46099279200322,-19.254806441538776,131.91034950158084,-0.16798182,-32.13901339460549,55.931275606155396,9
