LossAfter,train-NumTrajs,n_timesteps,train-MinReturn,train-PolicyExecTime,train-AverageDiscountedReturn,Time,Time-Optimization,Time-Sampling,train-AverageReturn,ItrTime,Itr,LossBefore,train-EnvExecTime,train-MaxReturn,Time-SampleProc,train-StdReturn
-0.1885283,100,120000,-261.5456454821761,55.6833598613739,-162.99256337342294,805.7959690093994,2.8680760860443115,59.800156116485596,-94.07162355951364,62.68717813491821,11,0.0048812744,3.6831328868865967,24.003524926311854,0.01836705207824707,45.126334477878714
-0.6069954,100,130000,-191.47475018211796,57.57648277282715,-150.53797095625578,870.3439180850983,2.756941795349121,61.710705041885376,-87.8217474799409,64.52918815612793,12,0.006325049,3.695189952850342,9.278378532569127,0.06024885177612305,46.491238571319805
-1.6700182,100,140000,-180.15605095314908,54.96887516975403,-119.6300649739295,932.1250870227814,2.6092522144317627,59.1294960975647,-70.40780875714532,61.760124921798706,13,-0.028244019,3.7249276638031006,38.302651728176926,0.019901037216186523,37.78113255671413
-0.5731585,100,150000,-159.2107762911555,55.77126431465149,-82.05753239445424,994.0651562213898,1.9888279438018799,59.90873885154724,-49.731483421509985,61.91786193847656,14,-0.01832373,3.70721697807312,80.25425560051602,0.019616127014160156,39.10790005839436
-0.19812141,100,160000,-218.77509971962343,55.495932817459106,-80.62504794950897,1055.8364353179932,2.04704213142395,59.674505949020386,-47.01779129540368,61.746922969818115,15,0.0027686036,3.7460978031158447,65.85425417861778,0.021844863891601562,44.44392185990237
-0.2590628,100,170000,-185.70011450511547,54.95532822608948,-101.38955652512804,1116.9518883228302,1.8163692951202393,59.12047505378723,-59.991340416711225,61.09400701522827,16,-0.0046574217,3.7307376861572266,33.84086145443196,0.1366126537322998,43.87741474315731
-0.59422886,100,180000,-208.3242742699963,56.85783791542053,-96.39981812926771,1180.1066040992737,2.0083799362182617,61.101062059402466,-56.31042059897513,63.13042092323303,17,-0.010636523,3.7083280086517334,57.04809614991598,0.019509077072143555,45.449113613356005
-0.50140315,100,190000,-175.92354600831047,54.37713003158569,-102.50616542497521,1240.652732372284,1.952444076538086,58.54905295372009,-59.449721770603745,60.5243022441864,18,-0.028882422,3.717463254928589,40.2868232670757,0.021487951278686523,43.185744133364686
-0.14619623,100,200000,-165.73108163951315,54.530187129974365,-56.23380930529873,1301.4105682373047,2.0392518043518066,58.67364192008972,-34.99558989490017,60.73596978187561,19,-0.0045846435,3.6859753131866455,50.17469954475846,0.020848989486694336,44.45744943931492
-0.16894309,100,210000,-183.65020265561486,54.754114866256714,-81.34516373818856,1362.362454175949,1.9909110069274902,58.917866230010986,-46.70807422195991,60.93004107475281,20,-0.011432495,3.721134662628174,74.91000319651964,0.019479036331176758,50.865672756343756
-0.17156467,100,220000,-139.56543217852237,53.665727376937866,-71.55172565095233,1422.2689280509949,2.0623791217803955,57.80298399925232,-43.335534855681296,59.884263038635254,21,-0.0033596435,3.698312282562256,58.49743890219746,0.017549991607666016,42.89206735744546
-0.15782735,100,230000,-140.4140320922406,56.900779485702515,-76.65783642664192,1485.3203811645508,1.9696431159973145,61.03782105445862,-45.159071851062,63.02886891365051,22,0.000994043,3.706383466720581,48.71032642851239,0.019824981689453125,40.542413688746954
-0.19704458,100,240000,-173.9550658254246,53.67988705635071,-74.08217986538186,1545.2362370491028,2.0576908588409424,57.81412410736084,-43.47950277208374,59.89401698112488,23,0.017271435,3.702023506164551,63.31889642478321,0.01909494400024414,42.609854974195
-0.31871793,100,250000,-146.54282119715117,54.25228214263916,-47.527999320908755,1605.5778992176056,1.9280152320861816,58.37001609802246,-28.26685232387656,60.31983208656311,24,-0.006024463,3.691042900085449,92.00631858840558,0.021353960037231445,47.459029291801734
-0.18400964,100,260000,-163.3108621144294,53.19399857521057,-54.96992135784934,1665.0255951881409,2.0506160259246826,57.341001987457275,-32.511404948026495,59.41143012046814,25,0.010310083,3.7012031078338623,57.84894557907338,0.019425153732299805,47.84023760235802
-0.28948867,100,270000,-191.55922180410988,53.64116334915161,-49.6865750456638,1724.9099740982056,1.9885618686676025,57.84722423553467,-29.09059685150493,59.86233687400818,26,-0.026260987,3.764838218688965,95.8381740447148,0.020843029022216797,48.959944335463916
-0.594909,100,280000,-156.39633963510602,53.99247217178345,-25.173117427125195,1785.209272146225,2.034698247909546,58.22191834449768,-15.876065048242419,60.27840304374695,27,-0.02815293,3.7966179847717285,79.91376598699927,0.019042015075683594,48.318347312647994
-0.66580546,100,290000,-141.4514727245992,52.397772550582886,-4.168640982961082,1843.8895542621613,2.075093984603882,56.56255888938904,-5.464460904663197,58.658416986465454,28,-0.017916504,3.733952045440674,71.96254726740507,0.01913905143737793,41.98645932034284
-0.38356298,100,300000,-120.10815220726417,51.92179608345032,-4.3205405118769695,1902.0271112918854,2.012044668197632,56.08065581321716,-4.036127327719016,58.11372900009155,29,0.011696167,3.7253293991088867,78.54452423636425,0.019663095474243164,39.8027141949249
-0.51129276,100,310000,-117.42560740401737,52.546011209487915,-18.3927233435853,1960.828890323639,2.0352561473846436,56.72382688522339,-12.683094033292084,58.77976393699646,30,0.0052013914,3.750734567642212,74.58889497922829,0.019284963607788086,37.645675754210416
-0.45864415,100,320000,-97.94355423041175,50.791110038757324,-3.944898674040825,2018.0302021503448,1.938521146774292,55.21993088722229,-3.6639862723156176,57.178972244262695,31,-0.009720362,3.7945735454559326,95.3455810427238,0.019145965576171875,42.517941393293555
-0.54973876,100,330000,-134.21501820063324,52.77674627304077,-17.00815157606251,2077.0536301136017,1.975229263305664,57.0044801235199,-13.464068808810282,59.001922845840454,32,0.0038351195,3.788620710372925,78.80648160524521,0.019683837890625,41.95145716840802
-0.48897147,100,340000,-152.5121217646744,51.41939616203308,-52.518194380205486,2134.5141360759735,1.841392993927002,55.576114892959595,-31.26888006554098,57.43889904022217,33,-0.012997046,3.711825132369995,63.73811368099521,0.021014928817749023,48.42188358289335
-0.5732697,100,350000,-119.85108878861425,52.61943292617798,-56.64550470719105,2193.5913650989532,2.0062026977539062,57.027064085006714,-34.70742244297501,59.055869340896606,34,-0.004474658,3.976083755493164,105.8130185350256,0.0202789306640625,46.05538564070748
-0.7470818,100,360000,-163.35184363894416,51.62962365150452,-65.96520837761796,2251.4285480976105,2.023116111755371,55.771345138549805,-38.83422602868786,57.81514811515808,35,0.005498999,3.7077298164367676,72.46739749137139,0.018910884857177734,48.22648491323787
-2.224343,100,370000,-145.12432452394805,50.72923016548157,-78.35145686254882,2308.4447481632233,2.111546039581299,54.857093811035156,-44.84874104679156,56.99335980415344,36,0.008224646,3.6970102787017822,46.52429110010867,0.023880958557128906,41.22304194075243
-4.5601983,100,380000,-227.783760290751,50.8204402923584,-132.12806275219825,2367.272774219513,3.664196014404297,55.12411022186279,-73.06516872046012,58.805887937545776,37,0.030198261,3.8717644214630127,36.33610605664193,0.017250776290893555,46.43233027891561
-22.526155,100,390000,-273.0187479981411,48.986144065856934,-160.06523671576744,2422.827656984329,2.373339891433716,53.13804793357849,-90.2795258357137,55.53191900253296,38,-0.021635937,3.724240779876709,-5.062951643592575,0.01995396614074707,54.3340872485536
-51.266167,100,400000,-302.05766963222584,49.972593545913696,-133.89862738387077,2479.4512841701508,2.4525277614593506,54.125202894210815,-76.39107709177684,56.60561990737915,39,0.014122205,3.7239363193511963,22.282839357736474,0.027032136917114258,46.8954838930659
-85.10085,100,410000,-143.1783717016226,52.90519452095032,-106.25564572806046,2538.707495212555,2.0309741497039795,57.180092096328735,-62.37375784828685,59.23451900482178,40,0.031513136,3.8010852336883545,-1.5577941612687993,0.02172398567199707,33.50791025125792
-20.343008,100,420000,-97.88462755085857,51.56421685218811,-100.37409054963291,2596.737689256668,2.0203561782836914,55.96497297286987,-57.748812132176845,58.00840902328491,41,-0.0005918068,3.963495969772339,-23.472896340041874,0.022603988647460938,15.541193295654825
-11.854123,100,430000,-124.91587561708424,54.738242864608765,-106.10066666484825,2657.9440841674805,2.0260322093963623,59.13810086250305,-61.21472826350724,61.18440890312195,42,-0.006290222,3.9547977447509766,-20.35231646570189,0.01966691017150879,12.888043298419468
