train-MinReturn,Time-Sampling,train-MaxReturn,train-EnvExecTime,train-AverageReturn,Itr,LossBefore,Time-Optimization,Time-SampleProc,LossAfter,train-NumTrajs,train-StdReturn,train-AverageDiscountedReturn,Time,ItrTime,n_timesteps,train-PolicyExecTime
-205.02772617570233,9.308027744293213,185.4178408825941,3.5115818977355957,-43.08242994892668,0,0.07384078,0.766369104385376,0.08392500877380371,0.06382587,100,86.25622938967241,-102.08374651274471,10.15868353843689,10.158679723739624,10000,5.563174247741699
0.6005243408178145,9.45375680923462,132.45834227649118,3.477531909942627,62.87274329394052,1,0.0707932,0.5614874362945557,0.09512042999267578,0.07702406,100,26.864077705737444,87.77311101894554,20.307481050491333,10.11065411567688,20000,5.730782508850098
-172.68794251208254,9.531733751296997,101.9395971524282,3.625261068344116,-17.68519391233233,2,0.055301104,0.5518527030944824,0.08523154258728027,0.04599257,100,77.12667487142873,-42.92360058804336,30.497103214263916,10.169296503067017,30000,5.63744330406189
-84.25559777820476,9.498644590377808,127.41632830623175,3.563563108444214,70.00585440289007,3,0.029998139,0.5595777034759521,0.14536023139953613,0.01907547,100,37.965028120700296,124.4548104483636,40.72594881057739,10.208528995513916,40000,5.682293176651001
1.29232273170778,9.271694898605347,147.56068416801637,3.479168176651001,108.39267303010698,4,0.03584168,0.45870471000671387,0.10750985145568848,0.028509337,100,25.790151849188348,191.52516731486935,50.586801290512085,9.838270664215088,50000,5.542069673538208
47.41235867211733,9.54569673538208,161.93080931921529,3.539046287536621,120.8738352817543,5,0.032379515,0.457935094833374,0.1503129005432129,0.028918413,100,18.61214071818526,217.4049617615185,60.76596236228943,10.159170627593994,60000,5.761510848999023
89.48826459644633,9.626911401748657,159.63299365148828,3.5545549392700195,127.81724722242372,6,0.04288279,0.38318777084350586,0.10297846794128418,0.038751356,100,13.967336228475903,229.64775164144663,70.89461183547974,10.113850116729736,70000,5.807460308074951
62.685299691360015,9.427958011627197,181.00701960847326,3.437075138092041,132.39373134031416,7,0.042932287,0.43642115592956543,0.1060948371887207,0.03705841,100,18.725584681984934,245.03248544461442,80.88563108444214,9.970825433731079,80000,5.74613356590271
51.364562701887756,9.467714309692383,188.7442846587075,3.5397109985351562,138.20194270845477,8,0.04090057,0.3309047222137451,0.05419278144836426,0.03198807,100,20.446515189794617,254.52186918316522,90.75730991363525,9.853563785552979,90000,5.686497688293457
90.52547772339847,9.591679334640503,221.1492312295407,3.4782092571258545,147.52059317009076,9,0.053756822,0.31475019454956055,0.06649255752563477,0.049611103,100,18.708217811786984,273.53426454283783,100.75568127632141,9.973212957382202,100000,5.85542368888855
92.23461686679093,9.596700668334961,216.29400425239754,3.518263578414917,165.5700073852236,10,0.055727746,0.3110983371734619,0.10789680480957031,0.050744478,100,21.982167985276224,317.39817100238656,110.79059267044067,10.01592206954956,110000,5.815796136856079
82.63046443694704,9.57605767250061,233.65575373383334,3.5187511444091797,183.68133184561364,11,0.033420574,0.32552123069763184,0.036858558654785156,0.02415227,100,28.331576465793855,362.63751965518094,120.74774265289307,9.938775300979614,120000,5.780215501785278
102.05616376132771,9.573117017745972,232.46809253517657,3.5734968185424805,181.65251222131008,12,0.04161756,0.3118877410888672,0.1084754467010498,0.03248408,100,25.29222156347969,355.74194917867766,130.76048254966736,9.99373483657837,130000,5.73120903968811
110.96941392335256,9.429633140563965,238.84467774129857,3.4944286346435547,203.7421567738538,13,0.014322667,0.46177172660827637,0.06119704246520996,0.0078735,100,20.560167638305582,405.08845490599015,140.73330235481262,9.953097820281982,140000,5.687182188034058
130.1712213148706,9.25955057144165,240.15359818295758,3.3904972076416016,217.6050777934761,14,0.0036502564,0.3153352737426758,0.06628966331481934,-0.00042490233,100,18.025397175477035,433.9811384041358,150.40209126472473,9.642878770828247,150000,5.6254167556762695
108.45518702703014,9.49719500541687,240.500534476304,3.534364700317383,214.30773542661254,15,0.0051741824,0.43772363662719727,0.06606817245483398,-0.001309607,100,26.133886565564566,426.28053868507163,160.42378616333008,10.001871347427368,160000,5.719481945037842
140.58374002302352,9.376788854598999,241.57740079440526,3.3702688217163086,218.41352359554986,16,0.012010837,0.4958963394165039,0.09503960609436035,0.00215374,100,19.50186197900223,430.1534653093657,170.41549396514893,9.974490880966187,170000,5.761139869689941
116.18507165656779,9.345428228378296,244.34952674180812,3.468712329864502,194.50525117148612,17,0.01512572,0.49814748764038086,0.09572243690490723,0.0115445545,100,29.574414782628683,383.8930227632082,180.3739333152771,9.940290451049805,180000,5.631046772003174
58.458779425305046,9.470862865447998,246.7050290259955,3.539354085922241,211.36652115680397,18,0.004826129,0.35711169242858887,0.06344461441040039,-0.0027171448,100,25.96794073867731,423.9458086945375,190.28298783302307,9.891683340072632,190000,5.683826923370361
143.39749272980475,12.712362289428711,242.20172971288343,3.5090415477752686,212.43200287034716,19,0.017033326,0.4162282943725586,0.11345744132995605,0.00955852,100,19.79785370119188,426.2720076285148,203.56251192092896,13.251053094863892,200000,8.913676500320435
169.06492621927666,14.1810781955719,245.21319187758837,3.586266279220581,221.62798907514113,20,0.014858936,0.4905276298522949,0.12224674224853516,0.009690747,100,14.20558958279703,443.3760167702921,218.37627458572388,14.79427981376648,210000,10.318986892700195
189.91027822876237,16.895010232925415,245.88150227590782,3.611678123474121,223.9059068208425,21,0.02877316,0.45529794692993164,0.12424802780151367,0.023106579,100,13.15484936237744,446.68426096668304,235.88232493400574,17.47496724128723,220000,12.983009815216064
184.8165312116926,17.71577024459839,244.79066788313952,3.9881978034973145,222.26818510990236,22,0.019490516,0.6062545776367188,0.12488293647766113,0.015607077,100,14.012058963370986,443.2617154659811,254.35380148887634,18.447261095046997,230000,13.431564331054688
75.39781099634813,14.931832551956177,242.27662866321745,3.5510880947113037,216.25348659433567,23,0.0010154113,0.5143179893493652,0.14552927017211914,-0.007203955,100,29.19126376220775,427.6075964611936,269.9686367511749,15.59191107749939,240000,11.112877130508423
155.5632685460456,16.02913522720337,243.50549957340542,3.8277201652526855,214.652362207171,24,0.024947328,0.5632226467132568,0.09262537956237793,0.019521726,100,19.26660219495758,430.8305764224863,286.70572304725647,16.704376697540283,250000,11.920248985290527
91.44572743620215,16.835060834884644,246.29567852608335,3.765267848968506,221.77687060037405,25,0.0024315612,0.6275591850280762,0.12188053131103516,-0.0069435365,100,19.708489366282443,443.9627573410036,304.32502579689026,17.58604121208191,260000,12.739413261413574
161.2594406697223,19.47681188583374,249.1174895416926,3.9071850776672363,221.58044192507705,26,0.024231207,0.4702415466308594,0.12909197807312012,0.016856434,100,16.518742373407104,445.46517021232563,324.4271047115326,20.07643413543701,270000,15.225944519042969
96.16546918619336,16.801844596862793,246.56940396618492,3.854017972946167,223.26059013264612,27,0.001481604,0.5980830192565918,0.09244060516357422,-0.0109102605,100,22.27648371202328,447.99524113260696,341.935005903244,17.49268865585327,280000,12.654404401779175
