train-MinReturn,LossAfter,train-MaxReturn,LossBefore,n_timesteps,train-EnvExecTime,train-PolicyExecTime,Time-Sampling,Time-Optimization,Itr,Time,ItrTime,train-AverageReturn,train-NumTrajs,train-StdReturn,Time-SampleProc,train-AverageDiscountedReturn
-168.16922220985228,-0.0764041,157.61896692881726,0.010106152,110000,2.613649606704712,4.73836350440979,7.601553440093994,0.3030099868774414,10,87.85207843780518,7.947295188903809,-20.536228138038044,100,67.60687043407381,0.042461395263671875,-32.542174371912886
-127.43088799381272,-0.12077058,165.90212024150563,-0.023463026,120000,2.6537392139434814,4.782627820968628,7.6904473304748535,0.3083627223968506,11,95.92137718200684,8.044994115829468,-26.026928762752135,100,62.15211472642169,0.045899152755737305,-47.38482071181633
-239.09074176472353,-0.16381454,78.00625770841579,-0.017898535,130000,2.6196324825286865,4.735506534576416,7.606297731399536,0.3156149387359619,12,103.90824294090271,7.965573787689209,-34.75062527835897,100,59.66175414795713,0.0433504581451416,-62.944083703955954
-188.09338514679717,-0.23285703,135.46099359849174,-0.013059453,140000,2.608795642852783,4.7198779582977295,7.578362941741943,0.3035471439361572,13,111.85942578315735,7.930071830749512,-32.53282815898027,100,58.43809321682756,0.04788470268249512,-58.80360623286135
-144.4755716348718,-0.33255416,134.73455273868572,-0.010734082,150000,2.621115207672119,4.728520393371582,7.600823640823364,0.3375887870788574,14,119.8974962234497,8.017010688781738,-32.92322433325245,100,59.42523538168801,0.07831358909606934,-65.22812969856683
-182.80282796241272,-0.29250327,181.98039940358115,0.0010344238,160000,2.6183342933654785,4.73373007774353,7.606425762176514,0.34264564514160156,15,127.91169667243958,7.993107318878174,-28.80636218358391,100,66.19684647541423,0.043799638748168945,-61.8439877975892
-190.84445634240143,-0.17744814,195.98311651894326,0.025138428,170000,2.61185884475708,4.732563734054565,7.594414472579956,0.3038675785064697,16,135.92523050308228,7.993505477905273,-23.41648447925013,100,57.27423855318555,0.09499001502990723,-52.390838070602875
-127.90948318919523,-0.28101254,129.19432980477643,-0.0107424315,180000,2.646982192993164,4.828333139419556,7.729880332946777,0.24302935600280762,17,143.98895621299744,8.050016164779663,-24.422474606519604,100,60.61745091906427,0.06882572174072266,-46.34667326766161
-125.9593122250824,-0.18941055,179.15528963372603,-0.0027845216,190000,2.6390058994293213,4.790999412536621,7.693415403366089,0.22478914260864258,18,151.99531602859497,7.990987062454224,-21.26366910279449,100,57.858040859740605,0.0725240707397461,-40.0067261668548
-195.27327436716692,-0.14502832,98.85680173060176,-0.004008423,200000,2.6204960346221924,4.75704026222229,7.628964185714722,0.20231842994689941,19,159.9200177192688,7.91064453125,-30.751546577052263,100,50.48303029570758,0.07915496826171875,-52.04547103420555
-159.56509680553648,-0.09998755,68.8897308163063,-0.0088585755,210000,2.6090810298919678,4.722289323806763,7.583672046661377,0.21864700317382812,20,167.7783284187317,7.843596458435059,-42.406551962354044,100,41.185882688599925,0.041080474853515625,-73.16254056172893
-174.74146191912942,-0.08442275,54.642813701202286,0.018511133,220000,2.6064138412475586,4.751813173294067,7.6089768409729,0.21429991722106934,21,175.65966987609863,7.867525577545166,-45.46750063083641,100,43.24845363245751,0.04401373863220215,-74.54170177895706
-155.77443032941602,-0.1584145,56.11648781686415,-0.010111737,230000,2.631777286529541,4.7914958000183105,7.67871356010437,0.23087358474731445,22,183.62614560127258,7.951639652252197,-38.2248644852298,100,42.38917905287202,0.041809797286987305,-61.913200446451754
-164.84089758109127,-0.076692775,47.80460742119492,-0.00028356933,240000,2.6330394744873047,4.785698413848877,7.672349691390991,0.2166752815246582,23,191.57126021385193,7.931356906890869,-36.5094998675191,100,43.06438294382261,0.04211783409118652,-56.989025068963926
-154.90630628865745,-0.29988453,61.40963077496802,-0.010145362,250000,2.6195693016052246,4.756343841552734,7.626512289047241,0.2158191204071045,24,199.4721438884735,7.885691404342651,-50.54126833335571,100,45.52659263314267,0.04311776161193848,-84.62341186889442
-111.01071927066802,-0.19645876,49.46156384004167,-0.0034162353,260000,2.6140570640563965,4.7651612758636475,7.631321668624878,0.21734023094177246,25,207.3827669620514,7.896897792816162,-26.98613080613927,100,37.15877257096483,0.04802274703979492,-40.9284228000264
-205.41515286723015,-0.124834366,45.49414402251452,0.03573439,270000,2.600975751876831,4.760849237442017,7.612513542175293,0.2166147232055664,26,215.27305221557617,7.875922441482544,-38.49530236216889,100,44.376199318816376,0.04648470878601074,-62.61300885682303
-164.3723453650833,-0.09724407,37.52109360010176,0.009789966,280000,2.58587908744812,4.742196559906006,7.580722093582153,0.21565818786621094,27,223.12473034858704,7.837800025939941,-50.712370562861345,100,44.294490194091686,0.04119062423706055,-87.18408648487099
-171.33817682747363,-0.074109256,70.78327700677568,-0.011358777,290000,2.6017656326293945,4.764035224914551,7.616911888122559,0.216644287109375,28,231.0184211730957,7.877855062484741,-53.54175351270652,100,46.160061512935805,0.044028520584106445,-91.48388129759871
-196.1065817672331,-0.11073818,53.04399015900463,-0.024048878,300000,2.5874783992767334,4.779454469680786,7.617447376251221,0.21502280235290527,29,238.91053295135498,7.8772759437561035,-59.94921192151138,100,44.07527039153478,0.04458308219909668,-103.71878821051351
-174.19993631808373,-0.14423218,37.44585084067486,-0.02100935,310000,2.5933940410614014,4.710032939910889,7.554330110549927,0.22084903717041016,30,246.74291729927063,7.817589044570923,-64.45324407476068,100,43.2246534891902,0.042166709899902344,-109.76079853778562
-159.9006627727507,-0.15151821,79.77305887207079,0.017191723,320000,2.6222941875457764,4.781120300292969,7.657814979553223,0.20441675186157227,31,254.70643424987793,7.949127435684204,-52.437623109996956,100,49.41782538079689,0.0866091251373291,-87.07760209509351
-191.59948395287674,-0.2269502,55.02442994836439,-0.015806103,330000,2.6052677631378174,4.754800081253052,7.61160135269165,0.21340656280517578,32,262.5888123512268,7.8678812980651855,-53.45912069547769,100,49.852208251290435,0.04264974594116211,-89.50886513355357
-152.19200862062638,-0.21962817,43.26018480477345,-0.01712019,340000,2.635136127471924,4.770889759063721,7.6603968143463135,0.21677207946777344,33,270.5244255065918,7.92138409614563,-43.26170077301613,100,40.4288432911826,0.043982505798339844,-73.70160398333488
-160.41501760425308,-0.22120747,75.33088759579995,-0.0019888673,350000,2.606247663497925,4.7891669273376465,7.650635004043579,0.2331676483154297,34,278.46486258506775,7.92667293548584,-51.63187679105221,100,47.05149777160391,0.04263591766357422,-84.05812351225364
-146.01838298374415,-0.29833847,8.131819427986118,0.010624365,360000,2.592665195465088,4.760197401046753,7.605489253997803,0.22363495826721191,35,286.3508517742157,7.871037721633911,-60.394383276983106,100,33.74956021522794,0.04169034957885742,-103.265646670779
-166.88945730196988,-0.1548683,35.03116954985782,0.029937916,370000,2.616825580596924,4.7707436084747314,7.64177680015564,0.21312165260314941,36,294.2629671096802,7.897439479827881,-66.70184274345857,100,39.74057867573029,0.04228496551513672,-116.01507598846666
-168.28430257472712,-0.26618737,10.639320482391163,-0.012643921,380000,2.6254286766052246,4.793120622634888,7.673276662826538,0.21498513221740723,37,302.20890522003174,7.931078195571899,-86.55192310611062,100,34.91130746772038,0.04259347915649414,-154.26204330894433
-197.09678640101433,-0.101556346,-20.98715123158262,0.045033764,390000,2.598942518234253,4.764587640762329,7.618980169296265,0.20038437843322754,38,310.1265609264374,7.90022611618042,-102.08651649918649,100,32.78103205449125,0.08064484596252441,-183.88256812086854
-171.83688813860658,-0.14625117,10.63969370401031,-0.0065212157,400000,2.5727884769439697,4.704772710800171,7.529387712478638,0.2186887264251709,39,317.935081243515,7.794718980789185,-78.8067782529144,100,33.01940356211169,0.04641127586364746,-140.23015517357447
-147.33075592514723,-0.07792412,41.12869942670479,-0.009087573,410000,2.5973892211914062,4.764970064163208,7.614354133605957,0.20812606811523438,40,325.8689067363739,7.919171571731567,-64.50922107428094,100,34.95823418937421,0.09647059440612793,-111.87216053849637
-139.58092067030847,-0.09075652,41.067477997474136,0.02196972,420000,2.573707342147827,4.750240087509155,7.57474946975708,0.20444583892822266,41,333.74338579177856,7.860183238983154,-65.22148524551453,100,37.41633326150733,0.08076047897338867,-113.44656231648445
-212.78975532751474,-0.12469121,8.596004845406766,-0.017553931,430000,2.594953775405884,4.722469091415405,7.5702080726623535,0.21767330169677734,42,341.58963918685913,7.831033945083618,-68.24987349247051,100,38.74323426427192,0.04288172721862793,-119.80289014648547
-157.1164433457661,-0.09873512,34.32615071502906,-0.010202289,440000,2.6032614707946777,4.795489311218262,7.651107311248779,0.2204596996307373,43,349.52164459228516,7.917961597442627,-63.18209662208698,100,34.7380586491868,0.04613041877746582,-109.37954134050634
-144.1990312109163,-0.21118398,6.308031657733176,-0.007678076,450000,2.607011079788208,4.799303770065308,7.659538507461548,0.19898533821105957,44,357.4766056537628,7.94028115272522,-63.55127938590086,100,33.06423465632511,0.08151912689208984,-112.7984346766229
-127.13706035665528,-0.30867362,40.028026729379306,0.0036091798,460000,2.570734977722168,4.747378826141357,7.58027458190918,0.2507634162902832,45,365.3633801937103,7.872822284698486,-34.23724373831185,100,30.662112829580455,0.04157137870788574,-54.63347453734862
-126.93399109939719,-0.1282744,91.34098942220561,-0.017759183,470000,2.5847127437591553,4.699591875076294,7.5357584953308105,0.3102114200592041,46,373.25351428985596,7.876458168029785,-12.983656026654096,100,36.96682213798476,0.030272960662841797,-17.793353593079527
-64.05920451647127,-0.09603157,114.01359337767825,-0.009063257,480000,2.5932774543762207,4.730260848999023,7.57525110244751,0.21554279327392578,47,381.10899543762207,7.8351898193359375,16.5154642220183,100,31.18110233702058,0.04413342475891113,37.71041052344004
-59.00724056355989,-0.15744844,97.43464030919016,0.027586255,490000,2.564899206161499,4.7251808643341064,7.544086456298828,0.227888822555542,48,388.9374394416809,7.813837289810181,18.2840262496748,100,34.940338774628636,0.041608572006225586,43.750705180557524
-57.54168110944245,-0.088052295,93.95810715537867,0.0064200195,500000,2.583244800567627,4.809450149536133,7.64849328994751,0.19903326034545898,49,396.8781433105469,7.926636695861816,32.2327594773384,100,33.85857063705364,0.07889604568481445,71.11523297556597
-86.47558519155898,-0.102961466,114.01387046915539,-0.012542065,510000,2.549604654312134,4.760568380355835,7.565211296081543,0.19742941856384277,50,404.7559766769409,7.863015413284302,37.21012635274457,100,42.47819770071257,0.10015749931335449,75.13957820455715
-60.81077132467073,-0.0023600922,108.9362363752373,0.035311848,520000,2.5622408390045166,4.804628610610962,7.61615514755249,0.21143436431884766,51,412.64251685142517,7.871236324310303,37.95862305297122,100,37.700727600245166,0.043425798416137695,74.27960619232412
-67.49715936173129,-0.067559764,112.42178131436658,-0.003999707,530000,2.5789430141448975,4.790752410888672,7.625007152557373,0.215773344039917,52,420.5515477657318,7.893979787826538,39.25092735103805,100,38.94465241127013,0.05296063423156738,75.77471892723788
-65.08539607075896,-0.15624411,118.19498674597865,0.016721142,540000,2.5719761848449707,4.761751174926758,7.587839841842651,0.20196795463562012,53,428.4352562427521,7.869072914123535,29.154963199926648,100,33.5639842493152,0.07905292510986328,60.669631737999254
-72.18866261607779,-0.11264265,103.63539138467284,-0.010514747,550000,2.568603515625,4.77313494682312,7.595270156860352,0.19629359245300293,54,436.3179998397827,7.868601560592651,11.590526001508005,100,33.89295577948945,0.07682394981384277,27.63152803427649
-109.99954250331533,-0.03170149,85.28740191301449,-0.0013011963,560000,2.5916354656219482,4.7317047119140625,7.578478813171387,0.22366833686828613,55,444.1775984764099,7.8459577560424805,1.934927427511343,100,39.19895759357702,0.04355263710021973,7.955385483404879
-165.6458859297607,-0.100553125,92.28657695813804,-0.003312451,570000,2.605752944946289,4.771209239959717,7.630048990249634,0.2100980281829834,56,452.0748281478882,7.883718252182007,-22.52244632829208,100,44.690560709609095,0.04333329200744629,-36.34372817193004
-174.66561974089865,-0.0827564,97.38088554911755,0.030275585,580000,2.613168239593506,4.813121557235718,7.679605484008789,0.20769739151000977,57,460.0369324684143,7.948492765426636,-26.543610867851985,100,50.65261452884732,0.06095242500305176,-42.189046059235814
-144.40322993386008,-0.08516958,103.58378503127145,-0.007972217,590000,2.5858941078186035,4.757130146026611,7.5956690311431885,0.2247171401977539,58,467.91524934768677,7.86448335647583,-30.68136742230394,100,45.08260516342547,0.04386782646179199,-51.269648907183374
-123.90813780127316,-0.07141235,75.4351277454961,0.005498906,600000,2.587420701980591,4.753477096557617,7.593061447143555,0.2083110809326172,59,475.7937316894531,7.864474058151245,-17.959324550490827,100,43.99760320697378,0.06287598609924316,-26.740302018562588
-152.78848827318274,-0.07180637,68.29134847876351,0.011607324,610000,2.545513868331909,4.7698187828063965,7.566748380661011,0.21746349334716797,60,483.6346445083618,7.827486515045166,-18.063588334148257,100,36.69007048607113,0.04304051399230957,-26.193205343089886
-96.21325213754012,-0.097004555,68.60942119499983,0.0021259736,620000,2.5726335048675537,4.806752681732178,7.635806560516357,0.21128010749816895,61,491.54450488090515,7.895129203796387,-11.102693425048972,100,38.171372400493865,0.04779195785522461,-11.92619020606918
-82.78382319618198,-0.06854557,72.90524812934369,-0.0035612548,630000,2.546173572540283,4.778771162033081,7.577269792556763,0.21387362480163574,62,499.40360498428345,7.844135284423828,5.922694139134605,100,25.192977419564492,0.05273699760437012,20.793854268210513
-31.76526454605139,-0.1040611,47.45332606126551,-0.0060353396,640000,2.5306661128997803,4.771256923675537,7.553491830825806,0.23090648651123047,63,507.2447283267975,7.826919317245483,19.449463649855275,100,16.36056794736753,0.04228639602661133,45.02706180498018
-118.54322133029122,-0.076335244,57.358429578771755,-0.0031278199,650000,2.5327632427215576,4.715442895889282,7.500865459442139,0.1905374526977539,64,515.0314395427704,7.772775411605835,19.986161489467364,100,20.598513397335946,0.08112883567810059,46.31106988820904
-54.933507651241854,-0.05962715,44.48846623453128,-0.018116161,660000,2.563950538635254,4.765759468078613,7.5829432010650635,0.21086835861206055,65,522.8860459327698,7.840609788894653,21.112686355438292,100,16.176472529792274,0.04654216766357422,47.99877890774607
-45.64833925557973,-0.07616982,49.38214244562004,-0.018409686,670000,2.5364770889282227,4.761429786682129,7.549768924713135,0.23041820526123047,66,530.7276892662048,7.826998472213745,17.926557457051853,100,16.238648921352095,0.046576499938964844,42.53743632114123
-48.86913104386754,-0.005898804,45.17825537675946,0.022754101,680000,2.537994623184204,4.818689346313477,7.61158561706543,0.23429632186889648,67,538.6296417713165,7.885210275650024,20.496948472599453,100,16.78252908190568,0.039078474044799805,47.167857295290204
-68.78833985491407,-0.046807848,47.64389229165327,-0.005009372,690000,2.5279295444488525,4.753513336181641,7.535093784332275,0.22368669509887695,68,546.4486727714539,7.802142858505249,22.93570072768963,100,15.941492596717891,0.04311513900756836,51.162281454616675
-90.81509991951532,-0.03332505,41.95623531855653,-0.008265185,700000,2.5513675212860107,4.792709827423096,7.597364187240601,0.22594499588012695,69,554.327853679657,7.864518404006958,20.614598064740793,100,18.63527018114683,0.04081463813781738,46.95770059959069
-32.21889977441199,0.00032967376,46.22203234208602,0.012608332,710000,2.5446300506591797,4.763275861740112,7.57099723815918,0.23044180870056152,70,562.1820163726807,7.8398051261901855,24.03799636119748,100,13.315017047123792,0.03815484046936035,52.734138581617515
-3.7702501872375285,-0.06923623,44.969270320065334,-0.029294958,720000,2.5462300777435303,4.806379318237305,7.612630605697632,0.22716164588928223,71,570.0819413661957,7.885946035385132,26.360595963353276,100,9.08005262113312,0.0459294319152832,56.058050938011675
5.631585522843237,-0.03934121,40.99705751340788,-0.0017554199,730000,2.550185441970825,4.831332683563232,7.644903182983398,0.20991301536560059,72,578.0234377384186,7.927611827850342,24.872030782809702,100,8.463647727432802,0.07255768775939941,53.1417978880046
-38.72723131670389,-0.025873547,39.131380192316655,0.010044019,740000,2.5434176921844482,4.700221538543701,7.498719692230225,0.236358642578125,73,585.8797175884247,7.83877968788147,14.990518343769356,100,13.308471727771948,0.1034402847290039,36.787119657769345
-24.476683800996412,-0.06370994,44.424669837220506,0.008772949,750000,2.534860849380493,4.744499444961548,7.530508995056152,0.33094024658203125,74,593.8114297389984,7.91721773147583,24.464689289907778,100,10.698317260603112,0.05552506446838379,53.061911569900595
-35.79630569768336,-0.022726757,46.429183157130254,-0.022093287,760000,2.538923740386963,4.721465587615967,7.517364978790283,0.34042835235595703,75,601.765665769577,7.940049409866333,23.251202094894712,100,11.359018274623269,0.08197140693664551,50.82144293721882
1.9414714763459857,-0.03725137,43.55180169345745,0.008824805,770000,2.536740779876709,4.726172924041748,7.516452074050903,0.29059696197509766,76,609.6326358318329,7.8447816371917725,26.140165599174917,100,7.88730975979858,0.037465572357177734,55.6012853811281
-27.441681907121747,-0.0034764893,43.789165919082194,0.004314966,780000,2.562500238418579,4.746501445770264,7.563026666641235,0.27795982360839844,77,617.5799376964569,7.924846649169922,22.058088818586892,100,11.093183169904494,0.08360600471496582,49.491473765549934
-4.995326751668704,-0.07156687,46.74284212182814,-0.009301221,790000,2.567950963973999,4.785251617431641,7.608686447143555,0.25641894340515137,78,625.5075161457062,7.906328201293945,21.817343436396545,100,9.749722261370827,0.04091310501098633,48.16446844449291
6.946738909487717,-0.00994386,51.15391896359865,0.018957531,800000,2.5411934852600098,4.748033761978149,7.543667793273926,0.20940399169921875,79,633.3437440395355,7.815891981124878,26.103340865445748,100,8.692224308870864,0.06250953674316406,55.80147183192879
-28.899595416144315,-0.05350283,49.52435962173703,-0.018525524,810000,2.5478711128234863,4.690918922424316,7.492384910583496,0.33167171478271484,80,641.2290835380554,7.870158910751343,24.458381674558385,100,10.79481088901794,0.04584383964538574,53.069377511323246
-31.791593571759112,-0.046830397,48.39851545011245,-0.02350465,820000,2.5763723850250244,4.735073804855347,7.566841125488281,0.20940160751342773,81,649.0718030929565,7.8219239711761475,22.503187309817367,100,12.288072577957829,0.04541492462158203,48.73459633910008
-85.09700967391107,-0.013035645,53.28563831099153,0.01778081,830000,2.5857484340667725,4.808634519577026,7.664624452590942,0.20962858200073242,82,657.0390424728394,7.953744888305664,21.812955035532646,100,15.453381514855067,0.07927107810974121,47.717673510329114
-14.273392844263476,-0.06696312,47.69749465658152,-0.0038602783,840000,2.5514931678771973,4.80345344543457,7.6073222160339355,0.22654032707214355,83,664.9323019981384,7.879466533660889,25.571991768051753,100,9.749951168978903,0.04536771774291992,54.74896773234857
-11.844637142589026,-0.097008206,48.053643117895916,-0.017926153,850000,2.562976360321045,4.78493857383728,7.6017906665802,0.20494532585144043,84,672.806976556778,7.860630750656128,26.6150817991765,100,10.808106529632038,0.05367302894592285,56.53331487234182
-27.679633044857074,-0.02879453,41.057620900452825,0.042779345,860000,2.5642895698547363,4.823977470397949,7.6424314975738525,0.22373604774475098,85,680.7354576587677,7.91433048248291,25.979160559039986,100,10.433857136505802,0.04792499542236328,55.78168198982563
-14.946748756194255,-0.024335546,48.50345231190282,0.018724414,870000,2.5544471740722656,4.772871017456055,7.583038568496704,0.21639180183410645,86,688.5927333831787,7.8428990840911865,24.212822006497976,100,9.29365748799169,0.04320335388183594,53.74251368617693
-4.556477901878548,-0.050606444,43.98495925799848,0.0044006594,880000,2.5835602283477783,4.759043455123901,7.60753607749939,0.20342254638671875,87,696.4796233177185,7.872148036956787,25.237388686444433,100,9.0817931557239,0.06092238426208496,55.00275382123083
-39.57561750570376,0.0038155883,49.05906437633829,0.0024728393,890000,2.586411714553833,4.783542633056641,7.62427282333374,0.22988080978393555,88,704.3987250328064,7.903991460800171,25.501106725900367,100,10.357115616120971,0.04961585998535156,54.336267904837804
2.4929871651018045,-0.047914356,49.66324032684642,-0.012218824,900000,2.5466835498809814,4.75597620010376,7.554325103759766,0.21162915229797363,89,712.2195928096771,7.806786060333252,25.734460987354318,100,9.881277904633402,0.0406033992767334,54.48138064984408
-8.085937147653961,-0.058433205,44.83127280366217,-0.016586231,910000,2.559847116470337,4.864449977874756,7.680185317993164,0.21250462532043457,90,720.1929662227631,7.95986008644104,24.22333648060117,100,9.321875364689346,0.06695795059204102,52.78677028631373
-42.08299494957134,-0.026064062,44.92542491280996,0.0034332275,920000,2.5507919788360596,4.786524534225464,7.593274354934692,0.21201825141906738,91,728.0794141292572,7.872159242630005,22.131640940372705,100,16.85136043069516,0.06662607192993164,47.21396118868293
-52.71293057876652,-0.089984156,44.43671833993592,-0.026477307,930000,2.554964065551758,4.858030796051025,7.668358325958252,0.19583821296691895,92,736.0421471595764,7.948894262313843,19.126492752819928,100,20.223363505075287,0.08446335792541504,42.35877354924303
-17.910540953161764,-0.045444936,48.366311856524874,-0.009941333,940000,2.5513525009155273,4.810957670211792,7.616718292236328,0.19710969924926758,93,743.9501261711121,7.893383026123047,23.87582520233245,100,9.268713194796696,0.07930994033813477,51.78967794450221
-21.4254419173388,-0.05324258,48.12589581115454,0.004883911,950000,2.5603582859039307,4.7908031940460205,7.605703830718994,0.20912647247314453,94,751.8503894805908,7.886412143707275,26.685578411101815,100,9.752403420859691,0.0713353157043457,56.043878320628565
-12.283227446186803,-0.023471959,54.623963707332706,0.011705676,960000,2.5462944507598877,4.7309956550598145,7.531651973724365,0.22152233123779297,95,759.6587340831757,7.793013095855713,26.782514282611437,100,10.979610970107535,0.03959941864013672,57.02822521379885
-50.83386543417588,-0.09014248,38.35238514791612,-0.028307922,970000,2.620478868484497,4.819124221801758,7.696431636810303,0.1972332000732422,96,767.651059627533,7.977040767669678,10.448612278649561,100,14.853718290113818,0.08315181732177734,25.62905332331578
-37.454960192065315,-0.07732747,37.29049022493352,0.0013538086,980000,2.6026947498321533,4.792185068130493,7.647682428359985,0.1924736499786377,97,775.5858082771301,7.920558929443359,9.758307157477333,100,13.31417202702676,0.0801548957824707,25.48488169682233
-33.68718491529744,-0.059435498,37.44923187367503,0.014951978,990000,2.5970194339752197,4.789422988891602,7.649480104446411,0.22004175186157227,98,783.5121946334839,7.912962198257446,12.25005604733077,100,13.098135282344428,0.04323148727416992,29.615817016225407
-4.936826532102678,-0.07888985,42.328490683292124,-0.00949624,1000000,2.5928738117218018,4.751385688781738,7.597265243530273,0.2291116714477539,99,791.3962163925171,7.868394613265991,16.9643008721223,100,12.398839391109766,0.04180455207824707,39.45576420775347
-15.299764768192762,-0.084778905,47.7519791942273,-0.009986743,1010000,2.599475622177124,4.7666614055633545,7.617297172546387,0.22191500663757324,100,799.2811715602875,7.871425628662109,21.23459229546633,100,9.922085194557814,0.031992435455322266,47.414515970031474
-17.807832227857062,-0.036237355,53.885446977015604,-0.0067383912,1020000,2.5869667530059814,4.771690130233765,7.6264026165008545,0.21535181999206543,101,807.1862561702728,7.88724160194397,24.2841470761089,100,10.508086334655642,0.04522418975830078,52.084387043898914
-14.849651185334194,-0.058789916,51.9867167556115,-0.019188233,1030000,2.5890634059906006,4.756812810897827,7.600086688995361,0.21892404556274414,102,815.0616402626038,7.861622333526611,27.049052882145464,100,10.595996039411084,0.042417287826538086,57.65136973679896
12.56171380624379,-0.04787575,49.084586404998475,0.0026904128,1040000,2.543576955795288,4.740639925003052,7.537156820297241,0.2211155891418457,103,822.8788545131683,7.803039789199829,29.739394892682608,100,8.148944780865115,0.044539690017700195,61.801103924339294
2.4837570271076452,-0.09168203,53.601167304178674,-0.016641162,1050000,2.583317756652832,4.728682994842529,7.566200256347656,0.2046041488647461,104,830.7419211864471,7.8492279052734375,29.957866462806138,100,9.427939030004953,0.07818961143493652,62.370585006648106
7.283686739081324,-0.033388823,55.784760815803715,-0.004223816,1060000,2.55415940284729,4.759840250015259,7.564846038818359,0.21364402770996094,105,838.593017578125,7.8376076221466064,31.28517069514437,100,8.560693541787614,0.058888912200927734,63.94610667322135
2.4617015067116776,-0.027798828,46.455642624599946,0.0036693849,1070000,2.6117560863494873,4.770392179489136,7.635834455490112,0.20376324653625488,106,846.524355173111,7.916396617889404,23.864580091471602,100,9.704015866324621,0.07656192779541016,51.118415393142996
4.192530709501203,-0.099241994,53.87273260654499,-0.024032569,1080000,2.5678632259368896,4.735576152801514,7.558826208114624,0.22101116180419922,107,854.3714022636414,7.833352327346802,28.12268181331281,100,9.573557882563458,0.053270578384399414,57.93380265556785
6.605574136389826,0.0013286133,45.23803788797534,0.009013221,1090000,2.5300512313842773,4.7492759227752686,7.532626152038574,0.19829344749450684,108,862.2000761032104,7.814238786697388,26.387030234132226,100,8.084191045415432,0.08309364318847656,55.53296552939179
-0.28331870215729027,-0.014950391,45.639297262871445,0.0049072756,1100000,2.536518096923828,4.749746561050415,7.540895938873291,0.21201586723327637,109,870.0138614177704,7.7983551025390625,26.671061510016607,100,8.01116165082281,0.04519462585449219,55.63191113686108
9.078029092895086,-0.027894214,43.92481846139771,0.0038563476,1110000,2.5241549015045166,4.751408815383911,7.528599500656128,0.21677041053771973,110,877.8194332122803,7.79181432723999,25.987998809110866,100,8.241763260561282,0.04619550704956055,54.23203563724578
-12.545277306900438,-0.047162104,47.273955908062284,0.001862561,1120000,2.5426461696624756,4.80379056930542,7.598302602767944,0.2266528606414795,111,885.6982254981995,7.865319728851318,26.24537489828721,100,8.912811683960062,0.04013538360595703,55.00908323441077
