train-StdReturn,Time-SampleProc,train-MaxReturn,ItrTime,LossBefore,LossAfter,train-AverageReturn,Itr,Time,Time-Optimization,n_timesteps,train-NumTrajs,train-PolicyExecTime,train-AverageDiscountedReturn,Time-Sampling,train-MinReturn,train-EnvExecTime
3.122911343569778,0.10987973213195801,7.11399217283889,14.615463018417358,0.07951717,0.08695923,-1.4509048417444552,0,14.615467548370361,0.7843790054321289,10000,100,10.789814710617065,-2.025093905165937,13.720319986343384,-7.183700481701528,2.663438558578491
3.054954609946593,0.11045122146606445,5.043865328215407,19.614173412322998,0.06539644,0.066497594,-2.192185724239682,1,34.30430030822754,0.5085146427154541,20000,100,15.678223848342896,-2.6726133511938275,18.994773626327515,-8.97553269043276,3.0109105110168457
2.7477125412296988,0.134368896484375,5.349122775146956,16.351518392562866,0.062343653,0.060339186,-1.4384825048421341,2,50.67569184303284,0.5634050369262695,30000,100,12.574594736099243,-1.407927653273777,15.653489828109741,-8.336046243713204,2.7940471172332764
2.6147043512264956,0.1484968662261963,11.9572631184289,16.665473699569702,0.07683252,0.07595736,-1.600173019031852,3,67.36169981956482,0.6005043983459473,40000,100,12.72324800491333,-1.904356108912723,15.916022062301636,-7.274946880196,2.9185454845428467
2.5313419910189165,0.11853575706481934,4.982921567486583,15.8365478515625,0.06604902,0.065731615,-1.5090198692600516,4,83.2307825088501,0.6285486221313477,50000,100,12.012088298797607,-1.8131433880173062,15.08764362335205,-6.944348327379164,2.8054862022399902
2.5727513374598563,0.12613558769226074,7.795809318712666,15.218957901000977,0.07406658,0.072503515,-0.4571387925864887,5,98.48417043685913,0.5896515846252441,60000,100,11.455836772918701,0.24205135141650153,14.502941131591797,-4.958648190667513,2.7928686141967773
2.7513638351239718,0.12313103675842285,7.040392728303545,16.17984390258789,0.07669894,0.07495191,-0.8584883085755092,6,114.69475150108337,0.5990440845489502,70000,100,12.426244020462036,-0.23045782373637733,15.457428216934204,-6.912592546179372,2.752371311187744
2.989511551677539,0.08825230598449707,8.866974886926071,16.83185124397278,0.067886256,0.06671175,-0.9579575942350289,7,131.54597401618958,0.6271288394927979,80000,100,12.947453260421753,-0.48416496650509827,16.11619806289673,-7.2123004036803025,2.881826400756836
2.962658564566275,0.06594109535217285,8.434995413417765,14.392963886260986,0.07633934,0.07505303,-0.3235450919044213,8,145.9983425140381,0.5135328769683838,90000,100,10.677401304244995,0.38105170387411874,13.813207864761353,-6.6895662713434465,2.8277978897094727
3.3983215966402227,0.11958599090576172,11.029746395153701,16.628249883651733,0.06111035,0.06096201,0.810795078978216,9,162.65125012397766,0.6138129234313965,100000,100,12.695748090744019,2.898513760616704,15.894556283950806,-6.936553798368784,2.8973467350006104
3.4560785368478824,0.11413002014160156,9.059360520677927,15.989874362945557,0.06453545,0.06336676,0.4042718250771622,10,178.6600604057312,0.5398459434509277,110000,100,12.272066354751587,1.8115738428995494,15.335664510726929,-7.615762155606629,2.7989766597747803
3.3787026195937035,0.11998820304870605,8.726081472631984,15.811931848526001,0.06694326,0.0668366,0.7966434542944922,11,194.50152897834778,0.484727144241333,120000,100,12.190630674362183,3.250041131721964,15.206971645355225,-6.773419225690997,2.7310266494750977
3.3078539911842153,0.1139535903930664,9.231155579508833,16.9813449382782,0.069169894,0.066336915,0.9000535354983867,12,211.50167536735535,0.6620345115661621,130000,100,13.197076797485352,2.289557492298218,16.202560901641846,-5.861256436444666,2.7314882278442383
3.2922334588735858,0.10004901885986328,7.412552261157316,14.706581115722656,0.042791553,0.04184385,1.3090461021968125,13,226.24844002723694,0.5586645603179932,140000,100,10.928379535675049,3.1721580034690113,14.047629833221436,-6.57223289433911,2.833646059036255
3.006954841904984,0.14765691757202148,8.513134672858978,16.11820387840271,0.061530616,0.06044272,1.5766400885852183,14,242.39297604560852,0.5225398540496826,150000,100,12.257459163665771,3.5143559854971955,15.447749137878418,-7.183441482279181,2.9225077629089355
3.0861095562119267,0.15767693519592285,9.570851081090652,13.822810888290405,0.06360098,0.062556475,1.8817546016711517,15,256.2347433567047,0.5017340183258057,160000,100,10.152772903442383,4.575641320921301,13.163129091262817,-4.12369194987507,2.7427711486816406
2.9135601317960864,0.12393665313720703,9.517115407847413,16.210940837860107,0.072046585,0.06894996,1.707579055372547,16,272.4683814048767,0.6963005065917969,170000,100,12.331192016601562,4.7049304656831445,15.372557401657104,-5.043331342233927,2.708517074584961
3.349210790517324,0.12187957763671875,10.375675298576605,15.0983407497406,0.085052356,0.08361069,1.7934435647896816,17,287.5864794254303,0.46091365814208984,180000,100,11.320595502853394,4.97495168342019,14.515320062637329,-4.807670666109438,2.910609006881714
3.753875796852047,0.10425639152526855,11.435418150148868,17.289119005203247,0.06369032,0.06324564,2.476327319218839,18,304.89372301101685,0.47910213470458984,190000,100,13.461007118225098,6.355883334150935,16.705528020858765,-5.923897980080997,2.9440829753875732
3.4229762963638266,0.06853628158569336,9.22513476105548,16.19272470474243,0.05721935,0.056455836,2.0418860689143714,19,321.1119956970215,0.45293402671813965,200000,100,12.442274332046509,4.895145918809119,15.670774936676025,-6.065368801029541,2.9607608318328857
3.666865064266964,0.14138531684875488,9.55167078744526,17.02741265296936,0.05538968,0.053993102,2.1542915838912284,20,338.16230726242065,0.6605913639068604,210000,100,13.062742471694946,5.554736953857105,16.224971532821655,-6.348642104332616,2.8904356956481934
3.1257972256636104,0.11980938911437988,9.768873744688491,15.850790023803711,0.06313528,0.061092585,1.812901234346729,21,354.0309901237488,0.6096210479736328,220000,100,12.000681638717651,4.639847822873625,15.121041297912598,-4.6719520466693245,2.8366079330444336
3.75316192706142,0.14138555526733398,14.155787040199659,15.16794228553772,0.056419954,0.056416713,2.3501818113098665,22,369.2334973812103,0.801673173904419,230000,100,11.189828395843506,6.377151340791389,14.224640130996704,-6.324665589480389,2.7676992416381836
3.3409182990866966,0.13311052322387695,10.474165490336215,15.791075706481934,0.06010163,0.058257006,2.4061677542560984,23,385.05929374694824,0.5906057357788086,240000,100,11.833468914031982,6.682856124900607,15.065935373306274,-4.841941797504811,2.939601182937622
3.3252778291291682,0.13411831855773926,10.281199645920278,16.774922370910645,0.060169026,0.05930763,2.1752955069688107,24,401.86221957206726,0.6811211109161377,250000,100,12.684128522872925,5.5153817331723545,15.958972454071045,-5.903272287098051,2.99721097946167
3.0933951130797968,0.1714162826538086,8.943841528580853,18.2814838886261,0.062930636,0.061170697,1.1064862667806556,25,420.19192719459534,0.5497314929962158,260000,100,14.369255781173706,3.2424815314175914,17.54785704612732,-4.963476745468601,2.9079644680023193
3.599704393190689,0.13937664031982422,8.443207468212599,17.9043710231781,0.054019533,0.053280592,1.314703479591269,26,438.1166341304779,0.4168820381164551,270000,100,14.264244318008423,4.276138150082057,17.347705602645874,-8.289243801406169,2.8008716106414795
3.44058070739894,0.13179898262023926,7.905698667408649,15.164430618286133,0.04985769,0.048535455,1.9179436910830938,27,453.3036160469055,0.5050251483917236,280000,100,11.50308871269226,5.8291952106320695,14.52717137336731,-6.938691136602998,2.7553160190582275
3.219248086177442,0.10892057418823242,9.244675340223306,15.579360246658325,0.065564446,0.06345474,1.826510857566655,28,468.9029333591461,0.4939432144165039,290000,100,11.805765390396118,4.515723208486779,14.97626805305481,-7.042353864819564,2.897294521331787
3.6476203176858104,0.15066862106323242,12.117789904919963,16.68441915512085,0.05793839,0.055528346,1.9738441167885528,29,485.61764216423035,0.4883766174316406,300000,100,12.915402173995972,4.91341525702748,16.034921407699585,-6.769075925510055,2.8019888401031494
3.3271732938598855,0.14320087432861328,9.233903608409083,15.928698301315308,0.04871936,0.048189376,2.285532378323033,30,501.5786633491516,0.6678943634033203,310000,100,12.096897602081299,6.232298676900886,15.109025239944458,-4.736288820788489,2.720100164413452
3.022814425141553,0.1536862850189209,9.362556455697366,15.037155151367188,0.046995703,0.04742608,3.038586864527431,31,516.6344850063324,0.5550661087036133,320000,100,11.246342420578003,7.525227791762827,14.328158140182495,-5.026447912613086,2.818471670150757
3.44620148807194,0.1063542366027832,9.889540990805232,14.605839729309082,0.04874079,0.047293745,3.1799130577907904,32,531.2597212791443,0.49863672256469727,330000,100,10.869926929473877,7.768530345097071,14.00061559677124,-3.8877480356350675,2.859206438064575
3.8904970294138264,0.11971116065979004,12.098377007837374,16.92126965522766,0.05622097,0.054658093,3.602517210102485,33,548.20472407341,0.5518264770507812,340000,100,12.877069473266602,8.315309138209427,16.249496459960938,-5.459589712228037,3.099151134490967
4.173240768863704,0.060964345932006836,13.05144263377807,16.04005455970764,0.054169543,0.055047438,3.9274821575861325,34,564.27143907547,0.6647686958312988,350000,100,12.246517181396484,8.67630261251977,15.31406855583191,-4.243562394789076,2.7905404567718506
3.508678140285916,0.09018826484680176,12.235667991550292,16.639864683151245,0.05752995,0.056274604,4.191670468378292,35,580.94269323349,0.5856091976165771,360000,100,12.637708187103271,9.282226028833062,15.96382999420166,-3.2726991892706354,3.0547780990600586
4.115415848182708,0.12871766090393066,12.899031333631768,14.671039819717407,0.047019493,0.04709916,4.407051008671109,36,595.6360719203949,0.5709259510040283,370000,100,10.929140567779541,10.312955600139379,13.970827341079712,-3.4572620245454617,2.786179542541504
3.4437838581649736,0.11867880821228027,11.914249285429852,16.230684518814087,0.039461497,0.038092542,4.855745457733614,37,611.8957767486572,0.6289041042327881,380000,100,12.323591947555542,11.4111027899949,15.480202913284302,-4.187190325259813,2.890171527862549
3.506435935631852,0.14837980270385742,12.412798410772607,14.65959095954895,0.04630685,0.045431603,5.094074151363004,38,626.5816507339478,0.4759702682495117,390000,100,10.954290866851807,12.162894219425391,14.03499174118042,-3.4514464053155627,2.80269718170166
4.3084358856390015,0.11785078048706055,14.296533261129484,14.888244867324829,0.059678786,0.057598107,3.3064842344266445,39,641.5027451515198,0.5791523456573486,400000,100,11.09585452079773,7.69093345246767,14.190988540649414,-4.9985160234316535,2.8075907230377197
3.893826413238612,0.10751819610595703,12.996415739647157,16.106036901474,0.03337513,0.030759968,5.633786377547621,40,657.6435179710388,0.552497148513794,410000,100,12.232064723968506,13.305962311628068,15.445272445678711,-5.466457260601505,2.932778835296631
3.0687788593803056,0.08284807205200195,13.911150829785292,16.853804111480713,0.03779997,0.034643598,6.984927629798317,41,674.5201244354248,0.5286252498626709,420000,100,13.001131296157837,16.201856134598145,16.24210000038147,-1.6940185961236338,2.9696109294891357
3.194280935189648,0.1680135726928711,13.953875912085723,16.42171883583069,0.045669943,0.04470312,7.194496267142497,42,690.972984790802,0.45563578605651855,430000,100,12.501973867416382,16.933563617964733,15.794891119003296,-0.8962450618293313,3.0078632831573486
3.5704976088164306,0.12515735626220703,13.60410599245966,15.238228559494019,0.03573407,0.03371569,7.198599865023859,43,706.2434208393097,0.5549342632293701,440000,100,11.32734990119934,16.914143833942394,14.557384014129639,-3.8582844855464833,2.948606252670288
