n_timesteps,Itr,ItrTime,train-PolicyExecTime,train-AverageDiscountedReturn,LossAfter,train-StdReturn,train-MinReturn,train-NumTrajs,train-MaxReturn,Time-Optimization,train-AverageReturn,Time,LossBefore,Time-Sampling,Time-SampleProc,train-EnvExecTime
410000,40,94.84212303161621,88.2828369140625,17.01642577749547,-0.01195094,3.131094171448036,8.286785942409022,100,25.913977893073366,2.1051669120788574,14.577081062926196,4425.651471853256,0.00092006836,92.71669602394104,0.01993703842163086,4.0044333934783936
420000,41,96.89172506332397,90.27541160583496,17.27476408101008,-0.009415724,3.229669525002367,7.042790742532391,100,20.913799226943492,2.145292043685913,14.764592371590872,4522.566596031189,0.0033956696,94.7189838886261,0.026888132095336914,4.017600774765015
430000,42,95.52223181724548,89.05216884613037,17.05825047791455,0.0022849853,3.3284459805914235,7.845634153347736,100,22.377441393250063,2.0793616771698,14.560493916179942,4618.1102731227875,0.0094912965,93.42090129852295,0.021497011184692383,3.9414517879486084
440000,43,94.91325402259827,88.32590198516846,16.821108485596895,-0.013657276,3.082632320298067,8.50718577946989,100,20.769413483139203,2.1497750282287598,14.269191814826748,4713.04373216629,-0.0042586974,92.7441999912262,0.01885223388671875,3.991776466369629
450000,44,93.80949115753174,87.2269492149353,17.20523968048544,0.001293431,3.0525821966444893,6.905743436722582,100,20.946047846331094,2.2386229038238525,14.643335299769749,4806.873644828796,0.0065245284,91.55121684074402,0.019176006317138672,3.8964779376983643
460000,45,95.22500777244568,88.5047607421875,17.220666573814093,-0.0063000703,3.4741163424314565,6.586852030118403,100,25.7758030673575,2.3127667903900146,14.651952103032546,4902.1224999427795,0.002870703,92.89216709136963,0.01873612403869629,3.9630181789398193
470000,46,97.16854906082153,89.46583795547485,17.395354527114296,-0.0073561827,3.171009121442568,6.516956997992268,100,21.070575197997023,3.2761383056640625,14.809879555224295,4999.310534954071,-0.00010090332,93.83513593673706,0.056066036224365234,3.947319984436035
480000,47,95.14409017562866,88.43640661239624,17.228627483551296,-0.0022526428,3.0520894152745472,9.473476606464802,100,27.32119663458271,2.3726911544799805,14.77912331703765,5094.47588300705,0.0049381624,92.75098276138306,0.019054174423217773,3.8926217555999756
490000,48,95.94236493110657,89.45609378814697,16.7281531370633,0.007667009,3.055652846438534,6.915065278032906,100,22.09996470487396,2.1051437854766846,14.37612503502754,5190.438235044479,0.017623534,93.81648993492126,0.020290136337280273,3.9348719120025635
500000,49,95.61959481239319,88.9076795578003,17.658366428075063,0.00844278,2.801484626524984,8.569070380409581,100,22.03274468143659,2.3231401443481445,14.915827167240924,5286.0782680511475,0.015429322,93.27265310287476,0.02235102653503418,3.9376635551452637
510000,50,93.03862810134888,86.32982683181763,17.193523091662247,-0.003217099,3.299638272582175,8.213384058391336,100,27.614101983018877,2.3672850131988525,14.705975624076856,5379.14244890213,0.0017648346,90.64806127548218,0.021848201751708984,3.9000320434570312
520000,51,96.43425393104553,89.08047080039978,18.06747378721936,-0.023980508,3.204427387582301,8.244969249988978,100,21.64962709106174,2.9552221298217773,15.32245100699654,5475.5963139534,-0.016713465,93.45887398719788,0.018934965133666992,3.9585790634155273
530000,52,94.51831007003784,88.09314632415771,17.838430577432003,-0.0028951783,3.281135837731686,9.321859801642889,100,25.66821459788898,2.06911301612854,15.171838622428572,5570.135094165802,0.0052814637,92.42871594429016,0.018841028213500977,3.9152672290802
540000,53,97.2223289012909,90.2999496459961,16.303698313581553,-0.0007015747,2.8423334789842203,7.403482685970707,100,21.976559799677656,2.346187114715576,14.10103818737672,5667.3784120082855,0.00702462,94.85530018806458,0.019374847412109375,4.130050897598267
550000,54,95.79392099380493,89.18796825408936,18.76809322935756,-0.004915253,3.4565565786264054,7.292495238304585,100,32.40307624290063,2.1894829273223877,15.591371409651655,5763.192107200623,0.0035236694,93.58377599716187,0.01927924156188965,3.964674234390259
560000,55,95.38078999519348,88.75733828544617,17.342682486772144,-0.020884046,3.2616924268892182,7.756437952793308,100,22.97811724782513,2.205435037612915,14.776962421783887,5858.59469294548,-0.014741687,93.04633712768555,0.12699198722839355,3.870417594909668
570000,56,95.16994094848633,88.42424821853638,16.966027491144377,-0.006959265,2.804245840727271,7.004618671657891,100,22.35376555751337,2.2588939666748047,14.540098376666881,5953.7856640815735,0.00041026002,92.77187991142273,0.1352698802947998,3.91707181930542
580000,57,95.15535831451416,88.4086685180664,17.527086862318203,-0.0050807344,3.0759315007715284,5.902944566306494,100,21.391233745338692,2.382807970046997,14.8785795006121,6048.963413000107,-0.0011276413,92.74523377418518,0.020624160766601562,3.9103004932403564
590000,58,94.99224090576172,88.42648482322693,17.300049331897366,-0.014466922,3.280964268185855,7.381658191710407,100,22.809835402581804,2.137984037399292,14.838004734863942,6143.990741014481,-0.009552368,92.83343577384949,0.020108938217163086,3.9852468967437744
600000,59,97.05151295661926,90.37648320198059,17.42051872482985,-0.023794794,2.9129312511920564,8.107661702258875,100,21.037539780862645,2.2081241607666016,14.847410708976662,6241.062813043594,-0.018980375,94.82334494590759,0.01856374740600586,4.01066517829895
610000,60,94.67869997024536,88.12589597702026,18.496553621695497,-0.010142804,3.467727308434284,8.222311919549885,100,27.145087759708424,2.1579477787017822,15.450374348270522,6335.763401031494,-0.006046881,92.499351978302,0.019464969635009766,3.9418814182281494
620000,61,96.61968302726746,90.17768836021423,17.525774780218875,-0.00210315,3.510906190875271,5.799531266471585,100,28.186200609228845,2.0756278038024902,14.817633624934844,6432.405385971069,0.0029425751,94.52382278442383,0.01821112632751465,3.917293071746826
630000,62,93.45753598213196,86.80664277076721,17.471128041247137,0.0013296661,3.072034599110462,7.21918931701335,100,22.975696858519903,2.314438819885254,14.795635920883754,6525.883614063263,0.0076104095,91.12402391433716,0.0186769962310791,3.892037868499756
640000,63,95.70587611198425,89.04895639419556,17.778293087976362,0.012743457,3.3285693429824517,7.628831185092886,100,28.763203560850556,2.318082094192505,14.980575785189592,6621.609874010086,0.017357172,93.36828899383545,0.019095897674560547,3.8960957527160645
650000,64,96.9559850692749,90.30822229385376,18.492007709451883,-0.0012811219,3.1654693755615577,8.915018735363965,100,23.40697330550299,2.2235219478607178,15.490418860438192,6718.584462881088,0.005266562,94.71176815032959,0.019344091415405273,3.969351053237915
660000,65,99.03147506713867,92.41812682151794,17.65574480434326,-0.0121666,3.7983708463572086,8.16057511338372,100,30.68945908692898,2.1684951782226562,14.970173875034835,6817.639028072357,-0.004004924,96.83962178230286,0.02098989486694336,3.9746556282043457
670000,66,94.69513988494873,88.24170732498169,16.918028912837393,0.009891803,3.458501635048925,6.0095179091602855,100,22.836505133928195,2.070686101913452,14.38650672423641,6912.356442928314,0.0155545045,92.60037136077881,0.021341800689697266,3.937939167022705
680000,67,96.4803581237793,89.69392204284668,18.18074605381613,-0.014176062,3.7308994237336623,7.964176711173695,100,28.778325993076106,2.378931999206543,15.356328604694664,7008.858292102814,-0.008500775,94.08141303062439,0.018631935119628906,3.9636318683624268
690000,68,96.46483397483826,89.68785691261292,17.10964146318616,0.0075975754,3.2804628066746,7.239392115907536,100,21.473277988275537,2.402787923812866,14.597824776090219,7105.345145940781,0.010591876,94.04137897491455,0.01925802230834961,3.9310569763183594
700000,69,96.05324006080627,89.48766469955444,17.35651407156196,0.0016662476,3.8992610031153885,6.356734295346613,100,29.37688882385426,2.184335231781006,14.812946298097748,7201.419652938843,0.0083593875,93.84967803955078,0.018498659133911133,3.937465190887451
710000,70,103.60576319694519,96.60080409049988,17.923209407504423,-0.018280346,3.30479935670979,8.843969468426163,100,28.048632637899143,2.5160388946533203,15.105343357449685,7305.047108888626,-0.0064851134,101.06953883171082,0.018639087677001953,4.0346434116363525
720000,71,99.11806678771973,92.53260016441345,17.273239125619174,-0.016072953,3.2030036817168828,6.775907960850565,100,23.82080962894607,2.1543102264404297,14.704460190544872,7404.186012983322,-0.005553382,96.94325566291809,0.018960237503051758,3.9850919246673584
730000,72,96.59475779533386,89.64410996437073,18.151356171884437,-0.0066451845,3.468976107405068,8.056743462349155,100,29.894398777474894,2.58160400390625,15.333953916021876,7500.801774978638,0.01020896,93.99306511878967,0.019663095474243164,3.9290294647216797
740000,73,96.47828388214111,89.69721293449402,18.070567475097203,-0.014845023,3.891150202930695,7.064545123842614,100,29.38064755896517,2.3868939876556396,15.213825262627541,7597.299288988113,0.0034421172,94.06949806213379,0.019439220428466797,3.9353504180908203
750000,74,95.22999691963196,88.60688877105713,17.146133624188863,-0.023703856,3.0325416486851573,8.359625454425519,100,20.906988592338003,2.124011993408203,14.687097812738847,7692.548346042633,-0.007854059,93.08283400535583,0.018958091735839844,4.054828643798828
760000,75,93.84491395950317,87.19407916069031,16.925105309746446,-0.023934769,3.193536111087443,7.816128904696189,100,20.70874771469835,2.219712972640991,14.47564047505366,7786.416848897934,0.00042012634,91.60486602783203,0.019910812377929688,3.954266309738159
770000,76,94.73251509666443,88.14561986923218,17.344804800960674,-0.03077218,3.4810578432932826,6.762375731713025,100,27.11552526488138,2.1948399543762207,14.682263749474098,7881.169439077377,-0.00059914397,92.51724076271057,0.018984079360961914,3.9395902156829834
780000,77,95.35125780105591,88.8387143611908,18.087573432113103,-0.0406496,3.811941415848079,7.412915909952401,100,29.104176632165956,2.124572992324829,15.226609270694539,7976.542906045914,-0.014435077,93.20599317550659,0.018638134002685547,3.9426746368408203
790000,78,95.36933779716492,88.69568538665771,17.68847156296199,-0.033311736,3.185507516850948,8.89136371578393,100,27.859240028813513,2.3225600719451904,15.036981671487153,8071.933196783066,-0.00123349,93.0269341468811,0.019176006317138672,3.9112560749053955
800000,79,96.96905326843262,90.16165828704834,17.26993053700945,-0.033512536,3.270152473406682,7.308254327893477,100,21.088436666718213,2.3849899768829346,14.723004710920584,8168.9240210056305,0.0059182825,94.56067991256714,0.021726131439208984,3.9776792526245117
810000,80,96.2184488773346,89.72668528556824,18.04146655094191,-0.054666072,3.7660988264872732,6.0824476474560525,100,27.83325205279213,2.1096038818359375,15.193642951534068,8265.164109945297,0.0034332061,94.08514976501465,0.02305006980895996,3.9388206005096436
820000,81,94.73470497131348,88.07657766342163,18.220798878161887,-0.06411371,3.5955163387985043,6.475354823658609,100,29.73184788909293,2.2304279804229736,15.357545306957716,8359.919195890427,0.0029697968,92.48457217216492,0.01831793785095215,3.9818172454833984
830000,82,95.6875741481781,89.0391731262207,17.820974657220116,-0.099904895,3.4883004329892247,8.396853322500604,100,25.35707134574214,2.2060298919677734,14.912031440762297,8455.628746032715,0.008241723,93.4606511592865,0.01943802833557129,3.998136520385742
840000,83,99.34319186210632,91.89760136604309,17.364785054426513,-0.15753166,2.8528871675894205,9.279055266507747,100,21.550964897859423,3.0285181999206543,14.871506154067381,8554.994573831558,-0.0080562625,96.29389572143555,0.019294261932373047,3.9696593284606934
850000,84,94.95192289352417,88.2574245929718,17.24163135450121,-0.16875765,3.886359613997279,5.7623865655990425,100,26.392854641356212,2.2150228023529053,14.554051999857377,8649.964453935623,0.00432229,92.71634006500244,0.020169973373413086,4.037197589874268
860000,85,95.40514469146729,88.52970385551453,18.449029081413677,-0.22203076,3.3493260031219876,6.876373312954008,100,28.852081407705633,2.3625338077545166,15.487958679889685,8745.390263080597,-4.7036745e-05,93.02269077301025,0.018520832061767578,4.067197322845459
870000,86,96.0214409828186,88.72356986999512,16.936425494917778,-0.24273077,3.9326660733524874,5.700777744910259,100,30.634316454185967,2.818718194961548,14.399962600022556,8841.434257030487,0.017459381,93.17814230918884,0.023113012313842773,4.031806230545044
880000,87,94.83602404594421,88.24610614776611,17.39430349329053,-0.29876915,3.4226299196127865,7.672481966017041,100,27.117964594110276,2.201169967651367,14.736868002043964,8936.290190935135,0.00052780454,92.6132321357727,0.020998001098632812,3.9265053272247314
890000,88,94.5776879787445,87.75529909133911,19.06495957032181,-0.38824877,3.4816250068481596,8.698311230910022,100,26.53345376180429,2.1928160190582275,15.828049594467288,9030.888168096542,0.008991717,92.36404299736023,0.019150257110595703,3.9976449012756348
900000,89,95.46724700927734,88.8557391166687,17.21645432823918,-0.5202075,3.5135731965088004,5.735167906419881,100,22.01188635660223,2.1004011631011963,14.641364370840675,9126.37728381157,-0.0069301254,93.22402691841125,0.14111900329589844,3.9389655590057373
910000,90,93.31651997566223,86.73608350753784,18.01745921577415,-0.56714165,3.9568626155991646,5.984326835081647,100,29.594284311970636,2.228781223297119,15.275069174296597,9219.715813875198,0.0075330185,91.06781601905823,0.019269943237304688,3.9119021892547607
920000,91,96.68430805206299,90.0711898803711,17.449203525252848,-0.6740873,3.5245223712549323,3.545252151832956,100,30.23977982912634,2.207054853439331,14.808102742561879,9316.42087507248,0.010075043,94.45556902885437,0.0201261043548584,3.9554219245910645
930000,92,93.80487489700317,87.32297539710999,17.203769065581604,-0.7359869,4.027659006041887,7.515045704328126,100,31.28509857508708,2.0423691272735596,14.461679353284985,9410.248144865036,-0.007824588,91.74288392066956,0.01915907859802246,3.988496780395508
940000,93,97.69675421714783,90.91040587425232,19.851534176245018,-0.8153802,4.467295979492382,8.13907891258252,100,29.06927597385045,2.1908321380615234,16.04854051422099,9507.966217041016,-0.003570192,95.4850242137909,0.01955103874206543,4.1383397579193115
950000,94,119.96044588088989,111.88027334213257,19.909880869297623,-0.8643086,5.015946959008239,7.825595014574198,100,30.439828274974467,2.9228968620300293,16.08681383655817,9627.948210954666,0.0101667605,117.00476574897766,0.031514883041381836,4.665820121765137
960000,95,185.67177391052246,177.00426769256592,19.354541748735794,-0.8676463,5.072679381251456,5.790266472292106,100,31.285263837985422,3.1699719429016113,15.888602503727506,9813.650667190552,-0.008339593,182.46861600875854,0.030985116958618164,4.940295934677124
970000,96,116.51920890808105,108.87273955345154,18.556347029247874,-0.9787879,4.0193755951740044,7.654567406633447,100,29.230346339712703,2.8671302795410156,15.430367593751734,9930.207520008087,-0.011039954,113.62334895133972,0.027060985565185547,4.283433675765991
980000,97,108.97537207603455,101.82608938217163,19.20293387818056,-0.9918333,4.498537551921153,8.31036702678127,100,34.183779714943654,2.484571933746338,15.67038793751428,10039.212260007858,-0.018188845,106.46783304214478,0.021618127822875977,4.174118518829346
990000,98,100.00325989723206,93.03565764427185,20.152388582838952,-0.9948048,4.844491178217105,5.4393541930081515,100,30.602371796725315,2.3068740367889404,16.34242823863341,10139.237093925476,0.010046844,97.6722161769867,0.02228713035583496,4.182649850845337
1000000,99,97.03305792808533,90.2283022403717,21.04752015414155,-1.0416878,5.060777767509368,3.963192681059157,100,28.983765131722986,2.2013909816741943,16.7516311016367,10236.290945768356,-0.004382489,94.81075501441956,0.01952195167541504,4.132504224777222
1010000,100,99.77338981628418,92.85498356819153,20.204318679764572,-0.9785549,5.336939675865864,7.6952376093984,100,32.24937023525976,2.28115177154541,16.326068739466486,10336.08554816246,0.0061580325,97.4641661643982,0.02618885040283203,4.150268793106079
1020000,101,100.6410608291626,93.79266548156738,19.019928966444574,-0.96388143,4.607422549423434,6.845487086691823,100,30.27506968630617,2.274393081665039,15.545917292867417,10436.747756004333,-0.014979419,98.34299397468567,0.021184921264648438,4.100863218307495
1030000,102,132.44761300086975,123.41190028190613,19.984993592665532,-0.9169518,4.9029729549022365,8.083847604469035,100,30.371086835265306,3.7826709747314453,16.30721575230206,10569.217656850815,-0.0055737915,128.63427090644836,0.0292050838470459,4.707598447799683
1040000,103,133.4028000831604,125.00614309310913,21.55901427022863,-0.84825695,5.456200529418151,8.06937497554125,100,33.10528561475157,3.0437068939208984,17.030032773841246,10702.642194986343,-0.0005528198,130.32408928871155,0.03324007987976074,4.81915020942688
1050000,104,100.65185165405273,92.27111077308655,19.24998281496416,-0.7879373,4.964172596127229,6.790875628229304,100,31.74395001554341,2.658658027648926,15.759234598317512,10803.368086099625,0.019578284,97.96335577964783,0.02871561050415039,5.033121824264526
1060000,105,87.65293216705322,80.40967392921448,22.121673112425935,-0.79542804,5.472209851574233,8.66223987675812,100,32.43304990665315,2.259807825088501,17.432489875585105,10891.049834012985,0.011698993,85.36409616470337,0.027181148529052734,4.485517978668213
1070000,106,102.85405731201172,95.73501968383789,22.23297556655355,-0.77432275,5.492989941310996,2.103037018592615,100,31.155133356895103,2.257071018218994,17.64064584759422,10993.926442146301,-0.0037005981,100.57254385948181,0.019884824752807617,4.37862491607666
1080000,107,113.0599958896637,105.64611482620239,21.04179890045735,-0.6782861,5.830032191717375,7.101622968562047,100,33.0634352493418,2.323796272277832,16.731717184051405,11107.008003950119,-0.0014401245,110.70565032958984,0.02956414222717285,4.506261110305786
1090000,108,100.02284693717957,92.98017954826355,23.368047573936032,-0.6886813,6.18233105745428,6.742105820449747,100,32.135698236787576,2.274718999862671,18.015503885278505,11207.059823989868,-0.008634949,97.71950888633728,0.02697277069091797,4.278360366821289
1100000,109,98.26585602760315,91.01609253883362,22.436715578623318,-0.6131015,6.812795277040678,3.7822102009256566,100,30.08495048582779,2.5047409534454346,17.442633082008218,11305.352714061737,0.0020865356,95.74089503288269,0.019819021224975586,4.2682719230651855
1110000,110,98.4767439365387,91.29744815826416,22.445854841405236,-0.6018619,5.739951456331942,6.651793946484804,100,32.86633347166295,2.2104039192199707,17.566214480518504,11403.850426912308,0.00013120117,96.23482394218445,0.029702186584472656,4.476593732833862
1120000,111,96.67860317230225,89.67407202720642,21.90707089420973,-0.5136625,5.913262762478255,8.212087523061005,100,32.90938575210798,2.2481911182403564,17.260461330347358,11500.553180932999,0.019397248,94.40944910049438,0.019542932510375977,4.271232604980469
1130000,112,94.49465084075928,87.56485605239868,22.505973770599248,-0.5018318,6.08550407605221,7.827046322925449,100,32.5257552752156,2.158337116241455,17.626257065320612,11595.08318400383,-0.0146237975,92.30669689178467,0.02751898765563965,4.250607967376709
1140000,113,90.82918190956116,83.93496894836426,23.17422129583538,-0.48726904,6.844650103820677,7.322183821383152,100,34.68317140642144,2.0834150314331055,17.862508873175205,11685.935792922974,-0.0138864685,88.72021770477295,0.023237228393554688,4.334156513214111
