n_timesteps,Itr,ItrTime,train-PolicyExecTime,train-AverageDiscountedReturn,LossAfter,train-StdReturn,train-MinReturn,train-NumTrajs,train-MaxReturn,Time-Optimization,train-AverageReturn,Time,LossBefore,Time-Sampling,Time-SampleProc,train-EnvExecTime
10000,0,157.31730675697327,137.6631305217743,-1.79418546583481,-2.1908054,3.3133135022095246,-10.017496088518927,100,6.842124122935877,13.865986108779907,-1.2395859928573065,157.3173131942749,0.0036670654,143.41468977928162,0.02864980697631836,4.721104145050049
20000,1,139.72645211219788,127.36151695251465,-3.246850741523108,-1.7501123,2.7021119317599345,-9.173004485390521,100,3.7124539262293386,7.303530931472778,-2.965919683701094,297.20580887794495,-0.0025310547,132.3823471069336,0.03934001922607422,4.490061521530151
30000,2,135.20584297180176,126.84491848945618,-3.8753456594376714,-1.8277304,2.1733422669769125,-7.748780741416891,100,1.8176633986044188,3.9771792888641357,-3.0970751303918314,432.4446978569031,0.012269324,131.20542788505554,0.021591901779174805,3.9094479084014893
40000,3,137.17368984222412,129.62324118614197,-1.7717717587726898,-1.0977682,2.2619219230601924,-8.201077929432545,100,3.402594169716889,3.2112772464752197,-1.972499086836719,569.6397478580475,0.00026421508,133.9414141178131,0.0195770263671875,3.8676576614379883
50000,4,133.91614818572998,126.66896605491638,3.329782210282103,0.0073677977,2.3997476578113917,-4.9004862131584925,100,11.79712418511516,3.1435747146606445,1.7822221252855066,703.577409029007,0.003160852,130.74441695213318,0.02638077735900879,3.630183696746826
60000,5,128.3541717529297,120.44358825683594,19.12878434350354,-0.2591696,5.120264294126004,0.5485329044201614,100,23.243956770384695,3.928309679031372,10.357354090107194,831.9515850543976,0.014730876,124.40546464920044,0.01997065544128418,3.526571273803711
70000,6,128.2981128692627,120.09917688369751,22.542454833066003,-0.46453622,4.943798737621248,-2.6894727360704143,100,22.24181199719122,4.225190877914429,12.61096969780999,960.2704441547394,-0.011094727,124.05330514907837,0.0183260440826416,3.543581962585449
80000,7,132.1792860031128,123.96951293945312,26.85440910417373,-0.9225641,5.029475768817344,2.016739675807529,100,24.921358786076123,4.0350940227508545,14.714516417335615,1092.4895889759064,-0.010072644,128.1161379814148,0.021580219268798828,3.719379425048828
90000,8,132.50515460968018,125.56437253952026,31.34292728827644,-2.331361,2.9403418317645524,7.433944029576734,100,23.17018342691211,2.7520036697387695,16.757447675565686,1225.0354788303375,0.0049911803,129.72356820106506,0.028175830841064453,3.719240665435791
100000,9,129.179096698761,122.37805819511414,25.672998397491465,-6.237624,1.902440358208104,10.306676377604564,100,19.68820180659719,2.820781946182251,14.87262200102648,1354.2373778820038,0.012487207,126.33705496788025,0.020596027374267578,3.540410280227661
110000,10,126.3298270702362,119.65644025802612,29.240755237754016,-10.876703,2.154080013475998,11.675507779275925,100,23.02866965763548,2.709627866744995,15.780084571922188,1480.5830800533295,-0.00012533569,123.60005021095276,0.019594907760620117,3.534959554672241
120000,11,128.45200490951538,121.778963804245,39.56120621113021,-23.918766,2.8470323624371083,9.054037666642673,100,23.390595398809232,2.723219871520996,19.321709549965593,1609.0566620826721,-0.0022230102,125.6922812461853,0.03075695037841797,3.5060248374938965
130000,12,113.85613584518433,107.67166233062744,22.914949121452047,-35.52748,3.668904331475162,3.7781111738204682,100,17.553929738384372,2.081174850463867,10.70402122744855,1722.9333720207214,0.0024591186,111.75227403640747,0.020316123962402344,3.650766611099243
140000,13,94.83849692344666,88.39860844612122,-5.5698510110061035,-16.735043,2.3163309256429936,-10.086525922867995,100,1.7689460283289247,2.3553402423858643,-4.621127173255088,1817.793704032898,0.009298279,92.46339297294617,0.018233060836791992,3.631527900695801
150000,14,93.80657386779785,87.13472366333008,3.3043357763354297,0.8303496,5.300533319056619,-8.178064164889179,100,13.796797648414076,2.6470279693603516,1.839544375755718,1911.6211960315704,-0.00863761,91.13636779785156,0.020678997039794922,3.580781936645508
160000,15,92.65089201927185,86.42672777175903,3.969230459813786,0.083495766,5.730218858315333,-7.0440470345421735,100,15.975920628298478,2.151073694229126,2.119088312875902,2004.2927119731903,-0.001325711,90.4801778793335,0.018166780471801758,3.6267971992492676
170000,16,96.82289218902588,90.59706807136536,5.297008181718311,-0.03299375,5.680981844637779,-7.805343634631169,100,15.977767879252687,2.1631457805633545,3.0813422588860453,2101.1375918388367,0.004110107,94.63961696624756,0.01878499984741211,3.6214542388916016
180000,17,93.02477693557739,86.68795490264893,5.439781989365588,-0.11418194,5.524949108315152,-8.92391486765389,100,16.60575036631021,2.346005916595459,3.1365519554471604,2194.182755947113,-0.0006293762,90.65587615966797,0.019833087921142578,3.541731595993042
190000,18,97.20800614356995,90.91214942932129,7.649324969061791,-0.24992493,5.969437730810216,-6.719548914036797,100,17.619566136537152,2.238992214202881,4.029703403726822,2291.4121491909027,-0.002969568,94.9492928981781,0.01832103729248047,3.6161322593688965
200000,19,93.61546492576599,87.10037565231323,9.789915542191855,-0.3858731,5.778374346311899,-5.063717066253713,100,17.619044683861336,2.5099923610687256,5.1987455883639715,2385.054046154022,-0.011796253,91.0832691192627,0.020800113677978516,3.5608227252960205
210000,20,93.13238191604614,86.84934401512146,14.880877286913915,-0.33259764,5.227391338422961,-6.858977937706753,100,19.531149310172175,2.26996111869812,8.10559486875332,2478.2079100608826,0.008716641,90.84251284599304,0.018545866012573242,3.5609569549560547
220000,21,94.25069499015808,88.13526034355164,17.49270887759041,-0.3197931,5.361290993745583,-0.3742063430482735,100,21.65072555234614,2.0477139949798584,9.565616670947064,2572.4804079532623,0.002474066,92.18098878860474,0.020598173141479492,3.6158218383789062
230000,22,92.26374387741089,85.96368980407715,19.389522719437725,-0.38104498,5.478777296881015,-12.804041839220899,100,21.08783674173104,2.345694065093994,10.773034264527611,2664.7653048038483,0.0038669433,89.8978328704834,0.019751787185668945,3.514937162399292
240000,23,93.67590379714966,87.37687253952026,20.36581022217814,-0.3070262,5.595537298469524,-4.291813165570828,100,20.686382951474844,2.078721046447754,11.18290303104999,2758.462700843811,-0.0084428955,91.4006621837616,0.19614100456237793,3.5954976081848145
250000,24,95.25698614120483,88.9898362159729,19.321146128261017,-0.67999923,6.976480930749624,-8.136144529000273,100,26.75490105311559,2.2258388996124268,10.96698724923508,2853.7445828914642,0.0020347228,93.00847887992859,0.021233797073364258,3.5935134887695312
260000,25,93.7500307559967,87.55991768836975,20.948636067353412,-1.5138906,7.076139758231415,-18.589146751055853,100,26.243549474834087,2.1302127838134766,11.892760135755056,2947.517398118973,-0.005634497,91.59984302520752,0.019565105438232422,3.6062967777252197
270000,26,95.42572212219238,88.93308091163635,14.6751153632636,-8.763847,9.124242297264756,-16.379377828546602,100,25.034311226329862,2.3578991889953613,8.605059471681564,3042.9632630348206,0.0074057737,93.04782795906067,0.018319129943847656,3.6923272609710693
280000,27,96.43431282043457,89.82888579368591,14.634055891311466,-25.144444,5.509909788579854,-1.0815390715580309,100,26.123166339121624,2.4419538974761963,10.61882441371954,3139.418070077896,-0.0064188354,93.97056221961975,0.019091129302978516,3.663846731185913
290000,28,102.6823627948761,96.09718990325928,8.072996062680357,-76.58085,5.816683627631668,-2.4133548781925853,100,34.042125493218585,2.211246967315674,10.652505729149427,3242.121376991272,0.0038666565,100.44836115837097,0.021361112594604492,3.91788387298584
300000,29,94.9261429309845,88.1334547996521,18.129807542018316,-12.953957,3.182744569438386,8.517082328023303,100,25.158841807417726,2.370689868927002,15.319365074259835,3337.0771920681,0.01387691,92.53228807449341,0.02043008804321289,3.968109369277954
310000,30,97.2220389842987,90.55093932151794,16.655541712499975,-1.157154,2.7372869878177335,6.828405731599503,100,20.669256556012353,2.2466049194335938,14.370858150338083,3434.3212339878082,0.0115259765,94.94383788108826,0.01901412010192871,3.9646143913269043
320000,31,93.08965516090393,86.60658192634583,16.869786316688984,-0.44968486,3.27353262842235,7.250327051149682,100,21.004678053536026,2.1073648929595947,14.402476064380783,3527.432489156723,-0.005364221,90.9611451625824,0.019479036331176758,3.935986280441284
330000,32,95.63581395149231,88.53669333457947,17.112203463819124,-0.24820581,3.041373415764192,7.507996304970859,100,22.634255459031785,2.6714670658111572,14.66090383716658,3623.0889580249786,0.010485209,92.94351387023926,0.019197940826416016,3.9709744453430176
340000,33,95.202152967453,87.73743534088135,18.12256274337171,-0.17610198,2.859928931586515,8.438354819463283,100,21.848033163686146,3.043950080871582,15.306596313643078,3718.310380220413,0.012238281,92.1374020576477,0.02037787437438965,3.970046281814575
350000,34,98.02842473983765,90.72693634033203,17.07166913858606,-0.123176515,2.9583109983784746,6.869436196634268,100,20.733857599400555,2.864598035812378,14.548159738626056,3816.356824874878,0.0011322617,95.1370496749878,0.025408029556274414,3.9870803356170654
360000,35,96.94662976264954,89.63796615600586,17.792505182639164,-0.07516226,3.2353069222907767,7.6249037861958975,100,27.84017559034046,2.733293056488037,15.006587842581359,3913.325721025467,0.00816037,94.18520903587341,0.0199739933013916,4.12217116355896
370000,36,99.50440692901611,91.89765739440918,17.175134117026047,-0.047631785,3.4607967685452485,5.741500559682849,100,23.432274463308573,2.9030940532684326,14.583830548312099,4012.8536360263824,0.01003403,96.57560229301453,0.025261878967285156,4.23725152015686
380000,37,97.19103479385376,90.5077497959137,17.08568207039713,-0.05348279,3.384299376550993,6.444812849767619,100,24.981090629012975,2.2749857902526855,14.587652011211153,4110.070626974106,-0.0065607284,94.894366979599,0.020546913146972656,3.964432954788208
390000,38,125.97724318504333,119.20225119590759,17.751320376133968,-0.033704214,3.4781950058933027,5.450499231513638,100,25.324962921245394,2.3578941822052,14.999006599373248,4236.069436073303,0.0006363983,123.59861421585083,0.019913911819458008,3.964938163757324
400000,39,94.6901183128357,88.03684711456299,17.14049885926732,-0.029217722,3.1872434232298166,7.550733413383597,100,21.35085912116317,2.2364957332611084,14.674409247603618,4330.788167953491,-0.0012084015,92.43197011947632,0.021209001541137695,3.9738998413085938
