n_timesteps,Time,train-AverageDiscountedReturn,train-MaxReturn,LossBefore,Time-Sampling,train-StdReturn,ItrTime,Time-SampleProc,LossAfter,Itr,train-MinReturn,train-AverageReturn,train-NumTrajs,train-PolicyExecTime,Time-Optimization,train-EnvExecTime
240000,5397.780944108963,-279.09239056404175,-129.25495763494104,0.005655897,269.21407103538513,1.2627723226373713,278.74126291275024,0.05511593818664551,-3.5973423,23,-135.61905373162998,-132.82471327820681,100,262.7097737789154,9.471099138259888,5.9359965324401855
250000,5737.600774049759,-284.3416978581526,-132.3563375666928,-0.0031552308,331.4139471054077,1.3328371908420649,339.7896327972412,0.06678080558776855,-2.739382,24,-138.0613978409644,-135.02308742956885,100,325.1201448440552,8.306081056594849,5.632124423980713
260000,6226.371039867401,-286.64605121366316,-132.5013261336966,-0.001329586,482.64497113227844,1.3097029355123408,488.72168016433716,0.05049395561218262,-2.1860466,25,-138.94570949065576,-135.94639375508777,100,475.7329008579254,6.024248838424683,6.169449329376221
270000,6590.4780559539795,-287.3699600174194,-132.97393805680315,0.011468445,357.1434922218323,1.078721707939835,364.077388048172,0.037017822265625,-1.8577015,26,-138.64590171723862,-136.1618912358593,100,351.3722689151764,6.895213842391968,5.159616231918335
280000,6972.011520862579,-287.8753520725817,-133.1448003087197,0.011042352,373.64708495140076,1.263335828236982,381.5056562423706,0.029872894287109375,-1.7560863,27,-139.60492666636304,-136.4273100760268,100,367.97965836524963,7.826079845428467,5.092958211898804
290000,7265.930917024612,-287.7101669652248,-132.89512978986778,0.0037966606,286.5581169128418,1.1087688678762486,293.87334394454956,0.030822038650512695,-1.6831722,28,-139.15989534652672,-136.31663627258905,100,280.8061852455139,7.28226113319397,5.221733093261719
300000,7619.895388841629,-288.32825610294435,-134.05138789376863,0.0041476204,348.71232891082764,1.0747173606498104,353.87801599502563,0.07690787315368652,-1.651902,29,-139.08305301658095,-136.62960980834984,100,343.16441774368286,5.086071968078613,5.0542778968811035
310000,7882.00408911705,-288.4487454329789,-134.47681208329294,-0.017220428,255.9709975719452,0.9914856542564073,262.08082914352417,0.03729104995727539,-1.6410799,30,-139.05744445262087,-136.63235111453037,100,250.11375093460083,6.070649147033691,5.336705207824707
320000,8300.784065008163,-288.47854751069366,-133.73839392018687,-0.00464906,410.638170003891,1.3020459912997553,418.74806690216064,0.03383660316467285,-1.6165261,31,-139.6896339091839,-136.63237293478568,100,404.50529527664185,8.074970960617065,5.612214088439941
330000,8561.468202829361,-288.17235746653347,-133.73190588893445,-0.005185762,256.41483902931213,1.1448820784406633,260.65552616119385,0.05199599266052246,-1.4713912,32,-139.4110892130485,-136.51378044952543,100,251.3400890827179,4.187148094177246,4.624057769775391
340000,8772.54682803154,-288.44389797900016,-133.56585607040319,-0.015911968,207.3026020526886,1.2238505008015306,210.94788813591003,0.024673938751220703,-1.3165104,33,-139.19638665445015,-136.68068232747675,100,202.19399333000183,3.6200802326202393,4.670691967010498
350000,8956.350852012634,-287.6289776228781,-133.26827754921072,-0.020963704,180.43531680107117,1.2954006302595389,183.7828562259674,0.026767253875732422,-1.2243887,34,-139.84630036305774,-136.30797810344473,100,175.40747380256653,3.3188729286193848,4.590643882751465
360000,9139.868532896042,-287.825526228722,-133.49762810762297,0.010938667,179.5252969264984,1.1893406496729462,183.49032187461853,0.02379584312438965,-1.164281,35,-138.97773786908976,-136.4131620088657,100,174.46263241767883,3.939302921295166,4.607876300811768
370000,9338.038500070572,-287.42082919149993,-132.90367775401302,-0.00018497925,193.59353494644165,1.2534548438334907,198.10534286499023,0.05178332328796387,-1.0993174,36,-138.8090690440462,-136.21975893744363,100,188.13556170463562,4.445878028869629,5.009702444076538
380000,9560.089089870453,-287.66328345116915,-132.82340558557692,-0.024711458,217.87863278388977,1.0702119896105338,222.01412391662598,0.051835060119628906,-1.0888824,37,-138.82832498223814,-136.3677429576879,100,212.1906247138977,4.081934690475464,5.192610025405884
390000,9764.044039011002,-287.5790512808686,-133.5253912781833,0.019832559,198.96700525283813,1.267978579323968,203.92392086982727,0.04483604431152344,-1.0068172,38,-139.53530072357904,-136.31702431799687,100,193.965758562088,4.9101128578186035,4.5573248863220215
400000,9954.842033147812,-287.2325689544806,-133.82784557592254,-0.011487624,186.53537607192993,1.0778829357138544,190.77432227134705,0.019737720489501953,-1.0416399,39,-138.9840799254727,-136.18457525994233,100,181.6203384399414,4.218648910522461,4.50162148475647
410000,10148.406997919083,-287.6168088462133,-133.50993521592594,0.001683432,189.19166612625122,1.1063586844902653,193.54347586631775,0.02417302131652832,-1.0985619,40,-139.21182868706896,-136.3648439059784,100,184.1689009666443,4.325678825378418,4.587724685668945
420000,10399.487524986267,-287.51684436609685,-133.40914672163734,-0.0072413115,246.3799250125885,1.2190632177902199,251.05299925804138,0.03905797004699707,-1.1317933,41,-139.19502446540042,-136.32693686097366,100,241.19314289093018,4.632100820541382,4.744841575622559
430000,10586.081041097641,-287.1453335901652,-133.64113592043162,0.019792145,181.90885186195374,1.0668852808589937,186.56309986114502,0.06824779510498047,-1.0497358,42,-138.48297411378124,-136.11051409010116,100,176.76129341125488,4.584765911102295,4.689429759979248
440000,10764.796873807907,-287.5134584609808,-133.93454059258724,-0.00068818434,174.44624090194702,1.1246264379244744,178.69563102722168,0.01933002471923828,-1.0659037,43,-139.18205283901972,-136.3002883476769,100,169.5619945526123,4.22848105430603,4.474586248397827
450000,10947.462204933167,-287.65016467096115,-133.299688308362,-0.004802619,178.71576714515686,1.2398922078218366,182.64162874221802,0.021478891372680664,-1.0469294,44,-139.70879157713878,-136.40109681250757,100,173.82935285568237,3.903079032897949,4.462089538574219
460000,11127.924510002136,-287.3089008979629,-133.7814302259868,0.00026973724,176.61417508125305,0.9976830464628178,180.43836188316345,0.02065110206604004,-0.9967425,45,-139.08157923903565,-136.20535953978538,100,171.69092559814453,3.801727294921875,4.508780479431152
470000,11451.334879875183,-287.4844233670444,-133.28910481016305,-0.021389836,317.482301235199,1.2137078993004118,323.3900101184845,0.07817602157592773,-1.0322727,46,-138.75488853682592,-136.32617654821146,100,311.15791606903076,5.8280189037323,5.7006590366363525
480000,11737.148101091385,-287.1734988691224,-132.69572214870988,0.0051888293,281.20106172561646,1.2422124929406542,285.76084208488464,0.051748037338256836,-0.99139714,47,-139.2377731759988,-136.15569641445686,100,275.4220640659332,4.5059239864349365,5.273531198501587
490000,12087.044090032578,-287.8503904348611,-133.71590921015616,0.016404418,339.4062292575836,1.1144863411050203,349.8635210990906,0.03527092933654785,-0.9735595,48,-138.94072389501474,-136.47130666754475,100,333.2825200557709,10.419829845428467,5.611780405044556
500000,12604.392589092255,-287.65349472325744,-133.70881320128512,0.006461058,512.0308949947357,1.1836785111261332,517.3196358680725,0.26433420181274414,-0.9995937,49,-139.06807126923462,-136.3865452915328,100,504.66618824005127,5.022740125656128,6.680950403213501
510000,12851.178374052048,-287.53099115257555,-134.31747197111167,-0.0055815466,242.6872398853302,1.0589409050065615,246.73314094543457,0.04811382293701172,-1.0038959,50,-139.75893313723031,-136.33627987449663,100,237.2536211013794,3.9963889122009277,4.937406539916992
520000,13098.39822101593,-287.8558883501423,-133.44833739230185,0.0019165307,243.04109001159668,1.1482468541707895,247.1938669681549,0.029938936233520508,-0.9848986,51,-138.77311312385976,-136.47769119717373,100,237.01447010040283,4.1214001178741455,5.464885950088501
530000,13362.778192043304,-287.6199560751891,-134.11734453827867,0.005241317,259.7190749645233,1.1903835840512078,264.35377073287964,0.0521543025970459,-0.98766464,52,-138.9576514424598,-136.34745015280507,100,254.2109773159027,4.581789016723633,5.006437540054321
540000,13600.65039896965,-287.2974042009055,-133.18458049483354,0.014873253,233.70446491241455,1.2519739091150326,237.83036589622498,0.024383068084716797,-0.9610756,53,-139.22736699716427,-136.22202812430606,100,228.66600799560547,4.099217891693115,4.617347240447998
550000,13776.98219704628,-288.0167228010416,-133.08153939320667,-0.0141383,171.92731189727783,1.0925111768360591,176.30883193016052,0.032089948654174805,-1.0317422,54,-139.73848442365542,-136.55742970712873,100,166.8419051170349,4.3480308055877686,4.444599390029907
560000,13943.5891289711,-287.58650237869426,-132.7012850754643,0.00922533,161.41878414154053,1.1797950640829076,166.58509492874146,0.05358624458312988,-1.056845,55,-139.69067396293863,-136.33964961928837,100,156.60119771957397,5.111366033554077,4.413010120391846
