train-StdReturn,ItrTime,Time-Sampling,train-NumTrajs,Time-SampleProc,Time,train-AverageDiscountedReturn,train-MaxReturn,LossAfter,train-EnvExecTime,LossBefore,Itr,Time-Optimization,train-AverageReturn,train-PolicyExecTime,n_timesteps,train-MinReturn
66.60001930620302,10.01111388206482,9.370898962020874,100,0.10115838050842285,10.011118173599243,-156.16553657216397,156.31953844092433,-0.7823067,3.380136728286743,-0.026124304,0,0.5370786190032959,-65.0806690699605,5.751530408859253,10000,-153.99616854615587
8.279856801477349,9.996773958206177,9.473966121673584,100,0.10535860061645508,20.03624200820923,304.0470001506756,197.68524767693523,-0.92998904,3.4280807971954346,0.027466407,1,0.4172384738922119,175.03821219190039,5.797452926635742,20000,155.5150105814112
13.118962628261507,10.032282590866089,9.54298210144043,100,0.09954214096069336,30.086965084075928,308.1590062151457,191.09007692759866,0.01536958,3.611124277114868,0.014479077,2,0.3895142078399658,169.95660813594523,5.687641859054565,30000,136.99789312256263
11.319978739917623,10.241416454315186,9.807020425796509,100,0.0821695327758789,40.36670970916748,273.0066778395709,184.67643032575984,-0.06188022,3.68887996673584,-0.014373084,3,0.35196757316589355,152.8676707414293,5.8730316162109375,40000,132.85918479077316
4.387374139026988,10.449274778366089,10.039767742156982,100,0.0365595817565918,50.85079503059387,342.87371346377995,193.90788872668927,-0.13417672,3.6808900833129883,-0.023513477,4,0.37131285667419434,186.8738268527025,6.089660167694092,50000,167.3859525235644
1.2176642586254698,10.036149978637695,9.678601503372192,100,0.03482794761657715,60.90903949737549,354.19251081239395,195.44136748776583,-0.5792005,3.5985190868377686,-0.011236511,5,0.3223903179168701,192.88783962925243,5.834550380706787,60000,187.31864279348994
0.7933581322085993,10.102056503295898,9.67190670967102,100,0.06352639198303223,71.03008890151978,355.6411560498549,195.87437551498408,-2.8911376,3.655219078063965,-0.003845433,6,0.3663899898529053,193.83690359169887,5.762882471084595,70000,191.95322328010886
1.9384661728377401,10.386302947998047,9.9106285572052,100,0.09651589393615723,81.43610906600952,342.5482344341043,193.13947338614815,-4.563136,3.6842172145843506,-0.005341144,7,0.3789076805114746,189.4271941579405,5.959219932556152,80000,183.86861448268186
2.257719249693483,10.122419357299805,9.723572254180908,100,0.0909891128540039,91.57844758033752,249.92179406179278,156.1914018309462,-4.77825,3.5888359546661377,0.006703409,8,0.30762624740600586,150.7818000235377,5.855720520019531,90000,146.3678984046621
2.226071745144126,10.109206438064575,9.7088782787323,100,0.07420945167541504,101.70608186721802,246.84650593527817,154.09499672015204,-3.8953125,3.522498607635498,-0.011686536,9,0.3258676528930664,149.3221474838161,5.937463283538818,100000,143.8920662550083
2.1876120783342126,9.872626781463623,9.466480016708374,100,0.07486486434936523,111.59520220756531,246.3903952388443,155.59867274571218,-2.4976664,3.54814076423645,-0.0080756135,10,0.33104515075683594,148.95887835861583,5.666406631469727,110000,144.1926781655064
2.210993666650987,10.159866333007812,9.705707311630249,100,0.09316229820251465,121.77382445335388,245.74127877570533,155.8576251990291,-1.6054523,3.5593671798706055,0.014345032,11,0.36075448989868164,148.4330564366427,5.890764474868774,120000,144.55179045817636
2.5107962389942293,10.14001750946045,9.711386442184448,100,0.09771537780761719,131.93272423744202,247.51785029692823,155.22975343750917,-0.9304811,3.55023193359375,0.010624756,12,0.3306894302368164,149.14599621097727,5.912055492401123,130000,142.97958600794934
2.568778772649462,10.022491931915283,9.643535852432251,100,0.08004522323608398,141.97365498542786,246.93133219767503,155.9860350617639,-0.71763,3.6038877964019775,8.156128e-05,13,0.2986760139465332,148.86458241341995,5.782083034515381,140000,144.14989187169903
3.060012779018271,9.967313766479492,9.588557481765747,100,0.06558775901794434,151.9579141139984,251.20039555539344,157.81271388865832,-0.44703096,3.6032049655914307,0.00655824,14,0.31294989585876465,150.59800285466122,5.734559059143066,150000,143.43231724457956
4.940821796345942,10.134819507598877,9.745846033096313,100,0.09022259712219238,162.11133313179016,247.8207695942605,160.22720227363735,-0.22688662,3.530012369155884,-0.016664552,15,0.2978525161743164,149.3936038640044,5.971306324005127,160000,134.7472721474473
15.364891944923478,10.367793321609497,9.7647545337677,100,0.09362339973449707,172.49702405929565,282.6430846677271,197.28618538877555,-0.15479937,3.642984390258789,0.017513989,16,0.5091714859008789,164.64566070023923,5.867831230163574,170000,131.168118135945
23.914078337945938,9.975501775741577,9.595520257949829,100,0.05308890342712402,182.49136543273926,338.6982152175449,197.5992265566843,0.019483276,3.5594191551208496,0.014581054,17,0.3266561031341553,182.76081279665857,5.783289909362793,180000,55.851945589701074
41.9364253296867,10.11293649673462,9.737849950790405,100,0.0824592113494873,192.62149620056152,-23.314526661444148,127.20053867134912,-0.011803735,3.681663990020752,0.02380257,18,0.29242587089538574,1.8571455510936672,5.797357797622681,190000,-79.88530469440822
49.333214049931506,10.143227100372314,9.721894264221191,100,0.043515682220458984,202.78312468528748,124.01324772762653,182.09956913122264,-0.081309915,3.6136271953582764,0.02981748,19,0.37760376930236816,73.33434487531859,5.827517747879028,200000,-26.212453635354656
3.6628195384279074,10.64905858039856,10.153921365737915,100,0.06387543678283691,213.45490074157715,352.26076210045073,198.57028269045472,-0.06338969,3.6758506298065186,-0.009162927,20,0.4310314655303955,192.09350690074007,6.214978456497192,210000,181.3118767338778
13.936330612456755,10.027665138244629,9.653454065322876,100,0.07124114036560059,223.49919772148132,308.08445297252126,196.08265484842008,0.022836942,3.5605969429016113,0.00649093,21,0.3027462959289551,175.23623106313903,5.838040351867676,220000,141.7041141887296
13.563851695281922,10.219648838043213,9.804596662521362,100,0.09726691246032715,233.73725748062134,285.8447390849709,196.58121999260578,-0.04510038,3.685917854309082,-0.0052980776,22,0.3159651756286621,165.91741245882832,5.87342381477356,230000,135.5255829135029
10.692237235064288,10.413347959518433,10.002754211425781,100,0.10398745536804199,244.17046928405762,328.8155875652096,197.45702478425707,-0.1080655,3.6636455059051514,-0.002916272,23,0.306365966796875,183.54848608537955,6.087489366531372,240000,153.48473422433403
2.209534204541591,10.24906587600708,9.81589937210083,100,0.07226777076721191,254.4395363330841,360.3430627663726,198.21455633002574,-0.13171984,3.5798752307891846,-0.0120857665,24,0.35936617851257324,194.6296153957844,5.952039480209351,250000,187.07970375722152
29.626331448482475,10.163894653320312,9.804349184036255,100,0.036347389221191406,264.62350153923035,252.02766442630417,189.49995186002022,0.037354957,3.582750082015991,0.0057329834,25,0.3229639530181885,133.8846582380968,5.969972372055054,260000,40.03806908214938
36.15347951547673,10.320877313613892,9.92925500869751,100,0.08655238151550293,274.96308970451355,132.1730871033278,162.14115576078137,-0.044952337,3.730325222015381,0.025725428,26,0.3048551082611084,74.79559974150924,5.9282214641571045,270000,9.940485894886367
25.335332141065706,10.096290111541748,9.730269432067871,100,0.06540322303771973,285.08022117614746,297.57801494730126,188.37439591741366,-0.129307,3.598496198654175,0.017903637,27,0.3003978729248047,156.47380515074812,5.87715482711792,280000,46.50640706949831
1.9856493512854678,10.083636999130249,9.735630750656128,100,0.03386664390563965,295.18064045906067,355.2834076919299,198.14909880607547,-0.21470703,3.60675048828125,0.00047824706,28,0.3139076232910156,193.41580307705917,5.878462791442871,290000,186.07272395166288
8.045542958967742,10.248138427734375,9.9218590259552,100,0.04007744789123535,305.44712352752686,325.7156183067987,196.08057620816868,0.030173229,3.7031514644622803,0.017480748,29,0.28598451614379883,182.29803053868645,5.95114541053772,300000,152.76694218441878
10.478700578981709,10.05128026008606,9.696298599243164,100,0.034192562103271484,315.5165042877197,260.63465414221025,180.43866099975233,0.031905323,3.5671281814575195,0.02388252,30,0.32058072090148926,154.99845632004482,5.870470762252808,310000,127.68768843692011
