train-NumTrajs,train-MaxReturn,ItrTime,n_timesteps,train-MinReturn,train-PolicyExecTime,train-StdReturn,LossAfter,train-AverageReturn,train-AverageDiscountedReturn,Time-SampleProc,Time-Sampling,Time-Optimization,Itr,train-EnvExecTime,Time,LossBefore
100,-8.65349921713933,9.310159921646118,260000,-16.53431246831732,5.7492945194244385,1.643373508695913,0.00884812,-12.672011166449163,-18.544841541281833,0.060913801193237305,8.923887491226196,0.3251368999481201,25,2.9284284114837646,246.06995224952698,0.009216565
100,-9.315249681251892,9.703429222106934,270000,-16.605404505964902,5.864409923553467,1.704780374975562,-0.013750952,-13.335625810038112,-19.324780713824175,0.10943794250488281,9.149907112121582,0.4437880516052246,26,2.9961206912994385,255.79159021377563,-0.005536627
100,-9.079802816016574,9.68319320678711,280000,-16.37108646594887,5.832030773162842,1.8923052165043688,-0.0006616333,-13.258638182663308,-19.270270773706734,0.10635972023010254,9.082006216049194,0.49457573890686035,27,2.9875528812408447,265.496951341629,0.006868079
100,-9.290068660895225,9.419944763183594,290000,-16.247286963796167,5.755921363830566,1.6264147746837363,0.0098209595,-12.82546645025733,-18.729844104686936,0.10157346725463867,9.015812158584595,0.30190157890319824,28,2.9815375804901123,274.9338731765747,0.015035032
100,-9.483889278838177,9.462788820266724,300000,-17.157689969730907,5.878610610961914,1.6463814862031056,0.0008237747,-12.97336986258718,-18.9257294011058,0.0994417667388916,9.08022427558899,0.28289341926574707,29,2.9494569301605225,284.41562366485596,0.009512005
100,-8.961772194486864,9.477452993392944,310000,-16.912342382964333,5.825350046157837,1.6235730921720832,-0.029361987,-12.805156970030177,-18.74087068128107,0.03586316108703613,9.126070499420166,0.31531262397766113,30,3.0389857292175293,293.91295289993286,0.0021548767
100,-9.293441136904995,9.352246284484863,320000,-16.229738257033617,5.80760645866394,1.5339243280911319,0.0024641724,-13.10863829767998,-19.12054228611008,0.07106733322143555,8.990747451782227,0.29021310806274414,31,2.9330291748046875,303.282053232193,0.0068217316
100,-9.164068666995139,9.432663679122925,330000,-16.222380608719355,5.826325178146362,1.7127425081782595,-0.025083594,-12.992968763943113,-19.005362273930483,0.035317182540893555,9.074685335159302,0.32242774963378906,32,3.006126880645752,312.73381662368774,-0.0027194305
100,-7.50701245201946,9.511754512786865,340000,-16.26953139324387,5.836262226104736,1.890812351981958,-0.009164117,-12.501441765559118,-18.293013062338137,0.09605813026428223,9.100170850753784,0.3153069019317627,33,3.0081706047058105,322.2621293067932,0.020985937
100,-7.338571899211393,9.826675415039062,350000,-15.751819667710087,6.134570837020874,1.8460270816196578,-0.01894107,-12.25132408956754,-17.922252258410794,0.09165716171264648,9.4542396068573,0.28055357933044434,34,3.060563325881958,332.11681938171387,0.011328045
100,27.582385834590223,9.45547604560852,360000,-14.505411254554113,5.846630334854126,6.700026542088999,-0.06714226,-9.16482417304931,-13.148595567533407,0.06794977188110352,9.086576461791992,0.3007385730743408,35,2.9636807441711426,341.59016013145447,0.006858133
100,28.437437346883108,9.54849362373352,370000,25.36775194030597,5.755796194076538,0.624930304785741,-3.1936748,26.897863035389296,36.55893472314198,0.13111019134521484,9.013110399246216,0.4040555953979492,36,2.995924949645996,351.1585500240326,-0.00027767333
100,30.835373283704087,9.283481121063232,380000,9.41738512057993,5.75855565071106,6.384416149407573,0.1910931,24.29329837606727,37.62153296798336,0.060149192810058594,8.906219959259033,0.3168776035308838,37,2.899317979812622,360.46243929862976,0.0010082077
100,31.78212287754587,9.416234254837036,390000,-1.9554092783482917,5.8978352546691895,9.184939116319141,-0.5257001,16.938830420324088,19.48184932610512,0.1098170280456543,9.007060289382935,0.2991340160369873,38,2.860661029815674,369.8958225250244,0.0016117706
100,27.71445633810973,9.515719652175903,400000,8.053563712598603,5.825785398483276,3.919923937083733,-3.325907,16.05952158380593,19.504635843093137,0.09941291809082031,9.011179447174072,0.4049112796783447,39,2.935274124145508,379.4305753707886,0.017486898
100,24.726828525318606,9.395110845565796,410000,1.209018047928088,5.9212799072265625,5.734675757823049,0.0249958,11.929138896201218,12.565803090163985,0.06845498085021973,9.032527446746826,0.2939009666442871,40,2.8347504138946533,388.84621143341064,-0.016648352
100,17.767600287406513,9.175426721572876,420000,8.791425370139049,5.821213960647583,2.2207225834291044,-0.025306568,12.996110256447075,23.452501521348264,0.09527993202209473,8.753398895263672,0.32651281356811523,41,2.6885459423065186,398.0398585796356,-0.025557104
100,32.628102187205414,9.26403546333313,430000,0.7941327832897105,5.92644476890564,4.929041257896086,-0.05613218,9.66909378790522,12.97163760843203,0.03529930114746094,8.899316310882568,0.3291966915130615,42,2.7245781421661377,407.3212330341339,-0.0023311279
100,31.43083363946056,9.39142632484436,440000,-1.8158577193647703,5.93343448638916,7.356962013134501,-0.04939973,12.173374582884572,15.11233238108237,0.06332635879516602,9.015908002853394,0.3119657039642334,43,2.8284401893615723,416.7307913303375,-0.014691333
100,34.38866805847778,9.197411298751831,450000,3.2480047490212725,5.691231966018677,7.10295276993182,-0.002594477,17.060869968470918,23.47182990483324,0.07172918319702148,8.748416662216187,0.3770477771759033,44,2.8065125942230225,425.94528889656067,-0.010909135
100,30.7810146134631,9.27226972579956,460000,1.5130454179088755,5.736745595932007,5.685644262042591,-0.037436146,18.13396588196641,23.99913772796154,0.07384395599365234,8.808808088302612,0.38938069343566895,45,2.8268651962280273,435.2348210811615,-0.003912671
100,29.70274211888921,9.12521481513977,470000,1.5575105579704047,5.68011474609375,7.426868651015069,-0.030011958,16.09312781721381,22.690789853939396,0.08183550834655762,8.741382122039795,0.3017311096191406,46,2.815711259841919,444.38772344589233,-0.0063837585
100,27.285990641212553,9.288479804992676,480000,2.0083205682704364,5.844810724258423,5.965619389834186,-0.021655634,11.723678567330898,18.731054084009887,0.10117411613464355,8.88464093208313,0.30242204666137695,47,2.7920520305633545,453.69668674468994,-0.008172943
100,29.0249623954853,9.298290014266968,490000,0.2185113158089732,5.864811182022095,5.602367106265543,-0.017976074,11.198770080214144,19.68424563468293,0.1033167839050293,8.878708839416504,0.3159666061401367,48,2.766249656677246,463.0117857456207,-0.0044670654
100,26.02422712998356,9.267719507217407,500000,-0.6236923539325441,5.8408753871917725,5.6372623454900594,-0.04088235,11.572047398486383,21.46113794991041,0.04435443878173828,8.870060682296753,0.3530573844909668,49,2.787524700164795,472.297571182251,-0.0077981567
100,28.265361792036654,9.24813961982727,510000,-2.416803343302374,5.827850580215454,5.763365668997669,-0.052608594,10.894388689554253,20.743727554948435,0.09229731559753418,8.862322807312012,0.29329538345336914,50,2.7858991622924805,481.566828250885,-0.0020207153
100,25.85112905091097,9.223866701126099,520000,-4.592959248763605,5.8497560024261475,4.4579214506337905,-0.024639454,10.435124226087495,22.095537985074884,0.05837440490722656,8.86789321899414,0.29737257957458496,51,2.761721611022949,490.80903911590576,0.0036245696
100,24.06075045891187,9.266968250274658,530000,1.5812391782843869,5.811559438705444,3.46545023473141,-0.008474329,7.271809224709418,16.045817310859675,0.0779259204864502,8.891091346740723,0.2974553108215332,52,2.822725296020508,500.09420800209045,0.011034253
100,10.391378205377611,9.272588014602661,540000,1.6835641276093911,5.853168964385986,2.0509080388696646,-0.03515408,6.563033178815837,15.354569444690119,0.06030869483947754,8.899272203445435,0.3127720355987549,53,2.7941341400146484,509.38592433929443,-0.0038647095
100,24.82773586687635,9.16513442993164,550000,4.783422439675854,5.830317735671997,3.5189814518889317,-0.07816354,11.316245263841804,26.147928899608914,0.07025980949401855,8.804325342178345,0.2902946472167969,54,2.7179906368255615,518.5692181587219,-0.009266327
100,32.7814625527458,9.300413608551025,560000,-5.840419970892852,5.835358142852783,5.621343758738234,-0.023383057,18.382513261266723,28.28817598419101,0.10166811943054199,8.908350944519043,0.2893493175506592,55,2.8258824348449707,527.889235496521,0.0026994874
100,31.98548079212552,9.24143934249878,570000,11.512689896944268,5.7486467361450195,2.7225762199346595,-0.044137355,20.353280986062426,26.756546813656154,0.08639192581176758,8.851690530776978,0.303088903427124,56,2.8588614463806152,537.1495871543884,-0.0130686145
100,31.009485360157694,9.461236476898193,580000,7.285157095034741,5.908890247344971,3.935454300131525,-0.029809594,18.547056855827353,23.17042638858449,0.06503605842590332,9.091318368911743,0.30467724800109863,57,2.926680326461792,546.6295688152313,0.011632886
100,31.966349044261023,9.33195447921753,590000,13.431145996426354,5.735715389251709,3.4191427831510293,-0.031800862,20.593913956328944,28.011085484119295,0.09610986709594727,8.799906015396118,0.4357032775878906,58,2.8110833168029785,555.9768283367157,0.011726083
100,25.6285115775291,9.271157026290894,600000,12.01435743202206,5.738925218582153,2.494661072122937,-0.020641528,18.10057526267751,41.11146524305115,0.11374831199645996,8.691428899765015,0.46572160720825195,59,2.6960511207580566,565.2968401908875,0.004253711
100,25.015692775277138,9.141985416412354,610000,11.351616127670516,5.702775239944458,2.2900295649161224,-0.14001052,17.301496310469656,40.27109357712922,0.06725883483886719,8.632685422897339,0.44058656692504883,60,2.683816909790039,574.4678773880005,-0.013943777
100,32.75696540444097,9.236659526824951,620000,13.977615105856392,5.847684860229492,4.48595699856467,0.0070539764,21.98727805667646,38.60325209070451,0.0677492618560791,8.87069582939148,0.29791927337646484,61,2.774545431137085,583.722903251648,-0.014607709
100,32.19058025198233,9.294029474258423,630000,13.614239598851906,5.878607511520386,5.169844330197102,-0.010266333,21.883973212143463,36.079947131350195,0.03468155860900879,8.944166421890259,0.3147468566894531,62,2.7923049926757812,593.0360021591187,0.014401331
100,33.85357253940631,9.264782905578613,640000,17.505662485647623,5.874179840087891,3.4786762010386765,-0.044396836,23.821269498227966,51.941546467753305,0.06215500831604004,8.895832538604736,0.3065667152404785,63,2.7488174438476562,602.31969165802,-0.0014771698
100,23.18504347225379,9.138514757156372,650000,10.643555975872097,5.778955698013306,2.353763952348957,-0.005221643,18.18472769694572,42.598187905763865,0.06499457359313965,8.771965980529785,0.3013322353363037,64,2.7383410930633545,611.4775366783142,-0.013201761
100,20.808652135633505,9.31537652015686,660000,8.954793361418846,5.911438226699829,2.2309466487099674,-0.043201942,15.510645701445195,36.18917616952353,0.07262158393859863,8.937472343444824,0.3050518035888672,65,2.734153985977173,620.8121852874756,0.011697619
100,24.679641113529097,9.161708354949951,670000,15.248752209354565,5.863534450531006,2.0697042332045537,-0.12771155,20.318834946876716,47.18850399791835,0.04903244972229004,8.808015584945679,0.3029036521911621,66,2.6955792903900146,629.9915657043457,-0.01689939
100,32.86775189028566,9.180776834487915,680000,14.46374019845001,5.885918378829956,3.5034426990281053,0.00099552,24.86365332125642,51.171265882315254,0.05435800552368164,8.8261559009552,0.3000352382659912,67,2.693394422531128,639.1895661354065,0.008230493
100,29.707948194316902,9.392203092575073,690000,13.540848219423983,5.935293674468994,3.878366684722598,-0.082960434,23.861300551170235,44.07700558907573,0.10578274726867676,8.991897344589233,0.2943229675292969,68,2.7670352458953857,648.5988352298737,0.011194281
100,28.77048547863039,8.983408451080322,700000,12.692079835445918,5.601738214492798,3.543737861691333,-0.19772944,23.027966011349477,45.19262138871639,0.08355545997619629,8.585628032684326,0.31400060653686523,69,2.732421875,657.5988874435425,-0.007927856
100,26.622668242386716,9.304543495178223,710000,5.481629739666341,5.93788480758667,4.825393852452511,-0.015509204,16.845369759696197,31.115142200108433,0.061229705810546875,8.921984910964966,0.32110095024108887,70,2.738142728805542,666.9221563339233,0.002567871
100,26.223588372396886,9.17406964302063,720000,12.603108939802611,5.8591015338897705,3.021754981592264,-0.0015152832,20.450604541921564,38.78859355078493,0.06612372398376465,8.806355237960815,0.3013589382171631,71,2.702526569366455,676.1144554615021,0.008446472
100,26.05559612176752,9.086033821105957,730000,10.604171254713133,5.75976300239563,3.6394837444563106,-0.092311405,18.295962076775908,34.995504344461935,0.0868215560913086,8.68696665763855,0.31203413009643555,72,2.6795806884765625,685.2187185287476,0.008438306
100,27.677667854117132,9.074096918106079,740000,-8.10621552681486,5.794855833053589,7.294652551963302,0.012914514,14.078017268156735,28.042926814535054,0.0669095516204834,8.702190399169922,0.3047482967376709,73,2.660879611968994,694.3102617263794,-0.010696839
100,25.966977339105973,9.210121154785156,750000,-8.148104161990673,5.733279466629028,7.414270671048024,-0.005342604,7.689044889007652,13.446235483670243,0.10739779472351074,8.648714303970337,0.4537851810455322,74,2.6625096797943115,703.5394017696381,0.012774037
100,22.234331539160713,9.050596237182617,760000,-2.0284579323594665,5.738835334777832,6.232863707941189,-0.0051926267,6.992261888149982,10.771014273808186,0.09528565406799316,8.661254167556763,0.2938075065612793,75,2.6652393341064453,712.6069831848145,0.001989392
100,24.981134076535966,9.129128694534302,770000,-2.60717022249476,5.794276475906372,7.191590656760886,-0.026467225,10.847127426061327,19.808357739093978,0.06118011474609375,8.76950478553772,0.29819178581237793,76,2.719189167022705,721.7540781497955,-0.0025089378
100,26.214816708085934,9.13107681274414,780000,-1.2781976728341347,5.8485426902771,7.299948233989624,-0.029616449,12.145608240602053,23.94935050416843,0.07192778587341309,8.755090475082397,0.3038294315338135,77,2.6693522930145264,730.9034938812256,-0.014012286
100,27.201132359957974,9.12852692604065,790000,-4.930630559213961,5.78787636756897,6.799882637719918,-0.07238164,17.460254875156114,35.58563810712477,0.06257247924804688,8.75687026977539,0.30886292457580566,78,2.7098441123962402,740.050238609314,-0.019033862
100,28.517453075959583,9.100316524505615,800000,-0.7629824494051203,5.824801683425903,5.516190492068949,-0.028771227,19.228951835588784,40.58668387810925,0.047551631927490234,8.721066236495972,0.33148622512817383,79,2.647847890853882,749.1696207523346,-0.012720288
100,29.056934472629635,9.257161140441895,810000,11.899436798106212,5.90932822227478,3.7801440491097518,-0.012838165,19.996648311745254,39.85176468153263,0.04661130905151367,8.899317026138306,0.31099963188171387,80,2.729377508163452,758.4477453231812,0.0014796386
100,26.79292717109615,9.333579301834106,820000,14.422868188596727,5.866502046585083,2.269577682943281,-0.09201379,22.15531887524013,41.46379229589982,0.11055254936218262,8.857923030853271,0.3648850917816162,81,2.745060682296753,767.8021199703217,-0.00094536133
100,25.675809078407582,9.117551565170288,830000,15.317611205237279,5.686875104904175,2.166022040984457,-0.5811266,21.60808093716124,38.06195407532923,0.08947563171386719,8.714919090270996,0.31292724609375,82,2.7750449180603027,776.93865442276,-0.0026622117
100,24.373360453084665,9.32343339920044,840000,13.481401431844509,5.907040357589722,2.3589061369349507,-1.9227582,19.412056435405955,30.99069647887018,0.06464838981628418,8.937902688980103,0.3206474781036377,83,2.7689616680145264,786.2810714244843,0.005954834
100,27.687517007446544,9.328532457351685,850000,7.832796916087118,5.965586423873901,4.234132631256757,-3.7849655,21.29518045013513,37.43209901317873,0.0330815315246582,8.98513412475586,0.31009674072265625,84,2.768324851989746,795.6274621486664,0.0017878235
100,30.7022013552368,9.371032476425171,860000,12.866870598890273,5.814473867416382,3.7417656149815426,-3.4603117,24.000623911542693,31.24849731110291,0.07108473777770996,8.983047485351562,0.31656575202941895,85,2.9182310104370117,805.0157196521759,-0.010166065
100,21.657173345819523,9.71131944656372,870000,7.146726244713214,5.893510341644287,2.922993281499234,-1.7080522,14.32074024017311,16.763699316214485,0.12386250495910645,9.102080345153809,0.4851713180541992,86,2.959192991256714,814.7455060482025,-0.015523279
100,21.601053336350283,9.587834596633911,880000,6.844209133980887,5.922979116439819,2.83285645203486,-0.22289726,14.4325525840419,16.83478617827468,0.07523512840270996,9.12769079208374,0.38289809226989746,87,2.950809955596924,824.3658871650696,0.012282285
100,21.665832748963446,9.379998683929443,890000,6.56830559368144,5.83196234703064,3.209268232417566,-0.1263205,14.600723586158072,17.099395622962373,0.10893797874450684,8.976300954818726,0.2945432662963867,88,2.891406536102295,833.7639617919922,0.0038533723
100,21.268910069861445,9.289485454559326,900000,7.431250565015025,5.761554956436157,3.063822372400073,-0.057366077,14.680023767898946,17.144905690290173,0.08223342895507812,8.89882516860962,0.3076004981994629,89,2.883401870727539,843.0727677345276,0.027308322
100,22.428636260251636,9.330710172653198,910000,7.891643828128937,5.67803430557251,3.1901030584194063,-0.067849085,14.598588708655011,17.013723839879606,0.03609609603881836,8.84173846244812,0.45265960693359375,90,2.905310869216919,852.4218859672546,-0.0049331514
100,22.209863335019048,9.19218921661377,920000,7.709736788298167,5.679456472396851,3.23555769644547,-0.037793566,14.239199474906272,16.682589944565926,0.03247261047363281,8.859728813171387,0.2998034954071045,91,2.9358017444610596,861.6330165863037,-0.007193515
100,21.901970758238722,9.561014652252197,930000,7.461479786700129,5.841293573379517,3.0743119080668806,-0.012594586,14.258078642602289,16.65782523696877,0.10046529769897461,9.06088662147522,0.3994433879852295,92,2.958179235458374,871.2120893001556,0.0005407074
100,22.03908368131765,9.552191257476807,940000,7.731792380939078,6.048099994659424,2.9998349455018376,-0.04501161,14.78332501406344,17.36110654209375,0.0325925350189209,9.223795652389526,0.2955636978149414,93,2.9276857376098633,880.7835042476654,-0.010718128
100,21.66003450017953,9.377359390258789,950000,8.394269493385021,5.751926422119141,2.783009357860616,0.007808011,14.6426652703081,16.954456147357455,0.08850407600402832,8.985417366027832,0.3032047748565674,94,2.971555233001709,890.1783173084259,0.0063115293
100,21.43150022473664,9.602354288101196,960000,8.592177996493923,6.045116662979126,2.884459720407017,0.018712742,14.732540177614744,17.24949339039799,0.06462645530700684,9.225757360458374,0.3117334842681885,95,2.907552719116211,899.7982995510101,0.019764649
100,22.93088508295743,9.576122522354126,970000,8.240909727421512,5.912112712860107,2.798909211931741,-0.0011325638,14.570691553121646,17.2538836648678,0.09744548797607422,9.089052438735962,0.38941359519958496,96,2.9299519062042236,909.3899617195129,0.0022037567
100,21.071926502070266,9.47182583808899,980000,6.207933930086353,5.811756134033203,2.973882418652954,-0.014022247,14.54541849357527,16.98719268104963,0.10978055000305176,8.957881450653076,0.4039287567138672,97,2.898632287979126,918.8835823535919,-0.0099176755
100,21.89997474250697,9.529266119003296,990000,6.642169603886577,5.99904990196228,3.094319696731907,-0.0032713166,14.830218957490015,17.259294777706632,0.04139971733093262,9.179794788360596,0.30783581733703613,98,2.9282643795013428,928.4314079284668,-0.00058012846
100,22.748393242745333,9.487879991531372,1000000,6.179634862680171,5.898604869842529,3.1881668950578033,-0.0062550446,14.232249001577534,16.55936885290373,0.06822633743286133,9.123523950576782,0.2959327697753906,99,2.9663243293762207,937.9374384880066,-0.004757437
100,21.48143449925308,9.436914682388306,1010000,7.2983062473934615,5.871201992034912,3.171394367327029,0.0013255066,14.772164005564399,17.40452325886945,0.10796022415161133,9.050450801849365,0.27822208404541016,100,2.921114444732666,947.3917384147644,0.002219049
100,20.808950266880814,9.349924325942993,1020000,8.546255656350784,5.825988531112671,2.8425841338126165,-0.0048695747,14.510686498460577,16.959916407875006,0.0565793514251709,8.998375654220581,0.2946803569793701,101,2.9216625690460205,956.7605493068695,0.0007820969
100,22.896497628021255,9.472047328948975,1030000,7.824279336057238,5.873342752456665,3.175471877466791,0.012134942,15.084106616994857,17.820766915882587,0.05280447006225586,9.101888418197632,0.31710243225097656,102,2.9764719009399414,966.2520341873169,0.014927194
100,21.342410897020475,9.269544124603271,1040000,7.541358608438589,5.678381681442261,3.2008352114285668,-0.0031637328,14.27093559869632,16.551235498091174,0.05882120132446289,8.876920461654663,0.3335740566253662,103,2.9562792778015137,975.5380153656006,-0.0014957276
100,21.382060484804118,9.445258617401123,1050000,7.103844477843308,5.862523317337036,3.392321719427065,0.0048892,14.236066865822243,16.572348102271487,0.10409188270568848,9.040928602218628,0.3000302314758301,104,2.9333245754241943,985.0043432712555,0.009141324
100,21.251076432575957,9.504258632659912,1060000,7.549835852694373,5.972596168518066,3.1699404611965516,-0.0028996277,14.884986199798098,17.40093386891777,0.06579089164733887,9.13364028930664,0.3045811653137207,105,2.903474807739258,994.5265920162201,0.006058026
100,21.489334906682817,9.359265089035034,1070000,7.890375724983669,5.828811407089233,3.095387569551471,-0.0022295471,14.293336108323142,16.64624434236741,0.024926185607910156,8.991792440414429,0.34231114387512207,106,2.8982458114624023,1003.9030058383942,-0.0022441223
100,21.967356182211738,9.559182167053223,1080000,7.154183305168751,5.959089517593384,3.10619986785138,-0.00911308,14.92318469080635,17.66910890907728,0.09839653968811035,9.151662588119507,0.30890917778015137,107,2.946636915206909,1013.4821231365204,-0.0026956482
100,21.328243056911262,9.418911695480347,1090000,6.313340762894015,5.826977252960205,3.047797589091134,-0.029667154,14.687886262063932,17.100474051965186,0.06157064437866211,8.96648621559143,0.3906087875366211,108,2.874650478363037,1022.9184322357178,-0.016169697
100,21.328548771067318,9.680605173110962,1100000,7.679729365733525,5.917093753814697,3.2553571302247963,-0.035664324,14.346471173520543,16.747001645176574,0.0921010971069336,9.088665008544922,0.49962782859802246,109,2.915605068206787,1032.618241071701,-0.005442206
100,22.25550168137005,9.359232664108276,1110000,6.249879370869231,5.764209747314453,3.476228036685291,-0.016580032,14.949596726596228,17.603286383605962,0.09297704696655273,8.970969676971436,0.2950618267059326,110,2.953052520751953,1041.9984073638916,-0.0047256956
100,21.1288204328286,9.431823015213013,1120000,6.716729268805448,5.7082295417785645,3.4760453936471922,-0.0038837646,14.482052872799489,16.89220255870028,0.11321520805358887,8.891323804855347,0.42708349227905273,111,2.935004234313965,1051.445909023285,0.008994298
100,22.923109263141363,9.477036476135254,1130000,7.577489671469692,5.914633274078369,3.2401695741123087,0.003385048,14.665179021639368,17.15077699998262,0.05061006546020508,9.096447944641113,0.32953691482543945,112,2.9245128631591797,1060.9784669876099,0.020511193
