Itr,Time-Optimization,train-MinReturn,LossBefore,Time-SampleProc,Time,train-PolicyExecTime,train-AverageReturn,train-StdReturn,LossAfter,train-NumTrajs,ItrTime,train-EnvExecTime,n_timesteps,train-AverageDiscountedReturn,Time-Sampling,train-MaxReturn
20,1.8916800022125244,-198.61495646905726,-0.0077588134,0.020132780075073242,806.9700970649719,24.181466817855835,-74.51160848798439,47.28909666351466,-0.39931455,100,30.375093936920166,3.8472518920898438,210000,-131.24967948306085,28.46175980567932,49.23486743798266
21,1.579348087310791,-196.5082089384662,0.022651782,0.020266056060791016,836.0310339927673,23.38625741004944,-82.31943299940785,57.139893660275774,-0.42750597,100,29.03886389732361,3.6430909633636475,220000,-148.35293100692306,27.437587022781372,60.919235301873876
22,1.7361788749694824,-190.11410585617477,-0.0105872555,0.02092576026916504,864.2569189071655,22.50776481628418,-54.74811685726812,56.868144995501815,-0.16498813,100,28.203857898712158,3.5315024852752686,230000,-96.37304506746209,26.445069789886475,66.48473047765383
23,1.4037532806396484,-152.53123939062374,-0.030506738,0.0302581787109375,891.0017418861389,21.458184003829956,-35.22434536670167,60.03903360662365,-0.22055535,100,26.72313690185547,3.4317946434020996,240000,-58.03104876166269,25.28786611557007,114.96608219732134
24,1.7244572639465332,-169.89285452363256,-0.012892193,0.019513845443725586,918.4470429420471,21.80785822868347,-11.559563304232448,60.44141508426866,-0.2578941,100,27.42351198196411,3.472069025039673,250000,-17.161012109616465,25.678174018859863,116.13890603272108
25,1.7085599899291992,-185.64845219298792,0.008658545,0.019024133682250977,945.5582737922668,21.48854660987854,-18.412918892562413,63.003595484806006,-0.30741477,100,27.089355945587158,3.473106622695923,260000,-30.2404444265338,25.360421180725098,161.64294357434122
26,1.725755214691162,-159.65101614925757,0.03269751,0.01914501190185547,973.2731847763062,22.052490711212158,-24.115352861079373,51.82484405838175,-0.22151299,100,27.693243980407715,3.4977946281433105,270000,-37.59043605257147,25.94685673713684,110.98850012513712
27,1.7336909770965576,-137.53992761589316,-0.0059101563,0.01906609535217285,1000.3120851516724,21.403451442718506,-21.572919413814276,47.14608560356641,-0.42842406,100,27.017562866210938,3.4486641883850098,280000,-36.16465250991311,25.263354778289795,89.16262442410267
28,1.7290658950805664,-119.87273246460768,-0.02065835,0.0195162296295166,1027.052276134491,21.15015172958374,-21.84607526915366,45.529222410310595,-0.7518418,100,26.718976974487305,3.4200127124786377,290000,-42.940488490168484,24.969080686569214,88.07886963572824
29,1.6426641941070557,-156.6979151944805,0.0258167,0.018843889236450195,1053.7094359397888,21.08401393890381,-15.96718491665317,45.09899363883045,-0.7185606,100,26.632496118545532,3.474968194961548,300000,-29.423073369642328,24.969610929489136,133.67573807119754
30,1.3951640129089355,-89.72995790741183,-0.024542017,0.018656015396118164,1080.5475189685822,21.521454572677612,-10.154998341747604,33.86256109740149,-2.303734,100,26.81643319129944,3.4886577129364014,310000,-23.83519917080705,25.4021999835968,69.03250399947984
31,1.7184851169586182,-85.38724895637422,-0.018231835,0.022212982177734375,1108.4625408649445,22.11319589614868,-2.586340488701722,41.868928559541374,-2.7162898,100,27.893344163894653,3.635160207748413,320000,-7.153997106321863,26.151257038116455,110.55115403187084
32,1.6660211086273193,-96.34791040868085,0.04548661,0.01952219009399414,1135.1984128952026,21.11997652053833,-17.625631471359405,40.54394098101192,-0.3134238,100,26.714493989944458,3.5014524459838867,330000,-32.31669205919592,25.0276198387146,95.49354801980436
33,1.6918551921844482,-168.5308794875319,0.014591442,0.01928877830505371,1163.0450110435486,22.117032289505005,-17.905587092534446,38.71166726274546,-0.70305806,100,27.82474994659424,3.5858092308044434,340000,-33.36086121777026,26.112267017364502,69.26018623415506
34,1.6865739822387695,-162.71663869307105,-0.005358014,0.019424915313720703,1189.7892968654633,20.99191164970398,-25.482432823764828,43.4460064416733,-0.6249191,100,26.722683906555176,3.615856409072876,350000,-45.30051243711522,25.016278982162476,79.74821346198125
35,1.7360360622406006,-118.56236415796502,0.019946704,0.01873016357421875,1216.6419968605042,21.126662731170654,-33.974664037740105,33.086316387454694,-0.96056086,100,26.83116388320923,3.5560545921325684,360000,-60.34959948223494,25.076024770736694,43.76802201680592
36,1.7060012817382812,-173.5716063194511,0.012287573,0.019192218780517578,1244.2378430366516,21.883047103881836,-41.174056131265125,34.497169962988,-3.8398583,100,27.574846029281616,3.5689284801483154,370000,-74.77631894017198,25.848268032073975,89.53398033773827
37,1.7072381973266602,-140.00399744584283,-0.014637915,0.01889801025390625,1271.394877910614,21.373382806777954,-53.00438491746809,26.51405724685837,-11.359794,100,27.134643077850342,3.6290414333343506,380000,-93.58471318052132,25.40715193748474,35.38363482965449
38,1.7213399410247803,-85.66779766516952,0.023751412,0.01984882354736328,1299.3882939815521,22.024497032165527,-57.22794192276482,5.246481461023414,-12.120586,100,27.96596097946167,3.788520336151123,390000,-101.14716237298654,26.223076820373535,-42.78991866315226
39,1.7101786136627197,-59.111026472056125,0.027497582,0.019767045974731445,1326.4899609088898,21.208433389663696,-56.83114630760955,1.012987013206546,-0.95291805,100,27.08024501800537,3.734328508377075,400000,-100.64918321830335,25.349846839904785,-53.32079649369763
40,1.7072038650512695,-59.1958952639618,0.040346205,0.019832134246826172,1354.4410729408264,21.994019269943237,-56.90410299126314,1.2414376658890076,-0.4718959,100,27.930222988128662,3.805889844894409,410000,-100.73972145292196,26.199487924575806,-48.39002956408833
41,1.6910648345947266,-59.08311145572708,-0.0044223596,0.018819808959960938,1381.5629169940948,21.28280520439148,-56.85775481646833,1.2805347519453263,-0.36901844,100,27.09911799430847,3.7101268768310547,420000,-100.68639000986346,25.387768030166626,-47.6395564049799
42,1.7170109748840332,-58.887639753114954,0.0110608395,0.019197940826416016,1409.508740901947,22.010815858840942,-57.16015616040994,0.9426717058229025,-0.19810578,100,27.92439603805542,3.770498275756836,430000,-100.99650466189995,26.186749935150146,-55.135088867535536
43,1.677861213684082,-58.976903484882314,-0.022767399,0.01915597915649414,1436.7101600170135,21.343655824661255,-56.944561464570626,1.3300685704098025,-0.16117273,100,27.181042909622192,3.736757755279541,440000,-100.76753407783201,25.482659816741943,-47.06737510598988
44,1.6145219802856445,-59.25056749742753,0.0048549483,0.019482135772705078,1465.3451809883118,22.50178050994873,-57.17357103963292,1.3228637947512842,-0.086997196,100,28.61355710029602,4.046669960021973,450000,-101.03177809375919,26.978167057037354,-47.292458308985644
45,1.697767972946167,-59.246690424787424,-0.0028413285,0.03240680694580078,1497.0016448497772,25.263896465301514,-56.72360087549331,1.5868157173111623,-0.06995813,100,31.634665966033936,4.100983142852783,460000,-100.53178790571306,29.903048992156982,-47.268153436301525
46,2.8281400203704834,-58.753905834254994,0.016410982,0.024048805236816406,1526.3798549175262,22.217179536819458,-56.880251995849015,1.2270326321034053,-0.04322674,100,29.356072902679443,3.8716447353363037,470000,-100.7272603455665,26.503435850143433,-48.343878587286774
47,1.4252028465270996,-59.74149074443512,-0.011032828,0.020528793334960938,1555.3195099830627,23.20667028427124,-56.69765201278291,1.499942395164843,-0.026844097,100,28.916813850402832,3.842927932739258,480000,-100.53893066193254,27.47071385383606,-48.470901612412554
48,1.733128309249878,-59.30614417642132,-0.020823361,0.02044391632080078,1583.5583341121674,22.21715521812439,-56.70349442223308,1.527750728933946,-0.04347273,100,28.21761202812195,3.8424630165100098,490000,-100.51049368071054,26.46272873878479,-47.99888559886589
49,1.7225110530853271,-58.944123536384055,-0.013337774,0.019934892654418945,1611.97851896286,22.350074291229248,-56.999615080959785,1.2026925883852038,-0.03584232,100,28.398253917694092,3.883004665374756,500000,-100.82231328696916,26.654186010360718,-49.05840080933423
50,1.7664809226989746,-59.68467647068701,0.009956969,0.020015239715576172,1639.3922781944275,21.406172037124634,-57.055312572021286,1.0544807194324026,-0.018435216,100,27.392119884490967,3.8011562824249268,510000,-100.93403403698942,25.605190753936768,-53.1250945533864
51,1.6931989192962646,-58.93597138756389,-0.007106151,0.01945805549621582,1666.990741968155,21.64577865600586,-56.9019168011264,1.2790532894119124,-0.037994843,100,27.578119039535522,3.816357374191284,520000,-100.73019727090055,25.865053176879883,-48.72818226592925
52,1.7012989521026611,-59.29290956759215,-0.0065234313,0.01989293098449707,1695.5217270851135,22.544809579849243,-57.039140144956434,1.29784087451129,-0.033639014,100,28.50983500480652,3.8441505432128906,530000,-100.89912556376633,26.788257837295532,-48.29409832469098
53,1.3988819122314453,-58.90308516162166,0.015629956,0.01919412612915039,1724.4637269973755,23.218757152557373,-57.04650543046575,0.958179014331029,-0.0053698244,100,28.920674085617065,3.882520914077759,540000,-100.93673336472494,27.502175092697144,-54.074773862541846
54,1.680743932723999,-59.04939071748572,-0.007795162,0.019783973693847656,1753.9464547634125,23.28343963623047,-56.84930793519896,1.3028189015364444,-0.011816844,100,29.462872743606567,4.048415422439575,550000,-100.67009972893692,27.76103687286377,-48.118269268945056
55,1.7523579597473145,-59.37358302314666,-0.014546834,0.01953721046447754,1782.3150658607483,22.34215235710144,-56.74195756464221,1.8306863441910775,-0.022773605,100,28.346652030944824,3.832644462585449,560000,-100.53205827544447,26.57427191734314,-46.770540569169384
56,1.8164680004119873,-59.100157079005825,-0.018134044,0.019093990325927734,1809.4116508960724,21.00416350364685,-56.983910178746946,0.9363586696944215,-0.049183283,100,27.075921773910522,3.8320324420928955,570000,-100.84656687567758,25.23991823196411,-54.5185819851758
57,1.4960992336273193,-58.70983617140666,0.031161515,0.017620325088500977,1836.575467824936,21.461770057678223,-56.721316044558414,1.2001060555239869,0.030941412,100,27.13710117340088,3.755845785140991,580000,-100.56154405921598,25.62202286720276,-48.819019571750616
58,1.7124552726745605,-59.21731091462347,-0.011275741,0.019073963165283203,1864.082442998886,21.56555461883545,-56.914352329126515,1.4480590537281999,-0.014919161,100,27.480262994766235,3.7810187339782715,590000,-100.73269544531504,25.74741005897522,-47.719384205464415
59,1.6936712265014648,-58.690600927587724,0.028467963,0.020431041717529297,1894.2316069602966,23.913341283798218,-57.022705264795356,0.8035182449920136,0.0034563034,100,30.127834796905518,4.087350845336914,600000,-100.86740820166777,28.41195797920227,-54.9984936203221
60,1.7345938682556152,-59.24503635502825,-0.047429558,0.019516944885253906,1922.9727671146393,22.62890338897705,-56.65467565278354,1.8878585991015138,-0.06512616,100,28.71948790550232,3.9148268699645996,610000,-100.46197956172635,26.96400213241577,-46.997709677744666
61,1.6945691108703613,-59.034076956496584,-0.01545929,0.01963019371032715,1949.7604718208313,20.855350971221924,-57.000281123240704,0.9096034657306593,-0.03250888,100,26.766210079193115,3.798410654067993,620000,-100.85151847426302,25.0515456199646,-54.42276103447538
62,1.6488621234893799,-58.91631269911308,0.0049530915,0.022869348526000977,1976.6583759784698,20.95308232307434,-57.09957249349784,0.9210887682918868,-0.004090998,100,26.876993894577026,3.8376259803771973,630000,-100.94423613272782,25.204576015472412,-53.9409518993379
63,2.0751092433929443,-58.643278168806596,0.010468826,0.01645517349243164,2003.4375219345093,20.389209985733032,-56.93139207467947,0.9494485432538394,-0.03204266,100,26.758395195007324,3.7942404747009277,640000,-100.7735527676866,24.666438817977905,-54.319125485128026
64,1.3785972595214844,-59.090367702845704,0.011568291,0.01929926872253418,2029.8662118911743,20.784265995025635,-56.92751214778816,0.9082080685162742,-0.013935909,100,26.411067008972168,3.8264992237091064,650000,-100.7604063643065,25.012744903564453,-54.16566088124467
65,1.670145034790039,-59.0750310972931,0.0070136003,0.01900506019592285,2057.4021179676056,21.541207313537598,-57.05070777118958,1.2900589376288252,-0.019659216,100,27.515949249267578,3.879080295562744,660000,-100.90220321553343,25.82547116279602,-48.35195839764451
66,1.6108782291412354,-58.8636576505228,0.015722252,0.019201040267944336,2084.6082808971405,21.257535934448242,-56.59692632194523,1.5447413509470245,-0.045746922,100,27.184613704681396,3.8848936557769775,670000,-100.3959244441887,25.553112745285034,-47.67588261445417
67,1.425157070159912,-59.01994042122561,-0.009745775,0.020733118057250977,2111.5909037590027,21.298573970794678,-57.09724399111065,1.2465110397860253,-0.098934375,100,26.960840940475464,3.8116445541381836,680000,-100.96403195943252,25.513612031936646,-47.97409952265598
68,1.686927080154419,-59.44362687309663,0.015107001,0.01920628547668457,2138.747606754303,21.22635054588318,-56.69613914208263,1.6761699249213229,-0.09533449,100,27.135384798049927,3.769651174545288,690000,-100.53199725379102,25.42597794532776,-48.86027312439331
69,1.739349603652954,-59.62637117059923,0.007904174,0.01965498924255371,2166.158435821533,21.33305859565735,-56.82850221523312,1.273462872845403,-0.080017306,100,27.38965606689453,3.881525993347168,700000,-100.64047485152263,25.629210948944092,-48.525220373338385
70,1.7093417644500732,-59.36809774723978,-0.015477503,0.01953291893005371,2194.051996946335,21.841928958892822,-57.04967963427635,1.0065581424687005,-0.044285584,100,27.867772102355957,3.854628562927246,710000,-100.88465728066356,26.13763403892517,-54.19080126394254
71,1.6525659561157227,-59.03120648171859,0.008709628,0.020196914672851562,2220.4350509643555,20.516438961029053,-56.950645444033874,0.9359650490217235,-0.011944379,100,26.361053943634033,3.7752320766448975,720000,-100.79716364373876,24.687819004058838,-54.55494763538181
72,1.6756260395050049,-58.86087683206723,0.010686171,0.01993703842163086,2247.431818962097,21.01091766357422,-56.96975528660449,0.9342595452718595,-0.0128260525,100,26.975924968719482,3.8439807891845703,730000,-100.79667457225217,25.278910160064697,-54.17014473387943
73,1.624243974685669,-58.56245844240213,-0.005743329,0.01874828338623047,2273.890294075012,20.600645780563354,-56.872029625063995,1.0532718694080854,-0.035518892,100,26.432641983032227,3.777804136276245,740000,-100.69999596261802,24.788023948669434,-49.09987858783378
74,1.6608381271362305,-59.07818427432136,0.009441341,0.019281864166259766,2300.275937795639,20.465516567230225,-56.96280986764002,0.9118522234932828,-0.016282205,100,26.364330053329468,3.7846779823303223,750000,-100.8155558417395,24.682493925094604,-54.99100111603908
75,1.420781135559082,-59.0503685184442,0.013767838,0.019249916076660156,2327.4028289318085,21.474965810775757,-56.86798745547101,1.2613230409666791,-0.0072737867,100,27.105774879455566,3.7848308086395264,760000,-100.69435797872302,25.66423487663269,-48.47186566018985
76,1.575145959854126,-60.122689737838385,0.0081560705,0.018825054168701172,2353.600665807724,20.412292003631592,-56.953836598659585,1.2097826128824627,-0.0022495498,100,26.16113805770874,3.7485201358795166,770000,-100.82878923941279,24.56576180458069,-49.04736203103369
77,1.6768450736999512,-58.956895117394104,-0.011003066,0.019744157791137695,2381.2898819446564,21.7086181640625,-56.85311845011257,1.1077610576434287,-0.01428846,100,27.667813777923584,3.843353033065796,780000,-100.7011123893405,25.96977186203003,-48.790272069439204
78,1.669825792312622,-59.10216688631575,0.0010101395,0.018893003463745117,2407.917189836502,20.6364483833313,-57.059297097061005,1.0184368205323886,-0.008831756,100,26.60609793663025,3.8733718395233154,790000,-100.90819190602433,24.91483783721924,-54.06139601330317
79,1.6913771629333496,-59.134162860247294,-0.026820593,0.019338130950927734,2433.8124549388885,19.97480010986328,-56.94578920879232,0.9438508572933648,-0.046320204,100,25.874467134475708,3.7877016067504883,800000,-100.78262740369466,24.163235902786255,-54.91593614455141
80,1.6494390964508057,-58.97828549521126,0.035042305,0.019317150115966797,2460.5256888866425,20.664387226104736,-56.76496826226369,1.6437546460668426,0.028291183,100,26.693021059036255,3.9270780086517334,810000,-100.58764395674362,25.023736000061035,-47.07312010413979
81,1.6622710227966309,-58.591444308233065,0.021498213,0.019606828689575195,2487.580430984497,21.195699214935303,-57.03875200447539,0.8470309610857035,0.013486939,100,27.033668041229248,3.759373664855957,820000,-100.86108672195358,25.3504581451416,-54.510892197530644
82,1.6287951469421387,-59.199322780025895,0.007379364,0.026126861572265625,2514.060704946518,20.591254472732544,-56.8440973376724,1.0057191194952688,-0.018803755,100,26.458407878875732,3.8086647987365723,830000,-100.6828566264192,24.803025245666504,-54.435290539949214
83,1.5988819599151611,-58.917767831119434,-0.011378264,0.01943492889404297,2540.5715930461884,20.592331886291504,-56.928693984154826,1.1973932606623838,-0.039431937,100,26.489915370941162,3.8512747287750244,840000,-100.77624180664188,24.871189832687378,-50.05501665633933
84,1.6424100399017334,-59.0906863485897,-0.019000797,0.019622087478637695,2566.814659833908,20.321178674697876,-57.14391739976282,0.9208570121667982,-0.04134983,100,26.222113132476807,3.830434799194336,850000,-101.00964128515601,24.55966067314148,-53.833385043154294
85,1.6311712265014648,-59.366951785774035,0.0140735,0.019689083099365234,2593.1422510147095,20.249550104141235,-56.90326363387414,1.1609428263660955,-0.019026024,100,26.30636167526245,3.9869909286499023,860000,-100.7171551646893,24.655085802078247,-48.61243543605406
86,1.7886872291564941,-59.660672483369204,-0.013987472,0.019245147705078125,2619.9066257476807,20.725841283798218,-56.891518038400655,1.2966255027790208,-0.008885109,100,26.7432599067688,3.80081844329834,870000,-100.74333939834419,24.934932947158813,-48.32661977425993
87,2.009932041168213,-59.76200864042462,-0.013180587,0.019345760345458984,2646.1351771354675,19.94326639175415,-57.18824031918462,0.8413548893212505,-0.02441868,100,26.207266092300415,3.828402519226074,880000,-101.0475827426403,24.177639961242676,-55.34336389126717
88,1.6745553016662598,-59.474137405965244,-0.0022746536,0.01893019676208496,2671.04593706131,18.98154377937317,-57.165339720042304,0.8901272268435633,-0.006604036,100,24.888193130493164,3.7941854000091553,890000,-101.03108259978872,23.194135189056396,-55.311798602002796
89,1.6333119869232178,-58.80610826698153,-0.012060225,0.02003788948059082,2696.9769361019135,19.979870319366455,-57.1135109223639,1.3356353462669657,-0.03845056,100,25.90921401977539,3.812678098678589,900000,-100.93527776859011,24.255468130111694,-47.8153921884991
90,1.4011108875274658,-58.86051370336506,-0.022496924,0.020511865615844727,2722.567083835602,19.964275598526,-56.65975452370955,1.7508943685420542,-0.04432643,100,25.568957805633545,3.7746078968048096,910000,-100.45916718562569,24.146932125091553,-47.53303732129756
91,1.7936627864837646,-59.0302728044316,-0.008249921,0.024826765060424805,2748.337189912796,19.720839262008667,-57.19338880841038,0.9877275046077901,-0.007479388,100,25.7494797706604,3.802093029022217,920000,-101.06223793539267,23.930540084838867,-54.72646421749289
92,1.6274499893188477,-59.16247051090503,-0.0010665497,0.01847696304321289,2775.1656970977783,20.85737133026123,-56.99266867037594,0.9520913913382022,-0.009809114,100,26.808064937591553,3.8827784061431885,930000,-100.82509256260003,25.16175103187561,-53.789734274096006
93,1.635462760925293,-58.958398922511115,-0.013996691,0.019364118576049805,2801.1989970207214,20.094284057617188,-56.99474897831555,0.8313830993236011,-0.022144735,100,26.011144161224365,3.848116636276245,940000,-100.850258429718,24.3559148311615,-54.85183970147293
94,1.4378869533538818,-59.159239813383394,0.0025692917,0.018825054168701172,2826.7293598651886,19.857197284698486,-56.921847154062114,1.3960031513102937,-0.007624283,100,25.50912117958069,3.79044771194458,950000,-100.74923709226195,24.05185294151306,-46.68642667667088
95,1.6388850212097168,-59.82846455292902,0.038799703,0.019465208053588867,2852.32909989357,19.711164474487305,-57.12145674757773,0.9457819924893899,0.032098275,100,25.572799921035767,3.8043668270111084,960000,-100.95976775528881,23.914061784744263,-55.14373912166477
96,1.6083590984344482,-58.85913089050885,0.011799858,0.019085168838500977,2878.176425933838,19.850239276885986,-56.859880262786284,0.8634218331632635,0.0038084656,100,25.819241046905518,3.923048496246338,970000,-100.69092931725703,24.19139814376831,-54.18469864288286
97,1.7414143085479736,-59.0392731298309,-0.0016051743,0.01774883270263672,2903.872318983078,19.691806077957153,-56.95489371478171,0.8967542074776902,-0.01126112,100,25.673514127731323,3.8121743202209473,980000,-100.80216408682898,23.91402006149292,-54.8304772257005
98,2.227771759033203,-59.097918598762426,-0.004999505,0.019433975219726562,2929.118268966675,18.766724109649658,-56.98580266601009,0.835480546294831,-0.018712651,100,25.224239110946655,3.803529977798462,990000,-100.82931812217443,22.976582050323486,-55.44773814045745
99,1.5786762237548828,-58.98481867670268,-0.03307304,0.019158124923706055,2954.137613773346,19.09469985961914,-56.77254738846418,1.3609440241071569,-0.034199737,100,25.001602172851562,3.8906614780426025,1000000,-100.59593007859985,23.4024817943573,-47.31313660656781
100,1.5850245952606201,-58.90223731140097,-0.0043248064,0.019565820693969727,2980.9874148368835,20.948450088500977,-56.93475714546687,1.0362874131979904,-0.02790278,100,26.828717708587646,3.857987880706787,1010000,-100.77808235014831,25.223687887191772,-54.31323277732425
101,1.6250131130218506,-58.79555963890308,-0.023906693,0.019583940505981445,3006.329878091812,19.493708848953247,-56.87551615064686,1.2349623106261445,-0.0461475,100,25.320948839187622,3.781707763671875,1020000,-100.70801149734226,23.67597270011902,-48.06562978879588
102,2.4869019985198975,-59.554092161086416,-0.003642694,0.024689912796020508,3032.7930738925934,19.696766138076782,-57.20320461304225,0.9257473399435416,-0.0075443857,100,26.440253257751465,3.825500249862671,1030000,-101.05201201164857,23.928282976150513,-54.78222800751269
103,1.5700337886810303,-59.13632411837134,-0.010114998,0.019385099411010742,3060.2380318641663,21.631449222564697,-57.04695738286292,0.9958067883398253,-0.038097374,100,27.42260503768921,3.807062864303589,1040000,-100.89796038661203,25.832775831222534,-53.98316415099418
104,1.5840489864349365,-59.214183904951106,-0.018828304,0.01987290382385254,3085.9547810554504,19.87715768814087,-56.90462235869301,0.8606549429391485,-0.025540378,100,25.696275234222412,3.806997060775757,1050000,-100.73982885762152,24.09183931350708,-54.84224598308788
105,1.5650622844696045,-58.7599060147596,-0.031448696,0.01969003677368164,3111.372492790222,19.492599725723267,-56.97461311050312,1.4759155371608406,-0.043592695,100,25.397594928741455,3.9131057262420654,1060000,-100.7879704123151,23.81238865852356,-48.28604347962115
106,1.5858237743377686,-59.78479091022494,-0.029175121,0.018352985382080078,3136.8523740768433,19.625991821289062,-57.021845974353454,1.3000899000337223,-0.026929235,100,25.458919048309326,3.821596384048462,1070000,-100.87635130534156,23.854340076446533,-48.78438441400943
107,1.8384029865264893,-58.987503326245196,-0.013375093,0.02216315269470215,3163.129067182541,20.109314441680908,-57.03127944283217,0.8779394204771654,-0.019212004,100,26.255733728408813,3.8730547428131104,1080000,-100.87422350049253,24.39396095275879,-54.68340957553459
108,1.4633617401123047,-59.24205377460707,0.024096332,0.02071070671081543,3189.0337359905243,19.949308395385742,-56.81286158479702,1.2385396846110355,0.012217797,100,25.882405042648315,3.8550727367401123,1090000,-100.64912515672383,24.213644981384277,-49.23643508716123
109,1.6867377758026123,-59.65252850215417,0.011933477,0.022179841995239258,3216.2064909934998,21.170665502548218,-57.08360337395653,0.9879796924949238,0.0041879364,100,27.15172290802002,3.8454744815826416,1100000,-100.9603020290466,25.441274166107178,-54.920723618427765
