train-AverageReturn,Time-Sampling,Time,n_timesteps,train-EnvExecTime,Itr,train-StdReturn,ItrTime,LossAfter,train-PolicyExecTime,train-NumTrajs,Time-SampleProc,train-MaxReturn,LossBefore,Time-Optimization,train-MinReturn,train-AverageDiscountedReturn
-66.03862462094924,9.130948781967163,9.893006086349487,10000,3.3366386890411377,0,66.1366790991052,9.893001317977905,0.07190236,5.560362815856934,100,0.06440615653991699,156.0399560933683,0.09644033,0.6973428726196289,-151.41579700933943,-157.91916983776312
188.3906921040277,9.267393827438354,19.672698497772217,20000,3.4586031436920166,1,32.193223248448575,9.740208387374878,-0.01675697,5.567549705505371,100,0.03811955451965332,202.19031056774924,0.008753827,0.43448305130004883,-122.64701327317073,337.67480091007894
184.04215357495232,9.440963983535767,29.527855396270752,30000,3.567559242248535,2,56.44568547114388,9.827385425567627,-0.013603921,5.624166011810303,100,0.07303500175476074,201.82511230456697,0.0131511595,0.30783867835998535,-103.887999529681,335.1816316704333
198.2245663333184,9.588820934295654,39.52253603935242,40000,3.531327724456787,3,1.7274178630117973,9.975122690200806,0.011443093,5.810175895690918,100,0.07087945938110352,201.46527203004806,0.017327167,0.3149528503417969,191.45986460370403,363.61927333407914
198.26055713147952,9.544247388839722,49.451263666152954,50000,3.4999639987945557,4,1.1812426123241455,9.911259174346924,0.019984601,5.763821363449097,100,0.061644554138183594,200.72702381749517,0.021805456,0.305112361907959,193.75079711888293,363.8174075495756
198.4171580482414,9.567289590835571,59.379619121551514,60000,3.5899670124053955,5,1.1831224685703545,9.909339904785156,0.017376447,5.735140323638916,100,0.05631422996520996,200.61509136572874,0.022442292,0.2855093479156494,194.50601083496463,365.0109358167311
198.29029318658775,9.599977731704712,69.44343066215515,70000,3.515611171722412,6,1.1260427857207167,10.045696258544922,0.028407108,5.820429086685181,100,0.12042474746704102,200.73766935720252,0.02745134,0.3217732906341553,195.72996169180533,364.69698621256737
198.5556741752594,9.464132070541382,79.47162365913391,80000,3.5177695751190186,7,1.2328379214648342,10.010924100875854,0.019926438,5.6900858879089355,100,0.13909149169921875,201.85554949625745,0.023016622,0.4072847366333008,195.46487144719643,364.76953842815675
197.54067565200586,9.522395849227905,89.5630304813385,90000,3.5627098083496094,8,1.3995374120973012,10.071784973144531,0.010695061,5.703146457672119,100,0.1218254566192627,200.40564945006778,0.02335826,0.4266166687011719,193.95640211449387,364.38656873255024
199.4639226671451,9.435482740402222,99.6808488368988,100000,3.5463809967041016,9,1.1355600822110812,10.092686176300049,0.012794998,5.627634048461914,100,0.1642453670501709,202.0579921013788,0.02322045,0.492725133895874,195.64626743659434,366.17340598740293
195.33083347502284,9.364198207855225,109.6134889125824,110000,3.5226879119873047,10,2.8919829402128143,9.91565489768982,-0.010325605,5.587409973144531,100,0.06982874870300293,201.4297793186267,0.02075651,0.4813852310180664,188.4639159966905,358.19305443410246
198.71808265453927,9.640144348144531,119.84975337982178,120000,3.614891529083252,11,0.9511079771025146,10.205797672271729,0.026705032,5.775285720825195,100,0.045706987380981445,201.37829427300312,0.0223391,0.5196974277496338,196.07298060025153,363.3831200893401
198.80342798830955,9.653325080871582,130.02199029922485,130000,3.6228384971618652,12,1.1601805574341584,10.141241312026978,-0.0068834946,5.786652565002441,100,0.0971689224243164,202.05390248669306,0.017206712,0.3862459659576416,193.69971121855266,363.3535031951424
199.49418358069718,9.476087808609009,139.93737649917603,140000,3.4910168647766113,13,1.092378892654669,9.89823842048645,0.0011145477,5.73274040222168,100,0.11262655258178711,201.82741230534285,0.0266052,0.3092217445373535,195.962611268241,366.4096180273676
196.95144683693678,9.424818992614746,149.90508270263672,150000,3.5312559604644775,14,3.6651703929463757,9.951486110687256,0.04084954,5.637233257293701,100,0.059320926666259766,204.98074337982973,0.043435536,0.4671056270599365,186.7909744351626,361.51021767267326
200.31520567748998,9.620933532714844,160.10635590553284,160000,3.5577826499938965,15,1.5241505870233607,10.184514999389648,0.04358448,5.808960437774658,100,0.11252093315124512,206.04871904240295,0.044130605,0.45085811614990234,196.42104048536112,369.53516790182846
200.57583746219626,9.366953611373901,170.1198489665985,170000,3.5037682056427,16,1.7648015104613604,9.985214233398438,0.050703872,5.615373373031616,100,0.12865281105041504,206.89575626606444,0.052564997,0.4884974956512451,197.0484866468254,370.0268361630796
200.45895168073508,9.537636518478394,180.2049641609192,180000,3.518214225769043,17,2.03361004115028,10.062290906906128,0.054503135,5.750376224517822,100,0.10428071022033691,206.50202322822912,0.05565104,0.4198768138885498,196.38810598354928,370.5573114432099
200.67649133087863,9.743453025817871,190.39186811447144,190000,3.638329267501831,18,1.7668534624341323,10.166781425476074,0.037088666,5.858145475387573,100,0.11177682876586914,208.1897906516871,0.03992139,0.31112170219421387,196.97974990772985,370.6182631781085
201.36062556147735,13.091704845428467,204.00328850746155,200000,3.7137975692749023,19,2.4972206910427945,13.593498706817627,0.06550585,9.107316493988037,100,0.08857131004333496,208.6469683849039,0.06652975,0.40505146980285645,196.40664234390127,372.8024337693464
201.32285487409956,16.863336324691772,221.61885285377502,210000,3.79692006111145,20,1.546412377848042,17.59469771385193,0.027077392,12.73948049545288,100,0.11221957206726074,205.82952978763734,0.031130783,0.618908166885376,198.3206366808989,372.6338812236356
201.34148877204802,14.17251706123352,236.64224886894226,220000,3.73008131980896,21,2.7157760292891395,15.004327058792114,0.058930114,10.129178524017334,100,0.1105508804321289,209.13427528252396,0.062127735,0.7206575870513916,196.96226808950436,373.3418315279703
203.00094906109956,15.596171379089355,253.09550547599792,230000,3.7032201290130615,22,3.860155142462645,16.43063998222351,0.04694941,11.59865140914917,100,0.10654044151306152,216.5939080964916,0.050015736,0.720545768737793,195.10046828837878,378.6056439461334
203.49899456500577,17.259501218795776,271.14335680007935,240000,3.9336490631103516,23,4.4139746619380364,18.009804248809814,0.041044887,13.023633003234863,100,0.12312173843383789,212.7520267451652,0.043880824,0.625741720199585,193.19266834452213,380.22688258063187
