Time-Optimization,ItrTime,train-PolicyExecTime,train-AverageDiscountedReturn,Itr,n_timesteps,train-NumTrajs,train-EnvExecTime,train-StdReturn,LossBefore,LossAfter,train-MaxReturn,train-MinReturn,Time-SampleProc,Time,train-AverageReturn,Time-Sampling
13.482945919036865,156.40531826019287,137.57162523269653,-1.1524872622965934,0,10000,100,4.7476887702941895,3.1971234942085203,0.0042200196,-1.5187527,8.04900087611365,-8.845885603088973,0.03384685516357422,156.40532207489014,-1.1288877250303344,142.8877317905426
3.677988052368164,133.990070104599,125.13474082946777,10.143044145065822,1,20000,100,4.341048717498779,3.754597035454536,-0.007285498,0.07814106,16.176704045571988,-4.334893261611165,0.16039085388183594,290.6604449748993,5.589862578451809,130.15028715133667
3.309960126876831,136.74214696884155,129.06022310256958,13.959485398805011,2,30000,100,3.887683391571045,4.275444386819897,0.013682526,0.016612183,23.558595210275058,-0.5340540529148312,0.022221088409423828,427.56013917922974,7.484562983387168,133.40832209587097
3.2690298557281494,137.94043588638306,130.47042512893677,25.60781036483947,3,40000,100,3.730055570602417,7.513277771510589,-0.015445623,-0.13075714,29.779946853058046,-0.5262990646929417,0.02279806137084961,565.5241422653198,14.013947807475061,134.6447217464447
3.0537731647491455,134.19414710998535,126.53571152687073,38.80940619955541,4,50000,100,4.15033745765686,4.666181566758983,-0.011084571,-1.7854502,32.489315045467954,9.227965141792616,0.020242929458618164,699.7397561073303,24.747505772647628,131.11862587928772
4.034621000289917,130.55274510383606,122.20694756507874,24.338795846062695,5,60000,100,3.8820741176605225,3.594923350204579,0.016356457,-2.5396113,26.688585965285057,8.580786244242004,0.019247055053710938,830.463415145874,18.996083089473515,126.49732398986816
4.406777858734131,128.97752690315247,120.06130456924438,6.123080393305709,6,70000,100,3.84770131111145,3.7173100776699775,0.013309405,-2.37801,21.458395083605122,-0.8996952062173831,0.19478797912597656,959.462648153305,8.669864644733968,124.37540030479431
3.872652053833008,134.32438611984253,126.11240768432617,-7.424556605339339,7,80000,100,3.868669271469116,3.3105638496492427,0.0027753601,-2.3275497,10.651742407660885,-7.199314246013952,0.019453763961791992,1093.8083801269531,-0.7706397590325317,130.40136790275574
2.8866660594940186,133.91377806663513,126.3003499507904,-13.321249648447612,8,90000,100,4.25733208656311,2.1385867381791646,-0.001029982,-5.3164186,2.3004269040425425,-11.49554021562719,0.022152185440063477,1227.786649942398,-6.50126457748758,131.00335001945496
2.8011996746063232,130.15028500556946,122.93338561058044,-11.994858850532813,9,100000,100,3.9781334400177,2.009505988332271,-0.012542005,-8.39914,-2.377079569229613,-11.211976386157858,0.02241802215576172,1357.9589331150055,-7.563433595585418,127.32596206665039
3.571929931640625,127.25492095947266,119.38233351707458,-0.19412599348586831,10,110000,100,3.861762523651123,7.454061047780049,0.0012749756,-3.6581087,9.299511962145694,-15.701570205842287,0.01887202262878418,1485.2343981266022,-3.8472976512306722,123.6632719039917
3.277387857437134,129.64259219169617,122.07613277435303,-2.591116671595056,11,120000,100,3.831608533859253,6.332403057898558,0.010962216,-0.66051877,8.922372343230679,-13.835486072009903,0.05250883102416992,1614.9227740764618,-5.151494897445522,126.31150674819946
2.4895191192626953,111.06771302223206,104.23472714424133,-7.759974766918423,12,130000,100,3.8976686000823975,5.444095682823563,0.00060120237,-0.017312206,5.288353414296359,-13.822818924967118,0.019464969635009766,1726.0142521858215,-5.58700423961705,108.55731892585754
3.2617809772491455,95.55103588104248,88.16364216804504,0.3304013004692324,13,140000,100,3.6767585277557373,3.563920114353389,-0.012872583,-0.0008979858,6.956241610371068,-11.721293485649628,0.018563032150268555,1821.585823059082,-0.8513584641756367,92.26914882659912
3.130764961242676,93.81108093261719,86.54341006278992,0.3034815495856124,14,150000,100,3.6924033164978027,3.339226789266263,0.0027130553,-0.42041224,2.8340334508110914,-14.980839944108213,0.01890420913696289,1915.4144132137299,-0.908464924777848,90.65993094444275
3.785006284713745,93.75520515441895,85.77970218658447,-9.721030855719743,15,160000,100,3.747779607772827,6.26060611378156,-0.0017666381,-0.5779919,3.456114272699773,-15.72211761140356,0.019308090209960938,2009.187958240509,-6.3618953501219835,89.94948887825012
2.1125690937042236,97.19072723388672,90.598797082901,-19.682226882003555,16,170000,100,4.022584915161133,1.673955359708659,-0.0017211487,-0.030466022,-8.820275070443735,-16.70267075691064,0.019927024841308594,2106.3999812602997,-13.272094127126708,95.05670976638794
2.2544801235198975,95.888258934021,89.12719750404358,-19.40155954268628,17,180000,100,4.055199861526489,1.6784206515528952,-0.010221818,-0.03817158,-9.965652019094394,-17.201829947870635,0.019849061965942383,2202.3091270923615,-13.291068000645778,93.60632109642029
2.024812936782837,95.74906897544861,89.13723182678223,-19.164439061442042,18,190000,100,4.142881631851196,1.5550689839066212,-0.008956369,-0.037569404,-9.601997470763907,-16.34191596114866,0.019002199172973633,2298.079122066498,-13.16275680114201,93.7039122581482
2.2371811866760254,95.5259108543396,88.6758337020874,-19.43039038022192,19,200000,100,4.032844066619873,1.7983547138866454,-0.008123683,-0.028449353,-8.614295753201846,-17.0876514172384,0.15578508377075195,2393.6276450157166,-13.35969552524027,93.13147902488708
2.2115750312805176,94.02909183502197,87.40308022499084,-19.248825282436496,20,210000,100,3.9743340015411377,1.7276378304653546,-0.025005214,-0.04262447,-9.36512777355658,-17.435601371927277,0.019355058670043945,2487.6790010929108,-13.17035445462642,91.7964551448822
2.2322559356689453,94.8965528011322,88.19438242912292,-19.055229936941622,21,220000,100,4.020341396331787,1.6371107243710443,-0.0029148872,-0.020952081,-9.764094312692663,-16.965931750987682,0.01964592933654785,2582.5963830947876,-13.164027882135459,92.64326882362366
2.0545220375061035,93.11471819877625,86.64691424369812,-19.394091610344177,22,230000,100,3.976285696029663,1.6214506010053527,-0.0027327545,-0.014108634,-8.703240037906163,-16.99818558536204,0.01912689208984375,2675.732365131378,-13.282666591232623,91.04066300392151
2.3564417362213135,95.11287784576416,88.30264234542847,-19.040038079415407,23,240000,100,4.011813163757324,1.5621561300670896,0.003446022,-0.0037800903,-10.699793380096725,-16.28465769512131,0.018316984176635742,2770.935182094574,-13.150821524057614,92.73772692680359
2.232311964035034,95.67936515808105,88.94373297691345,-19.5071738882041,24,250000,100,4.056735038757324,1.5305657716356262,-0.0059653562,-0.01775971,-10.647089473770789,-17.461037740456405,0.020420074462890625,2866.640077114105,-13.457700353539266,93.42489314079285
2.2220458984375,95.99999213218689,89.26606798171997,-19.25037634315001,25,260000,100,4.069340705871582,1.6372473566295598,0.0035879791,-0.018127251,-10.125624381762035,-16.61920617880505,0.01884913444519043,2962.6591880321503,-13.259615153643066,93.75877571105957
2.1174840927124023,95.70198822021484,89.09709000587463,-18.98073708215112,26,270000,100,4.041087865829468,1.7055582468585744,0.007285908,-0.015449957,-8.443162795327353,-16.621628907344885,0.018600940704345703,3058.3819489479065,-13.042578976201883,93.56423926353455
2.2161788940429688,95.97305488586426,89.2191367149353,-19.498931550905098,27,280000,100,4.090866327285767,1.453780968797037,0.012871196,-0.024226617,-9.250371087058733,-16.834886368326895,0.020831823348999023,3154.376302242279,-13.417574359119614,93.73464274406433
3.412899971008301,103.89297103881836,95.90221428871155,-19.269184154567203,28,290000,100,4.1313157081604,1.6247214720465986,0.004833997,-0.03526357,-9.293453452925753,-16.746642089240982,0.01973700523376465,3258.2900319099426,-13.135366128017731,100.45894074440002
3.0346500873565674,95.70991015434265,88.1413938999176,-19.62823078467375,29,300000,100,4.02696418762207,1.5799237653393527,-0.011306693,-0.049314164,-9.353553835178197,-17.00362513529074,0.06831884384155273,3354.0219321250916,-13.423094896009992,92.60663771629333
2.3999998569488525,96.05829882621765,89.1953182220459,-19.542692380952055,30,310000,100,4.018090724945068,1.5285137189647662,-0.0039956053,-0.039924383,-10.047466952766124,-16.757012358760484,0.01878809928894043,3450.1502752304077,-13.464654447832581,93.63522815704346
2.3838257789611816,93.6817741394043,86.79077911376953,-18.96312497089939,31,320000,100,4.065617084503174,1.5931860926747405,0.002541098,-0.032905716,-10.091615792164282,-16.271547238681578,0.01862192153930664,3543.8690841197968,-13.050914908062191,91.27772808074951
2.170719861984253,95.89461612701416,89.22925519943237,-19.063985826803297,32,330000,100,4.044893980026245,1.6932936865169186,-0.01047523,-0.055938426,-8.978661180659442,-17.07992097350106,0.021672964096069336,3639.7854940891266,-13.149094299917378,93.70066690444946
2.1628000736236572,95.30832386016846,88.66488647460938,-19.574417842306552,33,340000,100,4.037379264831543,1.6380373106778434,-0.0018134861,-0.034898587,-9.657033487094273,-17.60682180369563,0.018897056579589844,3735.1322000026703,-13.364830340851295,93.1262559890747
2.932814121246338,96.8924810886383,89.42319130897522,-19.53694820229857,34,350000,100,4.070351600646973,1.7225447866503454,0.009110659,-0.037012845,-8.897572459882877,-16.717330946767845,0.01988816261291504,3832.0443320274353,-13.406298912982484,93.9383533000946
