Itr,train-EnvExecTime,train-PolicyExecTime,Time,train-NumTrajs,Time-Sampling,train-AverageReturn,train-MinReturn,ItrTime,LossAfter,n_timesteps,Time-Optimization,LossBefore,train-StdReturn,Time-SampleProc,train-AverageDiscountedReturn,train-MaxReturn
114,4.638500452041626,152.93979001045227,20889.585001945496,100,157.99944806098938,154.02655418084058,144.1733908613205,160.77283310890198,-1.9425805,1150000,2.7498857975006104,-0.0036050908,3.685515279819541,0.022849082946777344,259.8683763834759,164.3413618382983
115,4.572920560836792,140.738365650177,21038.726974010468,100,145.74272918701172,154.39333527377804,147.04628469757412,149.1202290058136,-1.9196656,1160000,3.357036828994751,-0.016785044,3.898459696396649,0.01910400390625,260.7670581252976,163.5724981432789
116,4.44536018371582,126.90738987922668,21173.26642680168,100,131.7416970729828,153.73445797891713,146.24229490596062,134.51566076278687,-1.8742,1170000,2.752260684967041,-0.00016591644,3.799382508602851,0.0212252140045166,259.00587920003994,163.4616993876496
117,4.395532131195068,126.18482542037964,21306.653043985367,100,130.97434186935425,154.6017984919639,146.99582919610222,133.36471605300903,-1.9113529,1180000,2.3695690631866455,0.015748488,3.581264219496096,0.02035212516784668,261.17372297853024,162.40984291899574
118,4.517861604690552,137.67156791687012,21451.782569885254,100,142.6009111404419,155.26049282552788,147.46871758403313,145.1086301803589,-1.9255233,1190000,2.4848580360412598,0.002457045,3.5631051657515336,0.0198822021484375,262.7002925211342,164.29063146574174
119,4.41658353805542,129.8220570087433,21589.521510839462,100,134.63914895057678,154.13376557141783,145.54792659143087,137.71787476539612,-1.955373,1200000,3.0575647354125977,0.016078422,3.663783358782585,0.01951289176940918,260.022725832395,163.00598951845842
120,4.412267446517944,121.74770307540894,21718.432369947433,100,126.5588481426239,154.78421022392897,146.77934500229188,128.88998985290527,-1.9296006,1210000,2.307224988937378,0.0058852076,3.5536692740579077,0.02205371856689453,261.6265004470645,163.06413201133526
121,4.437342405319214,127.06283712387085,21853.203867912292,100,131.89134812355042,154.4671996196629,145.19934429988018,134.74941396713257,-1.9871873,1220000,2.8376522064208984,0.006812445,3.733783229520596,0.01904010772705078,260.8360260726692,163.74362867507483
122,4.404757499694824,124.64298224449158,21985.388815164566,100,129.44622778892517,155.62724427538393,144.96846463433113,132.16360998153687,-2.0396922,1230000,2.6964640617370605,-0.0024406663,3.733316736114885,0.01769089698791504,263.6098766554836,163.7714483992276
123,4.426697731018066,125.35142135620117,22118.020282030106,100,130.17900204658508,155.31349386834663,145.58390171733598,132.61032676696777,-2.0410674,1240000,2.4067130088806152,0.0006445221,3.3325119862422987,0.023200035095214844,262.9213413178084,163.1234824832993
124,4.449563026428223,114.3723714351654,22242.069986104965,100,119.21546077728271,154.59915035198807,145.54395015682707,124.02636814117432,-2.070155,1250000,4.745787858963013,0.0031730118,3.9375070822305798,0.06474089622497559,261.1270899319974,163.58510012823265
125,4.542375564575195,111.02936124801636,22360.38714003563,100,115.97557616233826,155.38902082307047,146.18368521867626,118.29685306549072,-2.1504438,1260000,2.299790143966675,0.0005251297,4.378208323062332,0.02014899253845215,263.1402914488441,163.78690959407305
126,4.429980039596558,104.6329071521759,22472.3472738266,100,109.47100687026978,155.0305343294432,143.7783826450291,111.93948602676392,-2.1932735,1270000,2.444368362426758,-0.0050155227,3.983098174356793,0.022505998611450195,262.13879913740493,163.56168897913977
127,4.484687328338623,95.39339661598206,22575.048303842545,100,100.29230284690857,155.04935594009922,146.07900858882905,102.68033695220947,-2.2548487,1280000,2.3685121536254883,-0.0149037475,4.3053799274964675,0.019133329391479492,262.32436112032394,163.31914661655398
128,4.491696357727051,86.50066542625427,22669.5651948452,100,91.40195870399475,155.17983625092376,146.28026192812442,94.49582529067993,-2.3549511,1290000,3.0735650062561035,-0.03617953,3.928654368112031,0.01993107795715332,262.51627030558774,163.96017931662018
129,4.521969795227051,85.54167032241821,22762.53002500534,100,90.47513604164124,155.5945455544621,146.59411418134056,92.94699382781982,-2.289232,1300000,2.4489102363586426,0.006979077,3.705353984970452,0.02250075340270996,263.588708683051,163.9737866488059
130,4.591322183609009,85.95535850524902,22856.69868206978,100,90.99017286300659,155.2859987649654,146.94325845021535,94.14810299873352,-2.3994942,1310000,3.1346800327301025,0.011317745,4.00181461105293,0.019119977951049805,262.848491971317,164.17372863021055
131,4.718891382217407,85.08493781089783,22949.05292582512,100,90.22330594062805,155.25282251042248,147.82836561968688,92.33332991600037,-2.4501874,1320000,2.0886149406433105,-0.0022437621,3.7933165931899158,0.019920825958251953,262.76514858475326,164.527612632226
132,4.46411395072937,84.90585255622864,23042.530744075775,100,89.76559090614319,155.36729808436792,147.26425298848315,93.45675325393677,-2.376186,1330000,3.6669750213623047,0.005933273,4.213766583841298,0.023375988006591797,263.1159133675143,163.91221762715867
133,4.434340715408325,84.40610647201538,23134.065989732742,100,89.24366211891174,155.92737332050788,147.18602519657796,91.51509404182434,-1.9944025,1340000,2.249241828918457,0.0017838059,4.366639190247897,0.02183699607849121,264.445963416885,163.80903075720053
134,4.4342570304870605,87.48308420181274,23228.649520874023,100,92.32100701332092,155.19059304202256,144.62746936131947,94.56311178207397,-2.5841448,1350000,2.221647262573242,0.011124125,4.649891061093845,0.019154071807861328,262.6596216567709,164.101431732419
135,4.484641075134277,86.23317837715149,23322.039433002472,100,91.12630295753479,155.42267221273096,147.86380127877845,93.36867499351501,-2.6022446,1360000,2.2212297916412354,-0.00082114333,4.039164222854625,0.01969289779663086,263.152199518117,163.6158459968929
136,4.58196496963501,83.60714793205261,23413.887062072754,100,88.59329509735107,155.0630865212237,145.4398752160957,91.82698607444763,-2.6691546,1370000,3.1731438636779785,0.0141938785,4.1040822650998745,0.05927586555480957,262.30046970020544,163.07947380393963
137,4.503876447677612,85.73239135742188,23506.59226489067,100,90.6715760231018,155.4848684074481,145.25883842442445,92.68715906143188,-2.7033474,1380000,1.9907269477844238,-0.0075729727,4.025602032021335,0.023413896560668945,263.2722798250314,163.96081968505214
138,4.569185495376587,83.49479913711548,23599.29316496849,100,88.4691481590271,156.06398517282688,144.1128762772062,92.67920112609863,-2.8479757,1390000,4.187361001968384,-0.006337277,4.520317535738429,0.02127695083618164,264.77879543862605,163.17786846510683
139,4.466123580932617,84.24034285545349,23690.630319833755,100,89.1188428401947,155.54518736964593,145.9652291482103,91.31644487380981,-2.9259071,1400000,2.1758110523223877,0.0068583097,4.429101008893106,0.021406173706054688,263.56291277291405,162.97927365257283
140,4.5425355434417725,82.65827512741089,23780.434287071228,100,87.60790395736694,156.2710956495529,146.06160635821794,89.78253173828125,-2.9376273,1410000,2.144278049468994,0.008304625,4.103650438929541,0.021265029907226562,265.2227547030362,162.46741787899728
141,4.517557382583618,82.38351035118103,23869.901854991913,100,87.31286406517029,155.55907806588107,147.54500548133274,89.44658303260803,-3.0851915,1420000,2.1102981567382812,-0.0021453712,3.9565821488864685,0.022708892822265625,263.40170576469615,163.31629013830866
142,4.493042469024658,81.20014953613281,23958.12875008583,100,86.1094331741333,155.2367815587286,145.36021261241373,88.2070140838623,-3.20126,1430000,2.071300983428955,-0.002476889,4.045453331443789,0.025918960571289062,262.7184427903622,162.24329379091367
143,4.575380086898804,81.24009895324707,24046.515924930573,100,86.22180795669556,155.45914787514178,144.87495394821465,88.36645913124084,-3.2700787,1440000,2.1247549057006836,-0.010326919,3.842751594384027,0.01856517791748047,263.1746132672826,163.2632391177877
144,4.491079092025757,81.15098524093628,24134.69433903694,100,86.0537121295929,155.97135021515626,145.06536539278576,88.15706896781921,-3.2918735,1450000,2.0819690227508545,0.0010141907,4.640932884704001,0.02096700668334961,264.537177177951,164.0136452042916
145,4.530389785766602,80.40771818161011,24222.137704849243,100,85.341628074646,156.28226913119317,146.69843472703073,87.42300295829773,-2.5926743,1460000,2.0601541996002197,0.0066677947,4.434553144193442,0.019400358200073242,265.2675715464053,164.2251692335683
146,4.549415111541748,80.59375977516174,24309.815145015717,100,85.54935622215271,155.14049571740392,144.7941639342538,87.6562910079956,0.5343722,1470000,2.0863940715789795,-0.021644082,4.301322139963452,0.01874709129333496,262.5944343073172,164.88030880588414
147,4.504369735717773,78.66550254821777,24395.452925920486,100,83.58059501647949,156.38798099079722,148.93067019270333,85.61573791503906,-2.7471647,1480000,2.0146021842956543,-0.021750707,3.5504664218206554,0.01907491683959961,265.44276263278624,163.7303339319367
148,4.598788738250732,78.47001242637634,24480.944688796997,100,83.47390723228455,155.96892651435763,144.42924654982934,85.47111892700195,-2.9348414,1490000,1.9774250984191895,0.012568158,3.3799489650492602,0.019369125366210938,264.20559581653384,163.98446714589318
149,4.561217784881592,81.53681755065918,24570.716681957245,100,86.51164412498474,156.46907130250233,148.2000912125002,89.75122499465942,-3.0978856,1500000,3.2159500122070312,-0.025876883,3.9132751317359715,0.019603967666625977,265.58667626489,163.2038106080148
150,4.624361991882324,86.70202779769897,24664.57941889763,100,91.73326110839844,156.69663440758944,149.2293453913271,93.8410587310791,-3.1013105,1510000,2.08644700050354,-0.018758187,3.720272785579938,0.019780874252319336,266.1405998817179,163.47030094038556
151,4.5197038650512695,85.24165987968445,24758.061191797256,100,90.1785089969635,156.78631229783528,146.25287005517632,93.46122026443481,-3.0569968,1520000,3.2626101970672607,-0.007766481,3.7350212622673675,0.018676042556762695,266.43388397079815,162.785405372431
152,4.63806676864624,82.63163113594055,24847.917759895325,100,87.67798399925232,157.10154569519614,148.12103702536544,89.83467316627502,-2.97682,1530000,2.130963087081909,-0.014320928,3.8042529021311475,0.0252988338470459,267.17257173532505,164.52400240085814
153,4.5427772998809814,83.45117092132568,24938.91755795479,100,88.39826989173889,157.43969667611103,147.72772381521364,90.98059225082397,-2.8610144,1540000,2.4919586181640625,-0.01387251,3.328288522103022,0.019479036331176758,267.8939538920842,162.6151965511376
154,4.547561407089233,84.62002086639404,25031.024102926254,100,89.78633427619934,157.66164355749126,147.1705219612087,92.08585977554321,-2.7810464,1550000,2.2771081924438477,0.0048901686,3.3159249102096884,0.022060155868530273,268.5181857707777,163.6571862100927
155,4.746447801589966,86.48787641525269,25124.877708911896,100,91.64920377731323,157.21080185786863,146.70310347223074,93.83334231376648,-2.7866142,1560000,2.1645619869232178,-0.0067913085,3.5349119076084885,0.019218921661376953,267.31891794843614,162.50607949121823
156,4.561161756515503,86.366375207901,25218.31111907959,100,91.33367013931274,157.087062924451,148.2090032339277,93.41284894943237,-2.729499,1570000,2.0589590072631836,0.0051231734,3.2509258683418523,0.01986408233642578,267.0379899030372,163.0013892406902
157,4.472979784011841,88.99484491348267,25314.3879737854,100,93.89549493789673,156.9507737263433,148.05974268142646,96.05690598487854,-2.6962528,1580000,2.140388011932373,0.01559176,3.557661125888016,0.01959085464477539,266.76325429434195,163.15480135085113
158,4.743490934371948,89.14943790435791,25411.00452876091,100,94.29575872421265,157.44292579377657,149.20620786238888,96.59533596038818,-2.7201538,1590000,2.2796788215637207,0.003918653,3.6162520102499975,0.018358707427978516,268.0850910389189,164.36148622199985
159,4.461034059524536,90.85813021659851,25509.32984805107,100,95.72184228897095,157.24022712834326,146.86554274245245,98.30467009544373,-2.753432,1600000,2.56296706199646,-0.013763442,3.3933410772445427,0.018507957458496094,267.473065508283,164.22855909513908
160,4.500643730163574,93.15910601615906,25609.69108080864,100,98.08351302146912,157.59228723332618,148.1357039256591,100.34294724464417,-2.7570472,1610000,2.2385621070861816,-0.0037628342,3.6781573700322916,0.01955413818359375,268.2827260460923,163.51770393476642
161,4.587357997894287,93.56524991989136,25711.329533815384,100,98.57459926605225,156.84711046136647,144.94464722631753,101.61727118492126,-2.775682,1620000,3.018857955932617,0.006223692,3.6346107652624418,0.022011995315551758,266.4937702221523,162.87368917955212
162,4.4783103466033936,92.97809529304504,25811.67991709709,100,97.86078929901123,157.8039744352058,149.74779938276717,100.33162593841553,-2.8432229,1630000,2.446286916732788,-0.014970105,3.4913816048734185,0.02314901351928711,268.846096418733,163.7664393477661
163,4.564012289047241,94.98732304573059,25913.937731027603,100,99.95591497421265,156.50799906473458,145.772416923183,102.23575496673584,-2.8300543,1640000,2.259557008743286,-0.021077834,4.229422093104621,0.01987004280090332,265.8040193454791,163.96577176376755
164,4.510904312133789,94.96119379997253,26016.1087911129,100,99.87803101539612,157.90227142718535,145.22522843075387,102.14687824249268,-2.7606301,1650000,2.2478599548339844,-0.0054762093,3.3203039168154547,0.020350933074951172,269.1136606805178,163.37156176266447
165,4.545523405075073,92.31536555290222,26115.58262181282,100,97.26202535629272,157.26046121324197,145.33812368827665,99.45244288444519,-2.8267207,1660000,2.1692607402801514,-0.012195255,3.6870839405073714,0.01980900764465332,267.4383892559814,164.21786807029804
166,4.564689636230469,96.23240613937378,26219.20976305008,100,101.22274208068848,157.1192042894082,145.76204578212347,103.60637784004211,-2.6891282,1670000,2.363246202468872,0.003079918,3.4146398722810147,0.019011735916137695,267.25341191706184,163.785374939602
167,4.759838581085205,125.83221960067749,26352.855063915253,100,130.99814200401306,156.84913575270454,145.19963753291373,133.62382197380066,-2.6974337,1680000,2.566372871398926,0.008890384,3.7831740962916176,0.05721688270568848,266.5855253151495,162.93671551931058
168,4.466833591461182,91.85854053497314,26451.855155944824,100,96.7342119216919,157.79786630216108,146.3062330503347,98.95869207382202,-2.5909462,1690000,2.204041004180908,-0.006136299,3.162775976689596,0.020084857940673828,268.8297087460081,163.17357785141033
169,4.526172161102295,95.02086663246155,26554.578624010086,100,99.94668388366699,157.63931059949732,147.12273890021103,102.70323204994202,-3.1222606,1700000,2.73480224609375,-0.02088977,3.603732308344452,0.021368026733398438,268.47783592671067,163.67819209291628
170,4.479621887207031,101.08225774765015,26663.057137966156,100,105.96312999725342,156.2514399611715,145.32133240310625,108.45829105377197,-2.9054673,1710000,2.422434091567993,-0.006183552,3.7297765417560114,0.0724191665649414,265.0544067359588,163.06356279284648
171,4.457008361816406,96.8603527545929,26767.031633853912,100,101.72135782241821,156.85962336626363,146.15058036815972,103.94947576522827,-3.0394073,1720000,2.2072081565856934,0.0006130867,3.8674741686539416,0.0205380916595459,266.58318768258374,164.03738132720338
172,4.476799964904785,94.96610617637634,26869.280114889145,100,99.84248089790344,157.0906035713407,145.8847494853959,102.22808074951172,-3.0692008,1730000,2.3635919094085693,-0.010717602,3.5392690192698684,0.021636009216308594,267.140474750633,163.8156538236329
173,4.482032775878906,99.40444827079773,26977.29444503784,100,104.38962364196777,157.09680695075886,145.1416435781526,107.99378514289856,-3.138772,1740000,3.5834310054779053,0.01386496,3.683586947519333,0.020388126373291016,267.2160599122208,163.51775914025862
174,4.461581468582153,99.33332419395447,27084.340183019638,100,104.20277810096741,157.18092561591104,146.78885994477895,107.02814984321594,-3.2131066,1750000,2.807435989379883,-0.009935748,3.4028683095744556,0.0175478458404541,267.39388831910213,163.0493593283099
175,4.4371442794799805,97.87389302253723,27189.497481822968,100,102.70707678794861,156.93557389591152,148.4778105041915,105.13728904724121,-3.204599,1760000,2.4099910259246826,-0.0252047,3.551699764478147,0.019827842712402344,266.74008372544404,162.70293187194625
176,4.560868740081787,98.45706081390381,27295.376322984695,100,103.42484402656555,157.4832754848263,149.84101638910036,105.8602831363678,-3.122254,1770000,2.414156198501587,0.011615375,3.3387479803314415,0.018390893936157227,268.0227827660546,164.13230062070176
177,4.416239976882935,100.6292519569397,27403.432324171066,100,105.45180487632751,158.17420884279593,143.88392525055883,108.03602123260498,-3.1394796,1780000,2.5629019737243652,0.036101773,3.795795984999527,0.02094888687133789,269.81899950086694,163.56085784122666
178,4.539644479751587,97.8198492527008,27508.601713895798,100,102.77669310569763,157.69275310997537,145.23169042163366,105.14936709403992,-3.1875234,1790000,2.305433988571167,0.020339498,3.475323690375631,0.06665992736816406,268.54234260225786,162.29932723115607
179,4.5086798667907715,95.80618238449097,27612.43460893631,100,100.73164200782776,157.81572097499733,149.49976983925677,103.81123185157776,-3.222827,1800000,3.061755895614624,-0.015015253,2.7654661081674865,0.017335891723632812,268.7959654941676,163.64000671565023
180,4.442019462585449,97.98422265052795,27718.35119485855,100,102.82874298095703,157.73642822420214,146.4737394545003,105.89731693267822,-3.211269,1810000,3.032778024673462,0.009528907,3.495387095221638,0.03545403480529785,268.7462456730022,163.4040417380024
181,4.507869243621826,100.81220960617065,27826.481218099594,100,105.72110295295715,158.62494319000052,149.87593408027982,108.10908007621765,-3.3593504,1820000,2.3660988807678223,-0.007606879,2.8069136308535696,0.020400047302246094,270.9049654670896,163.69807592618565
182,4.489372491836548,98.49714016914368,27932.57055592537,100,103.40648818016052,157.83741236979836,148.42476419299163,106.06614780426025,-3.3920312,1830000,2.639504909515381,-0.001461052,3.3355626793244384,0.018741130828857422,268.98245823774846,163.55773262042678
183,4.479820489883423,104.14812469482422,28044.43352484703,100,109.02417492866516,157.42277181762714,150.07128424865334,111.84151721000671,-3.4243305,1840000,2.7292160987854004,-0.015040405,3.4988069324557003,0.08622217178344727,268.0013888077749,163.5187362194728
184,4.448470830917358,101.35182404518127,28153.009346961975,100,106.20769810676575,157.3837824336307,145.09400178534054,108.54562211036682,-3.412018,1850000,2.3158352375030518,-0.007704377,3.829908105016891,0.021456003189086914,267.89772466879424,163.6884493468533
185,4.4933061599731445,100.2085371017456,28260.92259979248,100,105.10043215751648,158.01080244010154,148.1845179001693,107.89284801483154,-3.4300332,1860000,2.77119517326355,-0.010905165,3.652141812553994,0.02083897590637207,269.4013227162365,163.2545607096693
186,4.444930076599121,105.44551920890808,28374.429717063904,100,110.29630279541016,157.74490512080192,146.01032821885113,113.48511791229248,-3.5545266,1870000,3.1676950454711914,0.0011811504,3.636508908961259,0.019854068756103516,268.66421753148467,164.49513705381474
187,4.539642333984375,101.16712522506714,28482.81850385666,100,106.10901808738708,157.24887425440292,146.27318326666295,108.36895418167114,-3.669621,1880000,2.237844228744507,-0.00917516,3.6197196311597093,0.021643877029418945,267.5418769110058,162.80368455469548
188,4.446844100952148,102.26219058036804,28592.835364818573,100,107.11545610427856,157.39884528103687,142.9358783110644,109.99485969543457,-3.7590468,1890000,2.859480142593384,-0.0015518578,4.382230284131939,0.0195772647857666,267.88906504449426,162.9311493781187
189,4.400975704193115,100.25958752632141,28700.683598041534,100,105.0591049194336,156.89468160227756,144.9694437260004,107.82684516906738,-3.8054063,1900000,2.7478418350219727,-0.013679029,4.14482496762857,0.018809080123901367,266.65947392818083,163.2494314583507
190,4.493955373764038,101.15205574035645,28809.032039880753,100,106.04993414878845,156.8904568129284,146.5578359800959,108.32634806632996,-3.8021452,1910000,2.2558982372283936,-0.0057081436,3.8184756509188476,0.020114898681640625,266.7229416702408,163.8036096122901
191,4.442992925643921,101.22819423675537,28918.18110203743,100,106.07580590248108,157.4824797809031,143.51283143175908,109.12830710411072,-3.8300571,1920000,3.0281310081481934,-0.0041438597,3.9391778481773145,0.02278876304626465,268.1237703737899,164.465462049423
192,4.436995267868042,105.34830689430237,29031.094570875168,100,110.18870782852173,157.64952325819564,144.59455976658373,112.8932752609253,-3.8299344,1930000,2.668009042739868,0.015498969,3.762899071963761,0.03522300720214844,268.4227417143656,162.22830947457007
193,4.491719007492065,100.02382254600525,29140.475507974625,100,104.92499780654907,156.39187121671665,145.79009112227038,109.35647106170654,-3.9974685,1940000,4.410277843475342,-0.0076037645,4.123729307550576,0.019649982452392578,265.46312713242935,162.50386795752442
194,4.417287588119507,92.26814675331116,29240.14193201065,100,97.0844361782074,157.0650766272016,145.35222946649978,99.64339399337769,-4.082249,1950000,2.5374999046325684,0.016899535,3.6463422120054525,0.020090103149414062,267.04910971141965,163.23404852968739
195,4.418851613998413,84.61337447166443,29332.21098804474,100,89.42951917648315,157.02761157911803,146.37766553842923,92.04636192321777,-4.1384125,1960000,2.594996929168701,0.0041486733,3.835858589594066,0.021017074584960938,267.0237075980128,162.53632547078544
196,4.416770696640015,83.26870203018188,29422.94526386261,100,88.0946729183197,156.9038400236282,146.31691596010972,90.71501183509827,-4.24082,1970000,2.5938730239868164,0.012555895,3.788381680926746,0.026133060455322266,266.77988674172883,162.70603551863417
197,4.417623043060303,84.76776099205017,29515.200422763824,100,89.58263397216797,157.95459586792833,147.06202046112503,92.23625898361206,-4.374111,1980000,2.633065938949585,0.00078023376,3.6352352728179627,0.019903898239135742,269.3042599112366,163.0681195988144
198,4.465353488922119,83.1550920009613,29605.44801402092,100,88.01889896392822,156.5739489565297,146.44712695205044,90.22738099098206,-4.413274,1990000,2.186126708984375,0.01739366,4.0456172345783585,0.01861286163330078,265.91940301365423,164.14675068774724
199,4.4084508419036865,82.95933079719543,29695.961622953415,100,87.78285789489746,157.14238233095602,144.05701514475172,90.49098491668701,-4.6369987,2000000,2.675999879837036,-0.016704878,4.443626652023184,0.025360822677612305,267.2766261504011,163.40601736688683
200,4.43977427482605,85.11774492263794,29788.08698296547,100,89.95755577087402,157.16206096342378,145.97615666333098,92.10257697105408,-4.529231,2010000,2.1238338947296143,0.025896048,3.8459615666363116,0.019801855087280273,267.36249228115713,163.14660887588084
201,5.105593681335449,90.4492359161377,29886.303731918335,100,95.99683690071106,156.98731670939057,145.28322258363696,98.19530701637268,-4.9480605,2020000,2.171010971069336,-0.019186942,4.1896911014492035,0.025883913040161133,266.9883792331704,162.92761921056214
202,4.5119030475616455,86.11389183998108,29979.856280088425,100,91.07417821884155,156.88514829233011,144.0793587434856,93.52976989746094,-5.1525507,2030000,2.4326181411743164,0.026980115,4.01334342642926,0.02258920669555664,266.65058919907466,163.3866926430391
203,4.45432186126709,85.00398683547974,30072.018749952316,100,89.8785240650177,157.0039185616474,144.90136531424616,92.14219903945923,-4.8732657,2040000,2.240264892578125,0.0041477233,4.532694426497288,0.02301788330078125,267.04559255574367,164.14098118907836
204,4.402153015136719,84.85404849052429,30164.122148036957,100,89.65223503112793,156.37763840341506,145.5995029970657,92.08237075805664,-4.9951773,2050000,2.4108407497406006,0.0029822066,4.5891918721801135,0.0189058780670166,265.5465884551745,163.2388033017693
205,4.448486804962158,82.36740517616272,30253.666568994522,100,87.21584510803223,156.52240483974268,145.01732944256867,89.51242685317993,-4.8767343,2060000,2.249934196472168,0.0011345032,4.569359455304596,0.04631805419921875,265.8244324201729,163.23505619679756
206,4.501296281814575,85.85811638832092,30346.73642396927,100,90.75827264785767,157.04125301977115,146.04339238555312,93.04618287086487,-5.535626,2070000,2.266718864440918,-0.02327343,4.478060987174714,0.018866777420043945,267.08996934363427,162.76790490464194
207,4.564206600189209,84.53211069107056,30438.408003091812,100,89.49669814109802,156.91185184852534,143.21358810263416,91.64961910247803,-5.433496,2080000,2.130794048309326,-0.0030099857,4.547838424194972,0.0196840763092041,266.8143894529788,162.63879660674198
208,4.491573333740234,83.93139028549194,30529.795593976974,100,88.82229590415955,155.65489173781089,143.8420123925963,91.36538600921631,-5.545249,2090000,2.5228359699249268,-0.020831972,5.221037888681475,0.018882036209106445,263.9333366307544,163.93080086535267
209,4.493309736251831,86.19893383979797,30623.377118825912,100,91.09554100036621,156.20897276509982,144.6081425584806,93.55882406234741,-5.6014953,2100000,2.4421169757843018,0.010263519,5.3120185365138575,0.01920914649963379,265.19525790982897,163.73918042808532
210,4.47086763381958,84.54900670051575,30715.317504882812,100,89.41942310333252,155.9704535619759,144.47740033814833,91.91739416122437,-5.6069455,2110000,2.4468681812286377,0.035235997,4.601138600182202,0.049591064453125,264.6112284920289,163.69359270285722
211,4.508228778839111,86.11026430130005,30809.905262947083,100,91.03582215309143,156.56945090519147,145.72898161614813,94.56681990623474,-5.7177725,2120000,3.5110840797424316,0.014091143,4.83332704117923,0.018491268157958984,266.1021759386892,163.708615355749
212,4.4431657791137695,83.34681534767151,30900.715832948685,100,88.19679498672485,156.33674406990403,144.61321908129278,90.78971433639526,-5.739851,2130000,2.4284749031066895,-0.009801376,4.45899243553808,0.02011585235595703,265.57017429917613,163.36745575601202
213,4.402949571609497,84.77304935455322,30992.738785028458,100,89.58455514907837,156.7730279181387,144.42092686797105,92.00024700164795,-5.7908187,2140000,2.395781993865967,-0.0028784196,4.3016563584349665,0.018406152725219727,266.52362505811055,163.0354861199
214,4.525285005569458,91.10403490066528,31092.176707029343,100,96.04174900054932,155.85823536484625,145.1996697643554,99.41745042800903,-5.84946,2150000,3.3418169021606445,0.017901571,4.899650449493045,0.02876901626586914,264.2997467874551,163.6942968381654
215,4.500697135925293,84.62575340270996,31184.086006879807,100,89.54638695716858,155.57919422021962,144.30497830387924,91.88461112976074,-6.101346,2160000,2.318282127380371,-0.014508833,4.86188281685556,0.0185091495513916,263.6057672754574,162.68671417072696
216,4.465999364852905,85.65117001533508,31276.974408864975,100,90.51966285705566,155.76712410218144,145.3972393378423,92.86714506149292,-6.190791,2170000,2.327692747116089,-0.015499442,4.825077168572884,0.0194091796875,264.1187865356575,162.5422664635394
217,4.4690797328948975,83.92906999588013,31368.106246948242,100,88.80324673652649,156.12498431765627,145.56043841916272,91.10906410217285,-6.444817,2180000,2.280884027481079,-0.015194498,4.752608888079188,0.024451255798339844,264.94502101525484,163.16563062055644
218,4.460027694702148,85.69559526443481,31461.283941745758,100,90.55775904655457,156.68516726460837,145.30048670265478,93.15604209899902,-6.7220235,2190000,2.5789291858673096,-0.0048705903,4.462796221568946,0.018918991088867188,266.20212485602855,163.17979856389746
219,4.416630506515503,84.48857474327087,31552.933480978012,100,89.3365387916565,155.71065632281514,145.1141010965604,91.62978792190552,-7.1541343,2200000,2.27333927154541,0.0026573166,5.0152560584271315,0.018439292907714844,264.05456892078195,162.51538139370223
220,4.523836374282837,86.5498104095459,31646.80517601967,100,91.48300695419312,156.51648281466348,144.9565023139607,93.84901404380798,-7.481925,2210000,2.3465332984924316,-0.01557413,4.760699799946863,0.0189361572265625,265.8930442314837,163.09336517345122
221,4.492023706436157,82.28407335281372,31736.16352891922,100,87.20308780670166,156.9018568592638,146.1049488458529,89.33970999717712,-7.7683344,2220000,2.1148951053619385,0.0017497642,4.338678078300436,0.019648075103759766,266.8191108890892,163.2250369665375
222,4.455957412719727,83.15606760978699,31826.724364995956,100,88.0851001739502,156.4672535025588,143.36902917067766,90.54026317596436,-8.2484,2230000,2.4313621520996094,0.0027526938,4.737342187789713,0.02205491065979004,265.7097922272828,163.15738213651593
223,4.505504369735718,83.83812832832336,31918.657532930374,100,88.74444913864136,154.65678563099868,144.57390895470513,91.91191697120667,-8.773275,2240000,3.1467039585113525,-0.022046234,4.8764196530206245,0.019346952438354492,261.4157307744761,163.08883814251487
224,4.405459880828857,77.34749269485474,32003.191468000412,100,82.15168285369873,155.7565560507193,143.40708285295474,84.51060509681702,-9.317674,2250000,2.3378958702087402,-0.015131934,4.934075187024655,0.02065587043762207,264.0606085032913,164.27718018428286
225,4.40865421295166,72.93284010887146,32083.45733189583,100,77.74271202087402,154.8264627684141,145.4307507359997,80.24440693855286,-9.980092,2260000,2.439556837081909,0.0127673205,4.9875900012235315,0.06165623664855957,261.90851592363305,163.18390946070497
226,4.428321838378906,74.10549354553223,32165.18900704384,100,78.96466898918152,156.26341395557645,145.5373765132518,81.71228098869324,-10.588385,2270000,2.6454720497131348,-0.012166368,4.3797104715349775,0.10087704658508301,265.23651293196605,163.0125252244028
227,4.416353225708008,71.07746076583862,32244.11187696457,100,75.8970730304718,155.68144920840706,144.29686524229558,78.89929509162903,-11.456506,2280000,2.9826712608337402,-0.011937113,4.792762414011004,0.019144773483276367,263.78987988386524,164.27715824336119
228,4.380102872848511,68.50256109237671,32321.187752008438,100,73.27854585647583,155.55233221905524,144.6411521915394,77.05442190170288,-11.674289,2290000,3.7469701766967773,0.0057998593,5.136006941437199,0.028258085250854492,263.53719810241085,162.81005282815727
229,4.357590913772583,70.24665570259094,32398.274171829224,100,74.99762511253357,153.95081459140795,144.36370244103998,77.06744766235352,-12.5831375,2300000,2.049488067626953,-0.0046834107,5.2169441743308695,0.01997518539428711,259.8899288590621,161.95486175866333
