n_timesteps,train-AverageReturn,train-AverageDiscountedReturn,train-MaxReturn,Itr,Time-Sampling,train-NumTrajs,train-PolicyExecTime,Time-SampleProc,train-StdReturn,LossAfter,train-EnvExecTime,Time-Optimization,train-MinReturn,Time,ItrTime,LossBefore
520000,-26.18898190059461,-52.05749118843213,128.0403585703026,51,29.146712064743042,100,24.65349054336548,0.0605471134185791,57.08559328858728,-0.044166375,4.038554906845093,2.342531204223633,-163.08028206842178,1721.8525660037994,31.556578874588013,-1.8310548e-08
530000,-33.368940942891406,-69.02878302954018,126.1805381710561,52,29.52186369895935,100,25.010246515274048,0.057987213134765625,61.48145260358041,-0.051785626,4.041995525360107,2.00341796875,-244.27965901046298,1753.4598171710968,31.585010051727295,-1.373291e-08
540000,-30.454058423909686,-59.91130225125181,104.811472022953,53,29.77859878540039,100,25.208368062973022,0.06894803047180176,62.06805600296861,-0.030425116,4.11438250541687,1.921217918395996,-204.5489044639486,1785.2520060539246,31.770620346069336,-9.155274e-09
550000,-27.90731480558251,-57.608161956130054,143.15438419835334,54,29.043707132339478,100,24.689374923706055,0.22443008422851562,76.06620117206137,-0.03582059,3.9069221019744873,1.7065629959106445,-279.9466568302196,1816.2514350414276,30.97649097442627,1.8310548e-08
560000,-28.961869475733195,-64.4266564795899,139.04597619948896,55,27.743649005889893,100,23.39802312850952,0.05045819282531738,70.43202863027582,-0.03842155,3.9101309776306152,1.860752820968628,-220.286637864922,1845.929148197174,29.655391216278076,3.967285e-08
570000,-22.696234775552917,-52.42444435232787,145.11699261449505,56,29.927276849746704,100,25.356433629989624,0.0788278579711914,68.38047383472089,-0.035394102,4.120872497558594,1.8878819942474365,-174.59557339893234,1877.847116947174,31.895632028579712,6.1035155e-09
580000,-39.16198703700056,-85.8911727843432,119.893459549677,57,30.387845039367676,100,25.808486223220825,0.04835796356201172,64.32270691011206,-0.04111178,4.122802019119263,1.758235216140747,-235.56131424794884,1910.0652542114258,32.195173025131226,-3.6621095e-08
590000,-48.79650417607404,-101.55700627933871,133.33170521464993,58,28.984277963638306,100,24.53921103477478,0.05333399772644043,67.33754451945148,-0.045597322,4.000364065170288,1.9886271953582764,-181.95565820355574,1941.125097990036,31.02899980545044,1.373291e-08
600000,-40.00095546336257,-81.36833907889635,99.2373802422036,59,28.195908069610596,100,23.69896697998047,0.0626530647277832,64.35933115941074,-0.03363897,4.031935930252075,1.7505347728729248,-184.10187045793705,1971.1615569591522,30.010626792907715,2.4414062e-08
610000,-27.24911427848401,-58.892475355209406,130.8593356399366,60,28.753895044326782,100,24.360426425933838,0.053623199462890625,63.50076133631515,-0.027029166,3.9055569171905518,1.7044219970703125,-176.7897569741958,2001.6973810195923,30.513368129730225,-2.4414062e-08
620000,-43.529532646479275,-90.53623992467342,109.60800873423149,61,30.875193119049072,100,26.31069850921631,0.0688009262084961,65.73617160038468,-0.019274995,4.089964389801025,1.89945387840271,-214.7847290095807,2034.564598083496,32.84413695335388,-4.6539306e-08
630000,-27.83361228633186,-59.85122615829091,200.79628965378885,62,30.972556114196777,100,26.347163438796997,0.05847811698913574,69.46509310249596,-0.025533075,4.141341686248779,1.9814841747283936,-218.60357144284484,2067.601263999939,33.013999223709106,5.645752e-08
640000,-22.503588336056644,-47.533623161128425,133.1379222681807,63,29.419252157211304,100,24.89120841026306,0.05550408363342285,69.64388669488392,-0.0207805,4.055026054382324,2.0392932891845703,-175.2355500519679,2099.142539024353,31.514521837234497,-1.2207031e-08
650000,-36.017310898705624,-78.68996252369527,122.56812471362764,64,29.973758935928345,100,25.47516894340515,0.054502248764038086,58.125190130291855,-0.038667772,4.036614179611206,2.0919129848480225,-191.90434170252934,2131.2888009548187,32.12168884277344,-5.3405763e-08
660000,-47.48494045290576,-96.65293714041242,78.53467364309546,65,29.26918911933899,100,24.810844659805298,0.053774118423461914,53.09302020775948,-0.01631459,4.000473499298096,2.2655580043792725,-159.41212995706098,2162.90455698967,31.589094877243042,-5.9509276e-08
670000,-41.70787819522773,-87.93715972320187,102.1197489718663,66,32.00717902183533,100,27.24182152748108,0.07325911521911621,57.50432435562641,-0.03423203,4.2934324741363525,1.9214091300964355,-156.4870012691076,2196.93888092041,34.00525116920471,-0.0012187561
680000,-29.132180586655412,-64.34640987577107,178.4251252898909,67,28.49096703529358,100,23.996724843978882,0.052909135818481445,67.41289336974229,-0.052022588,4.02115273475647,1.8778700828552246,-166.26515288905864,2227.394186973572,30.426284074783325,3.3569336e-08
690000,-29.742121216962122,-64.5049474252909,104.76455200187873,68,29.719202995300293,100,25.051709175109863,0.04809284210205078,55.51519753690442,-0.025739253,4.191704511642456,1.867992877960205,-155.4547483771346,2259.059117078781,31.636775016784668,-9.155274e-09
700000,-38.51042602834369,-80.1579325415489,105.8817915022283,69,28.82954502105713,100,24.41065526008606,0.06352686882019043,49.98577790235467,-0.030997269,3.9417078495025635,1.9957318305969238,-193.85270880211343,2289.9718041419983,30.890308141708374,-3.2043456e-08
710000,-33.64340211574307,-70.67186471156407,105.41824111912197,70,28.603739023208618,100,24.092592000961304,0.05961275100708008,57.45157700761958,-0.06463828,4.005748748779297,2.010205030441284,-169.3965854058469,2320.673585176468,30.675211906433105,-2.4414062e-08
720000,-26.114785871840333,-57.08837247337655,94.50148152912108,71,29.617770195007324,100,25.153690576553345,0.06362390518188477,50.64188137848018,-0.039613448,4.006134033203125,1.6941869258880615,-159.06746754476612,2352.073617219925,31.37929606437683,1.6784668e-08
730000,-28.9324248551794,-60.2375981570672,113.83923719194867,72,29.33858299255371,100,25.06319761276245,0.05106210708618164,48.152819108175514,-0.020014904,3.840817451477051,1.7448410987854004,-145.07953057422148,2383.2321372032166,31.135974884033203,3.0517577e-09
740000,-23.93165836205454,-51.456055448611416,93.2785712234682,73,27.247153997421265,100,23.02103614807129,0.049160003662109375,50.77079444476603,-0.024791315,3.792475461959839,1.872077226638794,-143.54917840713603,2412.4240210056305,29.168856859207153,-3.3569336e-08
750000,-18.169623990035905,-41.912381974241896,106.94200813219105,74,27.12474012374878,100,22.916576623916626,0.048866987228393555,55.96851017132781,-0.02606772,3.7673404216766357,1.7192258834838867,-165.74143478146567,2441.3389859199524,28.89421796798706,-3.051758e-08
760000,-25.64261433388855,-55.46939075163998,135.13532584842594,75,25.69562602043152,100,21.744734287261963,0.04999494552612305,59.86094346703577,-0.04611812,3.5396151542663574,1.8598499298095703,-164.9673342209806,2468.9673941135406,27.605858087539673,-2.746582e-08
770000,-26.304694749958813,-56.24992138310208,103.78078309560696,76,46.71796417236328,100,40.40738868713379,0.08950400352478027,53.42096895419711,-0.032297082,5.5481555461883545,1.8423409461975098,-182.02476098018843,2517.6426360607147,48.65310478210449,-2.1743775e-08
780000,-22.29282146263949,-46.03358702972403,116.6582724530745,77,34.85044574737549,100,30.084393978118896,0.09742617607116699,50.580862057066604,-0.025247922,4.311385631561279,4.5763099193573,-128.23518577661852,2557.2252740859985,39.532358169555664,2.2888185e-09
790000,-28.50597238198249,-54.374531341632085,116.64790862243163,78,53.532676219940186,100,48.42130708694458,0.19881510734558105,53.55665338116766,-0.04462794,4.469661235809326,3.4290199279785156,-174.33097922253893,2614.4174840450287,57.16917300224304,-1.525879e-08
800000,-27.647312992021583,-52.25075207562899,78.69258009834603,79,37.141141176223755,100,32.44522571563721,0.27071213722229004,46.09572858553302,-0.04415323,4.233907222747803,3.7762320041656494,-164.29774211257956,2655.676367044449,41.18851828575134,3.3569336e-08
810000,-23.975828912108817,-43.76637299417329,112.10312623932248,80,43.792064905166626,100,38.79592990875244,0.05299210548400879,48.991127488858446,-0.06608619,4.483576536178589,2.209880828857422,-152.5900741849642,2701.7575500011444,46.056402921676636,4.8828124e-08
820000,-28.519459928805315,-51.24294433339364,96.2186685344875,81,32.968414068222046,100,28.46007251739502,0.049059152603149414,56.30859925218159,-0.07224002,4.037553787231445,1.7842910289764404,-195.130132612049,2736.5845580101013,34.802340030670166,-1.2207031e-08
830000,-33.708214823517935,-62.230174988303986,69.45913081493224,82,26.444283962249756,100,22.326523542404175,0.048670053482055664,51.65160693522629,-0.43145233,3.6919562816619873,1.9525949954986572,-210.6537329462467,2765.0524661540985,28.446068286895752,4.119873e-08
840000,-36.86454498156181,-68.21689418501457,111.7734234880563,83,28.052891731262207,100,23.954808473587036,0.05092787742614746,53.140838610081545,-0.06347772,3.6616475582122803,1.8574750423431396,-149.1385720032466,2795.035816192627,29.96170425415039,4.2724608e-08
850000,-42.041713092416394,-74.46206882362962,46.924345233326235,84,26.743056297302246,100,22.65881633758545,0.04921603202819824,46.73059860545466,-0.027862467,3.649571180343628,1.7975051403045654,-198.0475018014426,2823.6508798599243,28.590146780014038,2.1362304e-08
860000,-30.170664765928063,-58.541314937114485,109.2182622105391,85,27.298644065856934,100,23.119179725646973,0.054830074310302734,51.180676952243296,-0.066789865,3.7469539642333984,1.7985618114471436,-181.87014358841304,2852.825765132904,29.152479887008667,1.6784668e-08
870000,-36.31174039857144,-66.9551084169043,54.15561741555969,86,26.22258687019348,100,22.122446298599243,0.04527592658996582,42.32943530564716,-0.035144348,3.6741068363189697,1.8033809661865234,-169.30750814823412,2880.9199590682983,28.071614980697632,-4.577637e-09
880000,-38.88994337788026,-72.2774984494128,107.65027800161845,87,28.078322887420654,100,24.001227378845215,0.05364370346069336,42.135792568532665,-0.03622385,3.6570115089416504,1.9458889961242676,-158.7832814872801,2911.02037024498,30.07917070388794,-4.2724608e-08
890000,-35.55736588154458,-67.1466498462973,61.15594621381308,88,27.300770044326782,100,23.254148960113525,0.049413204193115234,43.45824323550698,-0.03630685,3.6264355182647705,1.751502275466919,-187.14713065008945,2940.1464660167694,29.10223388671875,-0.0018267365
900000,-41.04260841800721,-75.5238781843583,66.49604373500843,89,28.673604011535645,100,24.559962511062622,0.04716300964355469,46.41895839754533,-0.026238889,3.6905782222747803,1.9469408988952637,-216.14591701535247,2970.835646867752,30.668279886245728,-3.2043456e-08
910000,-41.41116332316515,-77.1621133968639,30.584001028061998,90,27.568837881088257,100,23.44630765914917,0.04875493049621582,38.492099034062726,-0.03433947,3.6950178146362305,1.9040231704711914,-158.37046106856448,3000.3805191516876,29.522228956222534,-3.051758e-08
920000,-43.2019309811237,-79.1738976158263,59.09087686184851,91,26.225216150283813,100,22.170860290527344,0.10152888298034668,39.61418669350974,-0.034415398,3.6244001388549805,1.6468300819396973,-175.82726138088344,3028.379454135895,27.976104974746704,-6.1035155e-09
930000,-44.8548169239583,-78.9226257559581,92.08983439831786,92,26.402143955230713,100,22.300793886184692,0.04581713676452637,44.38782983634711,-0.03856346,3.6808338165283203,1.7530112266540527,-232.16121486252536,3056.6035871505737,28.20150923728943,-4.8828124e-08
940000,-46.294852621599084,-81.86627419809243,53.67151220273186,93,29.254440784454346,100,25.03280019760132,0.07183170318603516,46.06943745409519,-0.0392664,3.7888355255126953,1.6318058967590332,-177.7290078118294,3087.5862171649933,30.95944905281067,1.8310548e-08
950000,-49.47862805342654,-87.87581267924799,85.52260201966513,94,29.935736894607544,100,25.72091507911682,0.04565095901489258,45.031936180945074,-0.032206643,3.773467540740967,1.835000991821289,-254.95622666456464,3119.4267370700836,31.817782878875732,-6.5612795e-08
960000,-51.66280146691153,-90.47137940551636,65.8704288696348,95,28.315306901931763,100,23.928887367248535,0.07297897338867188,40.742893542530766,-0.042479735,3.95817494392395,1.8754658699035645,-174.34792706818166,3149.7140719890594,30.265815019607544,1.8310548e-08
970000,-55.70648831092155,-95.94473989944085,33.25320104633429,96,31.373340129852295,100,27.084287405014038,0.06338977813720703,47.679618973629076,-0.034521278,3.8353726863861084,1.961874008178711,-286.04102902170877,3183.137274980545,33.399348974227905,-1.525879e-08
980000,-51.42681409242639,-89.04401416923531,39.221522128998565,97,27.12696385383606,100,23.00127410888672,0.04718208312988281,40.85291684967419,-0.037552923,3.706347703933716,1.8065578937530518,-151.14387276097173,3212.1427071094513,28.981151342391968,2.5939942e-08
990000,-54.33693607268303,-97.07837990194042,30.15738685722475,98,29.718224048614502,100,25.596616744995117,0.05241203308105469,41.69492890401034,-0.03904384,3.6966233253479004,1.7402160167694092,-177.19566296046574,3243.676190137863,31.511270761489868,1.0681152e-08
1000000,-51.99279463380318,-94.82402469336172,60.00871828033301,99,36.549323081970215,100,31.91468358039856,0.050193071365356445,40.78265499511304,-0.031767614,4.164316177368164,2.0146889686584473,-197.34650590510847,3282.3136219978333,38.61484694480896,-1.2207031e-08
1010000,-50.62332604099765,-91.41369590626341,31.136106881326544,100,33.33710193634033,100,28.710034132003784,0.05741286277770996,36.51508416294067,-0.043482073,4.1684839725494385,1.9802517890930176,-176.79440385865578,3317.7111999988556,35.375213623046875,6.1035155e-09
1020000,-49.900588867791456,-90.19036227616542,31.326992082109708,101,32.29750204086304,100,27.65665626525879,0.08001995086669922,35.394122328138124,-0.02114673,4.090991258621216,1.9404139518737793,-203.0638519953864,3352.0719962120056,34.33881425857544,4.8828124e-08
1030000,-48.63966593520213,-87.60684095900169,31.34621617539927,102,31.37908101081848,100,26.926740646362305,0.07129478454589844,38.23589321812492,-0.027482614,3.9934492111206055,1.9242181777954102,-167.33915050735567,3385.4710791110992,33.374988079071045,1.2207031e-08
1040000,-57.207970788054894,-100.45058101633555,34.08415261587935,103,41.87480187416077,100,37.38691735267639,0.10763120651245117,45.899001093134714,-0.02908287,4.036378383636475,4.333028078079224,-178.3431888989482,3431.8095350265503,46.31622672080994,-1.9836426e-08
1050000,-42.3300372916669,-74.85051260461748,58.36951438039589,104,39.27918577194214,100,34.76425290107727,0.06036090850830078,45.93291304246006,-0.031039849,4.0561628341674805,2.740323066711426,-193.16013241759933,3473.9458558559418,42.11182999610901,-0.0026405975
1060000,-47.733503483126675,-84.50818019888628,31.645797706597207,105,47.916008949279785,100,43.209782123565674,0.1003258228302002,38.427091547558575,-0.046609703,4.210673093795776,2.546639919281006,-153.0279819741482,3524.5329971313477,50.56363892555237,-4.9591065e-08
1070000,-50.083637289298565,-87.29613574514484,28.877600513615743,106,44.24158596992493,100,39.57105088233948,0.19444489479064941,38.769540669230075,-0.052743897,4.190744161605835,3.9722588062286377,-177.76635202516064,3572.9691429138184,48.41268515586853,-3.089905e-08
1080000,-53.19645190692111,-96.49887706050737,47.819409723835015,107,56.17146015167236,100,50.95415425300598,0.046221017837524414,48.9180727004929,-0.14961052,4.714449882507324,2.75585675239563,-168.09445027134737,3631.9713850021362,58.97509813308716,3.0517577e-09
1090000,-52.14906805096422,-91.74086856118888,53.52327275273545,108,33.17892503738403,100,28.64578342437744,0.10606694221496582,42.25228987054305,-0.036688007,4.065072536468506,2.1138718128204346,-195.65842336411302,3667.393384218216,35.401315689086914,2.4414062e-08
1100000,-51.7438820381779,-92.55907882348406,69.45300984196388,109,31.623445987701416,100,27.300429105758667,0.05984091758728027,46.63317759842244,-0.032198634,3.8754072189331055,2.0776896476745605,-200.26586400893862,3701.1751821041107,33.76166605949402,1.449585e-08
1110000,-52.14439294784127,-92.04136664121492,86.66105423791508,110,31.1291401386261,100,26.75460410118103,0.05309581756591797,41.01571359092802,-0.054698132,3.911797285079956,2.2574398517608643,-178.5529687637734,3734.6398561000824,33.440134048461914,2.746582e-08
1120000,-50.85321674656387,-88.62912211681963,52.836463828669935,111,30.581069946289062,100,26.310712814331055,0.04992103576660156,40.53624971173427,-0.06842752,3.822596311569214,1.9647388458251953,-186.76918920284143,3767.2623131275177,32.59709095954895,-4.8828124e-08
1130000,-56.48194929589678,-97.16827973317281,56.63107341964343,112,33.60450577735901,100,28.864046335220337,0.04700922966003418,50.69238304549412,-0.041335236,4.271347761154175,2.0356669425964355,-202.98181477629822,3802.97376203537,35.687888860702515,-2.1362304e-08
1140000,-51.72964539504645,-94.22251287728757,28.68859779311932,113,33.57837533950806,100,29.16231679916382,0.049677133560180664,45.770154644679856,-0.02741236,3.8880605697631836,1.931656837463379,-210.54094949125778,3838.5667231082916,35.56136703491211,6.942749e-08
1150000,-46.58805010933134,-85.06664699595436,48.079974674184896,114,29.52291464805603,100,25.299742937088013,0.04737281799316406,38.177961993088154,-0.045164973,3.758100748062134,2.4451420307159424,-127.48366295576263,3870.604362010956,32.015856981277466,-2.4414062e-08
1160000,-55.79063497905739,-100.01880229767508,58.92239210060549,115,42.68172597885132,100,38.035786151885986,0.07983827590942383,54.008854286619844,-0.051158063,4.1488025188446045,2.76877498626709,-213.01392331620352,3916.1585581302643,45.53174090385437,2.1362304e-08
1170000,-44.15597423065087,-79.12571381546385,61.831236030171326,116,49.02860903739929,100,44.50261664390564,0.04942011833190918,47.202717600395594,-0.03730447,4.069337368011475,1.802042007446289,-237.12162539760044,3967.070104122162,50.88151502609253,3.6621095e-08
1180000,-40.02136742994105,-72.03868998777723,62.159362838394465,117,29.769540786743164,100,25.71819758415222,0.04947614669799805,38.13036700035891,-0.031203315,3.6313021183013916,1.8373420238494873,-136.86760276922345,3998.753942966461,31.65781807899475,3.0517577e-09
1190000,-43.31761892754761,-76.315665858195,84.08378576405264,118,32.04897403717041,100,27.777446031570435,0.04626107215881348,41.98339564046852,-0.046988342,3.82468581199646,1.9508309364318848,-152.81147412955258,4032.822247028351,34.04667806625366,1.449585e-08
1200000,-38.71062120104201,-71.64833443673133,68.62414458901301,119,41.671226263046265,100,37.125941038131714,0.05278801918029785,44.08590387493887,-0.042856228,4.056994438171387,2.3475937843322754,-189.62820217189415,4076.9194779396057,44.07339096069336,-3.2806398e-08
1210000,-35.98267580259382,-65.9242358158448,99.0033608465293,120,37.186095237731934,100,32.677018880844116,0.0536656379699707,44.226020481974366,-0.060821388,4.0050623416900635,2.1339309215545654,-194.49565633829104,4116.3158390522,39.37520909309387,-6.1035155e-09
1220000,-32.00049610033944,-56.792370218597796,118.70027146637246,121,42.30998516082764,100,37.693665742874146,0.050653934478759766,46.7655672174536,-0.04832732,4.1462767124176025,1.9245378971099854,-135.32145047798025,4160.628625154495,44.286677837371826,-3.967285e-08
1230000,-30.55881996012621,-54.20503179510603,120.19641447232894,122,28.776103973388672,100,24.647942066192627,0.04966330528259277,52.665342468515774,-0.05526284,3.7014877796173096,1.7356469631195068,-167.81241829484765,4191.218600034714,30.562957763671875,-3.0517577e-09
1240000,-22.831460846693968,-39.059154138734435,105.38584700616416,123,28.4601948261261,100,24.401124715805054,0.05741000175476074,50.55984536443832,-0.08023362,3.637092351913452,1.8559858798980713,-161.63670892956395,4221.616750001907,30.37514305114746,2.1362304e-08
1250000,-21.235967980771512,-36.328929860801914,90.62595685302803,124,28.959434986114502,100,24.89263606071472,0.048619985580444336,53.32248812667889,-0.08929092,3.6435387134552,2.562938928604126,-169.510952250282,4253.221949100494,31.582093954086304,-1.8310548e-08
1260000,-22.040463114892223,-38.393976943869276,168.1997773516156,125,26.44358777999878,100,22.431788682937622,0.04895210266113281,50.078774331595476,-0.1357298,3.5991294384002686,1.6545209884643555,-164.23913812455697,4281.394947052002,28.14873480796814,-6.103516e-08
1270000,-32.45919919460762,-56.797453145665415,75.28813696221981,126,26.75234317779541,100,22.749269247055054,0.06331706047058105,48.29078259572134,-0.17104077,3.588634967803955,1.6085801124572754,-200.29283928232536,4309.842244148254,28.42477583885193,-6.1035155e-09
1280000,-26.02526844950351,-46.76649847639053,74.23002423567496,127,26.79986810684204,100,22.754205465316772,0.04787874221801758,41.00211967157067,-0.022841599,3.597776412963867,2.227687120437622,-150.02819734096238,4338.940186023712,29.075844049453735,4.5776368e-08
1290000,-32.65981833696661,-59.05931821508635,77.26108048256908,128,26.948092937469482,100,23.010820627212524,0.047271013259887695,48.36730637584509,-0.045089614,3.5241363048553467,1.7787048816680908,-219.91115478411402,4367.7368948459625,28.774569034576416,2.1362304e-08
1300000,-30.041393596881218,-55.90796381289176,85.68394593672903,129,27.30725622177124,100,23.07444715499878,0.04773902893066406,48.532882067761555,-0.042312216,3.805891513824463,1.7595291137695312,-208.58041519382962,4396.873613119125,29.115960121154785,-5.493164e-08
1310000,-25.54481831650535,-48.117368587804705,84.26402614169515,130,31.76775622367859,100,27.82487726211548,0.04838395118713379,40.574758095782876,-0.03965393,3.5216763019561768,2.0845181941986084,-163.94249360903734,4430.799992084503,33.90213704109192,2.4414062e-08
1320000,-38.491799653429496,-66.1318100767251,118.13390705395516,131,26.64488697052002,100,22.721195936203003,0.04606294631958008,46.92275564975675,-0.07174887,3.524280071258545,1.8630170822143555,-207.2546946332868,4459.375444889069,28.555325031280518,3.051758e-08
1330000,-31.893174161783328,-56.36930239846148,94.00612669195924,132,26.700621128082275,100,22.683534622192383,0.04551815986633301,50.591058232018526,-0.04755539,3.6012659072875977,1.721134901046753,-200.62205748635756,4487.867448091507,28.468740940093994,-3.051758e-08
1340000,-21.04438940828188,-40.024553606457715,94.14601531236495,133,25.613579988479614,100,21.693488836288452,0.06621098518371582,48.147863148888405,-0.055680983,3.5101985931396484,1.7177321910858154,-190.83262183236354,4515.288952112198,27.398974895477295,-3.5095216e-08
1350000,-31.44977904098225,-56.51389488405436,106.88473730968576,134,28.645960092544556,100,24.680392026901245,0.046842098236083984,41.70634240847817,-0.056146607,3.5556795597076416,1.7535309791564941,-149.12480846358844,4545.759920120239,30.447793006896973,2.5939942e-08
1360000,-25.056799077264944,-48.9475517550363,61.44093911419813,135,26.310070991516113,100,22.324832677841187,0.08034801483154297,44.79547248730537,-0.10611409,3.5734026432037354,2.09001088142395,-168.5478660443845,4574.264715909958,28.480826139450073,2.4414062e-08
1370000,-35.17866146766174,-66.75138577736234,75.4172066560645,136,30.41616725921631,100,26.439964532852173,0.04748702049255371,49.577332149714344,-0.09660413,3.5622920989990234,1.7394990921020508,-182.78494050631986,4606.491230249405,32.20448899269104,3.6621095e-08
1380000,-42.561593525895766,-76.45072280944632,91.76111654781879,137,25.71389889717102,100,21.76247763633728,0.04536175727844238,54.72352136015052,-0.15928939,3.5328195095062256,1.8122150897979736,-173.80978372296676,4634.084867954254,27.57190704345703,2.89917e-08
1390000,-33.21150723561058,-64.31735155592015,86.90572635763193,138,26.712972164154053,100,22.679765224456787,0.0472111701965332,42.18424968008535,-0.045991663,3.624389171600342,1.7726881504058838,-127.05410304690359,4662.639447927475,28.53338122367859,-6.866455e-09
1400000,-41.068522230016235,-78.0562830904607,108.52607669292821,139,25.070351123809814,100,21.156275510787964,0.0505528450012207,47.23524026325827,-0.075205915,3.5121467113494873,3.7016289234161377,-166.14357971525865,4691.4839742183685,28.82335090637207,1.2969971e-08
1410000,-34.60942176305584,-65.77836524646148,107.35505477940556,140,27.432942152023315,100,23.205598831176758,0.0486907958984375,42.99061507828843,-0.08321396,3.7790441513061523,1.751413106918335,-184.14326964571492,4720.742465019226,29.234891176223755,-2.4414062e-08
1420000,-31.41095084810445,-61.58069932313976,94.71005871612694,141,27.113388061523438,100,23.13158106803894,0.06163907051086426,41.26311222323475,-0.04076607,3.5563879013061523,1.727849006652832,-121.90155978427745,4749.67091012001,28.903254747390747,-6.1035155e-09
