n_timesteps,train-AverageReturn,train-AverageDiscountedReturn,train-MaxReturn,Itr,Time-Sampling,train-NumTrajs,train-PolicyExecTime,Time-SampleProc,train-StdReturn,LossAfter,train-EnvExecTime,Time-Optimization,train-MinReturn,Time,ItrTime,LossBefore
110000,-39.46443244117306,-65.77238208974181,35.188896830655565,10,28.861955165863037,100,24.21647620201111,0.11202788352966309,32.18355031469612,-0.13753715,4.169776201248169,2.1402361392974854,-102.04308677205665,367.4252049922943,31.115943908691406,-2.2888185e-09
120000,-13.739875886678819,-19.310305238891132,37.05111961804919,11,29.52508807182312,100,24.76913571357727,0.07735109329223633,28.866410055853965,-0.15466702,4.271437168121338,2.272265911102295,-105.45525557809225,399.3238890171051,31.876012086868286,2.5177002e-08
130000,5.7534304933898275,14.265583072669312,88.65246868558792,12,29.851858854293823,100,25.0460844039917,0.08741593360900879,32.07460671463696,-0.089973815,4.2824225425720215,2.312678098678589,-80.87861462738094,431.599817276001,32.25257396697998,3.3569336e-08
140000,3.7976675047100787,10.640425099315603,96.74151306779176,13,31.133880853652954,100,26.146679639816284,0.09033894538879395,32.566124467473706,-0.23384883,4.474675893783569,2.2724428176879883,-73.68173988513637,465.1237120628357,33.497962951660156,-1.373291e-08
150000,-16.975515228268783,-28.92074401674259,103.99517257244202,14,29.839311838150024,100,24.97718358039856,0.08233118057250977,36.854068705091976,-0.05690032,4.362494468688965,2.9991660118103027,-102.3304014245973,498.06900811195374,32.92182183265686,9.155274e-09
160000,-29.258387425628268,-50.70836698861561,40.48033002449485,15,32.613831996917725,100,27.407344341278076,0.3206827640533447,33.52698103444156,-0.005431053,4.67007303237915,2.9542720317840576,-109.90388031384076,533.995255947113,35.894164085388184,1.0681152e-08
170000,-35.77979447923453,-62.02720598937199,33.872074255216944,16,33.08512902259827,100,28.026708841323853,0.07193803787231445,34.10968449730366,-0.054677807,4.556759834289551,2.3467540740966797,-131.2480126487094,569.538654088974,35.50438594818115,2.4414062e-08
180000,-32.239185512729044,-57.74164428874646,47.44950360266726,17,29.454355239868164,100,24.622053384780884,0.07297730445861816,37.58025410521889,-0.053478993,4.299447298049927,2.0692200660705566,-133.05142270453945,601.207190990448,31.59852123260498,-3.051758e-08
190000,-35.23702727101476,-64.51517747604984,49.91129474626845,18,29.397900104522705,100,24.66515827178955,0.28693675994873047,41.288073864743254,-0.027274081,4.250593900680542,1.9973759651184082,-175.0566643800291,632.9186360836029,31.684403896331787,2.746582e-08
200000,-38.995453558630636,-68.21649672763121,68.85374744226729,19,31.209284782409668,100,26.246392488479614,0.08733725547790527,44.72983845200727,-0.08689718,4.470000982284546,1.78782320022583,-208.514603094744,666.0285749435425,33.0858588218689,3.0517577e-09
210000,-33.49468666703793,-59.401178555868086,51.11562139877348,20,28.983526945114136,100,24.62636947631836,0.053176164627075195,40.084790393091914,-0.060856916,3.919212818145752,1.7573411464691162,-139.03979542353926,696.8480639457703,30.795510053634644,-1.0681152e-08
220000,-33.835685645878236,-58.55722587651118,43.558744473441905,21,34.55942916870117,100,29.070461750030518,0.08334517478942871,38.99547034548024,-0.037680574,4.961856365203857,1.8038887977600098,-140.66866382285448,733.3226490020752,36.44757699966431,-1.2207031e-08
230000,-25.619795993361084,-44.01058194690586,56.89065545541153,22,30.016005754470825,100,25.662559509277344,0.06364274024963379,33.83962992354648,-0.041929826,3.8771121501922607,2.0535099506378174,-101.67599294337884,765.4849541187286,32.13375782966614,-1.8310548e-08
240000,-31.489775609021613,-53.79210107471562,68.67310190371005,23,47.08892107009888,100,41.93548917770386,0.40004801750183105,36.74198011534518,-0.04288774,4.635006427764893,4.898184299468994,-111.949768541374,817.895054101944,52.38792181015015,1.9073487e-09
250000,-29.989845981210365,-52.12585884984824,61.79422268063933,24,45.9102520942688,100,41.128692388534546,0.05874800682067871,44.20075532528754,-0.059896324,4.301911115646362,2.011836290359497,-140.9523734382501,865.9007880687714,47.98309898376465,3.0517577e-09
260000,-39.51143298846521,-69.91802668956645,66.70681808847267,25,49.69631385803223,100,44.671833992004395,0.054421186447143555,34.4023040714183,-0.08415627,4.503408193588257,1.8488900661468506,-129.59068501426745,917.5251231193542,51.60105490684509,9.155274e-09
270000,-40.633241373431694,-70.57131527393203,44.172901887558425,26,31.495383977890015,100,27.176806449890137,0.09167933464050293,40.18295961149358,-0.067769736,3.8670144081115723,2.3001461029052734,-146.84193687771747,951.4354920387268,33.88788986206055,6.1035155e-09
280000,-39.813993857989736,-70.58179383037664,77.83315141846715,27,29.230663061141968,100,25.03596019744873,0.047471046447753906,42.469826535374,-0.11397922,3.758281946182251,1.750492811203003,-148.88064737280678,982.4901340007782,31.02900791168213,-1.8310548e-08
290000,-40.37345461179751,-72.76394988449356,57.869264651052774,28,27.818873167037964,100,23.676382064819336,0.06407499313354492,38.00400773252843,-0.4758274,3.672621965408325,1.8011248111724854,-121.66233932904102,1012.2075550556183,29.695165872573853,1.2207031e-08
300000,-31.688434376272745,-54.63979372214603,109.1593433999078,29,26.87972402572632,100,22.674001455307007,0.05052375793457031,45.15619570825369,-0.04360362,3.7531747817993164,1.958108901977539,-158.79117475999635,1041.1191000938416,28.889755964279175,-2.1362304e-08
310000,-33.179072755577955,-58.5539519063141,46.39552972139249,30,26.955009937286377,100,22.93106484413147,0.05679512023925781,41.96241877493867,-0.03881154,3.5922317504882812,2.0978329181671143,-148.85490666973368,1070.2515420913696,29.11039400100708,6.1035155e-09
320000,-31.580839265945684,-55.189039927468514,57.01779052425897,31,27.341944932937622,100,23.149927377700806,0.05286288261413574,47.9897976745689,-0.035903677,3.7555606365203857,1.8533191680908203,-167.59147017919915,1099.5234611034393,29.249770879745483,7.629395e-09
330000,-38.140232526312786,-67.60162325695939,68.78196717936113,32,27.79042387008667,100,23.60942053794861,0.10049104690551758,41.807704165261065,-0.02369556,3.741328716278076,1.9661860466003418,-165.81147149088065,1129.401524066925,29.85859489440918,-2.1362304e-08
340000,-33.306084553614696,-63.106764619481446,73.85399839407451,33,34.89152002334595,100,30.03320837020874,0.08783102035522461,44.72417653374626,-0.053191375,4.329073190689087,2.27949595451355,-157.60035166727974,1166.6873819828033,37.262109994888306,-2.5939942e-08
350000,-27.731448966150086,-50.58019508469556,56.96570161325093,34,26.889562129974365,100,22.686254739761353,0.05660891532897949,39.32613422852099,-0.07374855,3.7391703128814697,1.8937280178070068,-115.78076586870753,1195.5546960830688,28.840333223342896,8.392334e-09
360000,-23.606176861987414,-44.51181773396564,121.39853244208709,35,26.57577395439148,100,22.42499852180481,0.05373191833496094,46.10074718744859,-0.056082606,3.704279899597168,1.7824819087982178,-172.94891381402616,1223.9884321689606,28.412425994873047,-3.0517577e-09
370000,-14.730205654322,-25.71083895921356,96.52778949995063,36,27.300446033477783,100,23.13873267173767,0.04796791076660156,46.13222868476439,-0.02639942,3.7212812900543213,1.8092210292816162,-175.69585258837978,1253.170336008072,29.158040761947632,5.493164e-08
380000,-19.936432642705885,-33.01563855195996,87.64857126720129,37,27.657939195632935,100,23.511765241622925,0.05254507064819336,46.878735168104676,-0.034989905,3.704641819000244,1.6209039688110352,-171.41192749767796,1282.5253670215607,29.331814765930176,-2.2888184e-08
390000,-23.363203309386808,-42.91180752756993,71.21798021948572,38,27.00906991958618,100,22.935747146606445,0.06655311584472656,47.71619722144609,-0.05029539,3.652458906173706,1.7606570720672607,-203.08225527990137,1311.384931087494,28.836710929870605,-6.1035155e-09
400000,-16.535676474304225,-27.275111436042586,96.46829851697605,39,26.630396127700806,100,22.461068630218506,0.049108028411865234,46.97312831974379,-0.06066424,3.6810262203216553,1.8086011409759521,-229.23697530070027,1339.920047044754,28.51327419281006,1.373291e-08
410000,-31.38887215296222,-53.97380238668773,111.05939681093321,40,26.925167083740234,100,22.808865070343018,0.05960893630981445,50.03200210054526,-0.050074,3.672504186630249,1.7683541774749756,-174.91946991190773,1368.695433139801,28.753594875335693,-0.0023730316
420000,-21.97206533631753,-37.14178551097353,89.10672625183498,41,27.895238876342773,100,23.7362699508667,0.07268500328063965,48.274898459598724,-0.066974625,3.723954677581787,1.6552801132202148,-132.7762532992923,1398.3408529758453,29.623586893081665,1.1444092e-08
430000,-17.006591277924873,-30.252756666844952,95.47338723162494,42,26.80793595314026,100,22.786492586135864,0.18260478973388672,41.639046201661486,-0.08127619,3.5931525230407715,1.73099684715271,-127.5116650461835,1427.0828149318695,28.721894025802612,6.1035155e-09
440000,-14.666491065739446,-21.601684360531625,96.49015732503779,43,43.28193187713623,100,38.13948893547058,0.04911088943481445,45.79580033045271,-0.05522848,4.666022300720215,1.8333299160003662,-124.91902743591137,1472.2713031768799,45.165749073028564,-1.2207031e-08
450000,-14.609881975040057,-24.972369978181952,84.57711280357081,44,27.014831066131592,100,22.826416015625,0.05062079429626465,42.124409060791685,-0.38111737,3.7382047176361084,1.78932523727417,-144.25411221411787,1501.1489131450653,28.855220794677734,-3.051758e-08
460000,-20.40369009559405,-35.179712481364625,82.69102932761592,45,26.626096963882446,100,22.549193143844604,0.05942702293395996,42.77827545759943,-0.1368259,3.642002820968628,1.787653923034668,-153.34547398747924,1529.6605281829834,28.48895788192749,-2.4414062e-08
470000,-25.118927215666435,-45.38666265796612,55.38642220608776,46,26.95240592956543,100,22.851415157318115,0.06919288635253906,40.408146775925886,-0.056507118,3.6788265705108643,1.8521242141723633,-145.92055555400577,1558.5617871284485,28.879133939743042,6.1035155e-09
480000,-24.05911401515696,-42.67099855661146,64.41238895237196,47,27.470531225204468,100,23.189900875091553,0.051526784896850586,39.16615124637521,-86.82509,3.8357162475585938,1.6790790557861328,-147.9697827867397,1587.7881400585175,29.201550006866455,-6.1035155e-09
490000,-25.935029313478285,-47.038237185216964,73.04121491264979,48,27.88010811805725,100,23.755398750305176,0.057170867919921875,41.725652146002915,-0.18120863,3.6860506534576416,1.9694950580596924,-141.9716278926864,1617.7193040847778,29.907538890838623,-2.4414062e-08
500000,-23.768044937633693,-45.60746788930084,135.34953130847046,49,28.644302129745483,100,24.341025352478027,0.06693029403686523,54.868895171589635,-3.1270041,3.8508262634277344,2.4822373390197754,-174.8035068467091,1648.935622215271,31.194162130355835,1.2207031e-08
510000,-14.948927140442127,-31.05843995409853,166.05788799616877,50,39.03426384925842,100,33.70379686355591,0.16241908073425293,56.10698665038924,-0.024875991,4.818565607070923,2.0165159702301025,-137.11379808046877,1690.2619180679321,41.28181290626526,9.155274e-09
